date,DW_2022_Q4,meta
2022-12-02 00:00:00,-306.9561121404126,
2022-12-02 10:00:00,-325.1403138123887,
2022-12-02 10:30:00,-315.34749127349676,
2022-12-02 12:00:00,-314.5716952101811,
2022-12-02 13:30:00,-300.43812609936464,
2022-12-02 15:00:00,-302.54877100758875,
2022-12-02 15:30:30,-302.54877100758875,
2022-12-02 23:59:59,-295.74815216711585,w
2022-12-05 00:00:00,-301.3009446505613,
2022-12-05 10:00:00,-275.7263221507765,
2022-12-05 10:30:00,-271.7595006185666,
2022-12-05 12:00:00,-248.6173228754618,
2022-12-05 13:30:00,-228.2727475774131,
2022-12-05 15:00:00,-219.92566434923384,
2022-12-05 15:30:30,-219.92566434923384,
2022-12-05 23:59:59,-223.70500041811783,c
2022-12-06 00:00:00,-208.30206733793813,
2022-12-06 10:00:00,-207.55578216413198,
2022-12-06 10:30:00,-201.1022824820276,
2022-12-06 12:00:00,-199.98773069269492,
2022-12-06 13:30:00,-186.78971221076972,
2022-12-06 15:00:00,-176.074782608641,
2022-12-06 15:30:30,-176.074782608641,
2022-12-06 23:59:59,-172.5464996415398,c
2022-12-07 00:00:00,-179.25052804645838,
2022-12-07 10:00:00,-164.02540313739115,
2022-12-07 10:30:00,-161.98125156923737,
2022-12-07 12:00:00,-140.84815161772383,
2022-12-07 13:30:00,-138.47874887517537,
2022-12-07 15:00:00,-139.62997562626902,
2022-12-07 15:30:30,-139.62997562626902,
2022-12-07 23:59:59,-142.75217292432416,c
2022-12-08 00:00:00,-152.21594592948946,
2022-12-08 10:00:00,-139.61830682024055,
2022-12-08 10:30:00,-132.2912897058382,
2022-12-08 12:00:00,-136.31935719314492,
2022-12-08 13:30:00,-121.42963347084573,
2022-12-08 15:00:00,-113.18449458105393,
2022-12-08 15:30:30,-113.18449458105393,
2022-12-08 23:59:59,-103.8005116768396,c
2022-12-09 00:00:00,-115.8511033019485,
2022-12-09 10:00:00,-113.94248598053083,
2022-12-09 10:30:00,-121.47382307177297,
2022-12-09 12:00:00,-118.13919203973232,
2022-12-09 13:30:00,-103.40965980256799,
2022-12-09 15:00:00,-110.34143535995587,
2022-12-09 15:30:30,-110.34143535995587,
2022-12-09 23:59:59,-109.60100632805684,w
2022-12-12 00:00:00,-126.88525896027339,
2022-12-12 10:00:00,-131.80743690673813,
2022-12-12 10:30:00,-136.62446705234242,
2022-12-12 12:00:00,-138.9440026811792,
2022-12-12 13:30:00,-129.5208785515655,
2022-12-12 15:00:00,-128.660727764865,
2022-12-12 15:30:30,-128.660727764865,
2022-12-12 23:59:59,-122.35063436164789,c
2022-12-13 00:00:00,-135.4251236063426,
2022-12-13 10:00:00,-149.35412131569223,
2022-12-13 10:30:00,-139.47111313652192,
2022-12-13 12:00:00,-130.60935955282082,
2022-12-13 13:30:00,-132.68527296674932,
2022-12-13 15:00:00,-130.31865096384269,
2022-12-13 15:30:30,-130.31865096384269,
2022-12-13 23:59:59,-131.51360581052847,c
2022-12-14 00:00:00,-138.69837203068084,
2022-12-14 10:00:00,-143.22652014074583,
2022-12-14 10:30:00,-125.38797292573405,
2022-12-14 12:00:00,-113.65216038784446,
2022-12-14 13:30:00,-121.21869663763546,
2022-12-14 15:00:00,-120.87868364508991,
2022-12-14 15:30:30,-120.87868364508991,
2022-12-14 23:59:59,-109.30107895753964,c
2022-12-15 00:00:00,-99.08019259142496,
