date,EU_GUNR_2022_Q4,meta
2022-11-18 00:00:00,259.8087080897312,
2022-11-18 03:30:00,285.702804961491,
2022-11-18 04:00:00,281.64193704293166,
2022-11-18 06:00:00,267.09621856385775,
2022-11-18 08:00:00,282.82112174775557,
2022-11-18 10:30:00,243.98636500570183,
2022-11-18 11:00:00,263.73846234652456,
2022-11-18 23:59:59,247.1596492656504,w
2022-11-21 00:00:00,289.04404544173167,
2022-11-21 03:30:00,301.5187856085745,
2022-11-21 04:00:00,294.3438937494616,
2022-11-21 06:00:00,290.6393506825798,
2022-11-21 08:00:00,318.95836971202107,
2022-11-21 10:30:00,271.92752733493444,
2022-11-21 11:00:00,266.4641939266053,
2022-11-21 23:59:59,249.59289153226018,c
2022-11-22 00:00:00,270.3686678550489,
2022-11-22 03:30:00,285.5029836020917,
2022-11-22 04:00:00,270.9783812542114,
2022-11-22 06:00:00,268.9405319678558,
2022-11-22 08:00:00,298.22415115910053,
2022-11-22 10:30:00,270.8539977383184,
2022-11-22 11:00:00,285.9325787775574,
2022-11-22 23:59:59,306.3064654744785,c
2022-11-23 00:00:00,296.23229413762647,
2022-11-23 03:30:00,318.4387997140848,
2022-11-23 04:00:00,333.8963400925818,
2022-11-23 06:00:00,354.07992143922274,
2022-11-23 08:00:00,330.5166382838456,
2022-11-23 10:30:00,311.71732386907433,
2022-11-23 11:00:00,305.80914421406396,
2022-11-23 23:59:59,297.7165040517766,c
2022-11-24 00:00:00,295.11167755920223,
2022-11-24 03:30:00,285.98982774228307,
2022-11-24 04:00:00,270.19164192772405,
2022-11-24 06:00:00,250.53567562763192,
2022-11-24 08:00:00,262.2676973845755,
2022-11-24 10:30:00,275.2518121935227,
2022-11-24 11:00:00,270.7667024646271,
2022-11-24 23:59:59,263.3771714877207,c
2022-11-25 00:00:00,248.49704618251008,
2022-11-25 03:30:00,266.71508656525157,
2022-11-25 04:00:00,288.66463648173976,
2022-11-25 06:00:00,288.2315531056174,
2022-11-25 08:00:00,308.57960317047355,
2022-11-25 10:30:00,316.44410835025747,
2022-11-25 11:00:00,306.93175205790067,
2022-11-25 23:59:59,302.11752760149784,w
2022-11-28 00:00:00,312.94756292464217,
2022-11-28 03:30:00,302.29928224708556,
2022-11-28 04:00:00,299.3643530690929,
2022-11-28 06:00:00,299.22218721953686,
2022-11-28 08:00:00,312.36413322962153,
2022-11-28 10:30:00,316.9833849535462,
2022-11-28 11:00:00,326.5105838369682,
2022-11-28 23:59:59,355.44771323404393,c
2022-11-29 00:00:00,320.1196694039968,
2022-11-29 03:30:00,314.46157026495985,
2022-11-29 04:00:00,299.3957485275773,
2022-11-29 06:00:00,283.02214252311387,
2022-11-29 08:00:00,283.314621368771,
2022-11-29 10:30:00,310.6361828039503,
2022-11-29 11:00:00,306.3937095444403,
2022-11-29 23:59:59,302.05857563530344,c
2022-11-30 00:00:00,275.16586606553074,
2022-11-30 03:30:00,307.7283911409104,
2022-11-30 04:00:00,293.779412549738,
2022-11-30 06:00:00,281.48707154895055,
2022-11-30 08:00:00,261.7310296914334,
2022-11-30 10:30:00,256.6336616174149,
2022-11-30 11:00:00,254.29264514754277,
2022-11-30 23:59:59,251.75316458587486,c
2022-12-01 00:00:00,199.5845404009101,
2022-12-01 03:30:00,258.2909965723875,
2022-12-01 04:00:00,220.41307162295197,
2022-12-01 06:00:00,225.52784220993408,
2022-12-01 08:00:00,233.65071704188722,
2022-12-01 10:30:00,233.3148667152418,
2022-12-01 11:00:00,206.36682801861934,
2022-12-01 23:59:59,229.929492892712,c
2022-12-02 00:00:00,230.77668781487773,
2022-12-02 03:30:00,246.0788010577994,
2022-12-02 04:00:00,223.1556466162483,
2022-12-02 06:00:00,205.49552068957564,
2022-12-02 08:00:00,199.37656575044775,
2022-12-02 10:30:00,224.55969981161934,
2022-12-02 11:00:00,210.24240849696707,
2022-12-02 23:59:59,183.26331066033617,w
2022-12-05 00:00:00,150.34092474490126,
2022-12-05 03:30:00,150.77489120270548,
2022-12-05 04:00:00,115.79442301987501,
2022-12-05 06:00:00,114.1932771763395,
2022-12-05 08:00:00,105.29427625530161,
2022-12-05 10:30:00,146.18192104688842,
2022-12-05 11:00:00,136.8855479000381,
2022-12-05 23:59:59,134.2669763170984,c
2022-12-06 00:00:00,128.9766809776711,
2022-12-06 03:30:00,114.5888061324763,
2022-12-06 04:00:00,111.85866765742549,
2022-12-06 06:00:00,120.88591087588202,
2022-12-06 08:00:00,91.55088860635624,
2022-12-06 10:30:00,123.2782076048984,
2022-12-06 11:00:00,125.65589225788653,
2022-12-06 23:59:59,116.11430713491427,c
2022-12-07 00:00:00,129.53755142567388,
2022-12-07 03:30:00,127.29311068670813,
2022-12-07 04:00:00,120.88830066443688,
2022-12-07 06:00:00,134.61865397574047,
2022-12-07 08:00:00,118.1363383532971,
2022-12-07 10:30:00,102.69527878305962,
2022-12-07 11:00:00,104.05509166272486,
2022-12-07 23:59:59,135.60274142959906,c
2022-12-08 00:00:00,142.48298141983832,
2022-12-08 03:30:00,127.07238983594743,
2022-12-08 04:00:00,130.9879457605125,
2022-12-08 06:00:00,134.13752354696908,
2022-12-08 08:00:00,112.34144609075065,
2022-12-08 10:30:00,68.7899557922733,
2022-12-08 11:00:00,85.70489940927382,
2022-12-08 23:59:59,95.87137209392813,c
2022-12-09 00:00:00,64.49019232070759,
