date,PSC_2022_Q4,meta
2022-10-03 00:00:00,-40.463323840692894,
2022-10-03 10:00:00,-52.086774701464336,
2022-10-03 10:30:00,-47.39344668803872,
2022-10-03 12:00:00,-47.188985325334556,
2022-10-03 13:30:00,-35.843931513641635,
2022-10-03 15:00:00,-40.13507728040949,
2022-10-03 15:30:30,-40.13507728040949,
2022-10-03 23:59:59,-40.809191032275365,c
2022-10-04 00:00:00,-31.727088389051236,
2022-10-04 10:00:00,-25.151015665482962,
2022-10-04 10:30:00,-31.599098350629465,
2022-10-04 12:00:00,-13.549555890362459,
2022-10-04 13:30:00,-10.474030345504165,
2022-10-04 15:00:00,-3.984466989401138,
2022-10-04 15:30:30,-3.984466989401138,
2022-10-04 23:59:59,-5.199389163663145,c
2022-10-05 00:00:00,-21.134674034450374,
2022-10-05 10:00:00,-15.987968620057703,
2022-10-05 10:30:00,-19.512406187612076,
2022-10-05 12:00:00,-16.985440544436887,
2022-10-05 13:30:00,-9.523636235967086,
2022-10-05 15:00:00,-4.777595848265232,
2022-10-05 15:30:30,-4.777595848265232,
2022-10-05 23:59:59,-2.956533516951925,c
2022-10-06 00:00:00,-8.760562092833911,
2022-10-06 10:00:00,-20.6547272420005,
2022-10-06 10:30:00,-21.590267138399984,
2022-10-06 12:00:00,-7.86729840318856,
2022-10-06 13:30:00,-5.961145475732767,
2022-10-06 15:00:00,-2.9008067423288715,
2022-10-06 15:30:30,-2.9008067423288715,
2022-10-06 23:59:59,3.146030762994684,c
2022-10-07 00:00:00,-0.9293185556739196,
2022-10-07 10:00:00,-22.653032432416037,
2022-10-07 10:30:00,-17.359589426194734,
2022-10-07 12:00:00,-16.453867875402022,
2022-10-07 13:30:00,-13.495676569460134,
2022-10-07 15:00:00,-12.197224575346805,
2022-10-07 15:30:30,-12.197224575346805,
2022-10-07 23:59:59,-11.188377503070956,w
2022-10-10 00:00:00,-5.8829384957808735,
2022-10-10 10:00:00,-28.436844106076375,
2022-10-10 10:30:00,-26.121702239733,
2022-10-10 12:00:00,-28.696508415588607,
2022-10-10 13:30:00,-40.49418526308345,
2022-10-10 15:00:00,-40.30871602324798,
2022-10-10 15:30:30,-40.30871602324798,
2022-10-10 23:59:59,-40.97560276367352,c
2022-10-11 00:00:00,-50.92165340800217,
2022-10-11 10:00:00,-50.61455030026016,
2022-10-11 10:30:00,-33.52473317240285,
2022-10-11 12:00:00,-27.685197665616368,
2022-10-11 13:30:00,-34.65730849762895,
2022-10-11 15:00:00,-33.73666026957146,
2022-10-11 15:30:30,-33.73666026957146,
2022-10-11 23:59:59,-31.788290353441827,c
2022-10-12 00:00:00,-29.366416458444444,
2022-10-12 10:00:00,-31.163036961753743,
2022-10-12 10:30:00,-21.696834786677318,
2022-10-12 12:00:00,-19.00998969001134,
2022-10-12 13:30:00,-18.126091534466976,
2022-10-12 15:00:00,-18.316733157065453,
2022-10-12 15:30:30,-18.316733157065453,
2022-10-12 23:59:59,-22.211868609876955,c
2022-10-13 00:00:00,-22.810338631357904,
2022-10-13 10:00:00,-10.819680807730204,
2022-10-13 10:30:00,-10.064921827437043,
2022-10-13 12:00:00,-5.383553813757377,
2022-10-13 13:30:00,-10.193532698569346,
2022-10-13 15:00:00,-17.193938704765987,
2022-10-13 15:30:30,-17.193938704765987,
2022-10-13 23:59:59,-19.162631581500452,c
2022-10-14 00:00:00,6.7906307751856545,
2022-10-14 10:00:00,3.071046058255444,
