date,MSCI_EM_ADR_HEDGED_2020_Q4,meta
2020-10-06 00:00:00,-673.4732859684411,
2020-10-06 10:00:00,-654.9546631647526,
2020-10-06 10:30:00,-681.6912959846484,
2020-10-06 12:00:00,-709.4546081193669,
2020-10-06 13:30:00,-719.4223524308406,
2020-10-06 15:00:00,-727.0908291522294,
2020-10-06 15:30:30,-727.0908291522294,
2020-10-06 23:59:59,-731.4893001490666,c
2020-10-07 00:00:00,-744.0575894535858,
2020-10-07 10:00:00,-736.7476104113416,
2020-10-07 10:30:00,-728.4409351727219,
2020-10-07 12:00:00,-746.0377811630785,
2020-10-07 13:30:00,-739.6656009842097,
2020-10-07 15:00:00,-748.254586573844,
2020-10-07 15:30:30,-748.254586573844,
2020-10-07 23:59:59,-740.5453692034334,c
2020-10-08 00:00:00,-762.0153448636247,
2020-10-08 10:00:00,-745.614610834804,
2020-10-08 10:30:00,-769.8279883991702,
2020-10-08 12:00:00,-799.1565938256616,
2020-10-08 13:30:00,-803.5019418253761,
2020-10-08 15:00:00,-787.5942676433851,
2020-10-08 15:30:30,-787.5942676433851,
2020-10-08 23:59:59,-783.7707527784074,c
2020-10-09 00:00:00,-769.6245017499101,
2020-10-09 10:00:00,-736.0414113483563,
2020-10-09 10:30:00,-754.0863130263264,
2020-10-09 12:00:00,-671.1984236246576,
2020-10-09 13:30:00,-659.251177406924,
2020-10-09 15:00:00,-639.0773418713042,
2020-10-09 15:30:30,-639.0773418713042,
2020-10-09 23:59:59,-624.2740105353776,w
2020-10-12 00:00:00,-540.473397632891,
2020-10-12 10:00:00,-522.9605574216533,
2020-10-12 10:30:00,-486.7133043243615,
2020-10-12 12:00:00,-482.812270130029,
2020-10-12 13:30:00,-502.88173078635316,
2020-10-12 15:00:00,-526.9838386403435,
2020-10-12 15:30:30,-526.9838386403435,
2020-10-12 23:59:59,-505.0549912390818,c
2020-10-13 00:00:00,-506.1945132984804,
2020-10-13 10:00:00,-574.4052065377907,
2020-10-13 10:30:00,-569.174033626586,
2020-10-13 12:00:00,-567.5464256357767,
2020-10-13 13:30:00,-539.9225091370853,
2020-10-13 15:00:00,-541.1391196655857,
2020-10-13 15:30:30,-541.1391196655857,
2020-10-13 23:59:59,-539.1323304297914,c
2020-10-14 00:00:00,-558.4091519011482,
2020-10-14 10:00:00,-591.0406702666688,
2020-10-14 10:30:00,-597.3930444525694,
2020-10-14 12:00:00,-625.614766008316,
2020-10-14 13:30:00,-626.4839634593332,
2020-10-14 15:00:00,-610.8913814362732,
2020-10-14 15:30:30,-610.8913814362732,
2020-10-14 23:59:59,-599.3294033703365,c
2020-10-15 00:00:00,-597.9297159115549,
2020-10-15 10:00:00,-594.100648265604,
2020-10-15 10:30:00,-599.68376446192,
2020-10-15 12:00:00,-595.4365887121288,
2020-10-15 13:30:00,-578.9261109938103,
2020-10-15 15:00:00,-588.3396730867084,
2020-10-15 15:30:30,-588.3396730867084,
2020-10-15 23:59:59,-580.4676816058811,c
2020-10-16 00:00:00,-612.8267072259002,
2020-10-16 10:00:00,-562.0266686275929,
2020-10-16 10:30:00,-563.3422672726653,
2020-10-16 12:00:00,-551.4890571480315,
2020-10-16 13:30:00,-541.876108495893,
2020-10-16 15:00:00,-561.5282153067418,
2020-10-16 15:30:30,-561.5282153067418,
2020-10-16 23:59:59,-544.2145629083897,w
2020-10-19 00:00:00,-544.6546395805965,
2020-10-19 10:00:00,-555.237276344543,
2020-10-19 10:30:00,-558.7237605622838,
2020-10-19 12:00:00,-551.0146246692301,
2020-10-19 13:30:00,-536.2626528023171,
2020-10-19 15:00:00,-526.9455335200686,
2020-10-19 15:30:30,-526.9455335200686,s
2020-10-19 23:59:59,-508.6498938994413,c
2020-10-20 00:00:00,-508.7171193881111,
2020-10-20 10:00:00,-500.4250290769435,
2020-10-20 10:30:00,-486.8517537416609,
2020-10-20 12:00:00,-466.87808273698124,
2020-10-20 13:30:00,-444.8866254431284,
2020-10-20 15:00:00,-469.8094126421713,
2020-10-20 15:30:30,-469.8094126421713,
2020-10-20 23:59:59,-482.1940403250802,c
2020-10-21 00:00:00,-443.51200128131245,
2020-10-21 10:00:00,-392.0477392816518,
2020-10-21 10:30:00,-419.3419733405873,
2020-10-21 12:00:00,-409.7498240473085,
2020-10-21 13:30:00,-390.5455041639159,
2020-10-21 15:00:00,-404.9756948987561,
2020-10-21 15:30:30,-404.9756948987561,
2020-10-21 23:59:59,-395.8589816144419,c
2020-10-22 00:00:00,-412.4480123485656,
2020-10-22 10:00:00,-423.0414111815476,
2020-10-22 10:30:00,-431.3893791170226,
2020-10-22 12:00:00,-433.6865845025544,
2020-10-22 13:30:00,-456.0036614813167,
2020-10-22 15:00:00,-450.42679769091785,
2020-10-22 15:30:30,-450.42679769091785,
2020-10-22 23:59:59,-433.30461330811977,c
2020-10-23 00:00:00,-476.7011447703734,
2020-10-23 10:00:00,-499.96261241212255,
2020-10-23 10:30:00,-506.8015488857251,
2020-10-23 12:00:00,-474.9877864583017,
2020-10-23 13:30:00,-457.96438923885194,
2020-10-23 15:00:00,-466.1176270278005,
2020-10-23 15:30:30,-466.1176270278005,
2020-10-23 23:59:59,-462.83641434700905,w
2020-10-26 00:00:00,-477.08805337436945,
2020-10-26 10:00:00,-473.28415719290774,
2020-10-26 10:30:00,-452.8165114107983,
