date,SML_HEDGED_2022_Q4,meta
2022-10-28 00:00:00,-441.6840026290556,
2022-10-28 10:00:00,-406.10867565262106,
2022-10-28 10:30:00,-429.72198562565427,
2022-10-28 12:00:00,-378.18589779292324,
2022-10-28 13:30:00,-336.68819030211216,
2022-10-28 15:00:00,-309.40651391268057,
2022-10-28 15:30:30,-309.40651391268057,
2022-10-28 23:59:59,-300.58918313688173,w
2022-10-31 00:00:00,-328.7463734372541,
2022-10-31 10:00:00,-345.4305422769248,
2022-10-31 10:30:00,-325.86433381186725,
2022-10-31 12:00:00,-301.0417157462989,
2022-10-31 13:30:00,-288.7049543013609,
2022-10-31 15:00:00,-286.6655743271349,
2022-10-31 15:30:30,-286.6655743271349,
2022-10-31 23:59:59,-294.4801875859548,c
2022-11-01 00:00:00,-243.22534902891948,
2022-11-01 10:00:00,-261.29532320785984,
2022-11-01 10:30:00,-276.4115852171726,
2022-11-01 12:00:00,-301.79113469528784,
2022-11-01 13:30:00,-275.155342009215,
2022-11-01 15:00:00,-285.5420303334113,
2022-11-01 15:30:30,-285.5420303334113,
2022-11-01 23:59:59,-309.52402796505885,c
2022-11-02 00:00:00,-333.9328027659785,
2022-11-02 10:00:00,-363.95867388066654,
2022-11-02 10:30:00,-378.776476964681,
2022-11-02 12:00:00,-388.0326133822755,
2022-11-02 13:30:00,-395.44811139670946,
2022-11-02 15:00:00,-410.96896632164226,
2022-11-02 15:30:30,-410.96896632164226,
2022-11-02 23:59:59,-479.51962276543236,c
2022-11-03 00:00:00,-537.4749447403947,
2022-11-03 10:00:00,-589.442138108192,
2022-11-03 10:30:00,-533.7862390548144,
2022-11-03 12:00:00,-518.9821793084075,
2022-11-03 13:30:00,-480.79519196953515,
2022-11-03 15:00:00,-458.5990556412098,
2022-11-03 15:30:30,-458.5990556412098,
2022-11-03 23:59:59,-483.3820421223636,c
2022-11-04 00:00:00,-409.14580800112617,
2022-11-04 10:00:00,-429.02402081108175,
2022-11-04 10:30:00,-385.85622428915667,
2022-11-04 12:00:00,-472.5310005096244,
2022-11-04 13:30:00,-465.1640248826616,
2022-11-04 15:00:00,-425.77879998949993,
2022-11-04 15:30:30,-425.77879998949993,
2022-11-04 23:59:59,-388.5160962793916,w
2022-11-07 00:00:00,-365.27975150571365,
2022-11-07 10:00:00,-393.37742668853843,
2022-11-07 10:30:00,-389.0020399451769,
2022-11-07 12:00:00,-417.99967824917167,
2022-11-07 13:30:00,-402.4191478578241,
2022-11-07 15:00:00,-370.93728450990693,
2022-11-07 15:30:30,-370.93728450990693,
2022-11-07 23:59:59,-364.4227466790853,c
2022-11-08 00:00:00,-338.7183982420429,
2022-11-08 10:00:00,-367.85109640797236,
2022-11-08 10:30:00,-343.75059426051394,
2022-11-08 12:00:00,-278.07495978789484,
2022-11-08 13:30:00,-341.3985073879903,
2022-11-08 15:00:00,-352.95102369644883,
2022-11-08 15:30:30,-352.95102369644883,
2022-11-08 23:59:59,-325.8258023535527,c
2022-11-09 00:00:00,-362.9010537400345,
2022-11-09 10:00:00,-398.8990819472374,
2022-11-09 10:30:00,-382.1778594903226,
2022-11-09 12:00:00,-371.9131035386945,
2022-11-09 13:30:00,-406.2120900092068,
2022-11-09 15:00:00,-448.09531165145654,
2022-11-09 15:30:30,-448.09531165145654,
2022-11-09 23:59:59,-455.8694616037128,c
2022-11-10 00:00:00,-266.0923060557552,
2022-11-10 10:00:00,-192.34432428057062,
2022-11-10 10:30:00,-186.92974625362058,
2022-11-10 12:00:00,-141.46971762570683,
2022-11-10 13:30:00,-166.3066988122455,
2022-11-10 15:00:00,-156.66114219296924,
2022-11-10 15:30:30,-156.66114219296924,
2022-11-10 23:59:59,-129.25103490951642,c
2022-11-11 00:00:00,-118.48938863682997,
2022-11-11 10:00:00,-80.19131412737079,
2022-11-11 10:30:00,-70.30534730850559,
2022-11-11 12:00:00,-131.4381304525341,
2022-11-11 13:30:00,-102.47039157354175,
2022-11-11 15:00:00,-79.8279652671772,
2022-11-11 15:30:30,-79.8279652671772,s
2022-11-11 23:59:59,-110.36907447161957,w
2022-11-14 00:00:00,-133.5242725069411,
2022-11-14 10:00:00,-139.77980107681196,
2022-11-14 10:30:00,-139.8056237300807,
2022-11-14 12:00:00,-162.2527557005542,
2022-11-14 13:30:00,-109.65926014423985,
2022-11-14 15:00:00,-131.92134137424637,
2022-11-14 15:30:30,-131.92134137424637,
2022-11-14 23:59:59,-180.7727465163889,c
2022-11-15 00:00:00,-84.76079240861691,
2022-11-15 10:00:00,-71.20022654063177,
2022-11-15 10:30:00,-56.93789331426615,
2022-11-15 12:00:00,-59.402018400436646,
2022-11-15 13:30:00,-118.86104207427343,
2022-11-15 15:00:00,-81.90094151992162,
2022-11-15 15:30:30,-81.90094151992162,
2022-11-15 23:59:59,-94.25521218220547,c
2022-11-16 00:00:00,-123.67656019174774,
2022-11-16 10:00:00,-172.545611932871,
2022-11-16 10:30:00,-175.33038471752025,
2022-11-16 12:00:00,-172.20186779377764,
2022-11-16 13:30:00,-186.16003156145507,
2022-11-16 15:00:00,-176.2248494523492,
2022-11-16 15:30:30,-176.2248494523492,
2022-11-16 23:59:59,-190.08652453348623,c
2022-11-17 00:00:00,-263.78846266619166,
2022-11-17 10:00:00,-291.10516139918036,
2022-11-17 10:30:00,-267.1979351471291,
2022-11-17 12:00:00,-267.74931847640255,
2022-11-17 13:30:00,-237.1390677664267,
2022-11-17 15:00:00,-258.77552895340887,
2022-11-17 15:30:30,-258.77552895340887,
2022-11-17 23:59:59,-241.47317731030216,c
2022-11-18 00:00:00,-169.07920067644773,
2022-11-18 10:00:00,-182.82943222832182,
2022-11-18 10:30:00,-170.47693846322818,
2022-11-18 12:00:00,-197.24174782660702,
2022-11-18 13:30:00,-195.17632796792805,
2022-11-18 15:00:00,-196.06364226333335,
2022-11-18 15:30:30,-196.06364226333335,
2022-11-18 23:59:59,-179.82273783569326,w
2022-11-21 00:00:00,-197.2320899365577,
2022-11-21 10:00:00,-183.6781508339318,
2022-11-21 10:30:00,-201.51560106281704,
2022-11-21 12:00:00,-222.562110183635,
2022-11-21 13:30:00,-188.74799598536902,
2022-11-21 15:00:00,-201.93270227043104,
2022-11-21 15:30:30,-201.93270227043104,
2022-11-21 23:59:59,-190.1064368638672,c
2022-11-22 00:00:00,-154.24317803510075,
2022-11-22 10:00:00,-149.72355684935064,
2022-11-22 10:30:00,-118.0204873647499,
2022-11-22 12:00:00,-135.19319695780177,
2022-11-22 13:30:00,-116.43417015233172,
2022-11-22 15:00:00,-99.44163750545431,
2022-11-22 15:30:30,-99.44163750545431,
2022-11-22 23:59:59,-78.99031862999345,c
2022-11-23 00:00:00,-88.9248965362176,
2022-11-23 10:00:00,-74.58537995739152,
2022-11-23 10:30:00,-64.32493723164589,
2022-11-23 12:00:00,-94.68657406288366,
2022-11-23 13:30:00,-89.98716005941878,
2022-11-23 15:00:00,-71.7141524303479,
2022-11-23 15:30:30,-71.7141524303479,
2022-11-23 23:59:59,-68.05245705845937,c
2022-11-24 00:00:00,-68.05245705845937,
2022-11-24 10:00:00,-68.05245705845937,
2022-11-24 10:30:00,-68.05245705845937,
2022-11-24 12:00:00,-68.05245705845937,
2022-11-24 13:30:00,-68.05245705845937,
2022-11-24 15:00:00,-68.05245705845937,
2022-11-24 15:30:30,-68.05245705845937,
2022-11-24 23:59:59,-68.05245705845937,c
2022-11-25 00:00:00,-71.46925691377783,
2022-11-25 10:00:00,-38.45406926583655,
2022-11-25 10:30:00,-35.6704215228192,
2022-11-25 12:00:00,-28.685480918542453,
2022-11-25 13:30:00,-28.685480918542453,
2022-11-25 15:00:00,-28.685480918542453,
2022-11-25 15:30:30,-28.685480918542453,
2022-11-25 23:59:59,-40.33016685743496,w
2022-11-28 00:00:00,-91.80271924473163,
2022-11-28 10:00:00,-87.39568602492727,
2022-11-28 10:30:00,-91.98003010044067,
2022-11-28 12:00:00,-121.01676490410227,
2022-11-28 13:30:00,-146.06899060415435,
2022-11-28 15:00:00,-178.46940456957054,
2022-11-28 15:30:30,-178.46940456957054,
2022-11-28 23:59:59,-183.89428356980807,c
2022-11-29 00:00:00,-172.73793024268434,
2022-11-29 10:00:00,-171.73530009626575,
2022-11-29 10:30:00,-156.57237486502163,
2022-11-29 12:00:00,-176.42051166961028,
2022-11-29 13:30:00,-186.3857483223901,
2022-11-29 15:00:00,-172.080700097089,
2022-11-29 15:30:30,-172.080700097089,
2022-11-29 23:59:59,-165.5862702094064,c
2022-11-30 00:00:00,-166.67255075913,
2022-11-30 10:00:00,-203.725482807944,
2022-11-30 10:30:00,-216.77582730088398,
2022-11-30 12:00:00,-202.34280360544108,
2022-11-30 13:30:00,-204.29710290622734,
2022-11-30 15:00:00,-81.24271947328816,
2022-11-30 15:30:30,-81.24271947328816,m
2022-11-30 23:59:59,-21.623735758537805,c
2022-12-01 00:00:00,-3.7708697307825787,
2022-12-01 10:00:00,-1.0392474170766945,
2022-12-01 10:30:00,-68.94040045670408,
2022-12-01 12:00:00,-24.443514089001837,
2022-12-01 13:30:00,-54.32458363871956,
2022-12-01 15:00:00,-30.216349752434326,
2022-12-01 15:30:30,-30.216349752434326,
2022-12-01 23:59:59,-38.249568550246295,c
2022-12-02 00:00:00,-114.10986369196416,
2022-12-02 10:00:00,-90.35825437909261,
2022-12-02 10:30:00,-77.93466649233869,
2022-12-02 12:00:00,-43.285399351019805,
2022-12-02 13:30:00,-45.13719500555453,
2022-12-02 15:00:00,1.6376183599595606,
2022-12-02 15:30:30,1.6376183599595606,
2022-12-02 23:59:59,0.0,a
2022-12-05 00:00:00,-40.13951465997252,
2022-12-05 10:00:00,-94.03917831397848,
2022-12-05 10:30:00,-125.07571620199997,
2022-12-05 12:00:00,-177.42207551783486,
2022-12-05 13:30:00,-173.69703444997322,
2022-12-05 15:00:00,-192.2888048567529,
2022-12-05 15:30:30,-192.2888048567529,
2022-12-05 23:59:59,-181.36760869565114,c
2022-12-06 00:00:00,-181.48990226044316,
2022-12-06 10:00:00,-211.5734089785965,
2022-12-06 10:30:00,-236.83049369084983,
2022-12-06 12:00:00,-247.98195530479552,
2022-12-06 13:30:00,-281.66815903645056,
2022-12-06 15:00:00,-286.18320182966545,
2022-12-06 15:30:30,-286.18320182966545,
2022-12-06 23:59:59,-272.7642831517387,c
2022-12-07 00:00:00,-293.55149822276417,
2022-12-07 10:00:00,-302.2018551050214,
2022-12-07 10:30:00,-280.3674833015866,
2022-12-07 12:00:00,-280.0072441605498,
2022-12-07 13:30:00,-265.33073938245707,
2022-12-07 15:00:00,-287.1800500755271,
2022-12-07 15:30:30,-287.1800500755271,
2022-12-07 23:59:59,-291.8014643144388,c
2022-12-08 00:00:00,-259.6306354758517,
2022-12-08 10:00:00,-214.8281525264465,
2022-12-08 10:30:00,-191.44838516014806,
2022-12-08 12:00:00,-227.88613501608415,
2022-12-08 13:30:00,-224.6086613408488,
2022-12-08 15:00:00,-242.75800360280118,
2022-12-08 15:30:30,-242.75800360280118,
2022-12-08 23:59:59,-233.28214616588775,c
2022-12-09 00:00:00,-270.40104901936684,
2022-12-09 10:00:00,-251.9682921084268,
2022-12-09 10:30:00,-248.54732142068679,
2022-12-09 12:00:00,-237.07599473400205,
2022-12-09 13:30:00,-260.2818921744947,
2022-12-09 15:00:00,-266.8218802913916,
2022-12-09 15:30:30,-266.8218802913916,
2022-12-09 23:59:59,-300.5909683503696,w
2022-12-12 00:00:00,-271.90752941055325,
2022-12-12 10:00:00,-297.6340283434256,
2022-12-12 10:30:00,-298.1139843930814,
2022-12-12 12:00:00,-273.20687920581076,
2022-12-12 13:30:00,-273.46405294957276,
2022-12-12 15:00:00,-271.4665990846952,
2022-12-12 15:30:30,-271.4665990846952,
2022-12-12 23:59:59,-256.07877672310315,c
2022-12-13 00:00:00,-88.78035550511504,
2022-12-13 10:00:00,-85.38487614835049,
2022-12-13 10:30:00,-168.18366210632303,
2022-12-13 12:00:00,-224.67537192913733,
2022-12-13 13:30:00,-227.60263882269646,
2022-12-13 15:00:00,-234.381316034066,
2022-12-13 15:30:30,-234.381316034066,
2022-12-13 23:59:59,-237.64740037053707,c
2022-12-14 00:00:00,-242.64755564336883,
2022-12-14 10:00:00,-234.13822562498808,
2022-12-14 10:30:00,-230.22033716301394,
2022-12-14 12:00:00,-224.71256070566415,
2022-12-14 13:30:00,-226.99290569050208,
2022-12-14 15:00:00,-292.45100243199795,
2022-12-14 15:30:30,-292.45100243199795,
2022-12-14 23:59:59,-302.07902709673726,c
2022-12-15 00:00:00,-371.7253169108626,
2022-12-15 10:00:00,-393.8500290367665,
2022-12-15 10:30:00,-391.75404402717595,
2022-12-15 12:00:00,-444.76319253164,
2022-12-15 13:30:00,-463.35540453981866,
2022-12-15 15:00:00,-440.8652796094548,
2022-12-15 15:30:30,-440.8652796094548,
2022-12-15 23:59:59,-456.12886643076945,c
2022-12-16 00:00:00,-505.8050044715801,
2022-12-16 10:00:00,-474.13055987626467,
2022-12-16 10:30:00,-522.2859648240656,
2022-12-16 12:00:00,-539.5131122137318,
2022-12-16 13:30:00,-535.8287975990916,
2022-12-16 15:00:00,-513.9810952720163,
2022-12-16 15:30:30,-513.9810952720163,
2022-12-16 23:59:59,-501.01594836958066,e
2022-12-19 00:00:00,-500.10783706247094,
2022-12-19 10:00:00,-502.00283674157436,
2022-12-19 10:30:00,-466.15959322526305,
2022-12-19 12:00:00,-512.9566246215481,
2022-12-19 13:30:00,-511.9188447948836,
2022-12-19 15:00:00,-534.3391115536033,
2022-12-19 15:30:30,-534.3391115536033,
2022-12-19 23:59:59,-522.3171555823119,c
2022-12-20 00:00:00,-534.1403516811406,
2022-12-20 10:00:00,-517.0304140901517,
2022-12-20 10:30:00,-493.71777165106414,
2022-12-20 12:00:00,-491.327923251275,
2022-12-20 13:30:00,-482.31610822885887,
2022-12-20 15:00:00,-481.7858687320577,
2022-12-20 15:30:30,-481.7858687320577,
2022-12-20 23:59:59,-491.81696074706724,c
2022-12-21 00:00:00,-449.1381483626092,
2022-12-21 10:00:00,-432.1236012471254,
2022-12-21 10:30:00,-401.7878021704437,
2022-12-21 12:00:00,-387.4401942399554,
2022-12-21 13:30:00,-404.31671190701854,
2022-12-21 15:00:00,-417.29689765326566,
2022-12-21 15:30:30,-417.29689765326566,
2022-12-21 23:59:59,-410.34413219643557,c
2022-12-22 00:00:00,-437.0041165678749,
2022-12-22 10:00:00,-490.9808410935739,
2022-12-22 10:30:00,-507.97009422352585,
2022-12-22 12:00:00,-520.0843495447543,
2022-12-22 13:30:00,-560.0325696747359,
2022-12-22 15:00:00,-519.1884569854465,
2022-12-22 15:30:30,-519.1884569854465,
2022-12-22 23:59:59,-481.28605813572904,c
2022-12-23 00:00:00,-480.9580029693798,
2022-12-23 10:00:00,-513.4261020473132,
2022-12-23 10:30:00,-470.97870240296015,
2022-12-23 12:00:00,-464.60559058807394,
2022-12-23 13:30:00,-463.6450113742876,
2022-12-23 15:00:00,-451.09159292637196,
2022-12-23 15:30:30,-451.09159292637196,
