date,EU_SXXEP6_AD_2022_Q1,meta
2022-02-09 00:00:00,-1409.1403781792121,
2022-02-09 03:30:00,-1406.941215300872,
2022-02-09 04:00:00,-1409.364727196703,
2022-02-09 06:00:00,-1427.3774733115908,
2022-02-09 08:00:00,-1430.4350008304737,
2022-02-09 10:30:00,-1431.932955709077,
2022-02-09 11:00:00,-1425.0039479482502,
2022-02-09 23:59:59,-1445.0604469676573,c
2022-02-10 00:00:00,-1396.068610128579,
2022-02-10 03:30:00,-1343.8045750864678,
2022-02-10 04:00:00,-1353.013173623973,
2022-02-10 06:00:00,-1371.1499514103791,
2022-02-10 08:00:00,-1444.699126960613,
2022-02-10 10:30:00,-1389.8022825585751,
2022-02-10 11:00:00,-1407.8660841962903,
2022-02-10 23:59:59,-1393.396184403679,c
2022-02-11 00:00:00,-1393.396184403679,
2022-02-11 03:30:00,-1393.396184403679,
2022-02-11 04:00:00,-1393.396184403679,
2022-02-11 06:00:00,-1393.396184403679,
2022-02-11 08:00:00,-1393.396184403679,
2022-02-11 10:30:00,-1393.396184403679,
2022-02-11 11:00:00,-1393.396184403679,
2022-02-11 23:59:59,-1393.396184403679,w
2022-02-14 00:00:00,-1415.3914970579951,
2022-02-14 03:30:00,-1399.3256269214437,
2022-02-14 04:00:00,-1373.6887725499005,
2022-02-14 06:00:00,-1363.1349229906718,
2022-02-14 08:00:00,-1363.0893564765684,
2022-02-14 10:30:00,-1367.5023214167338,
2022-02-14 11:00:00,-1376.0537383027572,
2022-02-14 23:59:59,-1375.7918969624493,c
2022-02-15 00:00:00,-1394.004627526406,
2022-02-15 03:30:00,-1384.8324169917967,
2022-02-15 04:00:00,-1391.2420462951634,
2022-02-15 06:00:00,-1353.506416025513,
2022-02-15 08:00:00,-1377.2768905879248,
2022-02-15 10:30:00,-1317.4216540268442,
2022-02-15 11:00:00,-1341.8252755924816,
2022-02-15 23:59:59,-1338.5277271409946,c
2022-02-16 00:00:00,-1352.363051319729,
2022-02-16 03:30:00,-1316.202253541915,
2022-02-16 04:00:00,-1325.4530462265095,
2022-02-16 06:00:00,-1337.7599271487868,
2022-02-16 08:00:00,-1344.0709016092424,
2022-02-16 10:30:00,-1285.7263838927702,
2022-02-16 11:00:00,-1303.66684048895,
2022-02-16 23:59:59,-1295.886136369414,c
2022-02-17 00:00:00,-1245.3763578962748,
2022-02-17 03:30:00,-1308.5971075077011,
2022-02-17 04:00:00,-1305.6000659062554,
2022-02-17 06:00:00,-1265.9408915514737,
2022-02-17 08:00:00,-1210.1627963213605,
2022-02-17 10:30:00,-1190.3618317552732,
2022-02-17 11:00:00,-1186.5412433711379,
2022-02-17 23:59:59,-1163.8140761182353,c
2022-02-18 00:00:00,-1165.09029959947,
2022-02-18 03:30:00,-1157.3113042175507,
2022-02-18 04:00:00,-1130.8155133178977,
2022-02-18 06:00:00,-1180.2527367244463,
2022-02-18 08:00:00,-1153.4083561944767,
2022-02-18 10:30:00,-1127.2169496004828,
2022-02-18 11:00:00,-1139.769968625206,
2022-02-18 23:59:59,-1110.6653194942087,w
2022-02-21 00:00:00,-1084.7973448720845,
2022-02-21 03:30:00,-1055.1551480664793,
2022-02-21 04:00:00,-1055.628396172273,
2022-02-21 06:00:00,-1101.7656148508916,
2022-02-21 08:00:00,-1102.2473826857638,
2022-02-21 10:30:00,-1094.9585405860787,
2022-02-21 11:00:00,-1090.250194318916,
2022-02-21 23:59:59,-1086.3960335659567,c
2022-02-22 00:00:00,-1126.3718985549565,
2022-02-22 03:30:00,-1124.224759207256,
2022-02-22 04:00:00,-1093.1722538222953,
2022-02-22 06:00:00,-1071.5963197144351,
2022-02-22 08:00:00,-1027.140011366915,
2022-02-22 10:30:00,-1045.9389532618554,
2022-02-22 11:00:00,-1027.9744161098004,
2022-02-22 23:59:59,-1033.9741464661167,c
2022-02-23 00:00:00,-1054.463129828978,
2022-02-23 03:30:00,-937.9597386889693,
2022-02-23 04:00:00,-919.5253984391236,
2022-02-23 06:00:00,-891.3021334255709,
2022-02-23 08:00:00,-871.0967222066424,
2022-02-23 10:30:00,-869.3466327145798,
2022-02-23 11:00:00,-879.3948183797268,
2022-02-23 23:59:59,-868.9145138852784,c
2022-02-24 00:00:00,-872.8311755793118,
2022-02-24 03:30:00,-641.6513238336888,
2022-02-24 04:00:00,-587.1268955007254,
2022-02-24 06:00:00,-573.0112722080521,
2022-02-24 08:00:00,-609.8114495594687,
2022-02-24 10:30:00,-732.9072297494927,
2022-02-24 11:00:00,-739.3017326530726,
2022-02-24 23:59:59,-677.3764718910816,c
2022-02-25 00:00:00,-663.5426118138867,
2022-02-25 03:30:00,-654.1884621597055,
2022-02-25 04:00:00,-650.4633090821562,
2022-02-25 06:00:00,-609.5074621191052,
2022-02-25 08:00:00,-571.7129235288844,
2022-02-25 10:30:00,-524.719922534427,
2022-02-25 11:00:00,-561.810754356959,
2022-02-25 23:59:59,-584.9049638299798,w
2022-02-28 00:00:00,-390.5604816202417,
2022-02-28 03:30:00,-244.66425620902191,
2022-02-28 04:00:00,-257.47044823493525,
2022-02-28 06:00:00,-214.74931397284809,
2022-02-28 08:00:00,-289.02147287764774,
2022-02-28 10:30:00,-280.7621031182407,
2022-02-28 11:00:00,-277.7986129349174,
2022-02-28 23:59:59,-293.8912828552948,c
2022-03-01 00:00:00,-257.0547314562891,
2022-03-01 03:30:00,-177.05871149892937,
2022-03-01 04:00:00,-113.41293108128639,
2022-03-01 06:00:00,-77.398396838601,
2022-03-01 08:00:00,-70.2603072817119,
2022-03-01 10:30:00,-100.04411533626217,
2022-03-01 11:00:00,-91.89075490849109,
2022-03-01 23:59:59,-58.38627052447737,c
2022-03-02 00:00:00,-10.537283807661879,
2022-03-02 03:30:00,-12.531726212200738,
2022-03-02 04:00:00,-17.42135478621003,
2022-03-02 06:00:00,-19.534753617230763,
2022-03-02 08:00:00,24.91827820696426,
2022-03-02 10:30:00,19.45510570493434,
2022-03-02 11:00:00,-1.6575062047104439,
2022-03-02 23:59:59,0.0,a
2022-03-03 00:00:00,61.25278822163864,
2022-03-03 03:30:00,77.65301153360906,
2022-03-03 04:00:00,117.83559901653643,
2022-03-03 06:00:00,117.23811437354516,
2022-03-03 08:00:00,124.01710674641117,
2022-03-03 10:30:00,123.69103334125975,
2022-03-03 11:00:00,139.9589665453832,
2022-03-03 23:59:59,141.49750204166276,c
2022-03-04 00:00:00,163.57185598861133,
2022-03-04 03:30:00,123.82804726620816,
2022-03-04 04:00:00,109.28479901859464,
2022-03-04 06:00:00,27.10806238682835,
2022-03-04 08:00:00,-9.847142934891053,
2022-03-04 10:30:00,53.951901818100396,
2022-03-04 11:00:00,86.56849440437009,
2022-03-04 23:59:59,141.25803410733124,w
2022-03-07 00:00:00,125.89523767835863,
2022-03-07 03:30:00,132.8874556807059,
2022-03-07 04:00:00,137.66325371278572,
2022-03-07 06:00:00,91.27349342585148,
2022-03-07 08:00:00,93.86139379600672,
2022-03-07 10:30:00,92.74443234874661,
2022-03-07 11:00:00,103.14882507924585,
2022-03-07 23:59:59,91.98780838999392,c
2022-03-08 00:00:00,85.66078729586843,
2022-03-08 03:30:00,138.12429255954112,
2022-03-08 04:00:00,167.48034144158555,
2022-03-08 06:00:00,101.57602757774703,
2022-03-08 08:00:00,170.53661726020027,
2022-03-08 10:30:00,208.77796212046724,
2022-03-08 11:00:00,179.3764764204475,
2022-03-08 23:59:59,173.7141211948042,c
2022-03-09 00:00:00,171.7813759613391,
2022-03-09 03:30:00,148.94522413549748,
2022-03-09 04:00:00,112.20789492606991,
2022-03-09 06:00:00,102.2113934543213,
2022-03-09 08:00:00,57.13317039964386,
2022-03-09 10:30:00,64.35332674279152,
2022-03-09 11:00:00,72.12367656777224,
2022-03-09 23:59:59,6.8197357224694315,c
2022-03-10 00:00:00,32.76553226683836,
2022-03-10 03:30:00,81.69294403176855,
2022-03-10 04:00:00,99.70233557251186,
2022-03-10 06:00:00,142.1865140633031,
2022-03-10 08:00:00,165.09519229276748,
2022-03-10 10:30:00,202.0240841063087,
2022-03-10 11:00:00,206.97258376559148,
2022-03-10 23:59:59,212.8317578255287,c
2022-03-11 00:00:00,271.083636394138,
2022-03-11 03:30:00,232.98828283786543,
2022-03-11 04:00:00,166.54373993753143,
2022-03-11 06:00:00,246.91193272342116,
2022-03-11 08:00:00,160.81722324441353,
2022-03-11 10:30:00,211.94750866035702,
2022-03-11 11:00:00,234.5945766486061,
2022-03-11 23:59:59,186.88302541393978,w
2022-03-14 00:00:00,185.21947840326766,
2022-03-14 03:30:00,185.21947840326766,
2022-03-14 04:00:00,185.21947840326766,
2022-03-14 06:00:00,191.6101732297484,
2022-03-14 08:00:00,162.031556555306,
2022-03-14 10:30:00,168.46836968601747,
2022-03-14 11:00:00,194.9729181453522,
2022-03-14 23:59:59,202.4458933656333,c
2022-03-15 00:00:00,179.9948932965358,
2022-03-15 03:30:00,179.9948932965358,
2022-03-15 04:00:00,179.9948932965358,
2022-03-15 06:00:00,283.6788710544106,
2022-03-15 08:00:00,304.4976685249244,
2022-03-15 10:30:00,309.33206790148415,
2022-03-15 11:00:00,310.8012924349973,
2022-03-15 23:59:59,336.69406380170085,c
2022-03-16 00:00:00,347.1910524719174,
2022-03-16 03:30:00,347.1910524719174,
2022-03-16 04:00:00,347.1910524719174,
2022-03-16 06:00:00,321.2812032238571,
2022-03-16 08:00:00,339.35446018606217,
2022-03-16 10:30:00,239.7967416487818,
2022-03-16 11:00:00,225.62475232643874,
2022-03-16 23:59:59,154.59908347518012,c
2022-03-17 00:00:00,176.52966398251965,
2022-03-17 03:30:00,176.52966398251965,
2022-03-17 04:00:00,176.52966398251965,
2022-03-17 06:00:00,104.3286591561191,
2022-03-17 08:00:00,104.71396887571836,
2022-03-17 10:30:00,130.18860194097215,
2022-03-17 11:00:00,158.0276373928109,
2022-03-17 23:59:59,186.28903770156649,c
2022-03-18 00:00:00,234.48475249739067,
2022-03-18 03:30:00,234.48475249739067,
2022-03-18 04:00:00,234.48475249739067,
2022-03-18 06:00:00,280.5980717070679,
2022-03-18 08:00:00,294.1139941607016,
2022-03-18 10:30:00,277.26766041913106,
2022-03-18 11:00:00,274.0661089717041,
2022-03-18 23:59:59,249.3927677214956,e
2022-03-21 00:00:00,291.9196226387603,
2022-03-21 03:30:00,291.9196226387603,
2022-03-21 04:00:00,291.9196226387603,
2022-03-21 06:00:00,365.82366774823413,
2022-03-21 08:00:00,378.49993025364256,
2022-03-21 10:30:00,447.9059347376815,
2022-03-21 11:00:00,419.8282158506363,
2022-03-21 23:59:59,423.9340739459526,c
2022-03-22 00:00:00,453.54080539656616,
2022-03-22 03:30:00,453.54080539656616,
2022-03-22 04:00:00,453.54080539656616,
2022-03-22 06:00:00,469.1859172709751,
2022-03-22 08:00:00,513.6362402052023,
2022-03-22 10:30:00,470.9812683757309,
2022-03-22 11:00:00,453.3161011444572,
2022-03-22 23:59:59,418.29534908013466,c
2022-03-23 00:00:00,376.27964943673896,
2022-03-23 03:30:00,376.27964943673896,
2022-03-23 04:00:00,376.27964943673896,
2022-03-23 06:00:00,482.06150463559834,
2022-03-23 08:00:00,486.6542234209892,
2022-03-23 10:30:00,498.3589673754541,
2022-03-23 11:00:00,531.3368349844036,
2022-03-23 23:59:59,530.7856955618336,c
2022-03-24 00:00:00,545.8884053639613,
2022-03-24 03:30:00,545.8884053639613,
2022-03-24 04:00:00,545.8884053639613,
2022-03-24 06:00:00,540.1600814132057,
2022-03-24 08:00:00,526.0618028521021,
2022-03-24 10:30:00,537.6443476659388,
2022-03-24 11:00:00,548.6056527374972,
2022-03-24 23:59:59,523.4998754891535,c
2022-03-25 00:00:00,480.44469286336107,
2022-03-25 03:30:00,480.44469286336107,
2022-03-25 04:00:00,480.44469286336107,
2022-03-25 06:00:00,552.4683922456279,
2022-03-25 08:00:00,592.8286934545968,
2022-03-25 10:30:00,600.3074364028244,
2022-03-25 11:00:00,608.5089009301396,
2022-03-25 23:59:59,688.1269144106777,w
2022-03-28 00:00:00,559.9848053182977,
2022-03-28 03:30:00,556.399263073894,
2022-03-28 04:00:00,492.9658179130315,
2022-03-28 06:00:00,477.9477213460141,
2022-03-28 08:00:00,497.11150836786965,
2022-03-28 10:30:00,518.7043552989971,
2022-03-28 11:00:00,493.0877852695048,
2022-03-28 23:59:59,486.2481426353488,c
2022-03-29 00:00:00,518.6497238259658,
2022-03-29 03:30:00,456.4186281072489,
2022-03-29 04:00:00,469.4804100606684,
2022-03-29 06:00:00,340.15247344470754,
2022-03-29 08:00:00,365.71664159521515,
2022-03-29 10:30:00,266.1960558414785,
2022-03-29 11:00:00,195.99326996107266,
2022-03-29 23:59:59,167.1466716141981,c
2022-03-30 00:00:00,160.7544227331946,
2022-03-30 03:30:00,270.224366142249,
2022-03-30 04:00:00,244.62530524241947,
2022-03-30 06:00:00,293.9787078234108,
2022-03-30 08:00:00,310.862061579322,
2022-03-30 10:30:00,319.04405366884384,
2022-03-30 11:00:00,346.40431400187254,
2022-03-30 23:59:59,355.1567183640923,c
2022-03-31 00:00:00,369.82761252428463,
2022-03-31 03:30:00,396.2495842483013,
2022-03-31 04:00:00,377.481764639484,
2022-03-31 06:00:00,378.01147676798655,
2022-03-31 08:00:00,370.1918090648687,
2022-03-31 10:30:00,403.30800129247973,
2022-03-31 11:00:00,425.5768022874654,
2022-03-31 23:59:59,475.1799326763171,c
2022-04-01 00:00:00,421.44160853014455,
2022-04-01 03:30:00,446.35130148864573,
2022-04-01 04:00:00,480.3401717802344,
2022-04-01 06:00:00,443.4084716532525,
2022-04-01 08:00:00,494.45573366956296,
2022-04-01 10:30:00,510.6876853218573,
2022-04-01 11:00:00,503.5854712404739,
2022-04-01 23:59:59,521.251995033891,w
