date,EU_FTSEUK_STAY_2022_Q2,meta
2022-05-13 00:00:00,74.16720475106628,
2022-05-13 03:30:00,79.4399570562275,
2022-05-13 04:00:00,84.98452034080003,
2022-05-13 06:00:00,75.2596933642612,
2022-05-13 08:00:00,67.48874066254143,
2022-05-13 10:30:00,48.16168564476803,
2022-05-13 11:00:00,54.498438657766854,
2022-05-13 23:59:59,52.193155077966026,w
2022-05-16 00:00:00,81.04796307053984,
2022-05-16 03:30:00,70.17916443624776,
2022-05-16 04:00:00,86.61760439862644,
2022-05-16 06:00:00,77.7595409824103,
2022-05-16 08:00:00,66.34427267851463,
2022-05-16 10:30:00,65.45783008648509,
2022-05-16 11:00:00,66.56266414065878,
2022-05-16 23:59:59,69.34533530971605,c
2022-05-17 00:00:00,54.551150109486045,
2022-05-17 03:30:00,58.653480154584486,
2022-05-17 04:00:00,57.000081268441875,
2022-05-17 06:00:00,61.859725280293944,
2022-05-17 08:00:00,50.1279799497711,
2022-05-17 10:30:00,51.80380203118369,
2022-05-17 11:00:00,50.95749932280212,
2022-05-17 23:59:59,54.2586452193935,c
2022-05-18 00:00:00,52.11781717066829,
2022-05-18 03:30:00,37.63588025104946,
2022-05-18 04:00:00,30.44525548286981,
2022-05-18 06:00:00,-2.64428307528447,
2022-05-18 08:00:00,-4.419459215090129,
2022-05-18 10:30:00,-18.100817074821776,
2022-05-18 11:00:00,-14.476309705052536,
2022-05-18 23:59:59,-4.122529040916067,c
2022-05-19 00:00:00,-6.892843214409083,
2022-05-19 03:30:00,11.386362929519187,
2022-05-19 04:00:00,10.995190045247178,
2022-05-19 06:00:00,7.751826198776058,
2022-05-19 08:00:00,18.269614485064466,
2022-05-19 10:30:00,25.620681743675625,
2022-05-19 11:00:00,37.20385262079887,
2022-05-19 23:59:59,26.797069516045795,c
2022-05-20 00:00:00,14.1531691724757,
2022-05-20 03:30:00,35.08998456855517,
2022-05-20 04:00:00,34.2800347170286,
2022-05-20 06:00:00,49.343688756969314,
2022-05-20 08:00:00,57.230257681809974,
2022-05-20 10:30:00,67.21323405318145,
2022-05-20 11:00:00,66.71410003945215,
2022-05-20 23:59:59,70.62847885670205,w
2022-05-23 00:00:00,88.63851820695608,
2022-05-23 03:30:00,83.86827516301831,
2022-05-23 04:00:00,76.15589235533514,
2022-05-23 06:00:00,86.80044004436424,
2022-05-23 08:00:00,93.07830164523065,
2022-05-23 10:30:00,78.99300518526336,
2022-05-23 11:00:00,79.37352653322496,
2022-05-23 23:59:59,76.62857275081666,c
2022-05-24 00:00:00,108.654031376913,
2022-05-24 03:30:00,101.68913807235427,
2022-05-24 04:00:00,100.51052690976627,
2022-05-24 06:00:00,80.13046983392579,
2022-05-24 08:00:00,81.87133048140805,
2022-05-24 10:30:00,80.86345063687934,
2022-05-24 11:00:00,73.44730277314216,
2022-05-24 23:59:59,85.1260253579005,c
2022-05-25 00:00:00,69.29615997414436,
2022-05-25 03:30:00,90.65329181927478,
2022-05-25 04:00:00,87.72614816878766,
2022-05-25 06:00:00,81.90326575611046,
2022-05-25 08:00:00,82.46970806370166,
2022-05-25 10:30:00,67.8980218443934,
2022-05-25 11:00:00,70.35117016602369,
2022-05-25 23:59:59,72.77782619139155,c
2022-05-26 00:00:00,92.12444355186824,
2022-05-26 03:30:00,68.56337654918042,
2022-05-26 04:00:00,65.8204551180393,
2022-05-26 06:00:00,71.10094010861442,
2022-05-26 08:00:00,70.42284950324832,
2022-05-26 10:30:00,72.82945478553498,
2022-05-26 11:00:00,69.68441583144207,
2022-05-26 23:59:59,56.89178948500199,c
