date,MID_HEDGED_2021_Q2,meta
2021-04-30 00:00:00,-236.88966606749864,
2021-04-30 10:00:00,-219.66711042951238,
2021-04-30 10:30:00,-215.4716905742057,
2021-04-30 12:00:00,-239.81434790443927,
2021-04-30 13:30:00,-229.22262760817966,
2021-04-30 15:00:00,-244.78141226674734,
2021-04-30 15:30:30,-244.78141226674734,
2021-04-30 23:59:59,-244.17158496768343,w
2021-05-03 00:00:00,-214.34978768495694,
2021-05-03 10:00:00,-231.91158020995272,
2021-05-03 10:30:00,-246.2941681430516,
2021-05-03 12:00:00,-248.52778885002954,
2021-05-03 13:30:00,-247.16594576933994,
2021-05-03 15:00:00,-236.16712678347903,
2021-05-03 15:30:30,-236.16712678347903,
2021-05-03 23:59:59,-239.33415328416004,c
2021-05-04 00:00:00,-266.7608190359415,
2021-05-04 10:00:00,-307.44942429426965,
2021-05-04 10:30:00,-280.9205363699916,
2021-05-04 12:00:00,-295.9914239011632,
2021-05-04 13:30:00,-276.7897810540103,
2021-05-04 15:00:00,-278.32121388714904,
2021-05-04 15:30:30,-278.32121388714904,
2021-05-04 23:59:59,-268.8353070524522,c
2021-05-05 00:00:00,-253.60877838917986,
2021-05-05 10:00:00,-253.96949825553475,
2021-05-05 10:30:00,-272.3275825210494,
2021-05-05 12:00:00,-223.0245906725213,
2021-05-05 13:30:00,-246.86120550010673,
2021-05-05 15:00:00,-255.06692331559543,
2021-05-05 15:30:30,-255.06692331559543,
2021-05-05 23:59:59,-265.389934186127,c
2021-05-06 00:00:00,-262.5517933962483,
2021-05-06 10:00:00,-282.33254150357243,
2021-05-06 10:30:00,-272.1488918931841,
2021-05-06 12:00:00,-235.55655345449532,
2021-05-06 13:30:00,-243.93152088983197,
2021-05-06 15:00:00,-261.86047605047133,
2021-05-06 15:30:30,-261.86047605047133,
2021-05-06 23:59:59,-229.34222165523624,c
2021-05-07 00:00:00,-245.00812854515925,
2021-05-07 10:00:00,-231.03306902238091,
2021-05-07 10:30:00,-225.71578472403144,
2021-05-07 12:00:00,-213.94913559044244,
2021-05-07 13:30:00,-202.99035035087672,
2021-05-07 15:00:00,-198.65812863650353,
2021-05-07 15:30:30,-198.65812863650353,
2021-05-07 23:59:59,-202.62819013108128,w
2021-05-10 00:00:00,-192.17145253378885,
2021-05-10 10:00:00,-209.63514835389606,
2021-05-10 10:30:00,-217.39940521294466,
2021-05-10 12:00:00,-203.36448797549792,
2021-05-10 13:30:00,-202.80507550108587,
2021-05-10 15:00:00,-224.73019006502636,
2021-05-10 15:30:30,-224.73019006502636,
2021-05-10 23:59:59,-241.83442745899993,c
2021-05-11 00:00:00,-303.759774394126,
2021-05-11 10:00:00,-252.0230145887772,
2021-05-11 10:30:00,-285.3950371505175,
2021-05-11 12:00:00,-257.37073617950773,
2021-05-11 13:30:00,-210.66101812865963,
2021-05-11 15:00:00,-190.14026795233485,
2021-05-11 15:30:30,-190.14026795233485,
2021-05-11 23:59:59,-182.49371138057768,c
2021-05-12 00:00:00,-207.54583483761735,
2021-05-12 10:00:00,-237.29277483285114,
2021-05-12 10:30:00,-238.95618954941438,
2021-05-12 12:00:00,-241.4847835126984,
2021-05-12 13:30:00,-248.9392351535339,
2021-05-12 15:00:00,-272.80529646886,
2021-05-12 15:30:30,-272.80529646886,
2021-05-12 23:59:59,-302.6893800388584,c
2021-05-13 00:00:00,-279.40756392338653,
2021-05-13 10:00:00,-224.15713096368881,
2021-05-13 10:30:00,-225.8853782827291,
2021-05-13 12:00:00,-268.14687305484085,
2021-05-13 13:30:00,-262.69424717383845,
2021-05-13 15:00:00,-244.97978735629977,
2021-05-13 15:30:30,-244.97978735629977,u
2021-05-13 23:59:59,-238.7455480966405,c
2021-05-14 00:00:00,-222.45370434219103,
2021-05-14 10:00:00,-202.83474968054043,
2021-05-14 10:30:00,-195.54886239941698,
2021-05-14 12:00:00,-194.73912163707655,
2021-05-14 13:30:00,-176.90463871138536,
2021-05-14 15:00:00,-166.34314829716277,
2021-05-14 15:30:30,-166.34314829716277,s
2021-05-14 23:59:59,-176.8294852699578,w
2021-05-17 00:00:00,-190.49412607285967,
2021-05-17 10:00:00,-198.21581464083692,
2021-05-17 10:30:00,-201.0620875673976,
2021-05-17 12:00:00,-182.29771787828622,
2021-05-17 13:30:00,-177.3290921590692,
2021-05-17 15:00:00,-156.71314978797136,
2021-05-17 15:30:30,-156.71314978797136,
2021-05-17 23:59:59,-149.36897330345892,c
2021-05-18 00:00:00,-142.7962877248683,
2021-05-18 10:00:00,-138.0979865052377,
2021-05-18 10:30:00,-127.64267738492572,
2021-05-18 12:00:00,-120.69411772414014,
2021-05-18 13:30:00,-127.0806233770436,
2021-05-18 15:00:00,-142.14207415476994,
2021-05-18 15:30:30,-142.14207415476994,
2021-05-18 23:59:59,-157.96910588156106,c
2021-05-19 00:00:00,-192.4324738968162,
2021-05-19 10:00:00,-225.95324314400978,
2021-05-19 10:30:00,-225.0774268250666,
2021-05-19 12:00:00,-215.81472462263537,
2021-05-19 13:30:00,-201.73907629207451,
2021-05-19 15:00:00,-214.74616659064304,
2021-05-19 15:30:30,-214.74616659064304,
2021-05-19 23:59:59,-183.41755265139727,c
2021-05-20 00:00:00,-175.94223562369643,
2021-05-20 10:00:00,-175.4783988264494,
2021-05-20 10:30:00,-171.45565426685926,
2021-05-20 12:00:00,-171.6160653391321,
2021-05-20 13:30:00,-183.91371203326844,
2021-05-20 15:00:00,-182.74711534229982,
2021-05-20 15:30:30,-182.74711534229982,
2021-05-20 23:59:59,-167.92424764156567,c
2021-05-21 00:00:00,-147.2000889490664,
2021-05-21 10:00:00,-153.10517864239728,
2021-05-21 10:30:00,-163.97124265461161,
2021-05-21 12:00:00,-158.17555790080405,
2021-05-21 13:30:00,-162.732205123732,
2021-05-21 15:00:00,-153.5988062288693,
2021-05-21 15:30:30,-153.5988062288693,
2021-05-21 23:59:59,-160.6296885096458,w
2021-05-24 00:00:00,-152.35429601762507,
2021-05-24 10:00:00,-138.85761441886007,
2021-05-24 10:30:00,-142.92768565151937,
2021-05-24 12:00:00,-132.0318382035798,
2021-05-24 13:30:00,-123.06887593591819,
2021-05-24 15:00:00,-108.17852922118618,
2021-05-24 15:30:30,-108.17852922118618,
2021-05-24 23:59:59,-121.61146335052536,c
2021-05-25 00:00:00,-110.7759813204093,
2021-05-25 10:00:00,-112.26815351342611,
2021-05-25 10:30:00,-106.64751631580111,
2021-05-25 12:00:00,-120.93646738946654,
2021-05-25 13:30:00,-111.63734436440154,
2021-05-25 15:00:00,-125.53189098087887,
2021-05-25 15:30:30,-125.53189098087887,
2021-05-25 23:59:59,-134.51643778027483,c
2021-05-26 00:00:00,-122.53282548924744,
2021-05-26 10:00:00,-114.0237609703745,
2021-05-26 10:30:00,-83.16322801808019,
2021-05-26 12:00:00,-67.35641821666468,
2021-05-26 13:30:00,-67.34774321413443,
2021-05-26 15:00:00,-51.62972921372511,
2021-05-26 15:30:30,-51.62972921372511,
2021-05-26 23:59:59,-56.93583374548916,c
2021-05-27 00:00:00,-49.909568047597986,
2021-05-27 10:00:00,-45.217482127755375,
2021-05-27 10:30:00,-38.68450745367636,
2021-05-27 12:00:00,-49.32564416947662,
2021-05-27 13:30:00,-41.01527093847062,
2021-05-27 15:00:00,-32.502563135982655,
2021-05-27 15:30:30,-32.502563135982655,m
2021-05-27 23:59:59,-38.86852284029055,c
2021-05-28 00:00:00,-13.64553128058742,
2021-05-28 10:00:00,-16.765931409172026,
2021-05-28 10:30:00,-30.03768419220023,
2021-05-28 12:00:00,-22.843094218219903,
2021-05-28 13:30:00,-25.11030334822044,
2021-05-28 15:00:00,-37.08405534835674,
2021-05-28 15:30:30,-37.08405534835674,
2021-05-28 23:59:59,-28.02845674196078,w
2021-05-31 00:00:00,-28.02845674196078,
2021-05-31 10:00:00,-28.02845674196078,
2021-05-31 10:30:00,-28.02845674196078,
2021-05-31 12:00:00,-28.02845674196078,
2021-05-31 13:30:00,-28.02845674196078,
2021-05-31 15:00:00,-28.02845674196078,
2021-05-31 15:30:30,-28.02845674196078,
2021-05-31 23:59:59,-28.02845674196078,c
