date,COMP_AD_HEDGED_2022_Q2,meta
2022-04-22 00:00:00,-696.0946616350675,
2022-04-22 10:00:00,-704.5885830669249,
2022-04-22 10:30:00,-664.7025953054726,
2022-04-22 12:00:00,-551.5961354046121,
2022-04-22 13:30:00,-537.9293787293618,
2022-04-22 15:00:00,-522.0981859021422,
2022-04-22 15:30:30,-522.0981859021422,
2022-04-22 23:59:59,-552.545962686967,w
2022-04-25 00:00:00,-520.8919938270928,
2022-04-25 10:00:00,-509.85996037590485,
2022-04-25 10:30:00,-567.879880106063,
2022-04-25 12:00:00,-582.6919201051542,
2022-04-25 13:30:00,-592.7289255729074,
2022-04-25 15:00:00,-550.973688764494,
2022-04-25 15:30:30,-550.973688764494,
2022-04-25 23:59:59,-566.4567840083473,c
2022-04-26 00:00:00,-513.4424242317036,
2022-04-26 10:00:00,-362.3502769200031,
2022-04-26 10:30:00,-363.94463701521454,
2022-04-26 12:00:00,-249.62702013432317,
2022-04-26 13:30:00,-237.23248051510654,
2022-04-26 15:00:00,-144.0308039512338,
2022-04-26 15:30:30,-144.0308039512338,
2022-04-26 23:59:59,-47.21626499633112,c
2022-04-27 00:00:00,-67.59149919209904,
2022-04-27 10:00:00,-228.44999987068513,
2022-04-27 10:30:00,-99.313714753961,
2022-04-27 12:00:00,-96.30267399129843,
2022-04-27 13:30:00,-182.4137614458923,
2022-04-27 15:00:00,-197.15340061193092,
2022-04-27 15:30:30,-197.15340061193092,
2022-04-27 23:59:59,-141.81501791056326,c
2022-04-28 00:00:00,-226.83525940182244,
2022-04-28 10:00:00,-196.0383715627695,
2022-04-28 10:30:00,-91.15305081302449,
2022-04-28 12:00:00,-97.94217204314737,
2022-04-28 13:30:00,-226.12160895705892,
2022-04-28 15:00:00,-285.8919582262506,
2022-04-28 15:30:30,-285.8919582262506,
2022-04-28 23:59:59,-245.20106404706166,c
2022-04-29 00:00:00,-278.51741840652903,
2022-04-29 10:00:00,-329.2350302890509,
2022-04-29 10:30:00,-187.63587363133865,
2022-04-29 12:00:00,-136.87611018766347,
2022-04-29 13:30:00,-114.61843004830098,
2022-04-29 15:00:00,10.776318424287638,
2022-04-29 15:30:30,10.776318424287638,
2022-04-29 23:59:59,55.74127043586577,w
2022-05-02 00:00:00,-24.02427441787495,
2022-05-02 10:00:00,-51.55477408761726,
2022-05-02 10:30:00,-36.75683487385413,
2022-05-02 12:00:00,90.30155025550448,
2022-05-02 13:30:00,265.4216632352154,
2022-05-02 15:00:00,335.6477185747781,
2022-05-02 15:30:30,335.6477185747781,
2022-05-02 23:59:59,201.47594033152882,c
2022-05-03 00:00:00,109.38375726288541,
2022-05-03 10:00:00,56.95055339306418,
2022-05-03 10:30:00,155.95407339230178,
2022-05-03 12:00:00,168.13707850894252,
