date,AS_TW50_2022_Q2,meta
2022-05-20 00:00:00,274.4309264477306,
2022-05-20 01:00:00,255.97398549432364,
2022-05-20 02:30:00,255.97398549432364,
2022-05-20 03:00:00,255.97398549432364,
2022-05-20 18:30:00,255.97398549432364,
2022-05-20 20:00:00,255.97398549432364,
2022-05-20 23:00:00,255.97398549432364,
2022-05-20 23:59:59,232.18222378854898,w
2022-05-23 00:00:00,58.14412726010323,
2022-05-23 01:00:00,57.02989568660723,
2022-05-23 02:30:00,57.02989568660723,
2022-05-23 03:00:00,57.02989568660723,
2022-05-23 18:30:00,57.02989568660723,
2022-05-23 20:00:00,57.02989568660723,
2022-05-23 23:00:00,46.11781262718523,
2022-05-23 23:59:59,52.64796566740915,c
2022-05-24 00:00:00,68.6737554969468,
2022-05-24 01:00:00,47.85955084960642,
2022-05-24 02:30:00,47.85955084960642,
2022-05-24 03:00:00,47.85955084960642,
2022-05-24 18:30:00,47.85955084960642,
2022-05-24 20:00:00,47.85955084960642,
2022-05-24 23:00:00,49.43714412567897,
2022-05-24 23:59:59,19.947163261746027,c
2022-05-25 00:00:00,-16.23478721969059,
2022-05-25 01:00:00,-25.579963776285695,
2022-05-25 02:30:00,-25.579963776285695,
2022-05-25 03:00:00,-25.579963776285695,
2022-05-25 18:30:00,-25.579963776285695,
2022-05-25 20:00:00,-25.579963776285695,
2022-05-25 23:00:00,-112.01573775140605,
2022-05-25 23:59:59,-160.54968073264172,c
2022-05-26 00:00:00,-149.33913767756712,
2022-05-26 01:00:00,-207.18069578755603,
2022-05-26 02:30:00,-207.18069578755603,
2022-05-26 03:00:00,-207.18069578755603,
2022-05-26 18:30:00,-207.18069578755603,
2022-05-26 20:00:00,-207.18069578755603,
2022-05-26 23:00:00,-196.9096057549632,
2022-05-26 23:59:59,-188.6379219939554,c
2022-05-27 00:00:00,-168.3978616553468,
2022-05-27 01:00:00,-144.6682180888938,
2022-05-27 02:30:00,-144.6682180888938,
2022-05-27 03:00:00,-144.6682180888938,
2022-05-27 18:30:00,-144.6682180888938,
2022-05-27 20:00:00,-144.6682180888938,
2022-05-27 23:00:00,-144.6682180888938,
2022-05-27 23:59:59,-162.9460797154643,w
2022-05-30 00:00:00,13.247010099985346,
2022-05-30 01:00:00,26.714844424528565,
2022-05-30 02:30:00,26.714844424528565,
2022-05-30 03:00:00,26.714844424528565,
2022-05-30 18:30:00,26.714844424528565,
2022-05-30 20:00:00,26.714844424528565,
2022-05-30 23:00:00,-20.118489947046328,
2022-05-30 23:59:59,-40.11990018999495,c
2022-05-31 00:00:00,-20.677312234960482,
2022-05-31 01:00:00,-19.63971676586607,
2022-05-31 02:30:00,-19.63971676586607,
2022-05-31 03:00:00,-19.63971676586607,
2022-05-31 18:30:00,-19.63971676586607,
2022-05-31 20:00:00,-19.63971676586607,
2022-05-31 23:00:00,-70.6611463774534,
2022-05-31 23:59:59,-54.40539992855338,c
2022-06-01 00:00:00,-29.78247831009594,
2022-06-01 01:00:00,-57.366558763073044,
2022-06-01 02:30:00,-57.366558763073044,
2022-06-01 03:00:00,-57.366558763073044,
2022-06-01 18:30:00,-57.366558763073044,
2022-06-01 20:00:00,-57.366558763073044,
2022-06-01 23:00:00,-26.23628845433541,
2022-06-01 23:59:59,4.564549148146398,c
2022-06-02 00:00:00,-16.608416971379484,
2022-06-02 01:00:00,-22.599933486023474,
2022-06-02 02:30:00,-22.599933486023474,
2022-06-02 03:00:00,-22.599933486023474,
2022-06-02 18:30:00,-22.599933486023474,
2022-06-02 20:00:00,-22.599933486023474,
2022-06-02 23:00:00,-22.599933486023474,
2022-06-02 23:59:59,0.0,c
2022-06-03 00:00:00,0.0,
2022-06-03 01:00:00,0.0,
2022-06-03 02:30:00,0.0,
2022-06-03 03:00:00,0.0,
2022-06-03 18:30:00,0.0,
2022-06-03 20:00:00,0.0,
2022-06-03 23:00:00,0.0,
2022-06-03 23:59:59,0.0,a
2022-06-06 00:00:00,-107.752410041664,
2022-06-06 01:00:00,-124.553728063579,
2022-06-06 02:30:00,-124.553728063579,
2022-06-06 03:00:00,-124.553728063579,
2022-06-06 18:30:00,-124.553728063579,
2022-06-06 20:00:00,-124.553728063579,
2022-06-06 23:00:00,-272.24969319512275,
2022-06-06 23:59:59,-347.9968008715041,c
2022-06-07 00:00:00,-411.8306286658071,
2022-06-07 01:00:00,-410.4539833360732,
2022-06-07 02:30:00,-410.4539833360732,
2022-06-07 03:00:00,-410.4539833360732,
2022-06-07 18:30:00,-410.4539833360732,
2022-06-07 20:00:00,-410.4539833360732,
2022-06-07 23:00:00,-439.817705095159,
2022-06-07 23:59:59,-433.1651191472447,c
2022-06-08 00:00:00,-437.12063764031245,
2022-06-08 01:00:00,-419.0219966296727,
2022-06-08 02:30:00,-419.0219966296727,
2022-06-08 03:00:00,-419.0219966296727,
2022-06-08 18:30:00,-419.0219966296727,
2022-06-08 20:00:00,-419.0219966296727,
2022-06-08 23:00:00,-482.8985922343245,
2022-06-08 23:59:59,-478.96036902441483,c
2022-06-09 00:00:00,-478.81380760913635,
2022-06-09 01:00:00,-473.12991619899276,
2022-06-09 02:30:00,-473.12991619899276,
2022-06-09 03:00:00,-473.12991619899276,
2022-06-09 18:30:00,-473.12991619899276,
2022-06-09 20:00:00,-473.12991619899276,
2022-06-09 23:00:00,-242.8105169467699,
2022-06-09 23:59:59,-222.46978660104196,c
2022-06-10 00:00:00,-276.79539857756663,
2022-06-10 01:00:00,-278.992666382248,
2022-06-10 02:30:00,-278.992666382248,
2022-06-10 03:00:00,-278.992666382248,
2022-06-10 18:30:00,-278.992666382248,
2022-06-10 20:00:00,-278.992666382248,
2022-06-10 23:00:00,-278.992666382248,
2022-06-10 23:59:59,-236.4843152232661,w
2022-06-13 00:00:00,-342.9673277873826,
2022-06-13 01:00:00,-353.3842739694537,
2022-06-13 02:30:00,-353.3842739694537,
2022-06-13 03:00:00,-353.3842739694537,
2022-06-13 18:30:00,-353.3842739694537,
2022-06-13 20:00:00,-353.3842739694537,
2022-06-13 23:00:00,-432.1855339090953,
2022-06-13 23:59:59,-437.4301680698618,c
2022-06-14 00:00:00,-473.83393369167425,
2022-06-14 01:00:00,-482.77286199734317,
2022-06-14 02:30:00,-482.77286199734317,
2022-06-14 03:00:00,-482.77286199734317,
2022-06-14 18:30:00,-482.77286199734317,
2022-06-14 20:00:00,-482.77286199734317,
2022-06-14 23:00:00,-534.1211458431817,
2022-06-14 23:59:59,-518.3604621271998,c
2022-06-15 00:00:00,-501.7123164598088,
2022-06-15 01:00:00,-500.4760911095873,
2022-06-15 02:30:00,-500.4760911095873,
2022-06-15 03:00:00,-500.4760911095873,
2022-06-15 18:30:00,-500.4760911095873,
2022-06-15 20:00:00,-500.4760911095873,
2022-06-15 23:00:00,-693.1450005933093,
2022-06-15 23:59:59,-717.877846142369,c
2022-06-16 00:00:00,-707.1572456628292,
2022-06-16 01:00:00,-735.3773917859753,
2022-06-16 02:30:00,-735.3773917859753,
2022-06-16 03:00:00,-735.3773917859753,
2022-06-16 18:30:00,-735.3773917859753,
2022-06-16 20:00:00,-735.3773917859753,
2022-06-16 23:00:00,-782.9419736330783,
2022-06-16 23:59:59,-751.7860420144088,c
2022-06-17 00:00:00,-801.6745451495417,
2022-06-17 01:00:00,-639.6125484658251,
2022-06-17 02:30:00,-639.6125484658251,
2022-06-17 03:00:00,-639.6125484658251,
2022-06-17 18:30:00,-639.6125484658251,
2022-06-17 20:00:00,-639.6125484658251,
2022-06-17 23:00:00,-639.6125484658251,
2022-06-17 23:59:59,-666.1169402185496,e
2022-06-20 00:00:00,-997.800010527093,
2022-06-20 01:00:00,-986.8748085860998,
2022-06-20 02:30:00,-986.8748085860998,
2022-06-20 03:00:00,-986.8748085860998,
2022-06-20 18:30:00,-986.8748085860998,
2022-06-20 20:00:00,-986.8748085860998,
2022-06-20 23:00:00,-1069.2657725036352,
2022-06-20 23:59:59,-1013.396163688777,c
2022-06-21 00:00:00,-997.4979672210939,
2022-06-21 01:00:00,-1009.6120809101585,
2022-06-21 02:30:00,-1009.6120809101585,
2022-06-21 03:00:00,-1009.6120809101585,
2022-06-21 18:30:00,-1009.6120809101585,
2022-06-21 20:00:00,-1009.6120809101585,
2022-06-21 23:00:00,-1254.250308750824,
2022-06-21 23:59:59,-1341.476208630933,c
2022-06-22 00:00:00,-1295.5860475367726,
2022-06-22 01:00:00,-1361.8757230665997,
2022-06-22 02:30:00,-1361.8757230665997,
2022-06-22 03:00:00,-1361.8757230665997,
2022-06-22 18:30:00,-1361.8757230665997,
