date,MDIV_2022_Q1,meta
2022-02-11 00:00:00,177.91134179859137,
2022-02-11 10:00:00,150.8992706717197,
2022-02-11 10:30:00,138.55801595433218,
2022-02-11 12:00:00,142.3666510247724,
2022-02-11 13:30:00,138.24258383353617,
2022-02-11 15:00:00,123.56796541333574,
2022-02-11 15:30:30,123.56796541333574,
2022-02-11 23:59:59,126.14917712970237,w
2022-02-14 00:00:00,135.6825529778771,
2022-02-14 10:00:00,139.19291988165287,
2022-02-14 10:30:00,158.4132879444726,
2022-02-14 12:00:00,169.07419887827677,
2022-02-14 13:30:00,173.61594472813977,
2022-02-14 15:00:00,172.54393377505426,
2022-02-14 15:30:30,172.54393377505426,
2022-02-14 23:59:59,172.03132182247032,c
2022-02-15 00:00:00,172.43635226582205,
2022-02-15 10:00:00,177.3556272577232,
2022-02-15 10:30:00,194.58593226479115,
2022-02-15 12:00:00,198.81529911143593,
2022-02-15 13:30:00,196.5518831813356,
2022-02-15 15:00:00,210.6598327789734,
2022-02-15 15:30:30,210.6598327789734,
2022-02-15 23:59:59,211.1751473116633,c
2022-02-16 00:00:00,208.29012597733822,
2022-02-16 10:00:00,197.04131373636005,
2022-02-16 10:30:00,202.35238251614032,
2022-02-16 12:00:00,197.2578323904479,
2022-02-16 13:30:00,199.41628075013955,
2022-02-16 15:00:00,191.6106551192879,
2022-02-16 15:30:30,191.6106551192879,
2022-02-16 23:59:59,197.9026709498969,c
2022-02-17 00:00:00,194.03198175152693,
2022-02-17 10:00:00,190.53255519027584,
2022-02-17 10:30:00,179.0424446567888,
2022-02-17 12:00:00,178.89650388118184,
2022-02-17 13:30:00,164.99808441097343,
2022-02-17 15:00:00,165.61486541346744,
2022-02-17 15:30:30,165.61486541346744,
2022-02-17 23:59:59,169.8113223082048,c
2022-02-18 00:00:00,175.76167770176812,
2022-02-18 10:00:00,176.01011343376877,
2022-02-18 10:30:00,178.03340747861716,
2022-02-18 12:00:00,200.66705985639055,
2022-02-18 13:30:00,207.0991824770863,
2022-02-18 15:00:00,205.9412984498665,
2022-02-18 15:30:30,205.9412984498665,
2022-02-18 23:59:59,222.38090901772193,w
2022-02-21 00:00:00,222.38090901772193,
2022-02-21 10:00:00,222.38090901772193,
2022-02-21 10:30:00,222.38090901772193,
2022-02-21 12:00:00,222.38090901772193,
2022-02-21 13:30:00,222.38090901772193,
2022-02-21 15:00:00,222.38090901772193,
2022-02-21 15:30:30,222.38090901772193,
2022-02-21 23:59:59,222.38090901772193,c
2022-02-22 00:00:00,223.70146623976962,
2022-02-22 10:00:00,204.85610470564438,
2022-02-22 10:30:00,206.19193586558117,
2022-02-22 12:00:00,175.58550711971816,
2022-02-22 13:30:00,197.79166428756685,
2022-02-22 15:00:00,198.10231382629172,
2022-02-22 15:30:30,198.10231382629172,
2022-02-22 23:59:59,199.804061434809,c
2022-02-23 00:00:00,195.52211196830785,
2022-02-23 10:00:00,186.92911959473963,
2022-02-23 10:30:00,194.1380643118864,
2022-02-23 12:00:00,180.00576471769932,
2022-02-23 13:30:00,184.03776594876445,
2022-02-23 15:00:00,187.6692445776107,
2022-02-23 15:30:30,187.6692445776107,
2022-02-23 23:59:59,199.33365496018928,c
2022-02-24 00:00:00,177.67016020834285,
2022-02-24 10:00:00,196.71826129736223,
2022-02-24 10:30:00,200.78806322788228,
2022-02-24 12:00:00,210.50302077310903,
2022-02-24 13:30:00,219.21336664020873,
2022-02-24 15:00:00,208.46130931117318,
2022-02-24 15:30:30,208.46130931117318,
2022-02-24 23:59:59,189.35426165322247,c
2022-02-25 00:00:00,180.52911739298997,
2022-02-25 10:00:00,175.5513471424806,
2022-02-25 10:30:00,180.5059325678019,
2022-02-25 12:00:00,159.1982443910258,
2022-02-25 13:30:00,130.43369155551932,
2022-02-25 15:00:00,128.48066239518766,
2022-02-25 15:30:30,128.48066239518766,
2022-02-25 23:59:59,122.92525927433098,w
2022-02-28 00:00:00,156.88915682901052,
2022-02-28 10:00:00,133.77623923861302,
2022-02-28 10:30:00,132.16125814893735,
2022-02-28 12:00:00,114.40226431546103,
2022-02-28 13:30:00,123.21930322801995,
2022-02-28 15:00:00,137.4509349937573,
2022-02-28 15:30:30,137.4509349937573,m
2022-02-28 23:59:59,123.67782594448272,c
2022-03-01 00:00:00,113.77714603275808,
2022-03-01 10:00:00,87.43002961627894,
2022-03-01 10:30:00,85.94693021110038,
2022-03-01 12:00:00,70.06178929830799,
2022-03-01 13:30:00,88.53713871112541,
2022-03-01 15:00:00,67.66891726124595,
2022-03-01 15:30:30,67.66891726124595,
2022-03-01 23:59:59,87.31243727487572,c
2022-03-02 00:00:00,94.23357686796635,
2022-03-02 10:00:00,80.37418636869756,
2022-03-02 10:30:00,70.1330727843092,
2022-03-02 12:00:00,73.23893324268124,
2022-03-02 13:30:00,94.01400223274823,
2022-03-02 15:00:00,99.89493019920201,
2022-03-02 15:30:30,99.89493019920201,
2022-03-02 23:59:59,98.06676044519986,c
2022-03-03 00:00:00,104.87655645795235,
2022-03-03 10:00:00,88.31320235650901,
2022-03-03 10:30:00,83.45410909040925,
2022-03-03 12:00:00,82.97086787492162,
2022-03-03 13:30:00,55.33714943839618,
2022-03-03 15:00:00,54.699306984343366,
2022-03-03 15:30:30,54.699306984343366,
2022-03-03 23:59:59,55.84153735242376,c
2022-03-04 00:00:00,54.41836010884549,
2022-03-04 10:00:00,30.06801466609818,
2022-03-04 10:30:00,22.18205265640063,
2022-03-04 12:00:00,10.94195717798334,
2022-03-04 13:30:00,-1.6678009395941444,
2022-03-04 15:00:00,-4.097463870434012,
2022-03-04 15:30:30,-4.097463870434012,
2022-03-04 23:59:59,-12.881900564264697,w
2022-03-07 00:00:00,-2.9209000991033918,
2022-03-07 10:00:00,-24.609813003776935,
2022-03-07 10:30:00,-30.114821117548445,
2022-03-07 12:00:00,-19.021244041815407,
2022-03-07 13:30:00,-50.8477022368661,
2022-03-07 15:00:00,-68.43919260100301,
2022-03-07 15:30:30,-68.43919260100301,
2022-03-07 23:59:59,-64.85291389002032,c
2022-03-08 00:00:00,-64.78366931305231,
