date,FT_FAM_2022_Q1,meta
2022-02-18 00:00:00,100.60766042882891,
2022-02-18 10:00:00,103.46650245276619,
2022-02-18 10:30:00,112.22141152841857,
2022-02-18 12:00:00,122.93100071795374,
2022-02-18 13:30:00,136.97572386052082,
2022-02-18 15:00:00,134.9414845084878,
2022-02-18 15:30:30,134.9414845084878,
2022-02-18 23:59:59,130.9533489542038,w
2022-02-21 00:00:00,130.9533489542038,
2022-02-21 10:00:00,130.9533489542038,
2022-02-21 10:30:00,130.9533489542038,
2022-02-21 12:00:00,130.9533489542038,
2022-02-21 13:30:00,130.9533489542038,
2022-02-21 15:00:00,130.9533489542038,
2022-02-21 15:30:30,130.9533489542038,
2022-02-21 23:59:59,130.9533489542038,c
2022-02-22 00:00:00,115.45332542109136,
2022-02-22 10:00:00,131.59786204585282,
2022-02-22 10:30:00,119.19884071541995,
2022-02-22 12:00:00,114.66626084222904,
2022-02-22 13:30:00,130.22015883949786,
2022-02-22 15:00:00,135.31558322868554,
2022-02-22 15:30:30,135.31558322868554,
2022-02-22 23:59:59,127.3996070294761,c
2022-02-23 00:00:00,143.78029380372374,
2022-02-23 10:00:00,150.03054329481745,
2022-02-23 10:30:00,146.2591811708739,
2022-02-23 12:00:00,128.1385670806129,
2022-02-23 13:30:00,105.88557336891566,
2022-02-23 15:00:00,98.0528046098447,
2022-02-23 15:30:30,98.0528046098447,
2022-02-23 23:59:59,100.46572730809335,c
2022-02-24 00:00:00,100.31607579847181,
2022-02-24 10:00:00,94.91449994410854,
2022-02-24 10:30:00,94.94616584093701,
2022-02-24 12:00:00,109.67150932292633,
2022-02-24 13:30:00,123.58423575831655,
2022-02-24 15:00:00,141.0026900832372,
2022-02-24 15:30:30,141.0026900832372,
2022-02-24 23:59:59,137.53542898738675,c
2022-02-25 00:00:00,158.60700673215013,
2022-02-25 10:00:00,169.5382208892512,
2022-02-25 10:30:00,171.48141727355,
2022-02-25 12:00:00,201.34703334238816,
2022-02-25 13:30:00,187.5761667704407,
2022-02-25 15:00:00,214.36316730307936,
2022-02-25 15:30:30,214.36316730307936,
2022-02-25 23:59:59,209.3454305583868,w
2022-02-28 00:00:00,132.51256362885655,
2022-02-28 10:00:00,137.38472106955734,
2022-02-28 10:30:00,145.27528607968998,
2022-02-28 12:00:00,165.03462801648516,
2022-02-28 13:30:00,173.73807296826283,
2022-02-28 15:00:00,158.7590269495294,
2022-02-28 15:30:30,158.7590269495294,s
2022-02-28 23:59:59,160.72851869593012,c
2022-03-01 00:00:00,154.01810486970544,
2022-03-01 10:00:00,131.41128824423475,
2022-03-01 10:30:00,132.10757099953526,
2022-03-01 12:00:00,153.39752576071635,
2022-03-01 13:30:00,171.27163737917164,
2022-03-01 15:00:00,167.21551652995527,
2022-03-01 15:30:30,167.21551652995527,
