date,SPX500_HEDGED_2022_Q1,meta
2022-01-21 00:00:00,-1.6400208250985884,
2022-01-21 10:00:00,-17.450312470026063,
2022-01-21 10:30:00,-14.401773524122461,
2022-01-21 12:00:00,-9.320635368693843,
2022-01-21 13:30:00,-8.738486894459811,
2022-01-21 15:00:00,-6.850239542219072,
2022-01-21 15:30:30,-6.850239542219072,
2022-01-21 23:59:59,-3.773326409616118,w
2022-01-24 00:00:00,-17.867219309490224,
2022-01-24 10:00:00,-40.2483137591571,
2022-01-24 10:30:00,-43.51626436760762,
2022-01-24 12:00:00,-50.28986018861474,
2022-01-24 13:30:00,-48.64904480280768,
2022-01-24 15:00:00,-51.60010617197253,
2022-01-24 15:30:30,-51.60010617197253,
2022-01-24 23:59:59,-42.683626027591856,c
2022-01-25 00:00:00,-43.250517524059205,
2022-01-25 10:00:00,-26.104247423367894,
2022-01-25 10:30:00,-40.83847164350152,
2022-01-25 12:00:00,-52.95288740880818,
2022-01-25 13:30:00,-52.80834386879144,
2022-01-25 15:00:00,-48.646531420980466,
2022-01-25 15:30:30,-48.646531420980466,
2022-01-25 23:59:59,-54.89937480686456,c
2022-01-26 00:00:00,-43.01743534031783,
2022-01-26 10:00:00,-63.22182782173667,
2022-01-26 10:30:00,-53.317495924966465,
2022-01-26 12:00:00,-53.245398994579205,
2022-01-26 13:30:00,-51.102183601445404,
2022-01-26 15:00:00,-46.0570013313955,
2022-01-26 15:30:30,-46.0570013313955,
2022-01-26 23:59:59,-50.37177446844447,c
2022-01-27 00:00:00,-43.03463664565521,
2022-01-27 10:00:00,-74.38732798797048,
2022-01-27 10:30:00,-78.89955323199524,
2022-01-27 12:00:00,-88.74895537587975,
2022-01-27 13:30:00,-79.80747034239573,
2022-01-27 15:00:00,-88.27382463862881,
2022-01-27 15:30:30,-88.27382463862881,
2022-01-27 23:59:59,-93.63278309539402,c
2022-01-28 00:00:00,-115.03772025866834,
2022-01-28 10:00:00,-131.51050587086598,
2022-01-28 10:30:00,-124.23586172786963,
2022-01-28 12:00:00,-132.01022272984255,
2022-01-28 13:30:00,-138.02033295620652,
2022-01-28 15:00:00,-142.02516792867436,
2022-01-28 15:30:30,-142.02516792867436,
2022-01-28 23:59:59,-139.48475701505959,w
2022-01-31 00:00:00,-112.60638986984344,
2022-01-31 10:00:00,-93.94049712227405,
2022-01-31 10:30:00,-96.23736000359395,
2022-01-31 12:00:00,-82.75615766151293,
2022-01-31 13:30:00,-86.26847273157551,
2022-01-31 15:00:00,-76.83922149157803,
2022-01-31 15:30:30,-76.83922149157803,
2022-01-31 23:59:59,-76.05905145271782,c
2022-02-01 00:00:00,-74.23843534257617,
2022-02-01 10:00:00,-91.77306028140782,
2022-02-01 10:30:00,-83.56160976474155,
2022-02-01 12:00:00,-89.66518963060003,
2022-02-01 13:30:00,-90.87529909144058,
2022-02-01 15:00:00,-98.64729439159191,
2022-02-01 15:30:30,-98.64729439159191,
2022-02-01 23:59:59,-98.99116772068487,c
2022-02-02 00:00:00,-99.76825010117,
2022-02-02 10:00:00,-99.11184093190099,
2022-02-02 10:30:00,-98.08048635583708,
2022-02-02 12:00:00,-119.13489263919172,
2022-02-02 13:30:00,-120.73578948905754,
2022-02-02 15:00:00,-122.10088933143174,
2022-02-02 15:30:30,-122.10088933143174,
2022-02-02 23:59:59,-124.86387329719179,c
2022-02-03 00:00:00,-88.20567839176908,
2022-02-03 10:00:00,-80.25076567576684,
2022-02-03 10:30:00,-74.23056135850351,
2022-02-03 12:00:00,-75.82450040451897,
2022-02-03 13:30:00,-73.98845343936603,
2022-02-03 15:00:00,-79.22219542049777,
2022-02-03 15:30:30,-79.22219542049777,
2022-02-03 23:59:59,-84.48204346937024,c
2022-02-04 00:00:00,-67.09649273615099,
2022-02-04 10:00:00,-64.41569055812676,
2022-02-04 10:30:00,-56.94288966169063,
2022-02-04 12:00:00,-63.1489036713171,
2022-02-04 13:30:00,-56.23770327178204,
2022-02-04 15:00:00,-59.6025900558069,
2022-02-04 15:30:30,-59.6025900558069,
2022-02-04 23:59:59,-60.32722603453965,w
2022-02-07 00:00:00,-61.46267676177024,
2022-02-07 10:00:00,-47.42755516444862,
2022-02-07 10:30:00,-55.448901711922076,
2022-02-07 12:00:00,-58.82720146628168,
2022-02-07 13:30:00,-58.48006882928706,
2022-02-07 15:00:00,-58.98617795650159,
2022-02-07 15:30:30,-58.98617795650159,
2022-02-07 23:59:59,-61.05796605149101,c
2022-02-08 00:00:00,-63.804917990085585,
2022-02-08 10:00:00,-79.10599937731587,
2022-02-08 10:30:00,-80.60787185859618,
2022-02-08 12:00:00,-73.77065924749076,
2022-02-08 13:30:00,-71.599058386926,
2022-02-08 15:00:00,-67.0939177875822,
2022-02-08 15:30:30,-67.0939177875822,
2022-02-08 23:59:59,-71.52262734970617,c
2022-02-09 00:00:00,-61.682251311421226,
2022-02-09 10:00:00,-79.20171229026323,
2022-02-09 10:30:00,-86.43914667085869,
2022-02-09 12:00:00,-85.32661113067093,
2022-02-09 13:30:00,-84.87868753393269,
2022-02-09 15:00:00,-87.87951586725171,
2022-02-09 15:30:30,-87.87951586725171,
2022-02-09 23:59:59,-86.45529552889218,c
2022-02-10 00:00:00,-98.63431108910277,
2022-02-10 10:00:00,-103.87302539302493,
2022-02-10 10:30:00,-106.49888174599926,
2022-02-10 12:00:00,-106.6529227369407,
2022-02-10 13:30:00,-106.17995865988746,
2022-02-10 15:00:00,-102.57013811977629,
2022-02-10 15:30:30,-102.57013811977629,
2022-02-10 23:59:59,-99.18995756870794,c
2022-02-11 00:00:00,-96.79573827253677,
2022-02-11 10:00:00,-117.9339362662065,
2022-02-11 10:30:00,-121.82069883747579,
2022-02-11 12:00:00,-128.59477871552735,
2022-02-11 13:30:00,-124.60527337431955,
2022-02-11 15:00:00,-126.85466741119478,
2022-02-11 15:30:30,-126.85466741119478,s
2022-02-11 23:59:59,-123.77044051954658,w
2022-02-14 00:00:00,-121.20826428664003,
2022-02-14 10:00:00,-110.7075324097907,
2022-02-14 10:30:00,-103.69504363876888,
2022-02-14 12:00:00,-96.50708622073125,
2022-02-14 13:30:00,-105.32921891959586,
2022-02-14 15:00:00,-109.06336971067901,
2022-02-14 15:30:30,-109.06336971067901,
2022-02-14 23:59:59,-111.77348822190618,c
2022-02-15 00:00:00,-107.20062302410321,
2022-02-15 10:00:00,-89.25354480134507,
2022-02-15 10:30:00,-99.63869912038297,
2022-02-15 12:00:00,-100.32122275658418,
2022-02-15 13:30:00,-100.84033657067005,
2022-02-15 15:00:00,-99.25298899875776,
2022-02-15 15:30:30,-99.25298899875776,
2022-02-15 23:59:59,-97.34630435710613,c
2022-02-16 00:00:00,-91.7202648167073,
2022-02-16 10:00:00,-104.66736319557305,
2022-02-16 10:30:00,-103.81249760154697,
2022-02-16 12:00:00,-98.03535760741096,
2022-02-16 13:30:00,-97.98942726062307,
2022-02-16 15:00:00,-96.0163085936793,
2022-02-16 15:30:30,-96.0163085936793,
2022-02-16 23:59:59,-91.46206963777541,c
2022-02-17 00:00:00,-93.91233532379766,
2022-02-17 10:00:00,-90.5763107236179,
2022-02-17 10:30:00,-93.15805306694665,
2022-02-17 12:00:00,-94.48996600920924,
2022-02-17 13:30:00,-90.66507346681124,
2022-02-17 15:00:00,-85.22151036094482,
2022-02-17 15:30:30,-85.22151036094482,
