date,SKYY_2022_Q1,meta
2022-02-18 00:00:00,1045.3226925945264,
2022-02-18 10:00:00,1104.2029486123802,
2022-02-18 10:30:00,1036.4249298465693,
2022-02-18 12:00:00,941.023196111081,
2022-02-18 13:30:00,884.5163458058705,
2022-02-18 15:00:00,980.3975939769184,
2022-02-18 15:30:30,980.3975939769184,
2022-02-18 23:59:59,911.7618673021502,w
2022-02-21 00:00:00,911.7618673021502,
2022-02-21 10:00:00,911.7618673021502,
2022-02-21 10:30:00,911.7618673021502,
2022-02-21 12:00:00,911.7618673021502,
2022-02-21 13:30:00,911.7618673021502,
2022-02-21 15:00:00,911.7618673021502,
2022-02-21 15:30:30,911.7618673021502,
2022-02-21 23:59:59,911.7618673021502,c
2022-02-22 00:00:00,819.3358247414822,
2022-02-22 10:00:00,850.7795393076522,
2022-02-22 10:30:00,935.7978438841092,
2022-02-22 12:00:00,747.0891110361708,
2022-02-22 13:30:00,738.4660248757409,
2022-02-22 15:00:00,809.5538664992614,
2022-02-22 15:30:30,809.5538664992614,
2022-02-22 23:59:59,728.5630205141508,c
2022-02-23 00:00:00,728.9529890324309,
2022-02-23 10:00:00,638.5600805276135,
2022-02-23 10:30:00,575.2623812293368,
2022-02-23 12:00:00,589.4403250355194,
2022-02-23 13:30:00,535.2419375644251,
2022-02-23 15:00:00,525.6837310448661,
2022-02-23 15:30:30,525.6837310448661,
2022-02-23 23:59:59,501.108006344929,c
2022-02-24 00:00:00,320.29160281563884,
2022-02-24 10:00:00,582.4493131372144,
2022-02-24 10:30:00,669.467480066279,
2022-02-24 12:00:00,712.1168472496213,
2022-02-24 13:30:00,699.277437186192,
2022-02-24 15:00:00,833.7379719646749,
2022-02-24 15:30:30,833.7379719646749,
2022-02-24 23:59:59,923.7118091128793,c
2022-02-25 00:00:00,897.1478676418562,
2022-02-25 10:00:00,657.2881926990206,
2022-02-25 10:30:00,723.503051484608,
2022-02-25 12:00:00,833.0573512889546,
2022-02-25 13:30:00,771.4607559744761,
2022-02-25 15:00:00,784.0991798746588,
2022-02-25 15:30:30,784.0991798746588,
2022-02-25 23:59:59,864.2380399365766,w
