date,CGW_2023_Q1,meta
2022-12-30 00:00:00,-210.49819138911243,
2022-12-30 10:00:00,-228.08879619200343,
2022-12-30 10:30:00,-217.9905703937984,
2022-12-30 12:00:00,-235.68338067250716,
2022-12-30 13:30:00,-263.750193885342,
2022-12-30 15:00:00,-269.559038253753,
2022-12-30 15:30:30,-269.559038253753,
2022-12-30 23:59:59,-243.1595072037926,w
2023-01-02 00:00:00,-243.1595072037926,
2023-01-02 10:00:00,-243.1595072037926,
2023-01-02 10:30:00,-243.1595072037926,
2023-01-02 12:00:00,-243.1595072037926,
2023-01-02 13:30:00,-243.1595072037926,
2023-01-02 15:00:00,-243.1595072037926,
2023-01-02 15:30:30,-243.1595072037926,
2023-01-02 23:59:59,-243.1595072037926,c
2023-01-03 00:00:00,-305.75482674220257,
2023-01-03 10:00:00,-305.88405426289046,
2023-01-03 10:30:00,-336.22028971585223,
2023-01-03 12:00:00,-384.56687218192565,
2023-01-03 13:30:00,-364.2823937646972,
2023-01-03 15:00:00,-386.8247504858955,
2023-01-03 15:30:30,-386.8247504858955,
2023-01-03 23:59:59,-400.264731139956,c
2023-01-04 00:00:00,-365.44978613658077,
2023-01-04 10:00:00,-360.77164100259506,
2023-01-04 10:30:00,-378.30700649552455,
2023-01-04 12:00:00,-320.4833195577876,
2023-01-04 13:30:00,-342.4735100707285,
2023-01-04 15:00:00,-363.05454407254,
2023-01-04 15:30:30,-363.05454407254,
2023-01-04 23:59:59,-375.09408875923236,c
2023-01-05 00:00:00,-376.81065873688385,
2023-01-05 10:00:00,-379.56517439411346,
2023-01-05 10:30:00,-357.1272961778086,
2023-01-05 12:00:00,-391.36845116853783,
2023-01-05 13:30:00,-354.8044842862646,
2023-01-05 15:00:00,-371.2597848548121,
2023-01-05 15:30:30,-371.2597848548121,
2023-01-05 23:59:59,-377.93431140360826,c
2023-01-06 00:00:00,-316.7941227608835,
2023-01-06 10:00:00,-327.8379586323963,
2023-01-06 10:30:00,-299.23140068232715,
2023-01-06 12:00:00,-248.67430916681406,
2023-01-06 13:30:00,-255.8249188459331,
2023-01-06 15:00:00,-258.73462150245814,
2023-01-06 15:30:30,-258.73462150245814,
2023-01-06 23:59:59,-262.87470118705005,w
2023-01-09 00:00:00,-279.6481738820439,
2023-01-09 10:00:00,-275.72006845269607,
2023-01-09 10:30:00,-279.69960107534826,
2023-01-09 12:00:00,-219.30091268010892,
2023-01-09 13:30:00,-238.35404099392326,
2023-01-09 15:00:00,-293.30150755521026,
2023-01-09 15:30:30,-293.30150755521026,
2023-01-09 23:59:59,-298.6107258223092,c
2023-01-10 00:00:00,-252.3453783498644,
2023-01-10 10:00:00,-266.81431630856514,
2023-01-10 10:30:00,-289.65407474136373,
2023-01-10 12:00:00,-250.76538266232455,
2023-01-10 13:30:00,-224.80435725201278,
2023-01-10 15:00:00,-204.3442355110501,
2023-01-10 15:30:30,-204.3442355110501,
2023-01-10 23:59:59,-188.506214815764,c
2023-01-11 00:00:00,-159.32950530729886,
2023-01-11 10:00:00,-130.24387666976145,
2023-01-11 10:30:00,-115.5005389260541,
2023-01-11 12:00:00,-123.02405834369983,
2023-01-11 13:30:00,-109.22849133836826,
2023-01-11 15:00:00,-112.49436502227945,
2023-01-11 15:30:30,-112.49436502227945,
2023-01-11 23:59:59,-73.62803065389653,c
2023-01-12 00:00:00,-76.95881504603312,
2023-01-12 10:00:00,-78.36852233126683,
2023-01-12 10:30:00,-52.70295593183528,
2023-01-12 12:00:00,-40.47170182973878,
2023-01-12 13:30:00,-59.798165665119996,
2023-01-12 15:00:00,-41.48902034024104,
2023-01-12 15:30:30,-41.48902034024104,
2023-01-12 23:59:59,-36.16706756183248,c
2023-01-13 00:00:00,-79.60252862034577,
2023-01-13 10:00:00,-58.49853197907487,
2023-01-13 10:30:00,-35.63839406891566,
2023-01-13 12:00:00,-27.096806301626202,
2023-01-13 13:30:00,1.0690644026153677,
2023-01-13 15:00:00,1.1669992752113103,
2023-01-13 15:30:30,1.1669992752113103,
2023-01-13 23:59:59,0.0,a
2023-01-16 00:00:00,0.8150082410966206,
2023-01-16 10:00:00,-0.039888372830318986,
2023-01-16 10:30:00,0.1952782051084796,
2023-01-16 12:00:00,-0.13043318153268046,
2023-01-16 13:30:00,-0.4222077478416395,
2023-01-16 15:00:00,-1.2790082518149575,
2023-01-16 15:30:30,-1.2790082518149575,
2023-01-16 23:59:59,-1.0595107134267892,c
