date,XLPWMT_2021_Q4,meta
2021-11-09 00:00:00,-230.90022830379266,
2021-11-09 10:00:00,-234.56852919419617,
2021-11-09 10:30:00,-233.90039276426367,
2021-11-09 12:00:00,-219.93229796630231,
2021-11-09 13:30:00,-215.81977487002678,
2021-11-09 15:00:00,-220.14401980026292,
2021-11-09 15:30:30,-220.14401980026292,
2021-11-09 23:59:59,-235.32198321948528,c
2021-11-10 00:00:00,-184.82569699020888,
2021-11-10 10:00:00,-203.6294269785749,
2021-11-10 10:30:00,-203.0063015041442,
2021-11-10 12:00:00,-202.4698064490117,
2021-11-10 13:30:00,-196.14381074535316,
2021-11-10 15:00:00,-163.567649959149,
2021-11-10 15:30:30,-163.567649959149,
2021-11-10 23:59:59,-173.05066177293395,c
2021-11-11 00:00:00,-185.644246448453,
2021-11-11 10:00:00,-192.50799246492818,
2021-11-11 10:30:00,-178.10151478464388,
2021-11-11 12:00:00,-184.02870153384254,
2021-11-11 13:30:00,-182.696413227869,
2021-11-11 15:00:00,-174.43572580208198,
2021-11-11 15:30:30,-174.43572580208198,
2021-11-11 23:59:59,-178.5825642008959,c
2021-11-12 00:00:00,-182.61195536780195,
2021-11-12 10:00:00,-183.35724830123326,
2021-11-12 10:30:00,-178.77483985602115,
2021-11-12 12:00:00,-156.22951449979112,
2021-11-12 13:30:00,-146.27698377611935,
2021-11-12 15:00:00,-146.87447950628325,
2021-11-12 15:30:30,-146.87447950628325,
2021-11-12 23:59:59,-152.74000375517005,w
2021-11-15 00:00:00,-163.51067580922276,
2021-11-15 10:00:00,-145.84130626524043,
2021-11-15 10:30:00,-140.81274571908295,
2021-11-15 12:00:00,-114.97929430110716,
2021-11-15 13:30:00,-94.72364923236753,
2021-11-15 15:00:00,-100.6056671094207,
2021-11-15 15:30:30,-100.6056671094207,
2021-11-15 23:59:59,-98.99144650554491,c
2021-11-16 00:00:00,-40.59089419964437,
2021-11-16 10:00:00,-3.659934694895384,
2021-11-16 10:30:00,6.091159878633335,
2021-11-16 12:00:00,30.91557256691715,
2021-11-16 13:30:00,10.04952666653125,
2021-11-16 15:00:00,15.212331288989844,
2021-11-16 15:30:30,15.212331288989844,
2021-11-16 23:59:59,0.0,a
2021-11-17 00:00:00,3.742596302022605,
2021-11-17 10:00:00,-3.416726122944169,
2021-11-17 10:30:00,-28.82842627857869,
2021-11-17 12:00:00,9.565457512869102,
2021-11-17 13:30:00,23.16713159950794,
2021-11-17 15:00:00,26.07298250392205,
2021-11-17 15:30:30,26.07298250392205,
2021-11-17 23:59:59,31.955000000002798,c
2021-11-18 00:00:00,12.595391245268672,
2021-11-18 10:00:00,37.62068827142713,
2021-11-18 10:30:00,25.027553419094062,
2021-11-18 12:00:00,13.064080508291198,
2021-11-18 13:30:00,1.4978777679985456,
2021-11-18 15:00:00,-29.230357313243612,
2021-11-18 15:30:30,-29.230357313243612,
2021-11-18 23:59:59,-28.526388774999134,c
2021-11-19 00:00:00,-27.970693550080483,
2021-11-19 10:00:00,-36.88807922280901,
2021-11-19 10:30:00,-32.31831308983217,
2021-11-19 12:00:00,-27.767261280652633,
