date,AS_ASX_2022_Q3,meta
2022-07-29 00:00:00,-196.0663413412841,
2022-07-29 01:00:00,-197.71788736323882,
2022-07-29 02:30:00,-197.71788736323882,
2022-07-29 03:00:00,-197.71788736323882,
2022-07-29 18:30:00,-197.71788736323882,
2022-07-29 20:00:00,-197.71788736323882,
2022-07-29 23:00:00,-197.71788736323882,
2022-07-29 23:59:59,-186.96287966316947,w
2022-08-01 00:00:00,-183.9552075652946,
2022-08-01 01:00:00,-191.39308752390488,
2022-08-01 02:30:00,-191.39308752390488,
2022-08-01 03:00:00,-191.39308752390488,
2022-08-01 18:30:00,-216.04956926017212,
2022-08-01 20:00:00,-216.3123792196344,
2022-08-01 23:00:00,-191.4621900691596,
2022-08-01 23:59:59,-207.42364833193216,c
2022-08-02 00:00:00,-218.1840823137551,
2022-08-02 01:00:00,-232.57949850127312,
2022-08-02 02:30:00,-232.57949850127312,
2022-08-02 03:00:00,-232.57949850127312,
2022-08-02 18:30:00,-242.66853468960744,
2022-08-02 20:00:00,-244.17805569349733,
2022-08-02 23:00:00,-218.19363028289,
2022-08-02 23:59:59,-220.027303820829,c
2022-08-03 00:00:00,-227.6742081176145,
2022-08-03 01:00:00,-225.03080492635,
2022-08-03 02:30:00,-225.03080492635,
2022-08-03 03:00:00,-225.03080492635,
2022-08-03 18:30:00,-202.6950803140725,
2022-08-03 20:00:00,-203.8003502104379,
2022-08-03 23:00:00,-199.86936629584537,
2022-08-03 23:59:59,-193.03357604353593,c
2022-08-04 00:00:00,-211.59231359663426,
2022-08-04 01:00:00,-210.88608112475973,
2022-08-04 02:30:00,-210.88608112475973,
2022-08-04 03:00:00,-210.88608112475973,
2022-08-04 18:30:00,-207.70557496251016,
2022-08-04 20:00:00,-207.31085704198134,
2022-08-04 23:00:00,-220.6485234820782,
2022-08-04 23:59:59,-209.19047877317,c
2022-08-05 00:00:00,-202.4748834202302,
2022-08-05 01:00:00,-205.78436814582253,
2022-08-05 02:30:00,-205.78436814582253,
2022-08-05 03:00:00,-205.78436814582253,
2022-08-05 18:30:00,-205.78436814582253,
2022-08-05 20:00:00,-205.78436814582253,
2022-08-05 23:00:00,-205.78436814582253,
2022-08-05 23:59:59,-208.30356626226356,w
2022-08-08 00:00:00,-165.73639331921314,
2022-08-08 01:00:00,-173.05545763703776,
2022-08-08 02:30:00,-173.05545763703776,
2022-08-08 03:00:00,-173.05545763703776,
2022-08-08 18:30:00,-157.44658953531544,
2022-08-08 20:00:00,-157.75831507274023,
2022-08-08 23:00:00,-149.59918535698264,
2022-08-08 23:59:59,-147.68198087410872,c
2022-08-09 00:00:00,-127.33024838435087,
2022-08-09 01:00:00,-127.43567259865264,
2022-08-09 02:30:00,-127.43567259865264,
2022-08-09 03:00:00,-127.43567259865264,
2022-08-09 18:30:00,-145.73739052233907,
2022-08-09 20:00:00,-147.3560418787609,
2022-08-09 23:00:00,-121.29386684313553,
2022-08-09 23:59:59,-119.00574650188773,c
2022-08-10 00:00:00,-119.95994984471771,
2022-08-10 01:00:00,-133.28628385401356,
2022-08-10 02:30:00,-133.28628385401356,
2022-08-10 03:00:00,-133.28628385401356,
2022-08-10 18:30:00,-115.49061735027415,
2022-08-10 20:00:00,-115.53528747833312,
2022-08-10 23:00:00,-108.03664866440094,
2022-08-10 23:59:59,-109.57608191779102,c
2022-08-11 00:00:00,-118.45432334873318,
2022-08-11 01:00:00,-104.94098118476913,
2022-08-11 02:30:00,-104.94098118476913,
2022-08-11 03:00:00,-104.94098118476913,
2022-08-11 18:30:00,-111.04214108280358,
2022-08-11 20:00:00,-111.87392801074057,
2022-08-11 23:00:00,-119.77060139940971,
2022-08-11 23:59:59,-116.46217732321841,c
2022-08-12 00:00:00,-106.68869896127545,
2022-08-12 01:00:00,-101.19709898712887,
2022-08-12 02:30:00,-101.19709898712887,
2022-08-12 03:00:00,-101.19709898712887,
2022-08-12 18:30:00,-101.19709898712887,
2022-08-12 20:00:00,-101.19709898712887,
2022-08-12 23:00:00,-101.19709898712887,
2022-08-12 23:59:59,-109.71681279929611,w
2022-08-15 00:00:00,-125.98282535493374,
2022-08-15 01:00:00,-124.0056556587599,
2022-08-15 02:30:00,-124.0056556587599,
2022-08-15 03:00:00,-124.0056556587599,
2022-08-15 18:30:00,-117.8527238795751,
2022-08-15 20:00:00,-117.87977143417366,
2022-08-15 23:00:00,-129.1324532618831,
2022-08-15 23:59:59,-137.80239056609977,c
2022-08-16 00:00:00,-163.77909828088175,
2022-08-16 01:00:00,-154.3963984786294,
2022-08-16 02:30:00,-154.3963984786294,
2022-08-16 03:00:00,-154.3963984786294,
2022-08-16 18:30:00,-169.94445221105474,
2022-08-16 20:00:00,-169.83243855637397,
2022-08-16 23:00:00,-234.71203733828128,
2022-08-16 23:59:59,-237.27382082757575,c
2022-08-17 00:00:00,-253.48614153288298,
2022-08-17 01:00:00,-241.92605011648106,
2022-08-17 02:30:00,-241.92605011648106,
