date,FTSE_EM_ADR_HEDGED_2021_Q1,meta
2021-01-29 23:59:59,1646.3389605669593,w
2021-02-01 00:00:00,1811.5592532996545,
2021-02-01 10:00:00,1569.925292961281,
2021-02-01 10:30:00,1559.7599983514895,
2021-02-01 12:00:00,1482.4781100485836,
2021-02-01 13:30:00,1564.9145100359813,
2021-02-01 15:00:00,1603.0666931944409,
2021-02-01 15:30:30,1603.0666931944409,
2021-02-01 23:59:59,1578.50947793528,c
2021-02-02 00:00:00,1480.3074233546156,
2021-02-02 10:00:00,1313.433092628272,
2021-02-02 10:30:00,1217.8664391129594,
2021-02-02 12:00:00,1283.2673715612611,
2021-02-02 13:30:00,1236.7980782741063,
2021-02-02 15:00:00,1239.417237049826,
2021-02-02 15:30:30,1239.417237049826,
2021-02-02 23:59:59,1230.7251094716028,c
2021-02-03 00:00:00,1212.446146439648,
2021-02-03 10:00:00,1226.4203100423813,
2021-02-03 10:30:00,1237.9817045400298,
2021-02-03 12:00:00,1303.0931992976641,
2021-02-03 13:30:00,1333.4392088416723,
2021-02-03 15:00:00,1281.7029082110846,
2021-02-03 15:30:30,1281.7029082110846,
2021-02-03 23:59:59,1302.3094603799334,c
2021-02-04 00:00:00,1328.491610077601,
2021-02-04 10:00:00,1350.0330152686608,
2021-02-04 10:30:00,1287.1118891578792,
2021-02-04 12:00:00,1284.3382925100357,
2021-02-04 13:30:00,1272.1978467129732,
2021-02-04 15:00:00,1291.9246547643381,
2021-02-04 15:30:30,1291.9246547643381,
2021-02-04 23:59:59,1320.3647344949393,c
2021-02-05 00:00:00,1305.8312274398775,
2021-02-05 10:00:00,1198.3157546963278,
2021-02-05 10:30:00,1134.1477281582604,
2021-02-05 12:00:00,1151.6801171362683,
2021-02-05 13:30:00,1144.4556156416354,
2021-02-05 15:00:00,1143.5232307241315,
2021-02-05 15:30:30,1143.5232307241315,
2021-02-05 23:59:59,1150.5509985263077,w
2021-02-08 00:00:00,1102.4677696342394,
2021-02-08 10:00:00,1046.3838380900418,
2021-02-08 10:30:00,1071.2481012240726,
2021-02-08 12:00:00,1126.9174257566422,
2021-02-08 13:30:00,1134.8055484422173,
2021-02-08 15:00:00,1168.2043766318513,
2021-02-08 15:30:30,1168.2043766318513,
2021-02-08 23:59:59,1173.4075828190696,c
2021-02-09 00:00:00,1174.8986110868939,
2021-02-09 10:00:00,1079.774279769015,
2021-02-09 10:30:00,1109.2078032917173,
2021-02-09 12:00:00,1111.8121855286684,
2021-02-09 13:30:00,1144.1934930848272,
2021-02-09 15:00:00,1321.1889771830636,
2021-02-09 15:30:30,1321.1889771830636,
2021-02-09 23:59:59,1400.7519394117492,c
2021-02-10 00:00:00,1355.8982839203484,
2021-02-10 10:00:00,1555.262972153135,
2021-02-10 10:30:00,1427.8157184489758,
2021-02-10 12:00:00,1417.6240191832255,
2021-02-10 13:30:00,1403.919895549642,
2021-02-10 15:00:00,1327.330080749757,
2021-02-10 15:30:30,1327.330080749757,
2021-02-10 23:59:59,1304.0433694881756,c
2021-02-11 00:00:00,1321.4320982906572,
2021-02-11 10:00:00,1401.7291128294667,
2021-02-11 10:30:00,1384.6045345980117,
2021-02-11 12:00:00,1378.1801656479536,
2021-02-11 13:30:00,1311.1431244953562,
2021-02-11 15:00:00,1317.1674047602621,
2021-02-11 15:30:30,1317.1674047602621,
2021-02-11 23:59:59,1281.6168007950916,c
2021-02-12 00:00:00,1257.8948625196383,
2021-02-12 10:00:00,1179.0519992391717,
2021-02-12 10:30:00,1175.7350965897333,
2021-02-12 12:00:00,1306.6375941648955,
2021-02-12 13:30:00,1246.2000775267577,
2021-02-12 15:00:00,1238.4733204846573,
2021-02-12 15:30:30,1238.4733204846573,
2021-02-12 23:59:59,1232.4666059067279,w
2021-02-15 00:00:00,1232.4666059067279,
2021-02-15 10:00:00,1232.4666059067279,
2021-02-15 10:30:00,1232.4666059067279,
2021-02-15 12:00:00,1232.4666059067279,
2021-02-15 13:30:00,1232.4666059067279,
2021-02-15 15:00:00,1232.4666059067279,
2021-02-15 15:30:30,1232.4666059067279,
2021-02-15 23:59:59,1232.4666059067279,c
2021-02-16 00:00:00,1223.8595736970744,
2021-02-16 10:00:00,1208.844654617273,
2021-02-16 10:30:00,1171.049276313416,
2021-02-16 12:00:00,1021.8242679599823,
2021-02-16 13:30:00,1052.8088339119588,
2021-02-16 15:00:00,1028.8642343158651,
2021-02-16 15:30:30,1028.8642343158651,
2021-02-16 23:59:59,1010.3077144977676,c
2021-02-17 00:00:00,924.8422666600438,
2021-02-17 10:00:00,889.603981055752,
2021-02-17 10:30:00,869.462146235828,
2021-02-17 12:00:00,832.3282605178808,
2021-02-17 13:30:00,811.8262723935811,
2021-02-17 15:00:00,833.7563254970562,
2021-02-17 15:30:30,833.7563254970562,
2021-02-17 23:59:59,858.136937852332,c
2021-02-18 00:00:00,757.0130126879224,
2021-02-18 10:00:00,875.2684894561874,
2021-02-18 10:30:00,699.5087268125374,
2021-02-18 12:00:00,800.434036224595,
2021-02-18 13:30:00,764.9917653996097,
2021-02-18 15:00:00,772.672995893239,
2021-02-18 15:30:30,772.672995893239,
2021-02-18 23:59:59,749.1977512948954,c
2021-02-19 00:00:00,839.4640891477504,
2021-02-19 10:00:00,785.0667999569453,
2021-02-19 10:30:00,809.6776889957152,
2021-02-19 12:00:00,737.7276564253668,
2021-02-19 13:30:00,723.8480148284018,
2021-02-19 15:00:00,722.8131597829381,
2021-02-19 15:30:30,722.8131597829381,
2021-02-19 23:59:59,713.5169520117636,w
2021-02-22 00:00:00,680.6894905953548,
2021-02-22 10:00:00,594.500464105746,
2021-02-22 10:30:00,490.5370628072044,
2021-02-22 12:00:00,459.89101182457284,
2021-02-22 13:30:00,438.7373401930306,
2021-02-22 15:00:00,414.37745081269645,
2021-02-22 15:30:30,414.37745081269645,
2021-02-22 23:59:59,367.46992820940955,c
2021-02-23 00:00:00,152.74634520641348,
2021-02-23 10:00:00,75.3953406587616,
2021-02-23 10:30:00,143.23995986197792,
2021-02-23 12:00:00,129.4842305593761,
2021-02-23 13:30:00,133.16353011902925,
2021-02-23 15:00:00,215.68802646977997,
2021-02-23 15:30:30,215.68802646977997,
2021-02-23 23:59:59,282.5018865655918,c
2021-02-24 00:00:00,331.87782935851715,
2021-02-24 10:00:00,258.45061658145073,
2021-02-24 10:30:00,285.55538146057893,
2021-02-24 12:00:00,452.294178766256,
2021-02-24 13:30:00,424.49152789971254,
2021-02-24 15:00:00,425.3178438450916,
2021-02-24 15:30:30,425.3178438450916,
2021-02-24 23:59:59,494.4168398052286,c
2021-02-25 00:00:00,502.8108909891032,
2021-02-25 10:00:00,314.091571920417,
2021-02-25 10:30:00,355.60570810347986,
2021-02-25 12:00:00,187.51077969362632,
2021-02-25 13:30:00,123.65859373565468,
2021-02-25 15:00:00,173.19807569991417,
2021-02-25 15:30:30,173.19807569991417,
2021-02-25 23:59:59,142.49930721664396,c
2021-02-26 00:00:00,170.66117395383026,
2021-02-26 10:00:00,62.79965965259021,
2021-02-26 10:30:00,-25.75068428727286,
2021-02-26 12:00:00,133.96916103951412,
2021-02-26 13:30:00,51.69659491053403,
2021-02-26 15:00:00,27.884300586797508,
2021-02-26 15:30:30,27.884300586797508,
2021-02-26 23:59:59,0.0,a
2021-03-01 00:00:00,88.23824485912905,
2021-03-01 10:00:00,147.53462423875408,
2021-03-01 10:30:00,151.26400389144078,
2021-03-01 12:00:00,122.16536089269857,
2021-03-01 13:30:00,122.4203478558793,
2021-03-01 15:00:00,105.21861212394901,
2021-03-01 15:30:30,105.21861212394901,
2021-03-01 23:59:59,100.39156862745108,c
2021-03-02 00:00:00,-152.09244986216981,
2021-03-02 10:00:00,-215.09390321415572,
2021-03-02 10:30:00,-215.57956260831475,
2021-03-02 12:00:00,-294.23608213286616,
2021-03-02 13:30:00,-385.4842763132017,
2021-03-02 15:00:00,-423.8721905441553,
2021-03-02 15:30:30,-423.8721905441553,
2021-03-02 23:59:59,-438.50269423902046,c
2021-03-03 00:00:00,-335.4850948865626,
2021-03-03 10:00:00,-337.7489003791943,
2021-03-03 10:30:00,-438.6295429857769,
2021-03-03 12:00:00,-499.2705838153979,
2021-03-03 13:30:00,-502.1071149569925,
2021-03-03 15:00:00,-540.5062936681693,
2021-03-03 15:30:30,-540.5062936681693,
2021-03-03 23:59:59,-551.2913113705588,c
2021-03-04 00:00:00,-611.6114120515692,
2021-03-04 10:00:00,-634.7810786191878,
2021-03-04 10:30:00,-647.1199190275634,
2021-03-04 12:00:00,-531.0961751170187,
2021-03-04 13:30:00,-598.2607477933241,
2021-03-04 15:00:00,-593.3596972324071,
2021-03-04 15:30:30,-593.3596972324071,
2021-03-04 23:59:59,-566.310579002271,c
2021-03-05 00:00:00,-639.0876944430115,
2021-03-05 10:00:00,-744.1986308138651,
2021-03-05 10:30:00,-837.6308815055173,
2021-03-05 12:00:00,-817.533693180459,
2021-03-05 13:30:00,-686.0109362959688,
2021-03-05 15:00:00,-670.324111911895,
2021-03-05 15:30:30,-670.324111911895,
2021-03-05 23:59:59,-662.6911110389599,w
0,-662.6911110389599,
0,-662.6911110389599,
0,-662.6911110389599,
0,-662.6911110389599,
0,-662.6911110389599,
0,-662.6911110389599,
0,-662.6911110389599,
0,-662.6911110389599,
0,-662.6911110389599,
0,-662.6911110389599,
0,-662.6911110389599,
0,-662.6911110389599,
0,-662.6911110389599,
0,-662.6911110389599,
0,-662.6911110389599,
0,-662.6911110389599,
0,-662.6911110389599,
0,-662.6911110389599,
0,-662.6911110389599,
0,-662.6911110389599,
0,-662.6911110389599,
0,-662.6911110389599,
0,-662.6911110389599,
0,-662.6911110389599,
0,-662.6911110389599,
0,-662.6911110389599,
0,-662.6911110389599,
0,-662.6911110389599,
0,-662.6911110389599,
0,-662.6911110389599,
0,-662.6911110389599,
0,-662.6911110389599,
0,-662.6911110389599,
0,-662.6911110389599,
0,-662.6911110389599,
0,-662.6911110389599,
0,-662.6911110389599,
0,-662.6911110389599,
0,-662.6911110389599,
0,-662.6911110389599,
2021-03-08 00:00:00,-641.3922393857899,
2021-03-08 10:00:00,-625.7012658822969,
2021-03-08 10:30:00,-607.4551633823569,
2021-03-08 12:00:00,-708.0531264480935,
2021-03-08 13:30:00,-727.5550053248965,
2021-03-08 15:00:00,-793.2672500937491,
2021-03-08 15:30:30,-793.2672500937491,
2021-03-08 23:59:59,-802.5740163147669,c
2021-03-09 00:00:00,-637.2917080788584,
2021-03-09 10:00:00,-471.51225239236646,
2021-03-09 10:30:00,-306.86994563996495,
2021-03-09 12:00:00,-413.7194173497569,
2021-03-09 13:30:00,-421.1710384946273,
2021-03-09 15:00:00,-489.40775058850704,
2021-03-09 15:30:30,-489.40775058850704,
2021-03-09 23:59:59,-492.5028401796119,c
2021-03-10 00:00:00,-292.3450963920575,
2021-03-10 10:00:00,-291.39001992030035,
2021-03-10 10:30:00,-430.4887360577379,
2021-03-10 12:00:00,-421.67571629621534,
2021-03-10 13:30:00,-445.7440180575927,
2021-03-10 15:00:00,-428.4759782695005,
2021-03-10 15:30:30,-428.4759782695005,
2021-03-10 23:59:59,-453.2085662700565,c
2021-03-11 00:00:00,-227.28149318096234,
2021-03-11 10:00:00,-183.8225427999546,
2021-03-11 10:30:00,-229.76470642842946,
2021-03-11 12:00:00,-94.78093556407316,
2021-03-11 13:30:00,-91.2141541819633,
2021-03-11 15:00:00,-16.184252924245584,
2021-03-11 15:30:30,-16.184252924245584,
2021-03-11 23:59:59,-9.53989381932297,c
2021-03-12 00:00:00,-180.9475026137477,
2021-03-12 10:00:00,-58.453154479676414,
2021-03-12 10:30:00,-132.90871617902417,
2021-03-12 12:00:00,-81.21944596822891,
2021-03-12 13:30:00,-65.38254714227764,
2021-03-12 15:00:00,-57.22296519169913,
2021-03-12 15:30:30,-57.22296519169913,
2021-03-12 23:59:59,-55.961539130107894,w
2021-03-15 00:00:00,-11.54412433789139,
2021-03-15 10:00:00,51.67194731168729,
2021-03-15 10:30:00,-21.37901392920935,
2021-03-15 12:00:00,-19.468793445352958,
2021-03-15 13:30:00,-45.904570800867305,
2021-03-15 15:00:00,-12.64500781931497,
2021-03-15 15:30:30,-12.64500781931497,
2021-03-15 23:59:59,-34.49048813440345,c
2021-03-16 00:00:00,5.015641183956177,
2021-03-16 10:00:00,-25.79470700908746,
2021-03-16 10:30:00,92.27034058603294,
2021-03-16 12:00:00,147.59007784086407,
2021-03-16 13:30:00,108.77518842138124,
2021-03-16 15:00:00,44.571941142465676,
2021-03-16 15:30:30,44.571941142465676,
2021-03-16 23:59:59,36.04047731222545,c
2021-03-17 00:00:00,-102.4168002761844,
2021-03-17 10:00:00,-54.1725018780005,
2021-03-17 10:30:00,-58.234034174205135,
2021-03-17 12:00:00,-157.61379562728098,
2021-03-17 13:30:00,-114.84799370615883,
2021-03-17 15:00:00,-41.7753455894142,
2021-03-17 15:30:30,-41.7753455894142,
2021-03-17 23:59:59,-44.061322814525056,c
2021-03-18 00:00:00,-123.83178817759995,
2021-03-18 10:00:00,21.090540934454793,
2021-03-18 10:30:00,-43.61356161449248,
2021-03-18 12:00:00,-107.12114531218413,
2021-03-18 13:30:00,-53.62083419153714,
2021-03-18 15:00:00,-57.82470772737679,
2021-03-18 15:30:30,-57.82470772737679,
2021-03-18 23:59:59,-82.12577493321464,c
2021-03-19 00:00:00,-87.78576144926546,
2021-03-19 10:00:00,-19.608977546456572,
2021-03-19 10:30:00,-20.93968898073581,
2021-03-19 12:00:00,6.425600075081775,
2021-03-19 13:30:00,115.12492324070377,
2021-03-19 15:00:00,145.00382512320652,
2021-03-19 15:30:30,145.00382512320652,
2021-03-19 23:59:59,154.1359380014385,e
2021-03-22 00:00:00,207.68904555235054,
2021-03-22 10:00:00,238.92397979153952,
2021-03-22 10:30:00,219.57740436631252,
2021-03-22 12:00:00,207.03378825777304,
2021-03-22 13:30:00,250.29752779199134,
2021-03-22 15:00:00,240.27018661629472,
2021-03-22 15:30:30,240.27018661629472,
2021-03-22 23:59:59,221.55206665360447,c
2021-03-23 00:00:00,137.98696908183683,
2021-03-23 10:00:00,187.44806751134047,
2021-03-23 10:30:00,216.47661852181682,
2021-03-23 12:00:00,221.43455146221459,
2021-03-23 13:30:00,277.04193830054373,
2021-03-23 15:00:00,226.71715888276253,
2021-03-23 15:30:30,226.71715888276253,
2021-03-23 23:59:59,207.7815853614659,c
2021-03-24 00:00:00,148.7382547956479,
2021-03-24 10:00:00,-7.572257455090721,
2021-03-24 10:30:00,-91.7259143431288,
2021-03-24 12:00:00,-226.36406407230174,
2021-03-24 13:30:00,-298.51405675079536,
2021-03-24 15:00:00,-307.96047068216785,
2021-03-24 15:30:30,-307.96047068216785,
2021-03-24 23:59:59,-312.03811874741746,c
2021-03-25 00:00:00,-388.8716868684462,
2021-03-25 10:00:00,-218.05908020967422,
2021-03-25 10:30:00,-225.9665406114741,
2021-03-25 12:00:00,-172.355717974875,
2021-03-25 13:30:00,-179.6307150071318,
2021-03-25 15:00:00,-141.060418940938,
2021-03-25 15:30:30,-141.060418940938,
2021-03-25 23:59:59,-164.52336275266157,c
2021-03-26 00:00:00,-312.88709150772183,
2021-03-26 10:00:00,-227.1229131082855,
2021-03-26 10:30:00,-161.24732308875036,
2021-03-26 12:00:00,-209.89763911407795,
2021-03-26 13:30:00,-196.9975129188217,
2021-03-26 15:00:00,-263.16592027427964,
2021-03-26 15:30:30,-263.16592027427964,
2021-03-26 23:59:59,-230.3092687670171,w
2021-03-29 00:00:00,-279.5128741782621,
2021-03-29 10:00:00,-272.457000901074,
2021-03-29 10:30:00,-289.10678124238825,
2021-03-29 12:00:00,-304.35591166096947,
2021-03-29 13:30:00,-315.35007301044243,
2021-03-29 15:00:00,-353.04682753151474,
2021-03-29 15:30:30,-353.04682753151474,
2021-03-29 23:59:59,-300.21516065040055,c
2021-03-30 00:00:00,-396.72252907520215,
2021-03-30 10:00:00,-351.3196018514227,
2021-03-30 10:30:00,-326.4110747340037,
2021-03-30 12:00:00,-234.68786292496793,
2021-03-30 13:30:00,-219.76735668851097,
2021-03-30 15:00:00,-231.14001538284128,
2021-03-30 15:30:30,-231.14001538284128,
2021-03-30 23:59:59,-209.75580543355682,c
2021-03-31 00:00:00,-108.87706396545786,
2021-03-31 10:00:00,-91.60530964123723,
2021-03-31 10:30:00,1.2407405539804586,
2021-03-31 12:00:00,-17.3297690209738,
2021-03-31 13:30:00,65.19535919351756,
2021-03-31 15:00:00,55.953387411930635,
2021-03-31 15:30:30,55.953387411930635,
2021-03-31 23:59:59,73.8433449033887,c
2021-04-01 00:00:00,266.0201789243797,
2021-04-01 10:00:00,199.6038662572812,
2021-04-01 10:30:00,172.44055293820657,
2021-04-01 12:00:00,116.72194903512855,
2021-04-01 13:30:00,96.32742881765262,
2021-04-01 15:00:00,113.90543322456506,
2021-04-01 15:30:30,113.90543322456506,
2021-04-01 23:59:59,102.1405786111111,c
2021-04-02 00:00:00,102.1405786111111,
2021-04-02 10:00:00,102.1405786111111,
2021-04-02 10:30:00,102.1405786111111,
2021-04-02 12:00:00,102.1405786111111,
2021-04-02 13:30:00,102.1405786111111,
2021-04-02 15:00:00,102.1405786111111,
2021-04-02 15:30:30,102.1405786111111,
2021-04-02 23:59:59,102.1405786111111,w
2021-04-05 00:00:00,137.19458581470758,
2021-04-05 10:00:00,58.33018060906829,
2021-04-05 10:30:00,30.844127530823698,
2021-04-05 12:00:00,-8.356173763616425,
2021-04-05 13:30:00,-25.72661215704079,
2021-04-05 15:00:00,-4.210170296505794,
2021-04-05 15:30:30,-4.210170296505794,
2021-04-05 23:59:59,-32.536522466403085,c
2021-04-06 00:00:00,-56.3520330830022,
2021-04-06 10:00:00,-53.89351094503104,
2021-04-06 10:30:00,28.127881529575916,
2021-04-06 12:00:00,19.543838027972015,
2021-04-06 13:30:00,-4.90347016001806,
2021-04-06 15:00:00,20.934014170931732,
2021-04-06 15:30:30,20.934014170931732,
2021-04-06 23:59:59,33.51446010928976,c
2021-04-07 00:00:00,-77.56711765291129,
2021-04-07 10:00:00,-196.64913487030026,
2021-04-07 10:30:00,-192.11411723293872,
2021-04-07 12:00:00,-267.36316321998265,
2021-04-07 13:30:00,-300.4869850072778,
2021-04-07 15:00:00,-343.91840559205866,
2021-04-07 15:30:30,-343.91840559205866,
2021-04-07 23:59:59,-370.65522757784925,c
2021-04-08 00:00:00,-276.77753504364523,
2021-04-08 10:00:00,-243.03351568299536,
2021-04-08 10:30:00,-215.9666335077327,
2021-04-08 12:00:00,-194.52533714140895,
2021-04-08 13:30:00,-231.84660236070613,
2021-04-08 15:00:00,-216.08354625477386,
2021-04-08 15:30:30,-216.08354625477386,
2021-04-08 23:59:59,-209.27694859030566,c
2021-04-09 00:00:00,-238.277749106667,
2021-04-09 10:00:00,-309.2667904150603,
2021-04-09 10:30:00,-310.18706088208614,
2021-04-09 12:00:00,-306.87194748444654,
2021-04-09 13:30:00,-292.53190800091807,
2021-04-09 15:00:00,-306.0955317789851,
2021-04-09 15:30:30,-306.0955317789851,
2021-04-09 23:59:59,-285.54614578383666,w
