date,QQQJ_2022_Q1,meta
2022-02-04 00:00:00,226.2290289640523,
2022-02-04 10:00:00,279.2723982384623,
2022-02-04 10:30:00,265.16260217961917,
2022-02-04 12:00:00,279.44456211564193,
2022-02-04 13:30:00,322.81719598969175,
2022-02-04 15:00:00,339.317320151451,
2022-02-04 15:30:30,339.317320151451,
2022-02-04 23:59:59,340.6754702530361,w
2022-02-07 00:00:00,373.85335993426634,
2022-02-07 10:00:00,406.3864733969831,
2022-02-07 10:30:00,448.2635191312256,
2022-02-07 12:00:00,469.28743643439793,
2022-02-07 13:30:00,521.011092888335,
2022-02-07 15:00:00,562.3940807128847,
2022-02-07 15:30:30,562.3940807128847,
2022-02-07 23:59:59,516.3182147589514,c
2022-02-08 00:00:00,516.8391851072465,
2022-02-08 10:00:00,512.1048614167066,
2022-02-08 10:30:00,538.4399895799652,
2022-02-08 12:00:00,562.7707592426805,
2022-02-08 13:30:00,573.4381916798584,
2022-02-08 15:00:00,590.6601607241046,
2022-02-08 15:30:30,590.6601607241046,
2022-02-08 23:59:59,626.2600950829446,c
2022-02-09 00:00:00,638.7013242887615,
2022-02-09 10:00:00,575.612583340233,
2022-02-09 10:30:00,609.7525581273148,
2022-02-09 12:00:00,653.7843950833249,
2022-02-09 13:30:00,736.1024846393902,
2022-02-09 15:00:00,718.5995692351844,
2022-02-09 15:30:30,718.5995692351844,
2022-02-09 23:59:59,721.0805534532319,c
2022-02-10 00:00:00,648.8977913611861,
2022-02-10 10:00:00,831.4030562081716,
2022-02-10 10:30:00,896.0810048581207,
2022-02-10 12:00:00,837.6404068109632,
2022-02-10 13:30:00,800.6701990599704,
2022-02-10 15:00:00,698.6488190620375,
2022-02-10 15:30:30,698.6488190620375,
2022-02-10 23:59:59,691.1419562781011,c
2022-02-11 00:00:00,591.8227704341507,
2022-02-11 10:00:00,647.8849524307152,
2022-02-11 10:30:00,655.2894916435826,
2022-02-11 12:00:00,584.5071901638503,
2022-02-11 13:30:00,621.7185382652033,
2022-02-11 15:00:00,522.1237530559538,
2022-02-11 15:30:30,522.1237530559538,
2022-02-11 23:59:59,491.7111962968602,w
2022-02-14 00:00:00,473.2141470036013,
2022-02-14 10:00:00,475.8724455485608,
2022-02-14 10:30:00,431.1950586382254,
2022-02-14 12:00:00,412.31420042315403,
2022-02-14 13:30:00,409.90889027723097,
2022-02-14 15:00:00,346.92408000277464,
2022-02-14 15:30:30,346.92408000277464,
2022-02-14 23:59:59,414.7030434370472,c
2022-02-15 00:00:00,400.37105656472886,
2022-02-15 10:00:00,319.7400473986918,
2022-02-15 10:30:00,348.2377069653721,
2022-02-15 12:00:00,389.6181814602305,
2022-02-15 13:30:00,434.6400047128236,
2022-02-15 15:00:00,422.3130041682598,
2022-02-15 15:30:30,422.3130041682598,
2022-02-15 23:59:59,430.26129931684954,c
2022-02-16 00:00:00,425.3102195973361,
2022-02-16 10:00:00,457.2060280490268,
2022-02-16 10:30:00,418.0422407099941,
2022-02-16 12:00:00,382.0975048199425,
2022-02-16 13:30:00,371.9514028789272,
2022-02-16 15:00:00,398.792012340773,
2022-02-16 15:30:30,398.792012340773,
2022-02-16 23:59:59,387.83508760470977,c
2022-02-17 00:00:00,283.1462363094979,
2022-02-17 10:00:00,187.33427233301973,
2022-02-17 10:30:00,117.63935450089139,
2022-02-17 12:00:00,134.7481115844521,
2022-02-17 13:30:00,174.0169131175062,
2022-02-17 15:00:00,60.825490374646506,
2022-02-17 15:30:30,60.825490374646506,
2022-02-17 23:59:59,57.577144202648924,c
2022-02-18 00:00:00,34.99007630561846,
2022-02-18 10:00:00,129.64165168684576,
2022-02-18 10:30:00,153.17172637627482,
2022-02-18 12:00:00,10.296552432981116,
2022-02-18 13:30:00,45.30727373086029,
2022-02-18 15:00:00,111.54126681721846,
2022-02-18 15:30:30,111.54126681721846,
2022-02-18 23:59:59,102.41094237222114,w
2022-02-21 00:00:00,102.41094237222114,
2022-02-21 10:00:00,102.41094237222114,
2022-02-21 10:30:00,102.41094237222114,
2022-02-21 12:00:00,102.41094237222114,
2022-02-21 13:30:00,102.41094237222114,
2022-02-21 15:00:00,102.41094237222114,
2022-02-21 15:30:30,102.41094237222114,
2022-02-21 23:59:59,102.41094237222114,c
2022-02-22 00:00:00,94.08849867452045,
2022-02-22 10:00:00,123.21229895936631,
2022-02-22 10:30:00,135.67392353286414,
2022-02-22 12:00:00,40.83271377739038,
2022-02-22 13:30:00,-3.1822208587291243,
2022-02-22 15:00:00,43.789490663900324,
2022-02-22 15:30:30,43.789490663900324,
2022-02-22 23:59:59,14.443419261878262,c
2022-02-23 00:00:00,52.43910219700865,
2022-02-23 10:00:00,81.69233865954538,
2022-02-23 10:30:00,46.683658441102125,
2022-02-23 12:00:00,45.676274071853186,
2022-02-23 13:30:00,-10.750381557258152,
2022-02-23 15:00:00,-38.43459285643348,
2022-02-23 15:30:30,-38.43459285643348,
2022-02-23 23:59:59,-56.92643659461646,c
2022-02-24 00:00:00,-187.23087134316847,
2022-02-24 10:00:00,-74.8653942703877,
2022-02-24 10:30:00,-89.45999497174034,
2022-02-24 12:00:00,-76.43289863073369,
2022-02-24 13:30:00,-146.7147947929716,
2022-02-24 15:00:00,4.126816993944885,
2022-02-24 15:30:30,4.126816993944885,
2022-02-24 23:59:59,32.60642106117757,c
2022-02-25 00:00:00,68.81317424894496,
2022-02-25 10:00:00,58.48553829398952,
2022-02-25 10:30:00,113.30542624947248,
2022-02-25 12:00:00,236.79853137141163,
2022-02-25 13:30:00,274.0450740397,
2022-02-25 15:00:00,272.251047207611,
2022-02-25 15:30:30,272.251047207611,
2022-02-25 23:59:59,296.7108595684467,w
2022-02-28 00:00:00,118.23238025034152,
2022-02-28 10:00:00,-53.12581251098436,
2022-02-28 10:30:00,-126.57338433020414,
2022-02-28 12:00:00,-42.33430008339201,
2022-02-28 13:30:00,-88.82025392912055,
2022-02-28 15:00:00,-72.06555685842977,
2022-02-28 15:30:30,-72.06555685842977,s
2022-02-28 23:59:59,-49.61089445270591,c
2022-03-01 00:00:00,-17.424750082124774,
2022-03-01 10:00:00,-196.21469300926765,
2022-03-01 10:30:00,-228.49602558715378,
2022-03-01 12:00:00,-385.8513196057547,
2022-03-01 13:30:00,-418.4182843849949,
2022-03-01 15:00:00,-376.02255140681245,
2022-03-01 15:30:30,-376.02255140681245,
2022-03-01 23:59:59,-354.43158757931906,c
2022-03-02 00:00:00,-254.91939013455885,
2022-03-02 10:00:00,-162.83829540141505,
2022-03-02 10:30:00,-179.5619611317852,
2022-03-02 12:00:00,-57.65500943249117,
2022-03-02 13:30:00,-11.491196871998909,
2022-03-02 15:00:00,-5.102841374789023,
2022-03-02 15:30:30,-5.102841374789023,
2022-03-02 23:59:59,-3.1797971925961974,c
2022-03-03 00:00:00,90.33042321799803,
2022-03-03 10:00:00,116.49966372986182,
2022-03-03 10:30:00,191.51796064156406,
2022-03-03 12:00:00,174.2606288147308,
2022-03-03 13:30:00,248.05013856699406,
2022-03-03 15:00:00,271.43325447653297,
2022-03-03 15:30:30,271.43325447653297,
2022-03-03 23:59:59,213.5027180758052,c
2022-03-04 00:00:00,97.37984876663631,
2022-03-04 10:00:00,116.90402283398453,
2022-03-04 10:30:00,108.19821273087564,
2022-03-04 12:00:00,103.73165120214344,
2022-03-04 13:30:00,131.7561986181663,
2022-03-04 15:00:00,107.1737640326528,
2022-03-04 15:30:30,107.1737640326528,
2022-03-04 23:59:59,167.1782352266746,w
2022-03-07 00:00:00,79.01429540079334,
2022-03-07 10:00:00,20.43596918768435,
2022-03-07 10:30:00,10.622028137975576,
2022-03-07 12:00:00,-42.34562664830355,
2022-03-07 13:30:00,-130.1697391581256,
2022-03-07 15:00:00,-145.36551414956648,
2022-03-07 15:30:30,-145.36551414956648,
2022-03-07 23:59:59,-144.2750499491267,c
2022-03-08 00:00:00,-147.40782013379612,
2022-03-08 10:00:00,-223.49251211885348,
2022-03-08 10:30:00,-244.20353108284962,
2022-03-08 12:00:00,-227.50260933531172,
2022-03-08 13:30:00,-164.05356981727982,
2022-03-08 15:00:00,-178.2613808307524,
2022-03-08 15:30:30,-178.2613808307524,
2022-03-08 23:59:59,-266.4834996910795,c
2022-03-09 00:00:00,-145.9824262006714,
2022-03-09 10:00:00,-127.36935391921816,
2022-03-09 10:30:00,-117.76772524028638,
2022-03-09 12:00:00,-134.0396869201768,
2022-03-09 13:30:00,-119.33281990020078,
2022-03-09 15:00:00,-107.50128022562149,
2022-03-09 15:30:30,-107.50128022562149,
2022-03-09 23:59:59,-137.0122833884816,c
2022-03-10 00:00:00,-234.1885160074371,
2022-03-10 10:00:00,-120.25712193725485,
2022-03-10 10:30:00,-127.66930331578624,
2022-03-10 12:00:00,-85.76931160126696,
2022-03-10 13:30:00,-47.19351001574432,
2022-03-10 15:00:00,7.41843425389925,
2022-03-10 15:30:30,7.41843425389925,
2022-03-10 23:59:59,28.192694316911002,c
2022-03-11 00:00:00,15.892843053215984,
2022-03-11 10:00:00,23.02123670806577,
2022-03-11 10:30:00,14.45163642856187,
2022-03-11 12:00:00,-19.051644890450007,
2022-03-11 13:30:00,32.371666646189624,
2022-03-11 15:00:00,56.0935520794701,
2022-03-11 15:30:30,56.0935520794701,
2022-03-11 23:59:59,0.0,a
2022-03-14 00:00:00,-14.997016954589526,
2022-03-14 10:00:00,24.14463549888478,
2022-03-14 10:30:00,75.70762369444856,
2022-03-14 12:00:00,54.22503436982606,
2022-03-14 13:30:00,59.000977167985184,
2022-03-14 15:00:00,28.912806660481692,
2022-03-14 15:30:30,28.912806660481692,
2022-03-14 23:59:59,99.43414798674894,c
2022-03-15 00:00:00,21.55964798338755,
2022-03-15 10:00:00,241.28171995139928,
2022-03-15 10:30:00,329.31132377026734,
2022-03-15 12:00:00,315.92707855761546,
2022-03-15 13:30:00,309.9726000362516,
2022-03-15 15:00:00,319.17675930156474,
2022-03-15 15:30:30,319.17675930156474,
2022-03-15 23:59:59,328.8364131733024,c
2022-03-16 00:00:00,321.92681654458556,
2022-03-16 10:00:00,325.9730214483243,
2022-03-16 10:30:00,266.4991743042401,
2022-03-16 12:00:00,334.1972244036033,
2022-03-16 13:30:00,294.8625778713631,
2022-03-16 15:00:00,256.3017391105368,
2022-03-16 15:30:30,256.3017391105368,
2022-03-16 23:59:59,312.8236070598732,c
2022-03-17 00:00:00,320.37949999045213,
2022-03-17 10:00:00,492.39138202457525,
2022-03-17 10:30:00,633.1146064781224,
2022-03-17 12:00:00,491.12449415830724,
2022-03-17 13:30:00,604.471413409914,
2022-03-17 15:00:00,562.2682459862426,
2022-03-17 15:30:30,562.2682459862426,
2022-03-17 23:59:59,506.27645682953516,c
2022-03-18 00:00:00,536.9580139562622,
2022-03-18 10:00:00,652.184102884391,
2022-03-18 10:30:00,627.6131659279781,
2022-03-18 12:00:00,624.3149818071379,
2022-03-18 13:30:00,663.5501028618464,
2022-03-18 15:00:00,706.6560746062733,
2022-03-18 15:30:30,706.6560746062733,
2022-03-18 23:59:59,761.8416477993696,e
2022-03-21 00:00:00,759.3149276986314,
2022-03-21 10:00:00,725.5230191077244,
2022-03-21 10:30:00,633.0334654992857,
2022-03-21 12:00:00,721.3773088334556,
2022-03-21 13:30:00,630.5063694637347,
2022-03-21 15:00:00,613.1530352556629,
2022-03-21 15:30:30,613.1530352556629,
2022-03-21 23:59:59,633.0314133835955,c
2022-03-22 00:00:00,651.1280797229147,
2022-03-22 10:00:00,675.0878734871803,
2022-03-22 10:30:00,671.4884485877883,
2022-03-22 12:00:00,629.1350572371211,
2022-03-22 13:30:00,683.6181787182895,
2022-03-22 15:00:00,653.5420656953529,
2022-03-22 15:30:30,653.5420656953529,
2022-03-22 23:59:59,662.3513715567542,c
2022-03-23 00:00:00,631.0571980734567,
2022-03-23 10:00:00,601.9434322240159,
2022-03-23 10:30:00,635.5438495654298,
2022-03-23 12:00:00,688.457835620583,
2022-03-23 13:30:00,611.5749952736087,
2022-03-23 15:00:00,554.3031304772712,
2022-03-23 15:30:30,554.3031304772712,
2022-03-23 23:59:59,516.9089365499431,c
2022-03-24 00:00:00,561.0034166038904,
2022-03-24 10:00:00,620.6607087735747,
2022-03-24 10:30:00,697.9270373447998,
2022-03-24 12:00:00,854.5697083598225,
2022-03-24 13:30:00,806.6392433804249,
2022-03-24 15:00:00,809.8588724894762,
2022-03-24 15:30:30,809.8588724894762,
2022-03-24 23:59:59,821.2775201440263,c
2022-03-25 00:00:00,821.962810246082,
2022-03-25 10:00:00,960.8412500828827,
2022-03-25 10:30:00,931.1471115525583,
2022-03-25 12:00:00,938.3409846013392,
2022-03-25 13:30:00,965.3245134201052,
2022-03-25 15:00:00,988.8952302717526,
2022-03-25 15:30:30,988.8952302717526,
2022-03-25 23:59:59,1042.056322012074,w
2022-03-28 00:00:00,989.7799684172969,
2022-03-28 10:00:00,852.0581071374445,
2022-03-28 10:30:00,815.437591037633,
2022-03-28 12:00:00,670.7740339787879,
2022-03-28 13:30:00,738.6124892630842,
2022-03-28 15:00:00,733.8786575129043,
2022-03-28 15:30:30,733.8786575129043,
2022-03-28 23:59:59,726.4257390710663,c
2022-03-29 00:00:00,748.367208121811,
2022-03-29 10:00:00,640.7987123975809,
2022-03-29 10:30:00,626.2888020009214,
2022-03-29 12:00:00,612.378050675874,
2022-03-29 13:30:00,606.459818712121,
2022-03-29 15:00:00,730.4674024713122,
2022-03-29 15:30:30,730.4674024713122,
2022-03-29 23:59:59,785.016349389206,c
2022-03-30 00:00:00,791.4361762971912,
2022-03-30 10:00:00,735.6788388896584,
2022-03-30 10:30:00,723.5974459963445,
2022-03-30 12:00:00,711.4788871322517,
2022-03-30 13:30:00,689.7769757454762,
2022-03-30 15:00:00,568.7273407958846,
2022-03-30 15:30:30,568.7273407958846,
2022-03-30 23:59:59,538.0477426371153,c
2022-03-31 00:00:00,516.5942169772516,
2022-03-31 10:00:00,432.83389957356394,
2022-03-31 10:30:00,391.21503021956505,
2022-03-31 12:00:00,372.3749703097501,
2022-03-31 13:30:00,343.83421255267876,
2022-03-31 15:00:00,292.1026806750251,
2022-03-31 15:30:30,292.1026806750251,
2022-03-31 23:59:59,247.96814640869798,c
2022-04-01 00:00:00,301.76640889377086,
2022-04-01 10:00:00,196.81106897956306,
2022-04-01 10:30:00,106.13454328354601,
2022-04-01 12:00:00,118.66378016508133,
2022-04-01 13:30:00,92.00308461368422,
2022-04-01 15:00:00,158.82283740281673,
2022-04-01 15:30:30,158.82283740281673,
2022-04-01 23:59:59,164.3996721680287,w
