date,MSCI_EM_ADR_HEDGED_2022_Q1,meta
2022-01-05 00:00:00,-8.068018762113752,
2022-01-05 10:00:00,56.4332897928324,
2022-01-05 10:30:00,28.947159667822802,
2022-01-05 12:00:00,-0.34274062972099273,
2022-01-05 13:30:00,-22.792778436909316,
2022-01-05 15:00:00,-35.14743399382792,
2022-01-05 15:30:30,-35.14743399382792,
2022-01-05 23:59:59,16.021960365525956,c
2022-01-06 00:00:00,30.027013748614877,
2022-01-06 10:00:00,2.2459132655740177,
2022-01-06 10:30:00,-5.350872564009592,
2022-01-06 12:00:00,110.0107706697355,
2022-01-06 13:30:00,116.43990325578386,
2022-01-06 15:00:00,131.72826314298572,
2022-01-06 15:30:30,131.72826314298572,
2022-01-06 23:59:59,133.67150021221767,c
2022-01-07 00:00:00,162.76594515228317,
2022-01-07 10:00:00,167.99517046676772,
2022-01-07 10:30:00,128.791224785979,
2022-01-07 12:00:00,212.27174561558263,
2022-01-07 13:30:00,192.00775057808914,
2022-01-07 15:00:00,150.25011827250978,
2022-01-07 15:30:30,150.25011827250978,
2022-01-07 23:59:59,145.49903149018598,w
2022-01-10 00:00:00,124.20736677543755,
2022-01-10 10:00:00,70.60514604161017,
2022-01-10 10:30:00,116.0361648302162,
2022-01-10 12:00:00,23.603863606374944,
2022-01-10 13:30:00,7.833499997946092,
2022-01-10 15:00:00,47.6870131183631,
2022-01-10 15:30:30,47.6870131183631,
2022-01-10 23:59:59,88.62620935997518,c
2022-01-11 00:00:00,109.47376076111527,
2022-01-11 10:00:00,166.57345094811978,
2022-01-11 10:30:00,186.4851326874916,
2022-01-11 12:00:00,154.65826416879975,
2022-01-11 13:30:00,138.78559771327195,
2022-01-11 15:00:00,166.4667766824997,
2022-01-11 15:30:30,166.4667766824997,
2022-01-11 23:59:59,140.38829558045813,c
2022-01-12 00:00:00,172.86417328031916,
2022-01-12 10:00:00,79.80329263331305,
2022-01-12 10:30:00,106.19602504832926,
2022-01-12 12:00:00,90.9440825856733,
2022-01-12 13:30:00,101.12769607241148,
2022-01-12 15:00:00,78.4892384727541,
2022-01-12 15:30:30,78.4892384727541,
2022-01-12 23:59:59,83.67182977181653,c
2022-01-13 00:00:00,91.65784508846912,
2022-01-13 10:00:00,-24.78332766448841,
2022-01-13 10:30:00,-32.427250773859896,
2022-01-13 12:00:00,-31.205144857014716,
2022-01-13 13:30:00,-37.39897634148099,
2022-01-13 15:00:00,-42.20158394527016,
2022-01-13 15:30:30,-42.20158394527016,
2022-01-13 23:59:59,-48.16590889889437,c
2022-01-14 00:00:00,-66.21814264564637,
2022-01-14 10:00:00,-94.37967936314908,
2022-01-14 10:30:00,-86.22228789970495,
2022-01-14 12:00:00,-140.00519346979127,
2022-01-14 13:30:00,-169.3476635338567,
2022-01-14 15:00:00,-132.34855767724684,
2022-01-14 15:30:30,-132.34855767724684,
2022-01-14 23:59:59,-148.76134123922952,w
2022-01-17 00:00:00,-148.76134123922952,
2022-01-17 10:00:00,-148.76134123922952,
2022-01-17 10:30:00,-148.76134123922952,
2022-01-17 12:00:00,-148.76134123922952,
2022-01-17 13:30:00,-148.76134123922952,
2022-01-17 15:00:00,-148.76134123922952,
2022-01-17 15:30:30,-148.76134123922952,
2022-01-17 23:59:59,-148.76134123922952,c
2022-01-18 00:00:00,-145.6951543744035,
2022-01-18 10:00:00,-184.83242677017927,
2022-01-18 10:30:00,-170.04119840947396,
2022-01-18 12:00:00,-182.35093738444266,
2022-01-18 13:30:00,-226.56064777430186,
2022-01-18 15:00:00,-209.62388631401075,
2022-01-18 15:30:30,-209.62388631401075,s
2022-01-18 23:59:59,-199.46972322652903,c
2022-01-19 00:00:00,-205.8549234279925,
2022-01-19 10:00:00,-229.73553645160746,
2022-01-19 10:30:00,-173.62605382079346,
2022-01-19 12:00:00,-150.9137271040678,
2022-01-19 13:30:00,-140.39329263345928,
2022-01-19 15:00:00,-176.10367048739238,
2022-01-19 15:30:30,-176.10367048739238,
2022-01-19 23:59:59,-173.3645911464646,c
2022-01-20 00:00:00,-132.38889912287493,
2022-01-20 10:00:00,-130.84576243374227,
2022-01-20 10:30:00,-85.4019513137307,
2022-01-20 12:00:00,-68.50426933520669,
2022-01-20 13:30:00,-68.23606195059199,
2022-01-20 15:00:00,-66.99329433115236,
2022-01-20 15:30:30,-66.99329433115236,
2022-01-20 23:59:59,-67.15149420764828,c
2022-01-21 00:00:00,-85.83095346985442,
2022-01-21 10:00:00,-177.21765246052144,
2022-01-21 10:30:00,-194.31003000520388,
2022-01-21 12:00:00,-181.69359641851065,
2022-01-21 13:30:00,-217.67861968934778,
2022-01-21 15:00:00,-236.35448758839902,
2022-01-21 15:30:30,-236.35448758839902,
2022-01-21 23:59:59,-192.93536001706832,w
2022-01-24 00:00:00,-268.0279740811634,
2022-01-24 10:00:00,-308.5482829831044,
2022-01-24 10:30:00,-303.53745656996807,
2022-01-24 12:00:00,-362.7760157194545,
2022-01-24 13:30:00,-326.70693588193376,
2022-01-24 15:00:00,-323.08541621275106,
2022-01-24 15:30:30,-323.08541621275106,
2022-01-24 23:59:59,-291.7848366329149,c
2022-01-25 00:00:00,-321.02250097032675,
2022-01-25 10:00:00,-258.81715196067967,
2022-01-25 10:30:00,-294.348002286285,
2022-01-25 12:00:00,-268.70924086655634,
2022-01-25 13:30:00,-240.3729558366923,
2022-01-25 15:00:00,-176.84186796249685,
2022-01-25 15:30:30,-176.84186796249685,
2022-01-25 23:59:59,-178.71806446097037,c
2022-01-26 00:00:00,-199.26162552529047,
2022-01-26 10:00:00,-153.3013832745096,
2022-01-26 10:30:00,-184.97268805163299,
2022-01-26 12:00:00,-224.7604546198413,
2022-01-26 13:30:00,-231.66959370018947,
2022-01-26 15:00:00,-276.21279840457214,
2022-01-26 15:30:30,-276.21279840457214,
2022-01-26 23:59:59,-270.5713822546322,c
2022-01-27 00:00:00,-272.1765317501231,
2022-01-27 10:00:00,-230.73404334931672,
2022-01-27 10:30:00,-267.2743125550429,
2022-01-27 12:00:00,-329.966923448702,
2022-01-27 13:30:00,-349.861954030113,
2022-01-27 15:00:00,-337.14521529287265,
2022-01-27 15:30:30,-337.14521529287265,
2022-01-27 23:59:59,-355.49297378678057,c
2022-01-28 00:00:00,-421.0046537750894,
2022-01-28 10:00:00,-473.1483356915148,
2022-01-28 10:30:00,-478.36172172357806,
2022-01-28 12:00:00,-488.1562317217563,
2022-01-28 13:30:00,-401.7890612810194,
2022-01-28 15:00:00,-383.65989028399645,
2022-01-28 15:30:30,-383.65989028399645,
2022-01-28 23:59:59,-366.46057324064833,w
2022-01-31 00:00:00,-366.3035289873959,
2022-01-31 10:00:00,-339.55421446961236,
2022-01-31 10:30:00,-353.29517535722704,
2022-01-31 12:00:00,-308.8814485845693,
2022-01-31 13:30:00,-300.8191665772762,
2022-01-31 15:00:00,-287.1402824588945,
2022-01-31 15:30:30,-287.1402824588945,
2022-01-31 23:59:59,-320.79634812713823,c
2022-02-01 00:00:00,-331.0418988466165,
2022-02-01 10:00:00,-300.28301139462997,
2022-02-01 10:30:00,-258.9873212967218,
2022-02-01 12:00:00,-281.55909955136303,
2022-02-01 13:30:00,-270.94084817129146,
2022-02-01 15:00:00,-265.5082903834036,
2022-02-01 15:30:30,-265.5082903834036,
2022-02-01 23:59:59,-227.02751359306671,c
2022-02-02 00:00:00,-266.9436588493146,
2022-02-02 10:00:00,-286.655428406336,
2022-02-02 10:30:00,-300.4139163429153,
2022-02-02 12:00:00,-366.3773790495521,
2022-02-02 13:30:00,-393.7788530171493,
2022-02-02 15:00:00,-389.4634164261851,
2022-02-02 15:30:30,-389.4634164261851,
2022-02-02 23:59:59,-384.2938859066466,c
2022-02-03 00:00:00,-348.85336155254413,
2022-02-03 10:00:00,-357.2542372728109,
2022-02-03 10:30:00,-307.4851734395494,
2022-02-03 12:00:00,-298.108984272714,
2022-02-03 13:30:00,-291.31278666246374,
2022-02-03 15:00:00,-295.2729767649233,
2022-02-03 15:30:30,-295.2729767649233,
2022-02-03 23:59:59,-313.6783507344529,c
2022-02-04 00:00:00,-297.1988488108183,
2022-02-04 10:00:00,-301.9771173677111,
2022-02-04 10:30:00,-251.2929634692764,
2022-02-04 12:00:00,-287.7917991635368,
2022-02-04 13:30:00,-277.7216446310233,
2022-02-04 15:00:00,-228.32890894474497,
2022-02-04 15:30:30,-228.32890894474497,
2022-02-04 23:59:59,-205.31509795175782,w
2022-02-07 00:00:00,-223.43552941343353,
2022-02-07 10:00:00,-198.32496237617147,
2022-02-07 10:30:00,-196.32262714367187,
2022-02-07 12:00:00,-223.06690212272997,
2022-02-07 13:30:00,-203.34763841123458,
2022-02-07 15:00:00,-181.55306053919412,
2022-02-07 15:30:30,-181.55306053919412,
2022-02-07 23:59:59,-157.9822304369194,c
2022-02-08 00:00:00,-148.18746816483906,
2022-02-08 10:00:00,-162.9936789795379,
2022-02-08 10:30:00,-125.45861767623546,
2022-02-08 12:00:00,-95.27965922299836,
2022-02-08 13:30:00,-105.56250440765268,
2022-02-08 15:00:00,-117.34427221363,
2022-02-08 15:30:30,-117.34427221363,
2022-02-08 23:59:59,-109.65501752802174,c
2022-02-09 00:00:00,-147.81380440216833,
2022-02-09 10:00:00,-78.96381672262407,
2022-02-09 10:30:00,-82.28259196860495,
2022-02-09 12:00:00,-41.79524856225112,
2022-02-09 13:30:00,-26.437731074533303,
2022-02-09 15:00:00,-33.741275492624254,
2022-02-09 15:30:30,-33.741275492624254,
2022-02-09 23:59:59,0.0,a
2022-02-10 00:00:00,50.75775215227736,
2022-02-10 10:00:00,152.8912852049267,
2022-02-10 10:30:00,152.01401324176834,
2022-02-10 12:00:00,154.40795182313548,
2022-02-10 13:30:00,123.1935798057699,
2022-02-10 15:00:00,123.15403097381022,
2022-02-10 15:30:30,123.15403097381022,
2022-02-10 23:59:59,119.01476584022112,c
2022-02-11 00:00:00,9.725000491377955,
2022-02-11 10:00:00,29.340473833518445,
2022-02-11 10:30:00,-6.484511496523282,
2022-02-11 12:00:00,20.442870772159836,
2022-02-11 13:30:00,36.76280279974549,
2022-02-11 15:00:00,24.62126241936903,
2022-02-11 15:30:30,24.62126241936903,
2022-02-11 23:59:59,45.53358005093719,w
2022-02-14 00:00:00,-251.39373524432176,
2022-02-14 10:00:00,-306.8289121177079,
2022-02-14 10:30:00,-393.0600751879385,
2022-02-14 12:00:00,-324.14445324129895,
2022-02-14 13:30:00,-337.85070448271745,
2022-02-14 15:00:00,-363.0636399541184,
2022-02-14 15:30:30,-363.0636399541184,
2022-02-14 23:59:59,-395.3983194599837,c
0,-395.3983194599837,
0,-395.3983194599837,
0,-395.3983194599837,
0,-395.3983194599837,
0,-395.3983194599837,
0,-395.3983194599837,
0,-395.3983194599837,
0,-395.3983194599837,
0,-395.3983194599837,
0,-395.3983194599837,
0,-395.3983194599837,
0,-395.3983194599837,
0,-395.3983194599837,
0,-395.3983194599837,
0,-395.3983194599837,
0,-395.3983194599837,
0,-395.3983194599837,
0,-395.3983194599837,
0,-395.3983194599837,
0,-395.3983194599837,
0,-395.3983194599837,
0,-395.3983194599837,
0,-395.3983194599837,
0,-395.3983194599837,
2022-02-15 00:00:00,-353.0148189513612,
2022-02-15 10:00:00,-246.99594183893578,
2022-02-15 10:30:00,-247.73092405144348,
2022-02-15 12:00:00,-232.30074597803116,
2022-02-15 13:30:00,-211.45164361190132,
2022-02-15 15:00:00,-164.95173653800794,
2022-02-15 15:30:30,-164.95173653800794,
2022-02-15 23:59:59,-175.61665763699398,c
2022-02-16 00:00:00,-172.83119795510595,
2022-02-16 10:00:00,-175.17511687083686,
2022-02-16 10:30:00,-180.3581881009885,
2022-02-16 12:00:00,-216.30285493161148,
2022-02-16 13:30:00,-186.1811738134187,
2022-02-16 15:00:00,-204.78745389832375,
2022-02-16 15:30:30,-204.78745389832375,
2022-02-16 23:59:59,-217.63115617742233,c
2022-02-17 00:00:00,-216.8672657931886,
2022-02-17 10:00:00,-178.5740752701081,
2022-02-17 10:30:00,-208.2794738084283,
2022-02-17 12:00:00,-148.9658764184245,
2022-02-17 13:30:00,-151.3513440122298,
2022-02-17 15:00:00,-157.7329424180973,
2022-02-17 15:30:30,-157.7329424180973,
2022-02-17 23:59:59,-137.41199914494496,c
2022-02-18 00:00:00,-133.41962520896413,
2022-02-18 10:00:00,-213.31424918444202,
2022-02-18 10:30:00,-222.1063384336644,
2022-02-18 12:00:00,-247.0316199286516,
2022-02-18 13:30:00,-203.25225093127858,
2022-02-18 15:00:00,-182.12370334602588,
2022-02-18 15:30:30,-182.12370334602588,
