date,XRT_WW_2022_Q1,meta
2022-02-11 00:00:00,-1838.3726962934297,
2022-02-11 10:00:00,-1753.4940834469949,
2022-02-11 10:30:00,-1803.367249144852,
2022-02-11 12:00:00,-1731.8932737377477,
2022-02-11 13:30:00,-1724.0136381482007,
2022-02-11 15:00:00,-1673.6077545106432,
2022-02-11 15:30:30,-1673.6077545106432,
2022-02-11 23:59:59,-1658.2763720068,w
2022-02-14 00:00:00,-1677.22684355418,
2022-02-14 10:00:00,-1733.9350646177827,
2022-02-14 10:30:00,-1695.534123399535,
2022-02-14 12:00:00,-1763.497103342822,
2022-02-14 13:30:00,-1712.5971317956833,
2022-02-14 15:00:00,-1693.890791091073,
2022-02-14 15:30:30,-1693.890791091073,
2022-02-14 23:59:59,-1669.036728405934,c
2022-02-15 00:00:00,-1715.1320024615698,
2022-02-15 10:00:00,-1815.120648328921,
2022-02-15 10:30:00,-1759.5415265661204,
2022-02-15 12:00:00,-1865.8638705117642,
2022-02-15 13:30:00,-1897.1360391362514,
2022-02-15 15:00:00,-1952.6705038226455,
2022-02-15 15:30:30,-1952.6705038226455,
2022-02-15 23:59:59,-1962.9207050368468,c
2022-02-16 00:00:00,-1896.7179539032013,
2022-02-16 10:00:00,-1805.024497587031,
2022-02-16 10:30:00,-1783.6159908351397,
2022-02-16 12:00:00,-1779.3147102970256,
2022-02-16 13:30:00,-1738.5371839325162,
2022-02-16 15:00:00,-1722.401377995524,
2022-02-16 15:30:30,-1722.401377995524,
2022-02-16 23:59:59,-1726.899260097358,c
2022-02-17 00:00:00,-1718.0895759731807,
2022-02-17 10:00:00,-1705.860585751505,
2022-02-17 10:30:00,-1667.8445975983782,
2022-02-17 12:00:00,-1611.5148369817762,
2022-02-17 13:30:00,-1578.0809789493856,
2022-02-17 15:00:00,-1533.9493063896703,
2022-02-17 15:30:30,-1533.9493063896703,
2022-02-17 23:59:59,-1543.4660860719177,c
2022-02-18 00:00:00,-1509.2008167695217,
2022-02-18 10:00:00,-1502.7895240801445,
2022-02-18 10:30:00,-1422.1578417088595,
2022-02-18 12:00:00,-1372.1970312017497,
2022-02-18 13:30:00,-1332.2240484939339,
2022-02-18 15:00:00,-1392.3690873909786,
2022-02-18 15:30:30,-1392.3690873909786,
2022-02-18 23:59:59,-1348.6003553890173,w
2022-02-21 00:00:00,-1348.6003553890173,
2022-02-21 10:00:00,-1348.6003553890173,
2022-02-21 10:30:00,-1348.6003553890173,
2022-02-21 12:00:00,-1348.6003553890173,
2022-02-21 13:30:00,-1348.6003553890173,
2022-02-21 15:00:00,-1348.6003553890173,
2022-02-21 15:30:30,-1348.6003553890173,
2022-02-21 23:59:59,-1348.6003553890173,c
2022-02-22 00:00:00,-1292.4861398275812,
2022-02-22 10:00:00,-1276.6452742360966,
2022-02-22 10:30:00,-1341.8432750983134,
2022-02-22 12:00:00,-1171.0544975379685,
2022-02-22 13:30:00,-1165.6708197771186,
2022-02-22 15:00:00,-1233.7003449814792,
2022-02-22 15:30:30,-1233.7003449814792,
2022-02-22 23:59:59,-1158.6834525608351,c
2022-02-23 00:00:00,-1199.1916081984532,
2022-02-23 10:00:00,-1094.1993205775234,
2022-02-23 10:30:00,-1016.4360020778255,
2022-02-23 12:00:00,-1020.583807157483,
2022-02-23 13:30:00,-959.354256902811,
2022-02-23 15:00:00,-943.9674464174904,
2022-02-23 15:30:30,-943.9674464174904,
2022-02-23 23:59:59,-912.1973619738095,c
2022-02-24 00:00:00,-660.9444036789467,
2022-02-24 10:00:00,-870.0587236749622,
2022-02-24 10:30:00,-910.3451409525566,
2022-02-24 12:00:00,-893.527438724159,
2022-02-24 13:30:00,-894.1865870900191,
2022-02-24 15:00:00,-1022.0088423812696,
2022-02-24 15:30:30,-1022.0088423812696,
2022-02-24 23:59:59,-1108.3294376769254,c
2022-02-25 00:00:00,-1115.333601720889,
2022-02-25 10:00:00,-970.207349271779,
2022-02-25 10:30:00,-960.4028338707161,
2022-02-25 12:00:00,-1101.518419725519,
2022-02-25 13:30:00,-1063.1257528983224,
2022-02-25 15:00:00,-1086.4550108746062,
2022-02-25 15:30:30,-1086.4550108746062,
2022-02-25 23:59:59,-1140.0388010901856,w
2022-02-28 00:00:00,-1124.5646217622798,
2022-02-28 10:00:00,-1116.2586242648636,
2022-02-28 10:30:00,-1129.2746932083796,
2022-02-28 12:00:00,-1177.226465809042,
2022-02-28 13:30:00,-1103.3562349451345,
2022-02-28 15:00:00,-1091.8422129000423,
2022-02-28 15:30:30,-1091.8422129000423,s
2022-02-28 23:59:59,-1101.6322777569276,c
2022-03-01 00:00:00,-844.2196772630215,
2022-03-01 10:00:00,-666.4024034342239,
2022-03-01 10:30:00,-675.4225119680676,
2022-03-01 12:00:00,-568.4573442325712,
2022-03-01 13:30:00,-582.3470677584945,
2022-03-01 15:00:00,-577.982943039022,
2022-03-01 15:30:30,-577.982943039022,
2022-03-01 23:59:59,-517.8123943728027,c
2022-03-02 00:00:00,-489.2621002283331,
2022-03-02 10:00:00,-446.80542892392884,
2022-03-02 10:30:00,-437.7132481097651,
2022-03-02 12:00:00,-431.2892295359486,
2022-03-02 13:30:00,-418.1800017375384,
2022-03-02 15:00:00,-389.77909456911505,
2022-03-02 15:30:30,-389.77909456911505,
2022-03-02 23:59:59,-374.79871858694105,c
2022-03-03 00:00:00,-379.81936106858564,
2022-03-03 10:00:00,-282.70248732814,
2022-03-03 10:30:00,-230.97966272409337,
2022-03-03 12:00:00,-224.4283361719855,
2022-03-03 13:30:00,-291.43345477669016,
2022-03-03 15:00:00,-218.3438411176403,
