date,AGED_2022_Q2,meta
2022-05-20 00:00:00,64.4957177196502,
2022-05-20 10:00:00,41.007196586778264,
2022-05-20 10:30:00,22.023674830255914,
2022-05-20 12:00:00,-77.3232525266094,
2022-05-20 13:30:00,-152.60749848472005,
2022-05-20 15:00:00,-65.31483301733533,
2022-05-20 15:30:30,-65.31483301733533,
2022-05-20 23:59:59,36.47928942200451,w
2022-05-23 00:00:00,56.02902383408673,
2022-05-23 10:00:00,25.170230778242512,
2022-05-23 10:30:00,-6.489446403707916,
2022-05-23 12:00:00,43.12169770136916,
2022-05-23 13:30:00,73.29114696125907,
2022-05-23 15:00:00,96.22564551304731,
2022-05-23 15:30:30,96.22564551304731,
2022-05-23 23:59:59,81.88412309970136,c
2022-05-24 00:00:00,30.53397812962885,
2022-05-24 10:00:00,-83.0614782956909,
2022-05-24 10:30:00,-68.50965383336916,
2022-05-24 12:00:00,-71.29617613374285,
2022-05-24 13:30:00,-148.87835746327164,
2022-05-24 15:00:00,-179.08778490766463,
2022-05-24 15:30:30,-179.08778490766463,
2022-05-24 23:59:59,-150.2445660166104,c
2022-05-25 00:00:00,-179.6819123889486,
2022-05-25 10:00:00,-145.63731026311962,
2022-05-25 10:30:00,-105.31656275047317,
2022-05-25 12:00:00,-210.94163471231423,
2022-05-25 13:30:00,-187.29374717103474,
2022-05-25 15:00:00,-157.48172373999523,
2022-05-25 15:30:30,-157.48172373999523,
2022-05-25 23:59:59,-153.88342753114512,c
2022-05-26 00:00:00,-149.33329098458398,
2022-05-26 10:00:00,-117.50276220962587,
2022-05-26 10:30:00,-92.7091999575232,
2022-05-26 12:00:00,-124.55738895911963,
2022-05-26 13:30:00,-110.83313888953671,
2022-05-26 15:00:00,-88.93469768065097,
2022-05-26 15:30:30,-88.93469768065097,
2022-05-26 23:59:59,-110.45175597374327,c
2022-05-27 00:00:00,-134.72607362491453,
2022-05-27 10:00:00,-138.7494623881703,
2022-05-27 10:30:00,-30.52873740654377,
2022-05-27 12:00:00,-42.42148183896734,
2022-05-27 13:30:00,-0.145354088561362,
2022-05-27 15:00:00,33.69012316392309,
2022-05-27 15:30:30,33.69012316392309,
2022-05-27 23:59:59,28.779077821627652,w
2022-05-30 00:00:00,28.779077821627652,
2022-05-30 10:00:00,26.16206496482573,
2022-05-30 10:30:00,25.464334059593966,
2022-05-30 12:00:00,26.5715537142205,
2022-05-30 13:30:00,25.611625642398394,
2022-05-30 15:00:00,25.757141767718167,
2022-05-30 15:30:30,25.757141767718167,
2022-05-30 23:59:59,25.757141767718167,c
2022-05-31 00:00:00,12.116632494557962,
2022-05-31 10:00:00,-86.6055651154129,
2022-05-31 10:30:00,-100.08966351064646,
2022-05-31 12:00:00,-58.02639298034501,
2022-05-31 13:30:00,-104.34772652128413,
2022-05-31 15:00:00,-209.1018940856734,
2022-05-31 15:30:30,-209.1018940856734,s
2022-05-31 23:59:59,-140.1280016968076,c
2022-06-01 00:00:00,-89.22385180556012,
2022-06-01 10:00:00,-111.40854047272569,
2022-06-01 10:30:00,-189.25467641871046,
2022-06-01 12:00:00,-280.9262642908566,
2022-06-01 13:30:00,-279.6923913310661,
2022-06-01 15:00:00,-234.51593496480018,
2022-06-01 15:30:30,-234.51593496480018,
2022-06-01 23:59:59,-236.23305393749115,c
2022-06-02 00:00:00,-228.2710794228401,
2022-06-02 10:00:00,-239.3447044845284,
2022-06-02 10:30:00,-187.65449797663086,
2022-06-02 12:00:00,-90.84123224202449,
2022-06-02 13:30:00,-41.34462928713947,
2022-06-02 15:00:00,-27.72978837779101,
2022-06-02 15:30:30,-27.72978837779101,
2022-06-02 23:59:59,-40.301530806315895,c
2022-06-03 00:00:00,-111.96658931829461,
2022-06-03 10:00:00,40.91449205615754,
2022-06-03 10:30:00,27.987625349126574,
2022-06-03 12:00:00,-41.22387637437441,
2022-06-03 13:30:00,-21.37372599725768,
2022-06-03 15:00:00,-11.807901591021619,
2022-06-03 15:30:30,-11.807901591021619,
2022-06-03 23:59:59,0.0,a
2022-06-06 00:00:00,80.11655819336374,
2022-06-06 10:00:00,-47.63778233661924,
2022-06-06 10:30:00,-43.23294012856422,
2022-06-06 12:00:00,-96.4223492997362,
2022-06-06 13:30:00,-146.58246604143278,
2022-06-06 15:00:00,-152.04346277774948,
2022-06-06 15:30:30,-152.04346277774948,
2022-06-06 23:59:59,-147.16559729905748,c
2022-06-07 00:00:00,-173.63599825271513,
2022-06-07 10:00:00,-108.16018437938237,
2022-06-07 10:30:00,-75.95206783592494,
2022-06-07 12:00:00,-84.44303454957571,
2022-06-07 13:30:00,-95.65585605916294,
2022-06-07 15:00:00,-51.41466810667953,
2022-06-07 15:30:30,-51.41466810667953,u
2022-06-07 23:59:59,-6.9037053307047245,c
2022-06-08 00:00:00,34.709176547235074,
2022-06-08 10:00:00,104.17112577375156,
2022-06-08 10:30:00,62.87723765760984,
2022-06-08 12:00:00,103.46181692357732,
2022-06-08 13:30:00,17.10866835363686,
2022-06-08 15:00:00,-11.870463397454841,
2022-06-08 15:30:30,-11.870463397454841,
2022-06-08 23:59:59,8.475320837406798,c
2022-06-09 00:00:00,-51.735380271774375,
2022-06-09 10:00:00,-106.37059840402526,
2022-06-09 10:30:00,-100.276030109977,
2022-06-09 12:00:00,-176.44900122274566,
2022-06-09 13:30:00,-175.8850549367262,
2022-06-09 15:00:00,-208.10431168182322,
2022-06-09 15:30:30,-208.10431168182322,
2022-06-09 23:59:59,-245.0831523701163,c
2022-06-10 00:00:00,-349.45749454945053,
2022-06-10 10:00:00,-351.5352349304344,
2022-06-10 10:30:00,-409.2729928382041,
2022-06-10 12:00:00,-403.6040206441121,
2022-06-10 13:30:00,-406.67536424649006,
2022-06-10 15:00:00,-361.12035576399194,
2022-06-10 15:30:30,-361.12035576399194,
2022-06-10 23:59:59,-366.26687811176043,w
2022-06-13 00:00:00,-519.186148269896,
2022-06-13 10:00:00,-598.7134821864383,
2022-06-13 10:30:00,-642.144369813323,
2022-06-13 12:00:00,-655.927165579305,
2022-06-13 13:30:00,-638.714026039172,
2022-06-13 15:00:00,-605.5556643561172,
2022-06-13 15:30:30,-605.5556643561172,
2022-06-13 23:59:59,-636.9662361297642,c
2022-06-14 00:00:00,-608.018843514973,
2022-06-14 10:00:00,-637.2558742919146,
2022-06-14 10:30:00,-721.7415614462479,
2022-06-14 12:00:00,-635.5735667351523,
2022-06-14 13:30:00,-624.7977924745337,
2022-06-14 15:00:00,-678.020949695232,
2022-06-14 15:30:30,-678.020949695232,
2022-06-14 23:59:59,-655.7105854566935,c
2022-06-15 00:00:00,-632.6908936474279,
2022-06-15 10:00:00,-601.6490752949303,
2022-06-15 10:30:00,-575.2089485156507,
2022-06-15 12:00:00,-548.5249124227953,
2022-06-15 13:30:00,-562.7756716688364,
2022-06-15 15:00:00,-543.1037214340472,
2022-06-15 15:30:30,-543.1037214340472,
2022-06-15 23:59:59,-497.9926429180923,c
2022-06-16 00:00:00,-585.3368235330063,
2022-06-16 10:00:00,-656.9272636382598,
2022-06-16 10:30:00,-657.7327035591925,
2022-06-16 12:00:00,-632.5998991285073,
2022-06-16 13:30:00,-578.869853652971,
2022-06-16 15:00:00,-598.0932556171606,
2022-06-16 15:30:30,-598.0932556171606,
2022-06-16 23:59:59,-582.4278472021579,c
2022-06-17 00:00:00,-550.8621515529953,
2022-06-17 10:00:00,-380.73704314692077,
2022-06-17 10:30:00,-450.41710751753817,
2022-06-17 12:00:00,-339.03857790819757,
2022-06-17 13:30:00,-326.8553299357409,
2022-06-17 15:00:00,-338.0553777684977,
2022-06-17 15:30:30,-338.0553777684977,
2022-06-17 23:59:59,-349.99797535374546,e
2022-06-20 00:00:00,-349.99797535374546,
2022-06-20 10:00:00,-349.97381491523447,
2022-06-20 10:30:00,-350.25140852696995,
2022-06-20 12:00:00,-351.8987706010839,
2022-06-20 13:30:00,-351.5896000836142,
2022-06-20 15:00:00,-352.0796484372868,
2022-06-20 15:30:30,-352.0796484372868,
2022-06-20 23:59:59,-352.0796484372868,c
2022-06-21 00:00:00,-306.9014112089294,
2022-06-21 10:00:00,-211.71743669894204,
2022-06-21 10:30:00,-251.04977687211567,
2022-06-21 12:00:00,-205.27412008955935,
2022-06-21 13:30:00,-128.42266178273712,
2022-06-21 15:00:00,-178.22147427675463,
2022-06-21 15:30:30,-178.22147427675463,
2022-06-21 23:59:59,-209.28520566598218,c
2022-06-22 00:00:00,-305.88736448500777,
2022-06-22 10:00:00,-134.80932222726005,
2022-06-22 10:30:00,-94.50524604829934,
2022-06-22 12:00:00,-113.53133772719957,
2022-06-22 13:30:00,-66.41581466950993,
2022-06-22 15:00:00,-48.003479091640656,
2022-06-22 15:30:30,-48.003479091640656,
2022-06-22 23:59:59,-96.64708058554424,c
2022-06-23 00:00:00,-71.79367445260596,
2022-06-23 10:00:00,-19.934348497547944,
2022-06-23 10:30:00,-15.8649981399858,
2022-06-23 12:00:00,48.63289740167238,
2022-06-23 13:30:00,31.226523169224492,
2022-06-23 15:00:00,126.94386215342365,
2022-06-23 15:30:30,126.94386215342365,
2022-06-23 23:59:59,196.37588894812598,c
2022-06-24 00:00:00,232.47058661455776,
2022-06-24 10:00:00,213.01717586306222,
2022-06-24 10:30:00,193.12618739525533,
2022-06-24 12:00:00,90.15600308602734,
2022-06-24 13:30:00,156.9472891811929,
2022-06-24 15:00:00,200.32858056199984,
2022-06-24 15:30:30,200.32858056199984,
2022-06-24 23:59:59,221.9917788588591,w
2022-06-27 00:00:00,201.73424226305724,
2022-06-27 10:00:00,156.9349678576791,
2022-06-27 10:30:00,120.35801169522438,
2022-06-27 12:00:00,204.88355102490004,
