date,AGED_2022_Q2,meta
2022-06-27 13:30:00,258.5841513235864,
2022-06-27 15:00:00,295.15914539375353,
2022-06-27 15:30:30,295.15914539375353,
2022-06-27 23:59:59,283.84066440854167,c
2022-06-28 00:00:00,239.01483975753672,
2022-06-28 10:00:00,256.59855895433157,
2022-06-28 10:30:00,247.24341566198382,
2022-06-28 12:00:00,179.90077065830337,
2022-06-28 13:30:00,119.96145756456917,
2022-06-28 15:00:00,123.6649572852184,
2022-06-28 15:30:30,123.6649572852184,
2022-06-28 23:59:59,122.93771988864228,c
2022-06-29 00:00:00,97.60239777214247,
2022-06-29 10:00:00,121.11719158625328,
2022-06-29 10:30:00,141.59709461455805,
2022-06-29 12:00:00,152.72317440961524,
2022-06-29 13:30:00,150.43814237415518,
2022-06-29 15:00:00,174.37234142945363,
2022-06-29 15:30:30,174.37234142945363,
2022-06-29 23:59:59,180.55673971227134,c
2022-06-30 00:00:00,112.07053777830242,
2022-06-30 10:00:00,7.4547248752724045,
2022-06-30 10:30:00,27.127187638890973,
2022-06-30 12:00:00,45.9360127531927,
2022-06-30 13:30:00,53.0228491621865,
2022-06-30 15:00:00,26.68837195951346,
2022-06-30 15:30:30,26.68837195951346,
2022-06-30 23:59:59,10.974992684306017,c
2022-07-01 00:00:00,21.29611184291207,
2022-07-01 10:00:00,107.43273117682747,
2022-07-01 10:30:00,71.87668164083334,
2022-07-01 12:00:00,84.94172625467854,
2022-07-01 13:30:00,48.95885621361231,
2022-07-01 15:00:00,120.07132926110535,
2022-07-01 15:30:30,120.07132926110535,
2022-07-01 23:59:59,139.182183528711,w
