date,AS_ICLN_2023_Q1,meta
2023-01-05 02:30:00,-374.6513542089506,
2023-01-05 03:00:00,-398.694680983966,
2023-01-05 18:30:00,-399.93312201190383,
2023-01-05 20:00:00,-356.3728571585307,
2023-01-05 23:00:00,-123.76798190291765,
2023-01-05 23:59:59,-136.31718514159502,c
2023-01-06 00:00:00,-120.60206554357819,
2023-01-06 01:00:00,-123.99135066136341,
2023-01-06 02:30:00,-144.0789893912297,
2023-01-06 03:00:00,-176.7068091379474,
2023-01-06 18:30:00,-176.7068091379474,
2023-01-06 20:00:00,-176.7068091379474,
2023-01-06 23:00:00,-176.7068091379474,
2023-01-06 23:59:59,-193.0176573922172,w
2023-01-09 00:00:00,-184.90998251183146,
2023-01-09 01:00:00,-208.21309317192072,
2023-01-09 02:30:00,-149.19914551815145,
2023-01-09 03:00:00,-164.7592239712294,
2023-01-09 18:30:00,-167.8813797005273,
2023-01-09 20:00:00,-147.71485292154648,
2023-01-09 23:00:00,-64.57577923010831,
2023-01-09 23:59:59,-83.08414232053974,c
2023-01-10 00:00:00,-82.21630156401488,
2023-01-10 01:00:00,-124.86829883112887,
2023-01-10 02:30:00,-125.67340183639953,
2023-01-10 03:00:00,-128.0381129676448,
2023-01-10 18:30:00,-121.78640457558049,
2023-01-10 20:00:00,-147.33568703854417,
2023-01-10 23:00:00,-54.88554468612983,
2023-01-10 23:59:59,-39.6207766007974,c
2023-01-11 00:00:00,-35.640651682478165,
2023-01-11 01:00:00,2.064615370935371,
2023-01-11 02:30:00,50.41270718047235,
2023-01-11 03:00:00,25.470857583197812,
2023-01-11 18:30:00,27.033963498643516,
2023-01-11 20:00:00,86.2609389920076,
2023-01-11 23:00:00,201.62920765515355,
2023-01-11 23:59:59,191.56289699189483,c
2023-01-12 00:00:00,253.733159820016,
2023-01-12 01:00:00,265.4693335269078,
2023-01-12 02:30:00,252.0033019320697,
2023-01-12 03:00:00,242.83663899927683,
2023-01-12 18:30:00,232.24329158067303,
2023-01-12 20:00:00,244.50755818034486,
2023-01-12 23:00:00,43.33665385230461,
2023-01-12 23:59:59,37.37648068448971,c
2023-01-13 00:00:00,36.05402361552524,
2023-01-13 01:00:00,19.052163008214848,
2023-01-13 02:30:00,18.380255793571905,
2023-01-13 03:00:00,-0.9073812135652588,
2023-01-13 18:30:00,-0.9073812135652588,
2023-01-13 20:00:00,-0.9073812135652588,
2023-01-13 23:00:00,-0.9073812135652588,
2023-01-13 23:59:59,0.0,a
2023-01-16 00:00:00,-136.6304887500046,
2023-01-16 01:00:00,-196.86935747565622,
2023-01-16 02:30:00,-178.58203190729228,
2023-01-16 03:00:00,-169.66138555407133,
2023-01-16 18:30:00,-168.46974320245636,
2023-01-16 20:00:00,-141.75733134838856,
2023-01-16 23:00:00,-134.24086618475985,
2023-01-16 23:59:59,-137.4964540686683,c
2023-01-17 00:00:00,-80.38625262547657,
2023-01-17 01:00:00,-62.86369873501735,
2023-01-17 02:30:00,-63.52847714728023,
2023-01-17 03:00:00,-57.607944606405,
2023-01-17 18:30:00,-56.293187238466544,
2023-01-17 20:00:00,-72.88641148595661,
2023-01-17 23:00:00,3.905765110914672,
2023-01-17 23:59:59,13.067977553184392,c
2023-01-18 00:00:00,17.28429617165102,
2023-01-18 01:00:00,18.88286258881226,
2023-01-18 02:30:00,44.284999059380425,
2023-01-18 03:00:00,32.14052755749526,
2023-01-18 18:30:00,35.940182815015305,
2023-01-18 20:00:00,30.249005604030117,
2023-01-18 23:00:00,77.64142581768147,
2023-01-18 23:59:59,35.8879148669148,c
0,35.8879148669148,
0,35.8879148669148,
0,35.8879148669148,
0,35.8879148669148,
0,35.8879148669148,
0,35.8879148669148,
0,35.8879148669148,
0,35.8879148669148,
0,35.8879148669148,
0,35.8879148669148,
0,35.8879148669148,
0,35.8879148669148,
0,35.8879148669148,
0,35.8879148669148,
0,35.8879148669148,
0,35.8879148669148,
0,35.8879148669148,
0,35.8879148669148,
0,35.8879148669148,
0,35.8879148669148,
0,35.8879148669148,
0,35.8879148669148,
0,35.8879148669148,
0,35.8879148669148,
0,35.8879148669148,
0,35.8879148669148,
0,35.8879148669148,
0,35.8879148669148,
0,35.8879148669148,
0,35.8879148669148,
0,35.8879148669148,
0,35.8879148669148,
0,35.8879148669148,
0,35.8879148669148,
0,35.8879148669148,
0,35.8879148669148,
0,35.8879148669148,
0,35.8879148669148,
0,35.8879148669148,
0,35.8879148669148,
2023-01-19 00:00:00,31.760349766530453,
2023-01-19 01:00:00,12.082917474308033,
2023-01-19 02:30:00,-11.283131113190393,
2023-01-19 03:00:00,0.35861930387454777,
2023-01-19 18:30:00,-4.486823243638355,
2023-01-19 20:00:00,-24.953302045209966,
2023-01-19 23:00:00,-38.18857961245294,
2023-01-19 23:59:59,-29.484641999409178,c
2023-01-20 00:00:00,-81.78042740200863,
2023-01-20 01:00:00,-84.48649179757194,
2023-01-20 02:30:00,-53.74616264251654,
2023-01-20 03:00:00,-86.78076846475278,
2023-01-20 18:30:00,-86.78076846475278,
2023-01-20 20:00:00,-86.78076846475278,
2023-01-20 23:00:00,-86.78076846475278,
2023-01-20 23:59:59,-90.47715331036989,e
2023-01-23 00:00:00,-71.28705714185935,
2023-01-23 01:00:00,-55.7204470381771,
2023-01-23 02:30:00,-55.7204470381771,
2023-01-23 03:00:00,-56.33279550696898,
2023-01-23 18:30:00,-60.68694313660126,
2023-01-23 20:00:00,-84.85886347877795,
2023-01-23 23:00:00,-81.98501680100208,
2023-01-23 23:59:59,-86.34905175633503,c
2023-01-24 00:00:00,-84.4904741023256,
2023-01-24 01:00:00,-90.92609652968804,
2023-01-24 02:30:00,-90.92609652968804,
2023-01-24 03:00:00,-90.47965037209588,
2023-01-24 18:30:00,-86.01047360652274,
2023-01-24 20:00:00,-131.06127119530493,
2023-01-24 23:00:00,-117.0005491065067,
2023-01-24 23:59:59,-107.77247343936278,c
2023-01-25 00:00:00,-107.21582046552976,
2023-01-25 01:00:00,-109.03528806407849,
2023-01-25 02:30:00,-109.03528806407849,
2023-01-25 03:00:00,-107.34317671335384,
2023-01-25 18:30:00,-104.76200718053724,
2023-01-25 20:00:00,-91.64553200218688,
2023-01-25 23:00:00,-102.94291819241062,
2023-01-25 23:59:59,-104.33919351552959,c
2023-01-26 00:00:00,-102.56482962510108,
2023-01-26 01:00:00,-98.69387028664642,
2023-01-26 02:30:00,-77.24157871450097,
2023-01-26 03:00:00,-99.46366745007163,
2023-01-26 18:30:00,-99.97142453757169,
2023-01-26 20:00:00,-105.74364394455142,
2023-01-26 23:00:00,-148.5485562727199,
2023-01-26 23:59:59,-149.22355722979364,c
2023-01-27 00:00:00,-156.3713737378789,
2023-01-27 01:00:00,-178.9998257420457,
2023-01-27 02:30:00,-187.20042819024684,
2023-01-27 03:00:00,-199.4129925596103,
2023-01-27 18:30:00,-199.4129925596103,
2023-01-27 20:00:00,-199.4129925596103,
2023-01-27 23:00:00,-199.4129925596103,
2023-01-27 23:59:59,-201.7395131666226,w
2023-01-30 00:00:00,-154.74949036112912,
2023-01-30 01:00:00,-145.11792588076787,
2023-01-30 02:30:00,-135.6199638117023,
2023-01-30 03:00:00,-127.63247327059162,
2023-01-30 18:30:00,-124.0538223530948,
2023-01-30 20:00:00,-113.99066644782215,
2023-01-30 23:00:00,-74.88756969069073,
2023-01-30 23:59:59,-84.94171783622869,c
2023-01-31 00:00:00,-176.1269100069767,
2023-01-31 01:00:00,-204.29281156658135,
2023-01-31 02:30:00,-194.1117188727062,
2023-01-31 03:00:00,-185.79710489041872,
2023-01-31 18:30:00,-182.6797536516101,
2023-01-31 20:00:00,-159.7475168063138,
2023-01-31 23:00:00,-131.07652101280019,
2023-01-31 23:59:59,-129.0058977750664,c
2023-02-01 00:00:00,-166.70399616247414,
2023-02-01 01:00:00,-160.12254612743254,
2023-02-01 02:30:00,-162.58270690250265,
2023-02-01 03:00:00,-168.43559452729733,
2023-02-01 18:30:00,-177.70157804375003,
2023-02-01 20:00:00,-212.75589814965406,
2023-02-01 23:00:00,-220.26494909443045,
2023-02-01 23:59:59,-231.38128068690867,c
2023-02-02 00:00:00,-241.27438294096146,
2023-02-02 01:00:00,-237.21397859597892,
2023-02-02 02:30:00,-238.0901156506602,
2023-02-02 03:00:00,-233.722468448148,
2023-02-02 18:30:00,-238.20761632840868,
2023-02-02 20:00:00,-224.93995802167365,
2023-02-02 23:00:00,-219.29635001491988,
2023-02-02 23:59:59,-211.38225818161027,c
2023-02-03 00:00:00,-165.1967647402148,
2023-02-03 01:00:00,-175.67257142088465,
2023-02-03 02:30:00,-172.79506891957863,
2023-02-03 03:00:00,-182.46004679728094,
2023-02-03 18:30:00,-182.46004679728094,
2023-02-03 20:00:00,-182.46004679728094,
2023-02-03 23:00:00,-182.46004679728094,
2023-02-03 23:59:59,-177.76535024135546,w
2023-02-06 00:00:00,-150.19235048094333,
2023-02-06 01:00:00,-179.70352651600524,
2023-02-06 02:30:00,-203.63069313925735,
2023-02-06 03:00:00,-209.56648301583618,
2023-02-06 18:30:00,-207.83119332688466,
2023-02-06 20:00:00,-186.10234587719788,
2023-02-06 23:00:00,-155.1795611530256,
2023-02-06 23:59:59,-147.462706897928,c
2023-02-07 00:00:00,-174.9055073636,
2023-02-07 01:00:00,-156.05458980149024,
2023-02-07 02:30:00,-146.52433491382226,
2023-02-07 03:00:00,-151.85978952807363,
2023-02-07 18:30:00,-152.08857184775934,
2023-02-07 20:00:00,-179.45422360850716,
2023-02-07 23:00:00,-156.12497994890055,
2023-02-07 23:59:59,-152.30595416732285,c
2023-02-08 00:00:00,-171.60383632059302,
2023-02-08 01:00:00,-156.9731274512983,
2023-02-08 02:30:00,-144.69961669070926,
2023-02-08 03:00:00,-164.7938943459103,
2023-02-08 18:30:00,-166.4056748257749,
2023-02-08 20:00:00,-143.8893873324605,
2023-02-08 23:00:00,-82.27382800602072,
2023-02-08 23:59:59,-72.19956214984813,c
2023-02-09 00:00:00,-67.59653834992287,
2023-02-09 01:00:00,-50.65885428851516,
2023-02-09 02:30:00,-50.53263721067333,
2023-02-09 03:00:00,-61.635740304951014,
2023-02-09 18:30:00,-58.49840983853028,
2023-02-09 20:00:00,-71.9132972716734,
2023-02-09 23:00:00,-25.087198900318526,
2023-02-09 23:59:59,-13.708138505611714,c
2023-02-10 00:00:00,-94.13761539754796,
2023-02-10 01:00:00,-111.96362717979036,
2023-02-10 02:30:00,-121.55215501264456,
2023-02-10 03:00:00,-126.6005490399848,
2023-02-10 18:30:00,-126.6005490399848,
2023-02-10 20:00:00,-126.6005490399848,
2023-02-10 23:00:00,-126.6005490399848,
2023-02-10 23:59:59,-132.56076965793272,w
