date,ROBO_2022_Q3,meta
2022-09-01 00:00:00,-40.03564323984938,
2022-09-01 10:00:00,-61.01038035511374,
2022-09-01 10:30:00,-40.94385808268271,
2022-09-01 12:00:00,-41.24185722813672,
2022-09-01 13:30:00,-60.90555777125155,
2022-09-01 15:00:00,-41.66702885158429,
2022-09-01 15:30:30,-41.66702885158429,
2022-09-01 23:59:59,-36.12131667618269,c
2022-09-02 00:00:00,-7.528712564025682,
2022-09-02 10:00:00,-8.055920780572706,
2022-09-02 10:30:00,-0.24034072652148097,
2022-09-02 12:00:00,2.06518904363611,
2022-09-02 13:30:00,-22.233554737336817,
2022-09-02 15:00:00,-27.771814066600655,
2022-09-02 15:30:30,-27.771814066600655,s
2022-09-02 23:59:59,-52.676832936000665,w
2022-09-05 00:00:00,-52.676832936000665,
2022-09-05 10:00:00,-52.676832936000665,
2022-09-05 10:30:00,-52.676832936000665,
2022-09-05 12:00:00,-52.676832936000665,
2022-09-05 13:30:00,-52.676832936000665,
2022-09-05 15:00:00,-52.676832936000665,
2022-09-05 15:30:30,-52.676832936000665,
2022-09-05 23:59:59,-52.676832936000665,c
2022-09-06 00:00:00,2.439663904475765,
2022-09-06 10:00:00,-28.4180871145968,
2022-09-06 10:30:00,-39.771504278759494,
2022-09-06 12:00:00,1.6450958646209983,
2022-09-06 13:30:00,-3.516143895404639,
2022-09-06 15:00:00,-25.495048700913685,
2022-09-06 15:30:30,-25.495048700913685,
2022-09-06 23:59:59,-48.91510315545838,c
2022-09-07 00:00:00,-43.605395655052234,
2022-09-07 10:00:00,-38.067720040404765,
2022-09-07 10:30:00,-48.364296748502056,
2022-09-07 12:00:00,-39.37747145522917,
2022-09-07 13:30:00,-45.823070543937774,
2022-09-07 15:00:00,-19.569281305699405,
2022-09-07 15:30:30,-19.569281305699405,
2022-09-07 23:59:59,-11.170050160202209,c
2022-09-08 00:00:00,-21.338517135727216,
2022-09-08 10:00:00,-17.26041643776398,
2022-09-08 10:30:00,-22.28624714698799,
2022-09-08 12:00:00,6.5965010303516465,
2022-09-08 13:30:00,8.85556469278663,
2022-09-08 15:00:00,11.368405234477905,
2022-09-08 15:30:30,11.368405234477905,
2022-09-08 23:59:59,24.21164410396841,c
2022-09-09 00:00:00,64.55500440263813,
2022-09-09 10:00:00,53.113200203722045,
2022-09-09 10:30:00,52.43763190567597,
2022-09-09 12:00:00,48.363153936771596,
2022-09-09 13:30:00,63.533378139375145,
2022-09-09 15:00:00,60.546172411889074,
2022-09-09 15:30:30,60.546172411889074,
2022-09-09 23:59:59,65.5978144161686,w
2022-09-12 00:00:00,83.62126453699602,
2022-09-12 10:00:00,84.09435719945941,
2022-09-12 10:30:00,60.89105129744621,
2022-09-12 12:00:00,45.73966296074923,
2022-09-12 13:30:00,59.8897415810593,
2022-09-12 15:00:00,48.114775722648574,
2022-09-12 15:30:30,48.114775722648574,
2022-09-12 23:59:59,51.93477986092648,c
2022-09-13 00:00:00,0.7696547864466083,
2022-09-13 10:00:00,-2.2142982739474064,
2022-09-13 10:30:00,-14.42633184516626,
2022-09-13 12:00:00,-11.163757634052672,
2022-09-13 13:30:00,4.477850208289965,
2022-09-13 15:00:00,18.53889023469719,
2022-09-13 15:30:30,18.53889023469719,
2022-09-13 23:59:59,-8.257313980278923,c
2022-09-14 00:00:00,-3.538306950963488,
2022-09-14 10:00:00,-11.57725475245752,
2022-09-14 10:30:00,-32.0376777541037,
2022-09-14 12:00:00,-19.381626899681123,
2022-09-14 13:30:00,-29.258729796639727,
2022-09-14 15:00:00,-41.77413814680858,
2022-09-14 15:30:30,-41.77413814680858,
2022-09-14 23:59:59,-40.95034696368975,c
2022-09-15 00:00:00,-49.49510479938999,
2022-09-15 10:00:00,-1.2182744262004235,
