date,XRT_WW_2020_Q4,meta
2020-11-13 00:00:00,-1736.3989357791334,
2020-11-13 10:00:00,-1723.0682265237533,
2020-11-13 10:30:00,-1714.926144284247,
2020-11-13 12:00:00,-1673.0693856807818,
2020-11-13 13:30:00,-1699.430532554325,
2020-11-13 15:00:00,-1728.0211154981255,
2020-11-13 15:30:30,-1728.0211154981255,
2020-11-13 23:59:59,-1712.0750817291212,w
2020-11-16 00:00:00,-1703.1514017066247,
2020-11-16 10:00:00,-1709.881175356124,
2020-11-16 10:30:00,-1696.4030523284955,
2020-11-16 12:00:00,-1698.7401087651335,
2020-11-16 13:30:00,-1669.207679600525,
2020-11-16 15:00:00,-1678.1489273601087,
2020-11-16 15:30:30,-1678.1489273601087,
2020-11-16 23:59:59,-1699.040729189176,c
2020-11-17 00:00:00,-1673.243575785425,
2020-11-17 10:00:00,-1734.366279559075,
2020-11-17 10:30:00,-1708.8218205339108,
2020-11-17 12:00:00,-1682.7391955315627,
2020-11-17 13:30:00,-1677.989118014364,
2020-11-17 15:00:00,-1691.388055563334,
2020-11-17 15:30:30,-1691.388055563334,
2020-11-17 23:59:59,-1680.7999128720114,c
2020-11-18 00:00:00,-1649.043634537915,
2020-11-18 10:00:00,-1672.418062054962,
2020-11-18 10:30:00,-1679.2039042515366,
2020-11-18 12:00:00,-1616.04490444576,
2020-11-18 13:30:00,-1603.281113533209,
2020-11-18 15:00:00,-1597.9062385783463,
2020-11-18 15:30:30,-1597.9062385783463,
2020-11-18 23:59:59,-1573.682928430822,c
2020-11-19 00:00:00,-1581.3837046886551,
2020-11-19 10:00:00,-1556.3351200854877,
2020-11-19 10:30:00,-1463.4329852206793,
2020-11-19 12:00:00,-1508.252647388488,
2020-11-19 13:30:00,-1459.736929873289,
2020-11-19 15:00:00,-1440.564047565655,
2020-11-19 15:30:30,-1440.564047565655,
2020-11-19 23:59:59,-1409.5930797497635,c
2020-11-20 00:00:00,-1396.4534955654904,
2020-11-20 10:00:00,-1455.5080658438605,
2020-11-20 10:30:00,-1380.3740129842422,
2020-11-20 12:00:00,-1374.3476023115995,
2020-11-20 13:30:00,-1364.6714026324187,
2020-11-20 15:00:00,-1342.951100574751,
2020-11-20 15:30:30,-1342.951100574751,
2020-11-20 23:59:59,-1336.7019437687072,w
2020-11-23 00:00:00,-1254.2939882551862,
2020-11-23 10:00:00,-1226.3819774156627,
2020-11-23 10:30:00,-1244.628894318587,
2020-11-23 12:00:00,-1183.3413215202345,
2020-11-23 13:30:00,-1175.1818572971465,
2020-11-23 15:00:00,-1154.9482834370947,
2020-11-23 15:30:30,-1154.9482834370947,
2020-11-23 23:59:59,-1142.60127498146,c
2020-11-24 00:00:00,-1104.5440628232136,
2020-11-24 10:00:00,-1060.217925782396,
2020-11-24 10:30:00,-1059.0218353425098,
2020-11-24 12:00:00,-1043.442148739645,
2020-11-24 13:30:00,-1051.194113292674,
2020-11-24 15:00:00,-1047.6525252509086,
2020-11-24 15:30:30,-1047.6525252509086,
2020-11-24 23:59:59,-1035.4905633832955,c
2020-11-25 00:00:00,-1017.137333273392,
2020-11-25 10:00:00,-871.996841998384,
2020-11-25 10:30:00,-824.6216883269119,
2020-11-25 12:00:00,-770.3504105877668,
2020-11-25 13:30:00,-732.9850364729666,
2020-11-25 15:00:00,-762.1099414641172,
2020-11-25 15:30:30,-762.1099414641172,
2020-11-25 23:59:59,-790.4676053407092,c
2020-11-26 00:00:00,-790.4676053407092,
2020-11-26 10:00:00,-790.4676053407092,
2020-11-26 10:30:00,-790.4676053407092,
2020-11-26 12:00:00,-790.4676053407092,
2020-11-26 13:30:00,-790.4676053407092,
2020-11-26 15:00:00,-790.4676053407092,
2020-11-26 15:30:30,-790.4676053407092,
2020-11-26 23:59:59,-790.4676053407092,c
2020-11-27 00:00:00,-744.0153081567378,
2020-11-27 10:00:00,-705.6984760646476,
2020-11-27 10:30:00,-673.7471838925997,
2020-11-27 12:00:00,-689.6929024722042,
2020-11-27 13:30:00,-689.6929024722042,
2020-11-27 15:00:00,-689.6929024722042,
2020-11-27 15:30:30,-689.6929024722042,
2020-11-27 23:59:59,-673.3816756696754,w
2020-11-30 00:00:00,-677.1391466982936,
2020-11-30 10:00:00,-670.4581361518942,
2020-11-30 10:30:00,-752.9639603366304,
2020-11-30 12:00:00,-739.0453137806106,
2020-11-30 13:30:00,-722.3936637605567,
2020-11-30 15:00:00,-697.3113685179028,
2020-11-30 15:30:30,-697.3113685179028,s
2020-11-30 23:59:59,-694.1082295164224,c
2020-12-01 00:00:00,-589.9620703143155,
2020-12-01 10:00:00,-557.6557700465942,
2020-12-01 10:30:00,-565.2629592533062,
2020-12-01 12:00:00,-574.9316865429532,
2020-12-01 13:30:00,-554.2613635901575,
2020-12-01 15:00:00,-547.2039259277503,
2020-12-01 15:30:30,-547.2039259277503,
2020-12-01 23:59:59,-601.1958508363766,c
2020-12-02 00:00:00,-649.9811627031756,
2020-12-02 10:00:00,-685.4165309668665,
2020-12-02 10:30:00,-592.5844035469199,
2020-12-02 12:00:00,-597.4472068830198,
2020-12-02 13:30:00,-613.3691272307065,
2020-12-02 15:00:00,-601.9183410023402,
2020-12-02 15:30:30,-601.9183410023402,
2020-12-02 23:59:59,-579.7371291782536,c
2020-12-03 00:00:00,-569.0316554818394,
2020-12-03 10:00:00,-509.36457286744485,
2020-12-03 10:30:00,-501.06716576929216,
2020-12-03 12:00:00,-517.3747496815965,
2020-12-03 13:30:00,-482.1182505413492,
2020-12-03 15:00:00,-464.5556666111099,
2020-12-03 15:30:30,-464.5556666111099,
2020-12-03 23:59:59,-456.68469142459594,c
2020-12-04 00:00:00,-407.6089523875544,
