date,EU_FTSEUK_AD_2023_Q1,meta
2023-02-08 00:00:00,-468.4319113622223,
2023-02-08 03:30:00,-470.79471951508276,
2023-02-08 04:00:00,-137.06727236205006,
2023-02-08 06:00:00,46.854517752622996,
2023-02-08 08:00:00,84.55525860121088,
2023-02-08 10:30:00,-135.3640373370763,
2023-02-08 11:00:00,-282.5974033248549,
2023-02-08 23:59:59,-238.69120070559438,c
2023-02-09 00:00:00,-46.350140620972525,
2023-02-09 03:30:00,177.34987628538147,
2023-02-09 04:00:00,14.17693937221702,
2023-02-09 06:00:00,-17.192618257508002,
2023-02-09 08:00:00,-54.867889837139955,
2023-02-09 10:30:00,57.95385934802471,
2023-02-09 11:00:00,55.89465239688798,
2023-02-09 23:59:59,-254.71962237931075,c
2023-02-10 00:00:00,-388.28980299362956,
2023-02-10 03:30:00,-470.00464761973126,
2023-02-10 04:00:00,-256.5709374806447,
2023-02-10 06:00:00,-181.06240633709058,
2023-02-10 08:00:00,-272.30336913280735,
2023-02-10 10:30:00,-277.9721400520066,
2023-02-10 11:00:00,-417.2972658955987,
2023-02-10 23:59:59,44.47758219676507,w
2023-02-13 00:00:00,-67.72136951926404,
2023-02-13 03:30:00,-80.07085389071653,
2023-02-13 04:00:00,-215.56398451904897,
2023-02-13 06:00:00,-192.90244818966312,
2023-02-13 08:00:00,-27.781405432655447,
2023-02-13 10:30:00,20.500494735022585,
2023-02-13 11:00:00,-29.159180074208052,
2023-02-13 23:59:59,-163.89189956157315,c
2023-02-14 00:00:00,-163.89189956157315,
2023-02-14 03:30:00,-147.2802740675652,
2023-02-14 04:00:00,-142.01317330117308,
2023-02-14 06:00:00,-116.38939820687483,
2023-02-14 08:00:00,-78.26987605140857,
2023-02-14 10:30:00,-19.96533956042913,
2023-02-14 11:00:00,-75.1720734195751,
2023-02-14 23:59:59,-83.74979119297313,c
2023-02-15 00:00:00,-83.74979119297313,
2023-02-15 03:30:00,-84.16014708822877,
2023-02-15 04:00:00,-68.97697896384125,
2023-02-15 06:00:00,-33.234670951540465,
2023-02-15 08:00:00,-21.140447984795173,
2023-02-15 10:30:00,-124.47584502149948,
2023-02-15 11:00:00,-128.58824785109027,
2023-02-15 23:59:59,-89.09259841755193,c
2023-02-16 00:00:00,-185.2631284598574,
2023-02-16 03:30:00,-174.26508340770852,
2023-02-16 04:00:00,56.4938538841252,
2023-02-16 06:00:00,57.32803694197537,
2023-02-16 08:00:00,150.77516551791814,
2023-02-16 10:30:00,5.608687355412258,
2023-02-16 11:00:00,111.04104412372726,
2023-02-16 23:59:59,204.76179893395602,c
2023-02-17 00:00:00,391.7600517940027,
2023-02-17 03:30:00,246.1598277723715,
2023-02-17 04:00:00,303.25352764189483,
2023-02-17 06:00:00,110.01894145375809,
2023-02-17 08:00:00,95.09909186039476,
2023-02-17 10:30:00,-3.24226130495299,
2023-02-17 11:00:00,-17.802059933988858,
2023-02-17 23:59:59,-67.72136951924585,w
