date,AS_FPXI_2021_Q4,meta
2021-11-30 00:00:00,-28.676860769408904,
2021-11-30 01:00:00,-4.805338845681035,
2021-11-30 02:30:00,-4.323522800892988,
2021-11-30 03:00:00,-45.08137505861123,
2021-11-30 18:30:00,-45.08137505861123,
2021-11-30 20:00:00,-9.177427170285227,
2021-11-30 23:00:00,71.97257412882709,
2021-11-30 23:59:59,71.40463674516559,c
2021-12-01 00:00:00,192.67737531096236,
2021-12-01 01:00:00,199.14074457434845,
2021-12-01 02:30:00,236.5192952329021,
2021-12-01 03:00:00,208.81667486511333,
2021-12-01 18:30:00,208.81667486511333,
2021-12-01 20:00:00,194.3758481564223,
2021-12-01 23:00:00,389.82418214850804,
2021-12-01 23:59:59,376.64360260754074,c
2021-12-02 00:00:00,215.9285735290664,
2021-12-02 01:00:00,231.0482754606437,
2021-12-02 02:30:00,238.78610810594364,
2021-12-02 03:00:00,235.14524715442712,
2021-12-02 18:30:00,235.14524715442712,
2021-12-02 20:00:00,218.60085188546464,
2021-12-02 23:00:00,272.5533392934608,
2021-12-02 23:59:59,276.3322136260331,c
2021-12-03 00:00:00,98.78084384410158,
2021-12-03 01:00:00,133.88831994872544,
2021-12-03 02:30:00,124.19650330355489,
2021-12-03 03:00:00,116.7175612934725,
2021-12-03 18:30:00,116.7175612934725,
2021-12-03 20:00:00,116.7175612934725,
2021-12-03 23:00:00,116.7175612934725,
2021-12-03 23:59:59,114.77644256499389,w
2021-12-06 00:00:00,46.3250491931376,
2021-12-06 01:00:00,52.610146218819864,
2021-12-06 02:30:00,-5.702785782461888,
2021-12-06 03:00:00,1.3556831524465451,
2021-12-06 18:30:00,1.3556831524465451,
2021-12-06 20:00:00,21.859629355567904,
2021-12-06 23:00:00,-29.468911980316534,
2021-12-06 23:59:59,-29.401747909589176,c
2021-12-07 00:00:00,-1.0426499370755664,
2021-12-07 01:00:00,29.04667704230951,
2021-12-07 02:30:00,66.40159077183534,
2021-12-07 03:00:00,61.08057800626693,
2021-12-07 18:30:00,61.08057800626693,
2021-12-07 20:00:00,41.71688859427286,
2021-12-07 23:00:00,38.36075045974667,
2021-12-07 23:59:59,39.667569656148316,c
2021-12-08 00:00:00,68.10179624932289,
2021-12-08 01:00:00,115.83590160749509,
2021-12-08 02:30:00,99.81576299361996,
2021-12-08 03:00:00,103.84040454960132,
2021-12-08 18:30:00,103.84040454960132,
2021-12-08 20:00:00,115.1176955070946,
2021-12-08 23:00:00,157.21059305248673,
2021-12-08 23:59:59,155.08054366831084,c
2021-12-09 00:00:00,174.9411518131319,
2021-12-09 01:00:00,172.47062981452882,
2021-12-09 02:30:00,171.66519355576156,
2021-12-09 03:00:00,168.41285470557978,
2021-12-09 18:30:00,168.41285470557978,
2021-12-09 20:00:00,187.65106295883425,
2021-12-09 23:00:00,185.71700840479298,
2021-12-09 23:59:59,187.98682027698533,c
2021-12-10 00:00:00,117.65885632375921,
2021-12-10 01:00:00,84.43675255728658,
2021-12-10 02:30:00,85.3040438353487,
2021-12-10 03:00:00,93.50813333175574,
2021-12-10 18:30:00,93.50813333175574,
2021-12-10 20:00:00,93.50813333175574,
2021-12-10 23:00:00,93.50813333175574,
2021-12-10 23:59:59,94.26900233751894,w
2021-12-13 00:00:00,123.37090784784641,
2021-12-13 01:00:00,115.88623913004221,
2021-12-13 02:30:00,89.99383933026547,
2021-12-13 03:00:00,91.39401438125924,
2021-12-13 18:30:00,91.39401438125924,
2021-12-13 20:00:00,107.22998833398196,
2021-12-13 23:00:00,78.92382396441008,
2021-12-13 23:59:59,71.87089992240135,c
2021-12-14 00:00:00,48.18267860855667,
2021-12-14 01:00:00,63.53264561992546,
2021-12-14 02:30:00,61.37074946182338,
2021-12-14 03:00:00,68.10442949219532,
2021-12-14 18:30:00,68.10442949219532,
2021-12-14 20:00:00,35.171948276883995,
2021-12-14 23:00:00,6.789404223173278,
2021-12-14 23:59:59,0.0,a
2021-12-15 00:00:00,-43.928928582632125,
2021-12-15 01:00:00,-32.21147275778867,
2021-12-15 02:30:00,-14.143283339657955,
2021-12-15 03:00:00,-3.972509298416753,
2021-12-15 18:30:00,-3.972509298416753,
2021-12-15 20:00:00,30.83481692355872,
2021-12-15 23:00:00,82.15947243198752,
2021-12-15 23:59:59,89.15897607964189,c
2021-12-16 00:00:00,76.88373215769025,
2021-12-16 01:00:00,83.81408915575639,
2021-12-16 02:30:00,84.34723152141851,
2021-12-16 03:00:00,75.5409983023983,
2021-12-16 18:30:00,75.5409983023983,
2021-12-16 20:00:00,78.91287232008199,
2021-12-16 23:00:00,-17.3875533621449,
2021-12-16 23:59:59,-24.209285601422835,c
2021-12-17 00:00:00,-42.176996351002344,
2021-12-17 01:00:00,-35.070310763351245,
2021-12-17 02:30:00,-52.32630169330605,
2021-12-17 03:00:00,-27.02838641661174,
2021-12-17 18:30:00,-27.02838641661174,
2021-12-17 20:00:00,-27.02838641661174,
2021-12-17 23:00:00,-27.02838641661174,
2021-12-17 23:59:59,-26.814718298908247,e
2021-12-20 00:00:00,-128.6439936253987,
2021-12-20 01:00:00,-128.0392721655071,
2021-12-20 02:30:00,-136.30067828629353,
2021-12-20 03:00:00,-114.8004733280527,
2021-12-20 18:30:00,-114.8004733280527,
2021-12-20 20:00:00,-114.55401243351389,
2021-12-20 23:00:00,13.320992084081354,
2021-12-20 23:59:59,6.574133065268143,c
2021-12-21 00:00:00,-47.10764587813492,
2021-12-21 01:00:00,-36.21163477824484,
2021-12-21 02:30:00,-27.120527642136494,
2021-12-21 03:00:00,-62.001268617015285,
2021-12-21 18:30:00,-62.001268617015285,
2021-12-21 20:00:00,-68.73263946988618,
2021-12-21 23:00:00,-62.81915597179204,
2021-12-21 23:59:59,-65.44541446408084,c
2021-12-22 00:00:00,24.621040963467294,
2021-12-22 01:00:00,46.7860062478544,
2021-12-22 02:30:00,38.53850661440083,
2021-12-22 03:00:00,39.874197214727246,
2021-12-22 18:30:00,39.874197214727246,
2021-12-22 20:00:00,66.5488669160136,
2021-12-22 23:00:00,82.611588820017,
2021-12-22 23:59:59,81.77795159569405,c
2021-12-23 00:00:00,131.31301793360035,
2021-12-23 01:00:00,122.85557402893255,
