date,YYY_2022_Q1,meta
2021-12-17 00:00:00,-189.81088823510208,
2021-12-17 10:00:00,-186.76401393949664,
2021-12-17 10:30:00,-192.31783794611465,
2021-12-17 12:00:00,-205.52003401739194,
2021-12-17 13:30:00,-213.81776804851097,
2021-12-17 15:00:00,-205.1741244756895,
2021-12-17 15:30:30,-205.1741244756895,s
2021-12-17 23:59:59,-208.38104581453354,w
2021-12-20 00:00:00,-208.0630988521052,
2021-12-20 10:00:00,-215.9262920862816,
2021-12-20 10:30:00,-213.35621458986816,
2021-12-20 12:00:00,-214.1478129965726,
2021-12-20 13:30:00,-200.36812758813494,
2021-12-20 15:00:00,-183.63743025716667,
2021-12-20 15:30:30,-183.63743025716667,
2021-12-20 23:59:59,-179.45110594770858,c
2021-12-21 00:00:00,-180.4684393218954,
2021-12-21 10:00:00,-188.51502416649646,
2021-12-21 10:30:00,-188.3504209730777,
2021-12-21 12:00:00,-197.45296136820798,
2021-12-21 13:30:00,-204.68584102771865,
2021-12-21 15:00:00,-198.4032905019535,
2021-12-21 15:30:30,-198.4032905019535,
2021-12-21 23:59:59,-191.02632471267543,c
2021-12-22 00:00:00,-191.28065882590317,
2021-12-22 10:00:00,-183.02851276280535,
2021-12-22 10:30:00,-186.8921943916289,
2021-12-22 12:00:00,-179.56130438763148,
2021-12-22 13:30:00,-168.24915647424632,
2021-12-22 15:00:00,-171.83547744616772,
2021-12-22 15:30:30,-171.83547744616772,
2021-12-22 23:59:59,-177.8571628660534,c
2021-12-23 00:00:00,-178.74734023354722,
2021-12-23 10:00:00,-195.6402420059194,
2021-12-23 10:30:00,-191.67348118382642,
2021-12-23 12:00:00,-190.15708446734425,
2021-12-23 13:30:00,-190.65377477947186,
2021-12-23 15:00:00,-185.7529317514086,
2021-12-23 15:30:30,-185.7529317514086,
2021-12-23 23:59:59,-174.8182975854097,c
2021-12-24 00:00:00,-174.8182975854097,
2021-12-24 10:00:00,-174.8182975854097,
2021-12-24 10:30:00,-174.8182975854097,
2021-12-24 12:00:00,-174.8182975854097,
2021-12-24 13:30:00,-174.8182975854097,
2021-12-24 15:00:00,-174.8182975854097,
2021-12-24 15:30:30,-174.8182975854097,
2021-12-24 23:59:59,-174.8182975854097,w
2021-12-27 00:00:00,-174.818290516851,
2021-12-27 10:00:00,-158.9969837341373,
2021-12-27 10:30:00,-153.537178378951,
2021-12-27 12:00:00,-149.40232479671295,
2021-12-27 13:30:00,-155.21578314376075,
2021-12-27 15:00:00,-148.09457628899145,
2021-12-27 15:30:30,-148.09457628899145,
2021-12-27 23:59:59,-159.27780045776217,c
2021-12-28 00:00:00,-159.65926817150103,
2021-12-28 10:00:00,-148.01254614601203,
2021-12-28 10:30:00,-153.15211055573718,
2021-12-28 12:00:00,-160.7989058977023,
2021-12-28 13:30:00,-168.53250195307874,
2021-12-28 15:00:00,-164.39951960179405,
2021-12-28 15:30:30,-164.39951960179405,
2021-12-28 23:59:59,-166.80047782277506,c
2021-12-29 00:00:00,-167.29639978037676,
2021-12-29 10:00:00,-171.09229902951938,
2021-12-29 10:30:00,-171.3113280915909,
2021-12-29 12:00:00,-167.783581793537,
2021-12-29 13:30:00,-160.79270235080503,
2021-12-29 15:00:00,-159.2203695382368,
2021-12-29 15:30:30,-159.2203695382368,
2021-12-29 23:59:59,-164.03644283842414,c
2021-12-30 00:00:00,-164.16360239435744,
2021-12-30 10:00:00,-165.0277655996565,
2021-12-30 10:30:00,-166.2141963006834,
2021-12-30 12:00:00,-162.19792237066076,
2021-12-30 13:30:00,-161.22853836982495,
2021-12-30 15:00:00,-172.06986765046076,
2021-12-30 15:30:30,-172.06986765046076,
2021-12-30 23:59:59,-175.30490354983976,c
2021-12-31 00:00:00,-176.3222296827571,
2021-12-31 10:00:00,-173.67963599836958,
2021-12-31 10:30:00,-185.92614441446813,
2021-12-31 12:00:00,-197.66112752322078,
2021-12-31 13:30:00,-178.20661031212467,
2021-12-31 15:00:00,-169.29106417774483,
2021-12-31 15:30:30,-169.29106417774483,
2021-12-31 23:59:59,-134.55990122027924,w
2022-01-03 00:00:00,-135.7044820662386,
2022-01-03 10:00:00,-145.79570517971342,
2022-01-03 10:30:00,-136.99275079495283,
2022-01-03 12:00:00,-133.88838322421452,
2022-01-03 13:30:00,-127.87249711373579,
2022-01-03 15:00:00,-125.87218396183744,
2022-01-03 15:30:30,-125.87218396183744,
2022-01-03 23:59:59,-116.92903572296609,c
2022-01-04 00:00:00,-117.31052231868762,
2022-01-04 10:00:00,-128.82158482430805,
2022-01-04 10:30:00,-123.60994729033246,
2022-01-04 12:00:00,-110.45850171812845,
2022-01-04 13:30:00,-95.64800912188457,
2022-01-04 15:00:00,-97.50348101266809,
2022-01-04 15:30:30,-97.50348101266809,
2022-01-04 23:59:59,-91.41240839971897,c
2022-01-05 00:00:00,-91.6514908656568,
2022-01-05 10:00:00,-99.04905927506479,
2022-01-05 10:30:00,-87.51707800143868,
2022-01-05 12:00:00,-97.67314411880261,
2022-01-05 13:30:00,-86.84169833123678,
2022-01-05 15:00:00,-74.05111233796333,
2022-01-05 15:30:30,-74.05111233796333,
2022-01-05 23:59:59,-78.79041365002786,c
2022-01-06 00:00:00,-79.17194688125755,
2022-01-06 10:00:00,-80.13460112058056,
2022-01-06 10:30:00,-73.14036377506909,
2022-01-06 12:00:00,-69.21354179080163,
2022-01-06 13:30:00,-69.85294096964162,
2022-01-06 15:00:00,-73.40900277826267,
2022-01-06 15:30:30,-73.40900277826267,
2022-01-06 23:59:59,-67.90786898419947,c
2022-01-07 00:00:00,-68.21305496598279,
2022-01-07 10:00:00,-91.3198346779659,
2022-01-07 10:30:00,-99.17161808578612,
2022-01-07 12:00:00,-93.30519996946168,
2022-01-07 13:30:00,-94.73601187231861,
2022-01-07 15:00:00,-90.2677495864541,
2022-01-07 15:30:30,-90.2677495864541,
2022-01-07 23:59:59,-100.7638697393395,w
2022-01-10 00:00:00,-101.14538871654759,
2022-01-10 10:00:00,-104.53408063669349,
2022-01-10 10:30:00,-112.48187481238028,
2022-01-10 12:00:00,-128.32704034027438,
2022-01-10 13:30:00,-137.75799139842138,
2022-01-10 15:00:00,-135.9293019505767,
2022-01-10 15:30:30,-135.9293019505767,
2022-01-10 23:59:59,-132.18708951873987,c
2022-01-11 00:00:00,-133.07733795096829,
2022-01-11 10:00:00,-138.72705529464156,
2022-01-11 10:30:00,-154.2469946856586,
2022-01-11 12:00:00,-147.73889366328058,
2022-01-11 13:30:00,-139.85691440481287,
2022-01-11 15:00:00,-135.20069810699715,
2022-01-11 15:30:30,-135.20069810699715,
2022-01-11 23:59:59,-134.82190139333989,c
2022-01-12 00:00:00,-134.8219057223646,
2022-01-12 10:00:00,-142.9613061066043,
2022-01-12 10:30:00,-144.10451053224278,
2022-01-12 12:00:00,-138.04526032012836,
2022-01-12 13:30:00,-138.12786357126424,
2022-01-12 15:00:00,-134.8058765507485,
2022-01-12 15:30:30,-134.8058765507485,
2022-01-12 23:59:59,-129.81244330105665,c
2022-01-13 00:00:00,-129.57404428910377,
2022-01-13 10:00:00,-134.22278084704976,
2022-01-13 10:30:00,-132.3617587772237,
2022-01-13 12:00:00,-117.78507351247617,
2022-01-13 13:30:00,-128.62164802498546,
2022-01-13 15:00:00,-122.78493683443594,
2022-01-13 15:30:30,-122.78493683443594,
2022-01-13 23:59:59,-104.11503146654195,c
2022-01-14 00:00:00,-103.47326899714426,
2022-01-14 10:00:00,-83.28137218751226,
2022-01-14 10:30:00,-62.41199763239274,
2022-01-14 12:00:00,-40.176129972398485,
2022-01-14 13:30:00,-27.62057821139433,
2022-01-14 15:00:00,-8.325377955025942,
2022-01-14 15:30:30,-8.325377955025942,
2022-01-14 23:59:59,0.0,a
2022-01-17 00:00:00,0.0,
2022-01-17 10:00:00,0.0,
2022-01-17 10:30:00,0.0,
2022-01-17 12:00:00,0.0,
2022-01-17 13:30:00,0.0,
2022-01-17 15:00:00,0.0,
2022-01-17 15:30:30,0.0,
2022-01-17 23:59:59,0.0,c
2022-01-18 00:00:00,-0.48773249136638697,
2022-01-18 10:00:00,25.657534508999106,
2022-01-18 10:30:00,32.04167906172506,
2022-01-18 12:00:00,55.43548213018039,
2022-01-18 13:30:00,66.14267806519501,
2022-01-18 15:00:00,60.602012741378985,
2022-01-18 15:30:30,60.602012741378985,
2022-01-18 23:59:59,76.34722797002587,c
2022-01-19 00:00:00,75.57718194333529,
2022-01-19 10:00:00,57.206380063439155,
2022-01-19 10:30:00,81.65922840248868,
2022-01-19 12:00:00,84.8821867329666,
2022-01-19 13:30:00,85.80874720199381,
2022-01-19 15:00:00,78.96831232692193,
2022-01-19 15:30:30,78.96831232692193,
2022-01-19 23:59:59,81.313433261093,c
0,81.313433261093,
0,81.313433261093,
0,81.313433261093,
0,81.313433261093,
0,81.313433261093,
0,81.313433261093,
0,81.313433261093,
0,81.313433261093,
0,81.313433261093,
0,81.313433261093,
0,81.313433261093,
0,81.313433261093,
0,81.313433261093,
0,81.313433261093,
0,81.313433261093,
0,81.313433261093,
0,81.313433261093,
0,81.313433261093,
0,81.313433261093,
0,81.313433261093,
0,81.313433261093,
0,81.313433261093,
0,81.313433261093,
0,81.313433261093,
0,81.313433261093,
0,81.313433261093,
0,81.313433261093,
0,81.313433261093,
0,81.313433261093,
0,81.313433261093,
0,81.313433261093,
0,81.313433261093,
0,81.313433261093,
0,81.313433261093,
0,81.313433261093,
0,81.313433261093,
0,81.313433261093,
0,81.313433261093,
0,81.313433261093,
0,81.313433261093,
2022-01-20 00:00:00,80.15824004672595,
2022-01-20 10:00:00,67.87156675942879,
2022-01-20 10:30:00,70.85951220306242,
2022-01-20 12:00:00,64.67205448103641,
2022-01-20 13:30:00,90.34513640161458,
2022-01-20 15:00:00,86.16655796965233,
2022-01-20 15:30:30,86.16655796965233,
2022-01-20 23:59:59,106.3877338564248,c
2022-01-21 00:00:00,107.28750825181078,
2022-01-21 10:00:00,118.7506375787616,
2022-01-21 10:30:00,122.07341733194107,
2022-01-21 12:00:00,109.53352785903144,
2022-01-21 13:30:00,93.75603470075202,
2022-01-21 15:00:00,114.55671422779142,
2022-01-21 15:30:30,114.55671422779142,
2022-01-21 23:59:59,47.14235743377412,e
2022-01-24 00:00:00,50.351084639593864,
2022-01-24 10:00:00,97.86692083009939,
2022-01-24 10:30:00,108.95901414707578,
2022-01-24 12:00:00,122.51064234482465,
2022-01-24 13:30:00,103.83219729177335,
2022-01-24 15:00:00,106.52447010220476,
2022-01-24 15:30:30,106.52447010220476,
2022-01-24 23:59:59,45.398674268645664,c
2022-01-25 00:00:00,45.91203944569497,
2022-01-25 10:00:00,39.60599506602375,
2022-01-25 10:30:00,31.22091652068093,
2022-01-25 12:00:00,36.77269690657067,
2022-01-25 13:30:00,13.864635703686872,
2022-01-25 15:00:00,2.2624094069933562,
2022-01-25 15:30:30,2.2624094069933562,
2022-01-25 23:59:59,11.624697388571349,c
2022-01-26 00:00:00,11.239617642609119,
2022-01-26 10:00:00,40.43529406943253,
2022-01-26 10:30:00,31.641702709797755,
2022-01-26 12:00:00,22.910662564653194,
2022-01-26 13:30:00,11.10985998432352,
2022-01-26 15:00:00,22.355881953026255,
2022-01-26 15:30:30,22.355881953026255,
2022-01-26 23:59:59,9.871253444148806,c
