date,AS_PCOMP_2023_Q1,meta
2023-01-06 00:00:00,-162.35480473989765,
2023-01-06 01:00:00,-127.03113366336765,
2023-01-06 02:30:00,-127.03113366336765,
2023-01-06 03:00:00,-127.03113366336765,
2023-01-06 18:30:00,-127.03113366336765,
2023-01-06 20:00:00,-127.03113366336765,
2023-01-06 23:00:00,-127.03113366336765,
2023-01-06 23:59:59,-162.01531446117679,w
2023-01-09 00:00:00,-187.72396289269045,
2023-01-09 01:00:00,-199.42923334105717,
2023-01-09 02:30:00,-199.42923334105717,
2023-01-09 03:00:00,-199.42923334105717,
2023-01-09 18:30:00,-199.42923334105717,
2023-01-09 20:00:00,-199.42923334105717,
2023-01-09 23:00:00,-281.03657519279477,
2023-01-09 23:59:59,-288.72412117774,c
2023-01-10 00:00:00,-274.47291629009214,
2023-01-10 01:00:00,-278.9840111037215,
2023-01-10 02:30:00,-278.9840111037215,
2023-01-10 03:00:00,-278.9840111037215,
2023-01-10 18:30:00,-278.9840111037215,
2023-01-10 20:00:00,-278.9840111037215,
2023-01-10 23:00:00,-279.1291862972216,
2023-01-10 23:59:59,-279.1291862972216,c
2023-01-11 00:00:00,-275.4535071402129,
2023-01-11 01:00:00,-294.6354116537864,
2023-01-11 02:30:00,-294.6354116537864,
2023-01-11 03:00:00,-294.6354116537864,
2023-01-11 18:30:00,-294.6354116537864,
2023-01-11 20:00:00,-294.6354116537864,
2023-01-11 23:00:00,-255.2476493606141,
2023-01-11 23:59:59,-260.28696933861966,c
2023-01-12 00:00:00,-272.8881513619617,
2023-01-12 01:00:00,-243.3020615955238,
2023-01-12 02:30:00,-243.3020615955238,
2023-01-12 03:00:00,-243.3020615955238,
2023-01-12 18:30:00,-243.3020615955238,
2023-01-12 20:00:00,-243.3020615955238,
2023-01-12 23:00:00,-213.13371098589914,
2023-01-12 23:59:59,-198.02101717362711,c
2023-01-13 00:00:00,-192.52317498587263,
2023-01-13 01:00:00,-160.5654333168336,
2023-01-13 02:30:00,-160.5654333168336,
2023-01-13 03:00:00,-160.5654333168336,
2023-01-13 18:30:00,-160.5654333168336,
2023-01-13 20:00:00,-160.5654333168336,
2023-01-13 23:00:00,-160.5654333168336,
2023-01-13 23:59:59,-146.93637251537848,w
2023-01-16 00:00:00,9.474388982239361,
2023-01-16 01:00:00,16.12032486022281,
2023-01-16 02:30:00,16.12032486022281,
2023-01-16 03:00:00,16.12032486022281,
2023-01-16 18:30:00,16.12032486022281,
2023-01-16 20:00:00,16.12032486022281,
2023-01-16 23:00:00,43.2188123858723,
2023-01-16 23:59:59,28.859379342862212,c
2023-01-17 00:00:00,-19.596043932230714,
2023-01-17 01:00:00,-6.1015449693668415,
2023-01-17 02:30:00,-6.1015449693668415,
2023-01-17 03:00:00,-6.1015449693668415,
2023-01-17 18:30:00,-6.1015449693668415,
2023-01-17 20:00:00,-6.1015449693668415,
2023-01-17 23:00:00,78.24679167635486,
2023-01-17 23:59:59,71.50884863909505,c
2023-01-18 00:00:00,5.155381400256374,
2023-01-18 01:00:00,13.311017419345262,
2023-01-18 02:30:00,13.311017419345262,
2023-01-18 03:00:00,13.311017419345262,
2023-01-18 18:30:00,13.311017419345262,
2023-01-18 20:00:00,13.311017419345262,
2023-01-18 23:00:00,60.76792581821064,
2023-01-18 23:59:59,40.03973266527055,c
2023-01-19 00:00:00,21.735947285806105,
2023-01-19 01:00:00,47.48599257878777,
2023-01-19 02:30:00,47.48599257878777,
2023-01-19 03:00:00,47.48599257878777,
2023-01-19 18:30:00,47.48599257878777,
2023-01-19 20:00:00,47.48599257878777,
2023-01-19 23:00:00,91.62311818570242,
2023-01-19 23:59:59,92.30036813422612,c
2023-01-20 00:00:00,119.12947842359927,
2023-01-20 01:00:00,82.01413359313665,
2023-01-20 02:30:00,82.01413359313665,
2023-01-20 03:00:00,82.01413359313665,
2023-01-20 18:30:00,82.01413359313665,
2023-01-20 20:00:00,82.01413359313665,
2023-01-20 23:00:00,82.01413359313665,
2023-01-20 23:59:59,23.979059394617252,w
2023-01-23 00:00:00,39.522769433117446,
2023-01-23 01:00:00,33.7389879645134,
2023-01-23 02:30:00,33.7389879645134,
2023-01-23 03:00:00,33.7389879645134,
2023-01-23 18:30:00,33.7389879645134,
2023-01-23 20:00:00,33.7389879645134,
2023-01-23 23:00:00,-11.955054305580234,
2023-01-23 23:59:59,-6.4864119263475,c
2023-01-24 00:00:00,21.001738887439842,
2023-01-24 01:00:00,42.61958271465437,
2023-01-24 02:30:00,42.61958271465437,
2023-01-24 03:00:00,42.61958271465437,
2023-01-24 18:30:00,42.61958271465437,
2023-01-24 20:00:00,42.61958271465437,
2023-01-24 23:00:00,25.62013916728756,
2023-01-24 23:59:59,12.95968040351272,c
2023-01-25 00:00:00,40.26454285910995,
2023-01-25 01:00:00,63.22220970033277,
2023-01-25 02:30:00,63.22220970033277,
2023-01-25 03:00:00,63.22220970033277,
2023-01-25 18:30:00,63.22220970033277,
2023-01-25 20:00:00,63.22220970033277,
2023-01-25 23:00:00,75.2025571363215,
2023-01-25 23:59:59,70.47856513951092,c
2023-01-26 00:00:00,92.86628187305996,
2023-01-26 01:00:00,84.9752829986769,
2023-01-26 02:30:00,84.9752829986769,
2023-01-26 03:00:00,84.9752829986769,
