date,MSCI_VNQ_2023_Q1,meta
2023-01-12 00:00:00,-15.94126393560768,
2023-01-12 10:00:00,-15.524934967638757,
2023-01-12 10:30:00,-27.57630971835681,
2023-01-12 12:00:00,-13.895851750036599,
2023-01-12 13:30:00,-18.094218984511002,
2023-01-12 15:00:00,-34.792158765149594,
2023-01-12 15:30:30,-34.792158765149594,
2023-01-12 23:59:59,-24.81971188990235,c
2023-01-13 00:00:00,-33.44865211840883,
2023-01-13 10:00:00,-17.59051094517295,
2023-01-13 10:30:00,-13.825056888214732,
2023-01-13 12:00:00,-24.756400881362907,
2023-01-13 13:30:00,-37.73425648186952,
2023-01-13 15:00:00,-38.70782542624073,
2023-01-13 15:30:30,-38.70782542624073,
2023-01-13 23:59:59,-36.54685872246185,w
2023-01-16 00:00:00,-36.54685872246185,
2023-01-16 10:00:00,-36.54685872246185,
2023-01-16 10:30:00,-36.54685872246185,
2023-01-16 12:00:00,-36.54685872246185,
2023-01-16 13:30:00,-36.54685872246185,
2023-01-16 15:00:00,-36.54685872246185,
2023-01-16 15:30:30,-36.54685872246185,
2023-01-16 23:59:59,-36.54685872246185,c
2023-01-17 00:00:00,-43.22776639357508,
2023-01-17 10:00:00,-26.08669206341591,
2023-01-17 10:30:00,-34.10945197742072,
2023-01-17 12:00:00,-22.175541635254888,
2023-01-17 13:30:00,-25.655318121430838,
2023-01-17 15:00:00,-22.49975700547097,
2023-01-17 15:30:30,-22.49975700547097,
2023-01-17 23:59:59,-17.459350046495473,c
2023-01-18 00:00:00,-20.49286160723659,
2023-01-18 10:00:00,-41.65074924240264,
2023-01-18 10:30:00,-33.072295573190985,
2023-01-18 12:00:00,-23.904522774374612,
2023-01-18 13:30:00,-14.153144265765462,
2023-01-18 15:00:00,-5.7164390524471,
2023-01-18 15:30:30,-5.7164390524471,
2023-01-18 23:59:59,-6.877470326937811,c
2023-01-19 00:00:00,9.470936424961906,
2023-01-19 10:00:00,21.21263115447806,
2023-01-19 10:30:00,30.00972641436087,
2023-01-19 12:00:00,23.920773989161347,
2023-01-19 13:30:00,26.38844381464247,
2023-01-19 15:00:00,17.27560624715383,
