date,EU_AEX_2022_Q2,meta
2022-05-04 00:00:00,520.2328851763621,
2022-05-04 03:30:00,455.3437150215167,
2022-05-04 04:00:00,442.5924910776665,
2022-05-04 06:00:00,448.9446798724422,
2022-05-04 08:00:00,442.30857274890536,
2022-05-04 10:30:00,465.72634474112806,
2022-05-04 11:00:00,453.0287223251992,
2022-05-04 23:59:59,432.35144305592377,c
2022-05-05 00:00:00,527.819583575361,
2022-05-05 03:30:00,407.6433557295658,
2022-05-05 04:00:00,395.9822573763613,
2022-05-05 06:00:00,422.3092953649672,
2022-05-05 08:00:00,414.13156218387786,
2022-05-05 10:30:00,349.7358542662598,
2022-05-05 11:00:00,332.28235465372074,
2022-05-05 23:59:59,283.8616791320959,c
2022-05-06 00:00:00,241.51608295292488,
2022-05-06 03:30:00,129.12750585317852,
2022-05-06 04:00:00,179.95913799819922,
2022-05-06 06:00:00,177.82174309284915,
2022-05-06 08:00:00,153.37870425762588,
2022-05-06 10:30:00,157.49804813741736,
2022-05-06 11:00:00,164.606000439267,
2022-05-06 23:59:59,159.09665798887156,w
2022-05-09 00:00:00,39.26131043898854,
2022-05-09 03:30:00,78.80592241018442,
2022-05-09 04:00:00,31.40727104481162,
2022-05-09 06:00:00,67.09893749804696,
2022-05-09 08:00:00,82.46566767200517,
2022-05-09 10:30:00,125.30995220760991,
2022-05-09 11:00:00,147.01706472638705,
2022-05-09 23:59:59,128.53620330112213,c
2022-05-10 00:00:00,246.27455519270723,
2022-05-10 03:30:00,181.88824701647457,
2022-05-10 04:00:00,167.73846084438858,
2022-05-10 06:00:00,230.3104904842601,
2022-05-10 08:00:00,228.05172961183828,
2022-05-10 10:30:00,140.1153466542284,
2022-05-10 11:00:00,120.61373015799055,
2022-05-10 23:59:59,138.6047065734529,c
2022-05-11 00:00:00,187.18063001526866,
2022-05-11 03:30:00,169.31471305076343,
2022-05-11 04:00:00,156.49548130474193,
2022-05-11 06:00:00,150.1244185190319,
2022-05-11 08:00:00,114.70260007622207,
2022-05-11 10:30:00,110.00186816916722,
2022-05-11 11:00:00,81.41655901411099,
2022-05-11 23:59:59,91.46985277561787,c
2022-05-12 00:00:00,54.25077835610277,
2022-05-12 03:30:00,26.087185224648714,
2022-05-12 04:00:00,52.381054166784295,
2022-05-12 06:00:00,84.3713316234235,
2022-05-12 08:00:00,21.7745132637732,
2022-05-12 10:30:00,125.0588473282407,
2022-05-12 11:00:00,135.89596017953627,
2022-05-12 23:59:59,180.26386575445306,c
2022-05-13 00:00:00,181.43190732614067,
2022-05-13 03:30:00,198.19585555141467,
2022-05-13 04:00:00,224.66455902821755,
2022-05-13 06:00:00,246.97690070717908,
2022-05-13 08:00:00,274.1726047110819,
2022-05-13 10:30:00,230.01361554082416,
2022-05-13 11:00:00,199.8878952105799,
2022-05-13 23:59:59,216.83180751470277,w
2022-05-16 00:00:00,209.1703707526325,
2022-05-16 03:30:00,169.08112747720813,
2022-05-16 04:00:00,168.6387879863529,
2022-05-16 06:00:00,149.4807504668346,
2022-05-16 08:00:00,148.3567833560163,
2022-05-16 10:30:00,114.77367205542292,
2022-05-16 11:00:00,91.63466763798796,
2022-05-16 23:59:59,102.55180524635595,c
2022-05-17 00:00:00,116.22355933815625,
2022-05-17 03:30:00,108.06164762053452,
2022-05-17 04:00:00,115.91081124444602,
2022-05-17 06:00:00,170.50783730228284,
2022-05-17 08:00:00,147.7155228724291,
2022-05-17 10:30:00,131.85942230876003,
2022-05-17 11:00:00,127.41106890121156,
2022-05-17 23:59:59,151.50863616090203,c
2022-05-18 00:00:00,167.0420144019394,
2022-05-18 03:30:00,136.44560767114632,
2022-05-18 04:00:00,90.79045460677067,
2022-05-18 06:00:00,86.77205895221039,
2022-05-18 08:00:00,31.333792656541327,
2022-05-18 10:30:00,-23.062738060427623,
2022-05-18 11:00:00,22.704925865468322,
2022-05-18 23:59:59,15.273470070625693,c
2022-05-19 00:00:00,-61.27987116190069,
2022-05-19 03:30:00,-81.42415293170805,
2022-05-19 04:00:00,-17.145194951336823,
2022-05-19 06:00:00,-56.08772175374091,
2022-05-19 08:00:00,-63.72683088641233,
2022-05-19 10:30:00,-83.45700915521282,
2022-05-19 11:00:00,-38.73156552663043,
2022-05-19 23:59:59,-41.68330787563697,c
2022-05-20 00:00:00,-102.84266170492216,
2022-05-20 03:30:00,-72.35003138470152,
2022-05-20 04:00:00,-57.355599021574804,
2022-05-20 06:00:00,-19.513013156965616,
2022-05-20 08:00:00,-16.504010420847823,
2022-05-20 10:30:00,-32.46233281312331,
2022-05-20 11:00:00,-33.915764322844865,
2022-05-20 23:59:59,-40.95150027970834,w
2022-05-23 00:00:00,5.199597500736511,
2022-05-23 03:30:00,-56.988505808901195,
2022-05-23 04:00:00,-48.99305885978707,
2022-05-23 06:00:00,-63.025991745441516,
2022-05-23 08:00:00,-36.30790665869431,
2022-05-23 10:30:00,-37.78753568293466,
2022-05-23 11:00:00,-36.44970177137667,
2022-05-23 23:59:59,-26.918404530601915,c
2022-05-24 00:00:00,-22.43211217817345,
