date,SIL_2022_Q2,meta
2022-04-01 00:00:00,-9.546624715363123,
2022-04-01 10:00:00,-53.304260023979964,
2022-04-01 10:30:00,-46.891676206536545,
2022-04-01 12:00:00,-39.141786071700835,
2022-04-01 13:30:00,-37.40862213526407,
2022-04-01 15:00:00,-64.11805997218289,
2022-04-01 15:30:30,-64.11805997218289,
2022-04-01 23:59:59,-52.1906246974205,w
2022-04-04 00:00:00,-53.13938503331258,
2022-04-04 10:00:00,-40.40505283710581,
2022-04-04 10:30:00,-74.25977774492208,
2022-04-04 12:00:00,-57.12041640418681,
2022-04-04 13:30:00,-52.09197025731464,
2022-04-04 15:00:00,-50.73923623939106,
2022-04-04 15:30:30,-50.73923623939106,
2022-04-04 23:59:59,-54.303286547788616,c
2022-04-05 00:00:00,-59.757219757134635,
2022-04-05 10:00:00,-76.69214922116782,
2022-04-05 10:30:00,-54.69475857901932,
2022-04-05 12:00:00,-48.88501488704151,
2022-04-05 13:30:00,-34.57176331581786,
2022-04-05 15:00:00,-40.87754254298534,
2022-04-05 15:30:30,-40.87754254298534,
2022-04-05 23:59:59,-36.015796583492715,c
2022-04-06 00:00:00,-35.071244796221436,
2022-04-06 10:00:00,-70.44184319033911,
2022-04-06 10:30:00,-55.63856821955824,
2022-04-06 12:00:00,-83.21080427030893,
2022-04-06 13:30:00,-81.01107727067063,
2022-04-06 15:00:00,-74.65849068132684,
2022-04-06 15:30:30,-74.65849068132684,
2022-04-06 23:59:59,-84.34275260364234,c
2022-04-07 00:00:00,-84.13284480578955,
2022-04-07 10:00:00,-91.55920747898585,
2022-04-07 10:30:00,-95.96145145078822,
2022-04-07 12:00:00,-110.67832725148219,
2022-04-07 13:30:00,-117.02286739758051,
2022-04-07 15:00:00,-121.5213035159004,
2022-04-07 15:30:30,-121.5213035159004,
2022-04-07 23:59:59,-112.21128713296685,c
2022-04-08 00:00:00,-118.22353169170947,
2022-04-08 10:00:00,-93.35726128521196,
2022-04-08 10:30:00,-79.904652310183,
2022-04-08 12:00:00,-59.28332969077235,
2022-04-08 13:30:00,-71.79958532603371,
2022-04-08 15:00:00,-72.60987645065723,
2022-04-08 15:30:30,-72.60987645065723,
2022-04-08 23:59:59,-81.928605794762,w
2022-04-11 00:00:00,-125.08026542664174,
2022-04-11 10:00:00,-103.17601812838689,
2022-04-11 10:30:00,-79.02617213655196,
2022-04-11 12:00:00,-80.97549349333713,
2022-04-11 13:30:00,-71.99314517134394,
2022-04-11 15:00:00,-70.7031127232068,
2022-04-11 15:30:30,-70.7031127232068,
2022-04-11 23:59:59,-56.99682238021137,c
2022-04-12 00:00:00,-69.58216626397632,
2022-04-12 10:00:00,-86.27611957035379,
2022-04-12 10:30:00,-92.9397314443761,
2022-04-12 12:00:00,-80.45857518417563,
2022-04-12 13:30:00,-64.0162414380959,
2022-04-12 15:00:00,-55.65661229339332,
2022-04-12 15:30:30,-55.65661229339332,
2022-04-12 23:59:59,-44.65936335062668,c
2022-04-13 00:00:00,-52.09352757150168,
2022-04-13 10:00:00,-68.55654695822216,
2022-04-13 10:30:00,-30.68106086153921,
2022-04-13 12:00:00,-48.328497594325654,
2022-04-13 13:30:00,-39.165244714721894,
2022-04-13 15:00:00,-41.87195346054136,
2022-04-13 15:30:30,-41.87195346054136,
2022-04-13 23:59:59,-17.773092406596675,c
2022-04-14 00:00:00,-39.12302291826836,
2022-04-14 10:00:00,-9.462535568295493,
2022-04-14 10:30:00,-12.37566795218595,
2022-04-14 12:00:00,-9.066607607243668,
2022-04-14 13:30:00,-31.527960341397943,
2022-04-14 15:00:00,-24.838060929591734,
2022-04-14 15:30:30,-24.838060929591734,
2022-04-14 23:59:59,-22.04667227224138,c
2022-04-15 00:00:00,-22.04667227224138,
2022-04-15 10:00:00,-22.04667227224138,
2022-04-15 10:30:00,-22.04667227224138,
2022-04-15 12:00:00,-22.04667227224138,
2022-04-15 13:30:00,-22.04667227224138,
2022-04-15 15:00:00,-22.04667227224138,
2022-04-15 15:30:30,-22.04667227224138,s
2022-04-15 23:59:59,-22.04667227224138,w
2022-04-18 00:00:00,-46.1869896525028,
2022-04-18 10:00:00,-23.474246247349924,
2022-04-18 10:30:00,-20.474557291435076,
2022-04-18 12:00:00,5.849271755710333,
2022-04-18 13:30:00,-16.989727009286298,
2022-04-18 15:00:00,-32.332791253016126,
2022-04-18 15:30:30,-32.332791253016126,
2022-04-18 23:59:59,-23.622695960813417,c
2022-04-19 00:00:00,-7.832995749689644,
2022-04-19 10:00:00,-17.24997132635417,
2022-04-19 10:30:00,-11.433894402770875,
2022-04-19 12:00:00,-6.404817621026041,
2022-04-19 13:30:00,-8.493795925259633,
2022-04-19 15:00:00,-12.3923671411319,
2022-04-19 15:30:30,-12.3923671411319,
2022-04-19 23:59:59,-31.414851635945638,c
2022-04-20 00:00:00,-40.23275079933069,
2022-04-20 10:00:00,-58.37097251447642,
2022-04-20 10:30:00,-49.903906414859875,
