date,CAD_ETFS_2022_Q2,meta
2022-05-20 00:00:00,29.620208911064765,
2022-05-20 10:00:00,-15.96821786901478,
2022-05-20 10:30:00,-4.4842900837462025,
2022-05-20 12:00:00,52.17778004355307,
2022-05-20 13:30:00,59.31834793647778,
2022-05-20 15:00:00,53.33699104841958,
2022-05-20 15:30:30,53.33699104841958,
2022-05-20 23:59:59,35.19885003415709,w
2022-05-23 00:00:00,35.19885003415709,
2022-05-23 10:00:00,35.19885003415709,
2022-05-23 10:30:00,35.19885003415709,
2022-05-23 12:00:00,35.19885003415709,
2022-05-23 13:30:00,35.19885003415709,
2022-05-23 15:00:00,35.19885003415709,
2022-05-23 15:30:30,35.19885003415709,
2022-05-23 23:59:59,35.19885003415709,c
2022-05-24 00:00:00,-18.634273321329545,
2022-05-24 10:00:00,22.904257941315336,
2022-05-24 10:30:00,41.29859963241677,
2022-05-24 12:00:00,82.37842737731768,
2022-05-24 13:30:00,71.32920046112957,
2022-05-24 15:00:00,50.98958761263043,
2022-05-24 15:30:30,50.98958761263043,
2022-05-24 23:59:59,73.59903383590182,c
2022-05-25 00:00:00,30.525406187529086,
2022-05-25 10:00:00,6.237243911537462,
2022-05-25 10:30:00,-17.388506358982625,
2022-05-25 12:00:00,8.408726803932439,
2022-05-25 13:30:00,35.42275493055996,
2022-05-25 15:00:00,0.9797618789381204,
2022-05-25 15:30:30,0.9797618789381204,
2022-05-25 23:59:59,9.361100503458658,c
2022-05-26 00:00:00,-13.809612498260208,
2022-05-26 10:00:00,-3.0780117621057457,
2022-05-26 10:30:00,-32.04003930741561,
2022-05-26 12:00:00,-74.91112639350678,
2022-05-26 13:30:00,-68.43801140701385,
2022-05-26 15:00:00,-70.49335782178679,
2022-05-26 15:30:30,-70.49335782178679,
2022-05-26 23:59:59,-68.5608083091123,c
2022-05-27 00:00:00,-68.5608083091123,
2022-05-27 10:00:00,-107.32990451014297,
2022-05-27 10:30:00,-125.14473597182467,
2022-05-27 12:00:00,-156.52580886692618,
2022-05-27 13:30:00,-142.59239099001888,
2022-05-27 15:00:00,-138.9801757565591,
2022-05-27 15:30:30,-138.9801757565591,
2022-05-27 23:59:59,-138.9801757565591,w
2022-05-30 00:00:00,-138.9801757565591,
2022-05-30 10:00:00,-149.0980237728748,
