date,COMP_AD_2023_Q1,meta
2023-01-20 00:00:00,1656.0988761579306,
2023-01-20 10:00:00,1621.84948974577,
2023-01-20 10:30:00,1576.7603702845445,
2023-01-20 12:00:00,1632.8106756079817,
2023-01-20 13:30:00,1623.2733985568595,
2023-01-20 15:00:00,1570.4240245980482,
2023-01-20 15:30:30,1570.4240245980482,
2023-01-20 23:59:59,1565.9651221895676,w
2023-01-23 00:00:00,1548.897153966765,
2023-01-23 10:00:00,1557.3653093577357,
2023-01-23 10:30:00,1538.9858519253685,
2023-01-23 12:00:00,1552.9837094172085,
2023-01-23 13:30:00,1517.994878673312,
2023-01-23 15:00:00,1552.4411669665537,
2023-01-23 15:30:30,1552.4411669665537,
2023-01-23 23:59:59,1517.4782238810687,c
2023-01-24 00:00:00,1522.824087439236,
2023-01-24 10:00:00,1510.8024659192085,
2023-01-24 10:30:00,1476.534085846674,
2023-01-24 12:00:00,1499.380935508522,
2023-01-24 13:30:00,1515.3753315856572,
2023-01-24 15:00:00,1516.2283615622925,
2023-01-24 15:30:30,1516.2283615622925,
2023-01-24 23:59:59,1522.6319662847984,c
2023-01-25 00:00:00,1532.579553098566,
2023-01-25 10:00:00,1569.9436984436832,
2023-01-25 10:30:00,1566.277511479964,
2023-01-25 12:00:00,1651.2483049827847,
2023-01-25 13:30:00,1907.2742970528425,
2023-01-25 15:00:00,1811.7433058316087,
2023-01-25 15:30:30,1811.7433058316087,
2023-01-25 23:59:59,1680.1273184811484,c
2023-01-26 00:00:00,1646.8585080799573,
2023-01-26 10:00:00,1682.834293999686,
2023-01-26 10:30:00,1628.1544545129086,
2023-01-26 12:00:00,1637.7915345941033,
2023-01-26 13:30:00,1639.5311475986239,
2023-01-26 15:00:00,1629.2732742911812,
2023-01-26 15:30:30,1629.2732742911812,
2023-01-26 23:59:59,1590.7199087201311,c
2023-01-27 00:00:00,1568.4394216718338,
2023-01-27 10:00:00,1463.920371863122,
2023-01-27 10:30:00,1470.1269892108558,
2023-01-27 12:00:00,1498.5658689625075,
2023-01-27 13:30:00,1475.603500982579,
2023-01-27 15:00:00,1405.6973057777568,
2023-01-27 15:30:30,1405.6973057777568,
2023-01-27 23:59:59,1423.022994546929,w
2023-01-30 00:00:00,1411.4376374060423,
2023-01-30 10:00:00,1414.3395710724587,
2023-01-30 10:30:00,1421.4988237501452,
2023-01-30 12:00:00,1419.4252569235418,
2023-01-30 13:30:00,1397.8679428084986,
2023-01-30 15:00:00,1403.2174970886,
2023-01-30 15:30:30,1403.2174970886,
2023-01-30 23:59:59,1408.9434978051343,c
2023-01-31 00:00:00,1384.9072337265677,
2023-01-31 10:00:00,1358.547220898592,
2023-01-31 10:30:00,1325.417604540526,
2023-01-31 12:00:00,1299.9817991411687,
2023-01-31 13:30:00,1273.0093563307562,
2023-01-31 15:00:00,1279.9282087704282,
2023-01-31 15:30:30,1279.9282087704282,
2023-01-31 23:59:59,1287.5069472994664,c
2023-02-01 00:00:00,1343.7344400440243,
2023-02-01 10:00:00,1169.321566150143,
2023-02-01 10:30:00,1246.4748578740216,
2023-02-01 12:00:00,1327.6280766671164,
2023-02-01 13:30:00,1289.3930319991393,
2023-02-01 15:00:00,1199.305031553673,
2023-02-01 15:30:30,1199.305031553673,
2023-02-01 23:59:59,1142.4509862394762,c
2023-02-02 00:00:00,1087.0663568108012,
2023-02-02 10:00:00,1014.1676625244845,
2023-02-02 10:30:00,979.9406840156669,
2023-02-02 12:00:00,1005.7958472468217,
2023-02-02 13:30:00,1046.6729210395563,
2023-02-02 15:00:00,1067.6347519988642,
2023-02-02 15:30:30,1067.6347519988642,
2023-02-02 23:59:59,1035.9089059458609,c
2023-02-03 00:00:00,1035.169601995071,
2023-02-03 10:00:00,1029.155384953129,
2023-02-03 10:30:00,1001.2100722496884,
2023-02-03 12:00:00,1000.0792638266919,
2023-02-03 13:30:00,1019.6875623884425,
2023-02-03 15:00:00,1057.7378697359918,
2023-02-03 15:30:30,1057.7378697359918,
2023-02-03 23:59:59,1046.5617318483723,w
2023-02-06 00:00:00,1066.0224598159011,
2023-02-06 10:00:00,859.7505912017516,
2023-02-06 10:30:00,963.280960285492,
2023-02-06 12:00:00,854.8393239903608,
2023-02-06 13:30:00,1057.103032486956,
2023-02-06 15:00:00,917.1563907481875,
2023-02-06 15:30:30,917.1563907481875,
2023-02-06 23:59:59,1017.0780993346877,c
2023-02-07 00:00:00,995.1665272904011,
2023-02-07 10:00:00,900.5763383098472,
2023-02-07 10:30:00,756.2721833571875,
2023-02-07 12:00:00,719.0961117271017,
2023-02-07 13:30:00,735.9125061588466,
2023-02-07 15:00:00,647.1627704545217,
2023-02-07 15:30:30,647.1627704545217,
2023-02-07 23:59:59,617.4039853879981,c
2023-02-08 00:00:00,671.0051206530838,
2023-02-08 10:00:00,637.1071243894019,
2023-02-08 10:30:00,594.3075306817361,
2023-02-08 12:00:00,592.0535878242977,
2023-02-08 13:30:00,576.4628964084936,
2023-02-08 15:00:00,633.8538723705267,
2023-02-08 15:30:30,633.8538723705267,
2023-02-08 23:59:59,668.6077211986806,c
2023-02-09 00:00:00,611.5714366048528,
2023-02-09 10:00:00,661.5399112147986,
2023-02-09 10:30:00,702.903739551962,
2023-02-09 12:00:00,644.0072458030288,
2023-02-09 13:30:00,677.7460333807103,
2023-02-09 15:00:00,719.8810709834393,
2023-02-09 15:30:30,719.8810709834393,
2023-02-09 23:59:59,743.177464699299,c
2023-02-10 00:00:00,562.2737380700023,
2023-02-10 10:00:00,575.350662955304,
2023-02-10 10:30:00,573.0976744601153,
2023-02-10 12:00:00,608.4039056214529,
2023-02-10 13:30:00,494.49050674572067,
2023-02-10 15:00:00,484.2650555147338,
2023-02-10 15:30:30,484.2650555147338,s
2023-02-10 23:59:59,545.8476166939583,w
2023-02-13 00:00:00,492.4512809189103,
2023-02-13 10:00:00,424.08091068971174,
2023-02-13 10:30:00,401.10505856321805,
2023-02-13 12:00:00,435.4847797213262,
2023-02-13 13:30:00,367.9927604832705,
2023-02-13 15:00:00,347.87106725130315,
2023-02-13 15:30:30,347.87106725130315,
2023-02-13 23:59:59,298.54144142160993,c
2023-02-14 00:00:00,361.97339182745037,
2023-02-14 10:00:00,257.24823870098083,
2023-02-14 10:30:00,226.38518943111802,
2023-02-14 12:00:00,263.44163370835855,
2023-02-14 13:30:00,183.72075769218003,
2023-02-14 15:00:00,137.32740027212213,
2023-02-14 15:30:30,137.32740027212213,
2023-02-14 23:59:59,91.29976758497912,c
2023-02-15 00:00:00,118.12233238644995,
2023-02-15 10:00:00,117.08538138034402,
2023-02-15 10:30:00,80.06222201585706,
2023-02-15 12:00:00,116.31919343817304,
2023-02-15 13:30:00,116.07196679000549,
2023-02-15 15:00:00,93.3031848394225,
2023-02-15 15:30:30,93.3031848394225,
2023-02-15 23:59:59,77.83686742332196,c
2023-02-16 00:00:00,112.69474984007007,
2023-02-16 10:00:00,104.6397317372228,
2023-02-16 10:30:00,76.05061411242673,
2023-02-16 12:00:00,5.790532590759426,
2023-02-16 13:30:00,23.27850976337828,
2023-02-16 15:00:00,5.03841006042353,
2023-02-16 15:30:30,5.03841006042353,
2023-02-16 23:59:59,8.507818056297992,c
2023-02-17 00:00:00,10.742532435860369,
2023-02-17 10:00:00,51.082003783970436,
2023-02-17 10:30:00,-22.206031359632107,
2023-02-17 12:00:00,-11.454244643162042,
2023-02-17 13:30:00,-28.450119264518605,
2023-02-17 15:00:00,-64.97084810591707,
2023-02-17 15:30:30,-64.97084810591707,
2023-02-17 23:59:59,-106.83622241832177,w
2023-02-20 00:00:00,-106.83622241832177,
2023-02-20 10:00:00,-106.83622241832177,
2023-02-20 10:30:00,-106.83622241832177,
2023-02-20 12:00:00,-106.83622241832177,
2023-02-20 13:30:00,-106.83622241832177,
2023-02-20 15:00:00,-106.83622241832177,
2023-02-20 15:30:30,-106.83622241832177,
2023-02-20 23:59:59,-106.83622241832177,c
2023-02-21 00:00:00,-28.913488082537185,
2023-02-21 10:00:00,9.702050561976591,
2023-02-21 10:30:00,-75.22819758644289,
2023-02-21 12:00:00,-26.960808188635724,
2023-02-21 13:30:00,-76.1356619646491,
2023-02-21 15:00:00,-78.8260913877117,
2023-02-21 15:30:30,-78.8260913877117,
2023-02-21 23:59:59,-22.307133337612925,c
2023-02-22 00:00:00,-91.52121542680658,
2023-02-22 10:00:00,-171.9925441487656,
2023-02-22 10:30:00,-181.71574074261972,
2023-02-22 12:00:00,-166.80786363798344,
2023-02-22 13:30:00,-121.6605966497005,
2023-02-22 15:00:00,-121.90868854724118,
2023-02-22 15:30:30,-121.90868854724118,
2023-02-22 23:59:59,-143.11634123227614,c
2023-02-23 00:00:00,-152.26356222489528,
2023-02-23 10:00:00,-86.15266962309983,
2023-02-23 10:30:00,-63.55290357090604,
2023-02-23 12:00:00,-26.910419037841507,
2023-02-23 13:30:00,-56.90187390474034,
2023-02-23 15:00:00,-87.20858680085149,
2023-02-23 15:30:30,-87.20858680085149,
2023-02-23 23:59:59,-107.87866912280634,c
2023-02-24 00:00:00,-72.49460530488841,
2023-02-24 10:00:00,-49.175473709550204,
2023-02-24 10:30:00,-40.79600620610114,
2023-02-24 12:00:00,-80.93426515359874,
2023-02-24 13:30:00,-69.46565571782952,
2023-02-24 15:00:00,-56.40277132607923,
2023-02-24 15:30:30,-56.40277132607923,
2023-02-24 23:59:59,-78.51011961041246,w
2023-02-27 00:00:00,-16.354417104709228,
2023-02-27 10:00:00,-14.161238517261609,
2023-02-27 10:30:00,13.58763872322254,
2023-02-27 12:00:00,134.11148315219287,
2023-02-27 13:30:00,131.73949462303523,
2023-02-27 15:00:00,71.30581540017289,
2023-02-27 15:30:30,71.30581540017289,
2023-02-27 23:59:59,-41.42478211300943,c
2023-02-28 00:00:00,-56.168121424292906,
2023-02-28 10:00:00,-55.374909109668295,
2023-02-28 10:30:00,-82.13028123604943,
2023-02-28 12:00:00,-91.37586835898918,
2023-02-28 13:30:00,-49.487833779134064,
2023-02-28 15:00:00,-66.1729128302178,
2023-02-28 15:30:30,-66.1729128302178,
2023-02-28 23:59:59,-58.9808318095416,c
