date,SCHD_2021_Q4,meta
2021-11-19 00:00:00,-60.30804194632333,
2021-11-19 10:00:00,-82.90886078716983,
2021-11-19 10:30:00,-69.6124071834247,
2021-11-19 12:00:00,-114.04674795502547,
2021-11-19 13:30:00,-105.31002652172583,
2021-11-19 15:00:00,-114.14634939913492,
2021-11-19 15:30:30,-114.14634939913492,
2021-11-19 23:59:59,-102.64266086686632,w
2021-11-22 00:00:00,-111.51608937470337,
2021-11-22 10:00:00,-113.60202011068054,
2021-11-22 10:30:00,-105.14932289381,
2021-11-22 12:00:00,-35.64236087240329,
2021-11-22 13:30:00,-61.86332430000766,
2021-11-22 15:00:00,-47.191570819863955,
2021-11-22 15:30:30,-47.191570819863955,u
2021-11-22 23:59:59,-54.778513813736936,c
2021-11-23 00:00:00,-27.07673673192585,
2021-11-23 10:00:00,-34.232932528449965,
2021-11-23 10:30:00,7.735371688714622,
2021-11-23 12:00:00,24.559580460323104,
2021-11-23 13:30:00,2.9509951047937193,
2021-11-23 15:00:00,-1.7647608235395182,
2021-11-23 15:30:30,-1.7647608235395182,
2021-11-23 23:59:59,-12.239226300903056,c
2021-11-24 00:00:00,11.298211392201665,
2021-11-24 10:00:00,-18.499816594287722,
2021-11-24 10:30:00,-33.215675866631386,
2021-11-24 12:00:00,-41.568356317395,
2021-11-24 13:30:00,-52.83141935171284,
2021-11-24 15:00:00,-55.75934990981477,
2021-11-24 15:30:30,-55.75934990981477,
2021-11-24 23:59:59,-67.26755314086654,c
2021-11-25 00:00:00,-67.26755314086654,
2021-11-25 10:00:00,-67.26755314086654,
2021-11-25 10:30:00,-67.26755314086654,
2021-11-25 12:00:00,-67.26755314086654,
2021-11-25 13:30:00,-67.26755314086654,
2021-11-25 15:00:00,-67.26755314086654,
2021-11-25 15:30:30,-67.26755314086654,
2021-11-25 23:59:59,-67.26755314086654,c
2021-11-26 00:00:00,-117.54489876983132,
2021-11-26 10:00:00,-137.30770880310524,
2021-11-26 10:30:00,-114.88116172782941,
2021-11-26 12:00:00,-92.2303942899216,
2021-11-26 13:30:00,-92.2303942899216,
2021-11-26 15:00:00,-92.2303942899216,
2021-11-26 15:30:30,-92.2303942899216,
2021-11-26 23:59:59,-73.01824627316216,w
2021-11-29 00:00:00,-62.36859036255521,
2021-11-29 10:00:00,-108.2448647868465,
2021-11-29 10:30:00,-78.4750927524932,
2021-11-29 12:00:00,-80.47782011491529,
2021-11-29 13:30:00,-95.90081890455838,
2021-11-29 15:00:00,-53.49041258126215,
2021-11-29 15:30:30,-53.49041258126215,
2021-11-29 23:59:59,-65.34495542312072,c
2021-11-30 00:00:00,-63.04448235848304,
2021-11-30 10:00:00,-72.44565215312389,
2021-11-30 10:30:00,-112.29857652225655,
2021-11-30 12:00:00,-124.35202194975307,
2021-11-30 13:30:00,-109.25807118185674,
2021-11-30 15:00:00,-104.93490796884976,
2021-11-30 15:30:30,-104.93490796884976,m
2021-11-30 23:59:59,-101.03208489041174,c
2021-12-01 00:00:00,-64.32236739903078,
2021-12-01 10:00:00,-102.3276238607856,
2021-12-01 10:30:00,-107.84282494141735,
2021-12-01 12:00:00,-110.79927515303632,
2021-12-01 13:30:00,-119.08228214669543,
2021-12-01 15:00:00,-112.88830166638058,
2021-12-01 15:30:30,-112.88830166638058,
2021-12-01 23:59:59,-125.65928062931346,c
2021-12-02 00:00:00,-122.10985351144836,
2021-12-02 10:00:00,-136.881743339717,
2021-12-02 10:30:00,-119.22013926776208,
2021-12-02 12:00:00,-137.79696833290188,
2021-12-02 13:30:00,-162.02746932112427,
2021-12-02 15:00:00,-141.7728692377798,
2021-12-02 15:30:30,-141.7728692377798,
2021-12-02 23:59:59,-149.281236755073,c
2021-12-03 00:00:00,-149.77922058031493,
2021-12-03 10:00:00,-182.68033126316118,
