date,AS_GDX_2021_Q4,meta
2021-11-19 00:00:00,418.7077854337176,
2021-11-19 01:00:00,400.57317217582204,
2021-11-19 02:30:00,405.0560339229196,
2021-11-19 03:00:00,427.1115992863797,
2021-11-19 18:30:00,427.1115992863797,
2021-11-19 20:00:00,427.1115992863797,
2021-11-19 23:00:00,427.1115992863797,
2021-11-19 23:59:59,427.6845940649782,w
2021-11-22 00:00:00,364.85201832763414,
2021-11-22 01:00:00,341.7011358617492,
2021-11-22 02:30:00,364.40321752967156,
2021-11-22 03:00:00,357.6110122501168,
2021-11-22 18:30:00,357.42416207561655,
2021-11-22 20:00:00,301.5138817523539,
2021-11-22 23:00:00,340.28402865889257,
2021-11-22 23:59:59,314.1682475540456,c
2021-11-23 00:00:00,228.13434630921438,
2021-11-23 01:00:00,236.35550079263794,
2021-11-23 02:30:00,207.94213245773426,
2021-11-23 03:00:00,211.76351717904163,
2021-11-23 18:30:00,223.0825677794728,
2021-11-23 20:00:00,229.10795693000455,
2021-11-23 23:00:00,176.5957138150252,
2021-11-23 23:59:59,187.93745846929778,c
2021-11-24 00:00:00,175.7826949415703,
2021-11-24 01:00:00,198.25326515642428,
2021-11-24 02:30:00,186.02553045202694,
2021-11-24 03:00:00,178.19023511839532,
2021-11-24 18:30:00,199.79195616103334,
2021-11-24 20:00:00,182.70034989973556,
2021-11-24 23:00:00,119.28103486826785,
2021-11-24 23:59:59,116.15896340016207,c
2021-11-25 00:00:00,173.0076966379138,
2021-11-25 01:00:00,186.1962306179321,
2021-11-25 02:30:00,186.40900829532802,
2021-11-25 03:00:00,183.0396865299781,
2021-11-25 18:30:00,141.3767825344721,
2021-11-25 20:00:00,167.66388722257943,
2021-11-25 23:00:00,83.46720122049555,
2021-11-25 23:59:59,99.94814707346904,c
2021-11-26 00:00:00,95.44371135467736,
2021-11-26 01:00:00,101.12214483540265,
2021-11-26 02:30:00,78.60379297302279,
2021-11-26 03:00:00,82.79772859338209,
2021-11-26 18:30:00,82.79772859338209,
2021-11-26 20:00:00,82.79772859338209,
2021-11-26 23:00:00,82.79772859338209,
2021-11-26 23:59:59,100.27066426718466,w
2021-11-29 00:00:00,164.68076013605605,
2021-11-29 01:00:00,145.7042180051003,
2021-11-29 02:30:00,132.10238551795192,
2021-11-29 03:00:00,138.36953122579416,
2021-11-29 18:30:00,134.1521617388771,
2021-11-29 20:00:00,180.31383215370624,
2021-11-29 23:00:00,173.22702165646388,
2021-11-29 23:59:59,144.48935131537473,c
2021-11-30 00:00:00,130.6760782420506,
2021-11-30 01:00:00,129.7506627642597,
2021-11-30 02:30:00,130.25681272352813,
2021-11-30 03:00:00,145.13484247075212,
2021-11-30 18:30:00,203.47342617040886,
2021-11-30 20:00:00,119.96661999894422,
2021-11-30 23:00:00,110.82643140644268,
2021-11-30 23:59:59,117.53936072564647,c
2021-12-01 00:00:00,70.63789046459988,
2021-12-01 01:00:00,50.161063748374545,
2021-12-01 02:30:00,38.291037299985874,
2021-12-01 03:00:00,45.94735219232916,
2021-12-01 18:30:00,85.6901064820031,
2021-12-01 20:00:00,65.43683267807955,
2021-12-01 23:00:00,56.47053260029497,
2021-12-01 23:59:59,20.373656708376075,c
2021-12-02 00:00:00,-66.20135910286899,
2021-12-02 01:00:00,-83.1019514943282,
2021-12-02 02:30:00,-68.29016025743203,
2021-12-02 03:00:00,-82.35995207817086,
2021-12-02 18:30:00,-113.68934135045038,
2021-12-02 20:00:00,-159.68933378242855,
2021-12-02 23:00:00,-168.33337708407726,
2021-12-02 23:59:59,-193.1369000725199,c
2021-12-03 00:00:00,-206.56150392996915,
2021-12-03 01:00:00,-193.5628935683544,
2021-12-03 02:30:00,-215.6198389067722,
2021-12-03 03:00:00,-199.66346251992036,
2021-12-03 18:30:00,-199.66346251992036,
2021-12-03 20:00:00,-199.66346251992036,
2021-12-03 23:00:00,-199.66346251992036,
2021-12-03 23:59:59,-193.0055430033908,w
2021-12-06 00:00:00,-105.98246001847929,
2021-12-06 01:00:00,-100.51869076434104,
2021-12-06 02:30:00,-128.69015569054136,
2021-12-06 03:00:00,-128.20614773748184,
2021-12-06 18:30:00,-153.39709991401105,
2021-12-06 20:00:00,-167.47264621814702,
2021-12-06 23:00:00,-184.6296028062734,
2021-12-06 23:59:59,-200.50189934989703,c
2021-12-07 00:00:00,-150.10467412595335,
2021-12-07 01:00:00,-138.45004286848507,
2021-12-07 02:30:00,-110.53966234893414,
2021-12-07 03:00:00,-110.6306482655009,
2021-12-07 18:30:00,-104.69483422029407,
2021-12-07 20:00:00,-90.8019933387177,
2021-12-07 23:00:00,-90.2232714533402,
2021-12-07 23:59:59,-76.05160030733168,c
2021-12-08 00:00:00,-45.93865638743864,
2021-12-08 01:00:00,-42.79677353860188,
2021-12-08 02:30:00,-37.59697323839191,
2021-12-08 03:00:00,-42.18202958883103,
2021-12-08 18:30:00,-64.47646337911101,
2021-12-08 20:00:00,-48.42483072110281,
2021-12-08 23:00:00,-47.4468317992023,
2021-12-08 23:59:59,-45.688899303499056,c
2021-12-09 00:00:00,-50.775800489541325,
2021-12-09 01:00:00,-41.60565317841338,
2021-12-09 02:30:00,-38.078869757395296,
2021-12-09 03:00:00,-29.595873369694345,
2021-12-09 18:30:00,22.129066449069796,
2021-12-09 20:00:00,61.22057009037417,
2021-12-09 23:00:00,64.6755668650676,
2021-12-09 23:59:59,52.79120610920381,c
2021-12-10 00:00:00,3.24051959915505,
2021-12-10 01:00:00,4.1492377283457245,
2021-12-10 02:30:00,3.6735991551213374,
2021-12-10 03:00:00,1.1609752021222448,
2021-12-10 18:30:00,1.1609752021222448,
2021-12-10 20:00:00,1.1609752021222448,
2021-12-10 23:00:00,1.1609752021222448,
2021-12-10 23:59:59,0.0,a
2021-12-13 00:00:00,16.275149701322334,
2021-12-13 01:00:00,25.282921603844443,
2021-12-13 02:30:00,6.342607606386991,
2021-12-13 03:00:00,12.754022119558613,
2021-12-13 18:30:00,44.39265199899546,
2021-12-13 20:00:00,36.76403573830339,
2021-12-13 23:00:00,30.303871998246905,
2021-12-13 23:59:59,10.620927581771866,c
2021-12-14 00:00:00,-4.6232127157582,
2021-12-14 01:00:00,-7.665521730316868,
2021-12-14 02:30:00,-31.626805881579457,
2021-12-14 03:00:00,-27.548874392747166,
2021-12-14 18:30:00,-74.08481349846352,
2021-12-14 20:00:00,-78.61863237727448,
2021-12-14 23:00:00,-174.17553720586966,
2021-12-14 23:59:59,-172.5069545210472,c
2021-12-15 00:00:00,-184.4382994567468,
2021-12-15 01:00:00,-169.6689721163939,
2021-12-15 02:30:00,-230.9071460673331,
2021-12-15 03:00:00,-205.8920696615387,
2021-12-15 18:30:00,-201.29640614897744,
2021-12-15 20:00:00,-173.00831846884375,
2021-12-15 23:00:00,-192.77638661628134,
2021-12-15 23:59:59,-209.0519589207961,c
2021-12-16 00:00:00,-208.62913391725124,
2021-12-16 01:00:00,-192.91746353891904,
2021-12-16 02:30:00,-173.83361319603227,
2021-12-16 03:00:00,-175.82892147963048,
2021-12-16 18:30:00,-166.4153361317749,
2021-12-16 20:00:00,-150.16680485903453,
2021-12-16 23:00:00,-79.88085539322674,
2021-12-16 23:59:59,-77.68186458979199,c
2021-12-17 00:00:00,-25.868080871167876,
2021-12-17 01:00:00,-56.44547325319127,
2021-12-17 02:30:00,-71.37041842639155,
2021-12-17 03:00:00,-67.60164073001397,
2021-12-17 18:30:00,-67.60164073001397,
2021-12-17 20:00:00,-67.60164073001397,
2021-12-17 23:00:00,-67.60164073001397,
2021-12-17 23:59:59,-62.000245572377025,e
2021-12-20 00:00:00,-208.3273504546878,
2021-12-20 01:00:00,-197.6884912352025,
2021-12-20 02:30:00,-200.4396597759387,
2021-12-20 03:00:00,-201.7287971373171,
2021-12-20 18:30:00,-153.414793881504,
2021-12-20 20:00:00,-116.66891835492152,
2021-12-20 23:00:00,-82.60920255430301,
2021-12-20 23:59:59,-76.59596304022489,c
2021-12-21 00:00:00,-79.95007081270342,
2021-12-21 01:00:00,-84.0842193445269,
2021-12-21 02:30:00,-76.08570114817212,
2021-12-21 03:00:00,-84.86199465426671,
2021-12-21 18:30:00,-96.03654180924877,
2021-12-21 20:00:00,-130.81601589098045,
2021-12-21 23:00:00,-126.57740071045919,
2021-12-21 23:59:59,-145.9211375603336,c
2021-12-22 00:00:00,-132.53447948920166,
2021-12-22 01:00:00,-131.16253813099593,
2021-12-22 02:30:00,-136.29550514124094,
2021-12-22 03:00:00,-135.36498225387732,
2021-12-22 18:30:00,-118.39466892174914,
2021-12-22 20:00:00,-145.47718146823263,
2021-12-22 23:00:00,-115.99907748554324,
2021-12-22 23:59:59,-119.30409766331013,c
