date,AS_GDX_2021_Q4,meta
2021-12-23 00:00:00,-50.85356175461766,
2021-12-23 01:00:00,-45.46086930155525,
2021-12-23 02:30:00,-46.55666670793835,
2021-12-23 03:00:00,-50.915470449977875,
2021-12-23 18:30:00,-91.87075775924495,
2021-12-23 20:00:00,-102.1886177785027,
2021-12-23 23:00:00,-137.95331682727283,
2021-12-23 23:59:59,-138.9815880285596,c
2021-12-24 00:00:00,-124.9065720791732,
2021-12-24 01:00:00,-124.9065720791732,
2021-12-24 02:30:00,-124.9065720791732,
2021-12-24 03:00:00,-124.9065720791732,
2021-12-24 18:30:00,-124.9065720791732,
2021-12-24 20:00:00,-124.9065720791732,
2021-12-24 23:00:00,-124.9065720791732,
2021-12-24 23:59:59,-122.68796698037659,w
2021-12-27 00:00:00,-122.68796698037659,
2021-12-27 01:00:00,-122.68796698037659,
2021-12-27 02:30:00,-122.68796698037659,
2021-12-27 03:00:00,-122.68796698037659,
2021-12-27 18:30:00,-122.68796698037659,
2021-12-27 20:00:00,-122.68796698037659,
2021-12-27 23:00:00,-155.5725460389085,
2021-12-27 23:59:59,-155.5725460389085,c
2021-12-28 00:00:00,-136.28512139561462,
2021-12-28 01:00:00,-141.72569943686995,
2021-12-28 02:30:00,-141.67656655645533,
2021-12-28 03:00:00,-134.10406888353555,
2021-12-28 18:30:00,-144.56050544412847,
2021-12-28 20:00:00,-136.7264641149759,
2021-12-28 23:00:00,-147.84781529851898,
2021-12-28 23:59:59,-158.20723011224436,c
2021-12-29 00:00:00,-152.81581424459364,
2021-12-29 01:00:00,-150.66603098099768,
2021-12-29 02:30:00,-147.57346755893923,
2021-12-29 03:00:00,-147.61561662650456,
2021-12-29 18:30:00,-139.35158116764887,
2021-12-29 20:00:00,-154.8463842301253,
2021-12-29 23:00:00,-201.81636981352221,
2021-12-29 23:59:59,-207.00736746083385,c
2021-12-30 00:00:00,-195.847208653101,
2021-12-30 01:00:00,-212.61830739586276,
2021-12-30 02:30:00,-205.21000260923665,
2021-12-30 03:00:00,-209.36133114832046,
2021-12-30 18:30:00,-179.89599489570537,
2021-12-30 20:00:00,-157.7849082562525,
2021-12-30 23:00:00,-160.8415049591331,
2021-12-30 23:59:59,-162.62082599567566,c
2021-12-31 00:00:00,-133.695611730579,
2021-12-31 01:00:00,-133.695611730579,
2021-12-31 02:30:00,-133.695611730579,
2021-12-31 03:00:00,-133.695611730579,
2021-12-31 18:30:00,-133.695611730579,
2021-12-31 20:00:00,-133.695611730579,
2021-12-31 23:00:00,-133.695611730579,
2021-12-31 23:59:59,-136.82175700070275,w
