date,FT_SECTOR_2021_Q4,meta
2021-09-17 00:00:00,-50.287536724720646,
2021-09-17 10:00:00,-57.988157662962415,
2021-09-17 10:30:00,-62.34622633350326,
2021-09-17 12:00:00,-62.37487150001824,
2021-09-17 13:30:00,-61.929054232630506,
2021-09-17 15:00:00,-59.415682770497,
2021-09-17 15:30:30,-59.415682770497,q
2021-09-17 23:59:59,-62.492883371502685,w
2021-09-20 00:00:00,-66.1331505404161,
2021-09-20 10:00:00,-70.84401515078628,
2021-09-20 10:30:00,-66.55565926402676,
2021-09-20 12:00:00,-65.76356432835982,
2021-09-20 13:30:00,-66.77060356989777,
2021-09-20 15:00:00,-69.0751850688155,
2021-09-20 15:30:30,-69.0751850688155,
2021-09-20 23:59:59,-68.67583266608429,c
2021-09-21 00:00:00,-67.46044423793019,
2021-09-21 10:00:00,-61.69842556536025,
2021-09-21 10:30:00,-58.2435929050599,
2021-09-21 12:00:00,-48.65341281969578,
2021-09-21 13:30:00,-54.3944176199418,
2021-09-21 15:00:00,-56.40463177384847,
2021-09-21 15:30:30,-56.40463177384847,
2021-09-21 23:59:59,-54.66679971334356,c
2021-09-22 00:00:00,-45.48480295532839,
2021-09-22 10:00:00,-43.85343836683396,
2021-09-22 10:30:00,-48.91853432897429,
2021-09-22 12:00:00,-48.73325374373062,
2021-09-22 13:30:00,-48.774349969500314,
2021-09-22 15:00:00,-52.227139225258284,
2021-09-22 15:30:30,-52.227139225258284,
2021-09-22 23:59:59,-53.651419223156644,c
2021-09-23 00:00:00,-53.66572508683627,
2021-09-23 10:00:00,-41.411957893767074,
2021-09-23 10:30:00,-43.68504020427058,
2021-09-23 12:00:00,-46.622370469890896,
2021-09-23 13:30:00,-46.82527018365283,
2021-09-23 15:00:00,-44.73085241177827,
2021-09-23 15:30:30,-44.73085241177827,
2021-09-23 23:59:59,-42.821560127411246,c
2021-09-24 00:00:00,-44.594179442297055,
2021-09-24 10:00:00,-32.847472179673815,
2021-09-24 10:30:00,-33.01069142677744,
2021-09-24 12:00:00,-29.352492534384872,
2021-09-24 13:30:00,-25.750685225158268,
2021-09-24 15:00:00,-26.919135810967877,
2021-09-24 15:30:30,-26.919135810967877,
2021-09-24 23:59:59,-27.256223232380837,w
2021-09-27 00:00:00,-26.158364181754823,
2021-09-27 10:00:00,-26.650620310235677,
2021-09-27 10:30:00,-25.07753109840971,
2021-09-27 12:00:00,-25.7406786308346,
2021-09-27 13:30:00,-24.33704595417121,
2021-09-27 15:00:00,-26.234850734158556,
2021-09-27 15:30:30,-26.234850734158556,
2021-09-27 23:59:59,-26.924875044453977,c
2021-09-28 00:00:00,-29.42273931447565,
2021-09-28 10:00:00,-28.97183196988455,
2021-09-28 10:30:00,-23.627130659365797,
2021-09-28 12:00:00,-21.07116453270504,
2021-09-28 13:30:00,-20.240160008865224,
2021-09-28 15:00:00,-24.96073530261904,
2021-09-28 15:30:30,-24.96073530261904,
2021-09-28 23:59:59,-24.4377470372917,c
2021-09-29 00:00:00,-16.45362024745821,
2021-09-29 10:00:00,-21.86185971770501,
2021-09-29 10:30:00,-21.769017916993754,
2021-09-29 12:00:00,-20.88247833806048,
2021-09-29 13:30:00,-18.7865907960077,
2021-09-29 15:00:00,-18.693133831848648,
2021-09-29 15:30:30,-18.693133831848648,
2021-09-29 23:59:59,-22.558097929284934,c
2021-09-30 00:00:00,-16.09210806955472,
2021-09-30 10:00:00,-18.10479312263351,
2021-09-30 10:30:00,-19.904394462446028,
2021-09-30 12:00:00,-13.961863820582423,
2021-09-30 13:30:00,-13.341288540803696,
2021-09-30 15:00:00,-12.751571552230565,
2021-09-30 15:30:30,-12.751571552230565,
2021-09-30 23:59:59,-14.055357018229778,c
2021-10-01 00:00:00,-12.745999120083667,
2021-10-01 10:00:00,-14.267269307654942,
2021-10-01 10:30:00,-9.350188488017288,
2021-10-01 12:00:00,-11.476125820430426,
2021-10-01 13:30:00,-8.767409368327712,
2021-10-01 15:00:00,-6.822273607116038,
2021-10-01 15:30:30,-6.822273607116038,s
2021-10-01 23:59:59,0.0,a
2021-10-04 00:00:00,13.388183478794552,
2021-10-04 10:00:00,18.164183565584914,
2021-10-04 10:30:00,14.6759915574982,
2021-10-04 12:00:00,10.56388119122149,
2021-10-04 13:30:00,14.029460170204949,
2021-10-04 15:00:00,15.766838190068732,
2021-10-04 15:30:30,15.766838190068732,
2021-10-04 23:59:59,10.739871506288374,c
0,10.739871506288374,
0,10.739871506288374,
0,10.739871506288374,
0,10.739871506288374,
0,10.739871506288374,
0,10.739871506288374,
0,10.739871506288374,
0,10.739871506288374,
2021-10-05 00:00:00,12.429257144153944,
2021-10-05 10:00:00,22.779415482458425,
2021-10-05 10:30:00,27.42047242905,
2021-10-05 12:00:00,31.96986427735073,
2021-10-05 13:30:00,33.237123290665714,
2021-10-05 15:00:00,33.003109286178734,
2021-10-05 15:30:30,33.003109286178734,
2021-10-05 23:59:59,34.40905309312861,e
2021-10-06 00:00:00,30.983476163853844,
2021-10-06 10:00:00,34.83006832101248,
2021-10-06 10:30:00,30.300417787061285,
2021-10-06 12:00:00,23.772030552419757,
2021-10-06 13:30:00,18.37995150924153,
2021-10-06 15:00:00,26.62873263965799,
2021-10-06 15:30:30,26.62873263965799,
2021-10-06 23:59:59,32.21982156024847,c
2021-10-07 00:00:00,29.508916820205506,
2021-10-07 10:00:00,30.446951611180957,
2021-10-07 10:30:00,29.212603159990287,
2021-10-07 12:00:00,25.36505736964167,
2021-10-07 13:30:00,26.113779536817127,
2021-10-07 15:00:00,26.124036659434758,
2021-10-07 15:30:30,26.124036659434758,
2021-10-07 23:59:59,25.75468739887105,c
2021-10-08 00:00:00,28.65040087245756,
2021-10-08 10:00:00,28.77560144810554,
2021-10-08 10:30:00,28.299395718839698,
2021-10-08 12:00:00,25.692688919804176,
2021-10-08 13:30:00,25.785159028709465,
2021-10-08 15:00:00,25.64634401243621,
2021-10-08 15:30:30,25.64634401243621,
2021-10-08 23:59:59,25.925360948844137,w
2021-10-11 00:00:00,23.292753601757774,
2021-10-11 10:00:00,25.2415656723039,
2021-10-11 10:30:00,25.22953581334037,
2021-10-11 12:00:00,30.089956570355902,
2021-10-11 13:30:00,29.522466525065234,
2021-10-11 15:00:00,32.04578610098324,
2021-10-11 15:30:30,32.04578610098324,
2021-10-11 23:59:59,30.64917740697107,c
2021-10-12 00:00:00,33.26736983460568,
2021-10-12 10:00:00,39.80603346599643,
2021-10-12 10:30:00,42.5234932571724,
2021-10-12 12:00:00,46.947522469326195,
2021-10-12 13:30:00,48.60587335976543,
2021-10-12 15:00:00,47.18209784927193,
2021-10-12 15:30:30,47.18209784927193,
2021-10-12 23:59:59,48.42228685794722,c
2021-10-13 00:00:00,48.396731260539646,
2021-10-13 10:00:00,50.63971498974724,
2021-10-13 10:30:00,47.53510774738887,
2021-10-13 12:00:00,41.586447582094145,
2021-10-13 13:30:00,40.18823928482872,
2021-10-13 15:00:00,39.833627678480035,
2021-10-13 15:30:30,39.833627678480035,
2021-10-13 23:59:59,44.408308374825246,c
2021-10-14 00:00:00,43.563761577987044,
2021-10-14 10:00:00,49.01459033296474,
2021-10-14 10:30:00,43.06283800356308,
2021-10-14 12:00:00,49.64948262516791,
2021-10-14 13:30:00,50.871055868600486,
2021-10-14 15:00:00,49.19839584283225,
2021-10-14 15:30:30,49.19839584283225,
2021-10-14 23:59:59,48.17576662178971,c
2021-10-15 00:00:00,51.15242387450534,
2021-10-15 10:00:00,51.260756551602135,
2021-10-15 10:30:00,51.20348684289265,
2021-10-15 12:00:00,48.76547898564956,
2021-10-15 13:30:00,47.53946291249817,
2021-10-15 15:00:00,45.360872498670695,
2021-10-15 15:30:30,45.360872498670695,
2021-10-15 23:59:59,42.024280232530536,w
2021-10-18 00:00:00,38.224001113585096,
2021-10-18 10:00:00,22.071198924079688,
2021-10-18 10:30:00,22.423318843502706,
2021-10-18 12:00:00,18.5278010722977,
2021-10-18 13:30:00,19.77573306913606,
2021-10-18 15:00:00,20.125418195278932,
2021-10-18 15:30:30,20.125418195278932,
2021-10-18 23:59:59,21.30438715438688,c
2021-10-19 00:00:00,19.681266605169036,
2021-10-19 10:00:00,17.295865011162313,
2021-10-19 10:30:00,16.24268484950148,
2021-10-19 12:00:00,16.07569649197209,
2021-10-19 13:30:00,16.158827010261284,
2021-10-19 15:00:00,14.343599226140988,
2021-10-19 15:30:30,14.343599226140988,
2021-10-19 23:59:59,13.721486133170494,c
