date,FTSE_NA_REIT_2022_Q3,meta
2022-08-10 00:00:00,-23.12243018177186,
2022-08-10 10:00:00,-41.37196210826036,
2022-08-10 10:30:00,-43.06650220122988,
2022-08-10 12:00:00,-58.15775565049181,
2022-08-10 13:30:00,-57.97793075740894,
2022-08-10 15:00:00,-53.53395927795616,
2022-08-10 15:30:30,-53.53395927795616,
2022-08-10 23:59:59,-45.43632254359177,c
2022-08-11 00:00:00,-55.04223137552508,
2022-08-11 10:00:00,-61.21561306905521,
2022-08-11 10:30:00,-69.09383165633436,
2022-08-11 12:00:00,-71.29503601740926,
2022-08-11 13:30:00,-71.55496329502871,
2022-08-11 15:00:00,-75.00912827057691,
2022-08-11 15:30:30,-75.00912827057691,
2022-08-11 23:59:59,-75.71388676078958,c
2022-08-12 00:00:00,-66.32253303597916,
2022-08-12 10:00:00,-65.03207217671225,
2022-08-12 10:30:00,-72.11028123177154,
2022-08-12 12:00:00,-68.82929097902657,
2022-08-12 13:30:00,-64.06291493312874,
2022-08-12 15:00:00,-69.68015748751672,
2022-08-12 15:30:30,-69.68015748751672,
2022-08-12 23:59:59,-49.03538575520734,w
2022-08-15 00:00:00,-22.694085421969646,
2022-08-15 10:00:00,-28.663945919930498,
2022-08-15 10:30:00,-27.668421985712115,
2022-08-15 12:00:00,-34.64501250335222,
2022-08-15 13:30:00,-39.95463391116124,
2022-08-15 15:00:00,-26.248884942465722,
2022-08-15 15:30:30,-26.248884942465722,
2022-08-15 23:59:59,-17.676012607098215,c
2022-08-16 00:00:00,-9.034210328246232,
2022-08-16 10:00:00,-21.7690264392717,
2022-08-16 10:30:00,-19.400200988275188,
2022-08-16 12:00:00,-10.624354139909343,
2022-08-16 13:30:00,-16.75504544065413,
2022-08-16 15:00:00,-23.75694461658952,
2022-08-16 15:30:30,-23.75694461658952,
2022-08-16 23:59:59,-31.700848816439105,c
2022-08-17 00:00:00,-17.022426509350467,
2022-08-17 10:00:00,-8.226167398424892,
2022-08-17 10:30:00,-17.347891365142814,
2022-08-17 12:00:00,-6.986166157460502,
2022-08-17 13:30:00,-7.091104426796633,
2022-08-17 15:00:00,-13.459244581452339,
2022-08-17 15:30:30,-13.459244581452339,
2022-08-17 23:59:59,-0.9788968793157835,c
2022-08-18 00:00:00,-4.201727365949395,
2022-08-18 10:00:00,1.6197851108479995,
2022-08-18 10:30:00,-8.078310420553436,
2022-08-18 12:00:00,2.2904839659783676,
2022-08-18 13:30:00,9.882243144060027,
2022-08-18 15:00:00,7.956551979379427,
2022-08-18 15:30:30,7.956551979379427,
2022-08-18 23:59:59,-1.3579349994625574,c
2022-08-19 00:00:00,17.867942208680518,
2022-08-19 10:00:00,-10.992425808928203,
2022-08-19 10:30:00,-10.897775907938879,
2022-08-19 12:00:00,-14.839065467623584,
2022-08-19 13:30:00,-24.873382550398304,
2022-08-19 15:00:00,-10.649149687298404,
2022-08-19 15:30:30,-10.649149687298404,
2022-08-19 23:59:59,-11.771701396795308,w
2022-08-22 00:00:00,-24.228175969466164,
2022-08-22 10:00:00,-14.632652620399156,
2022-08-22 10:30:00,-13.863815233015742,
2022-08-22 12:00:00,-10.00495930912706,
2022-08-22 13:30:00,-4.276748677159944,
2022-08-22 15:00:00,-0.46599382032337644,
2022-08-22 15:30:30,-0.46599382032337644,s
2022-08-22 23:59:59,-4.420157409253022,c
2022-08-23 00:00:00,-16.95067482763926,
2022-08-23 10:00:00,-23.17856789443448,
2022-08-23 10:30:00,-23.236077098545536,
2022-08-23 12:00:00,-35.87579936153975,
2022-08-23 13:30:00,-37.08653923889126,
2022-08-23 15:00:00,-40.27140573974323,
2022-08-23 15:30:30,-40.27140573974323,
2022-08-23 23:59:59,-29.760576946588273,c
2022-08-24 00:00:00,-18.57723814186231,
2022-08-24 10:00:00,-2.7256786177529193,
2022-08-24 10:30:00,-8.461317923833292,
2022-08-24 12:00:00,2.9853918314767043,
2022-08-24 13:30:00,3.664034340870572,
2022-08-24 15:00:00,6.730014689144852,
2022-08-24 15:30:30,6.730014689144852,
2022-08-24 23:59:59,4.219545840983969,c
2022-08-25 00:00:00,5.53872793677219,
2022-08-25 10:00:00,5.895666046881033,
2022-08-25 10:30:00,1.08241214991277,
2022-08-25 12:00:00,1.4137661372217423,
2022-08-25 13:30:00,7.033123658732194,
2022-08-25 15:00:00,9.65688698279125,
2022-08-25 15:30:30,9.65688698279125,
2022-08-25 23:59:59,12.31087420970185,c
2022-08-26 00:00:00,13.567223571803325,
2022-08-26 10:00:00,6.500605876663499,
2022-08-26 10:30:00,7.212364337142773,
2022-08-26 12:00:00,5.502200081279952,
2022-08-26 13:30:00,2.680009496281187,
2022-08-26 15:00:00,-0.9234569805502986,
2022-08-26 15:30:30,-0.9234569805502986,
2022-08-26 23:59:59,-8.85432499593665,w
2022-08-29 00:00:00,-16.5870975769826,
2022-08-29 10:00:00,-16.21212662759089,
2022-08-29 10:30:00,-7.671839237558842,
2022-08-29 12:00:00,-1.1617711407257474,
2022-08-29 13:30:00,-8.683112504429715,
2022-08-29 15:00:00,-4.702865157886606,
2022-08-29 15:30:30,-4.702865157886606,
2022-08-29 23:59:59,-7.388812041050855,c
2022-08-30 00:00:00,-7.548918717003517,
2022-08-30 10:00:00,-8.282438491415121,
2022-08-30 10:30:00,-14.072638569578118,
2022-08-30 12:00:00,-3.5830540432678504,
2022-08-30 13:30:00,-9.768224767941192,
2022-08-30 15:00:00,-11.088013621361355,
2022-08-30 15:30:30,-11.088013621361355,
2022-08-30 23:59:59,-13.057208421736846,c
2022-08-31 00:00:00,-10.83268925381617,
2022-08-31 10:00:00,13.217299326232862,
2022-08-31 10:30:00,-0.2832540212417314,
2022-08-31 12:00:00,-5.881035230362258,
2022-08-31 13:30:00,-1.0794311783141808,
2022-08-31 15:00:00,-2.0674364164850374,
2022-08-31 15:30:30,-2.0674364164850374,
2022-08-31 23:59:59,0.0,a
2022-09-01 00:00:00,-20.004273418720786,
2022-09-01 10:00:00,3.3439808785099387,
2022-09-01 10:30:00,-1.1430819213349963,
2022-09-01 12:00:00,-1.4812844564897745,
2022-09-01 13:30:00,-10.775237090613842,
2022-09-01 15:00:00,-5.153720826970016,
2022-09-01 15:30:30,-5.153720826970016,
2022-09-01 23:59:59,4.1395108300471435,c
2022-09-02 00:00:00,20.18179489668293,
2022-09-02 10:00:00,-5.8818083944803305,
2022-09-02 10:30:00,-3.2331002720607813,
2022-09-02 12:00:00,-19.437617290075806,
2022-09-02 13:30:00,-28.078532807641423,
2022-09-02 15:00:00,-34.208268691030625,
2022-09-02 15:30:30,-34.208268691030625,
2022-09-02 23:59:59,-37.92018774528883,w
2022-09-05 00:00:00,-37.92018774528883,
2022-09-05 10:00:00,-37.92018774528883,
2022-09-05 10:30:00,-37.92018774528883,
2022-09-05 12:00:00,-37.92018774528883,
2022-09-05 13:30:00,-37.92018774528883,
2022-09-05 15:00:00,-37.92018774528883,
2022-09-05 15:30:30,-37.92018774528883,
2022-09-05 23:59:59,-37.92018774528883,c
2022-09-06 00:00:00,-27.504979737603847,
2022-09-06 10:00:00,2.581303440787096,
2022-09-06 10:30:00,-3.3879656270204066,
2022-09-06 12:00:00,-2.626079220188103,
2022-09-06 13:30:00,-11.435984624653287,
2022-09-06 15:00:00,-6.031915312759551,
2022-09-06 15:30:30,-6.031915312759551,
2022-09-06 23:59:59,-5.802998261471785,c
2022-09-07 00:00:00,8.831001895687422,
2022-09-07 10:00:00,-0.3653298238377971,
2022-09-07 10:30:00,12.320682870923292,
2022-09-07 12:00:00,18.978337238967725,
2022-09-07 13:30:00,18.50415451698335,
2022-09-07 15:00:00,23.19927778807555,
2022-09-07 15:30:30,23.19927778807555,
2022-09-07 23:59:59,30.14676163523029,c
2022-09-08 00:00:00,33.540748873826224,
2022-09-08 10:00:00,34.536463492979216,
2022-09-08 10:30:00,25.724290201866374,
2022-09-08 12:00:00,36.73251796996739,
2022-09-08 13:30:00,39.5035511029563,
2022-09-08 15:00:00,37.01402689150885,
2022-09-08 15:30:30,37.01402689150885,
2022-09-08 23:59:59,37.85738381567726,c
2022-09-09 00:00:00,40.77105459407212,
2022-09-09 10:00:00,42.41232000512231,
2022-09-09 10:30:00,33.89644266574288,
2022-09-09 12:00:00,33.34352671699301,
2022-09-09 13:30:00,28.889502646623605,
2022-09-09 15:00:00,37.878069468646395,
2022-09-09 15:30:30,37.878069468646395,
2022-09-09 23:59:59,39.90212130994584,w
2022-09-12 00:00:00,32.014092539165105,
2022-09-12 10:00:00,32.54145864572252,
2022-09-12 10:30:00,35.228841339181294,
2022-09-12 12:00:00,35.55099635287801,
2022-09-12 13:30:00,41.91165046221416,
2022-09-12 15:00:00,49.16491948228496,
2022-09-12 15:30:30,49.16491948228496,
2022-09-12 23:59:59,46.1337219928147,c
2022-09-13 00:00:00,39.772448844297074,
2022-09-13 10:00:00,45.71904324466176,
2022-09-13 10:30:00,52.08071849376267,
2022-09-13 12:00:00,71.61979396515645,
2022-09-13 13:30:00,83.77581973420406,
2022-09-13 15:00:00,77.82342280523713,
2022-09-13 15:30:30,77.82342280523713,
2022-09-13 23:59:59,69.03552658036207,c
2022-09-14 00:00:00,64.49489541019555,
2022-09-14 10:00:00,75.01654526758632,
2022-09-14 10:30:00,85.33836561110004,
2022-09-14 12:00:00,62.229954561647965,
2022-09-14 13:30:00,64.70214344448141,
2022-09-14 15:00:00,56.31003557434863,
2022-09-14 15:30:30,56.31003557434863,
2022-09-14 23:59:59,57.01560847391984,c
2022-09-15 00:00:00,48.41671373766113,
2022-09-15 10:00:00,19.82754700755146,
2022-09-15 10:30:00,7.746105463277601,
2022-09-15 12:00:00,12.26087623776533,
2022-09-15 13:30:00,5.0424842272302755,
2022-09-15 15:00:00,-5.272837429358148,
2022-09-15 15:30:30,-5.272837429358148,
2022-09-15 23:59:59,-13.920316608272628,c
2022-09-16 00:00:00,-13.180848519801984,
2022-09-16 10:00:00,-30.734648791233454,
2022-09-16 10:30:00,-46.32946017058528,
2022-09-16 12:00:00,-70.15338705349627,
2022-09-16 13:30:00,-56.52434484850518,
2022-09-16 15:00:00,-65.5165315411824,
2022-09-16 15:30:30,-65.5165315411824,
2022-09-16 23:59:59,-91.82473915680258,e
2022-09-19 00:00:00,-83.61029728883899,
2022-09-19 10:00:00,-126.26871279379087,
2022-09-19 10:30:00,-116.57788052668432,
2022-09-19 12:00:00,-138.74103920517,
2022-09-19 13:30:00,-126.66586245034837,
2022-09-19 15:00:00,-133.3526693729935,
2022-09-19 15:30:30,-133.3526693729935,
2022-09-19 23:59:59,-128.28263805691438,c
2022-09-20 00:00:00,-130.58762047672485,
2022-09-20 10:00:00,-107.84362888238486,
2022-09-20 10:30:00,-113.44771619479822,
2022-09-20 12:00:00,-107.08236400675874,
2022-09-20 13:30:00,-113.44108005692304,
2022-09-20 15:00:00,-103.07991257150623,
2022-09-20 15:30:30,-103.07991257150623,
2022-09-20 23:59:59,-105.90324687332308,c
2022-09-21 00:00:00,-109.47680299376266,
2022-09-21 10:00:00,-138.26820904796222,
2022-09-21 10:30:00,-129.02199181515687,
2022-09-21 12:00:00,-120.22919830369354,
2022-09-21 13:30:00,-118.6567850455149,
2022-09-21 15:00:00,-114.71107772902177,
2022-09-21 15:30:30,-114.71107772902177,
2022-09-21 23:59:59,-123.22708371666651,c
2022-09-22 00:00:00,-123.22182371416902,
2022-09-22 10:00:00,-94.70332678557064,
2022-09-22 10:30:00,-82.46543483542358,
2022-09-22 12:00:00,-85.15890872884493,
2022-09-22 13:30:00,-91.68795654412533,
2022-09-22 15:00:00,-79.70521726974361,
2022-09-22 15:30:30,-79.70521726974361,
2022-09-22 23:59:59,-79.75395821873867,c
2022-09-23 00:00:00,-59.57434734632092,
2022-09-23 10:00:00,-37.25402757458899,
2022-09-23 10:30:00,-9.379824851500317,
2022-09-23 12:00:00,-10.234655947553321,
2022-09-23 13:30:00,-6.006646349226045,
2022-09-23 15:00:00,-6.027929936157392,
2022-09-23 15:30:30,-6.027929936157392,
2022-09-23 23:59:59,-9.679305649526171,w
2022-09-26 00:00:00,-21.420961011721175,
2022-09-26 10:00:00,-47.92563461367523,
2022-09-26 10:30:00,-39.5338157130344,
2022-09-26 12:00:00,-20.595843578601404,
2022-09-26 13:30:00,-10.465585939577053,
2022-09-26 15:00:00,-18.40813005512662,
2022-09-26 15:30:30,-18.40813005512662,
2022-09-26 23:59:59,-21.38493300979566,c
2022-09-27 00:00:00,-16.8286525165297,
2022-09-27 10:00:00,-22.650041815613193,
2022-09-27 10:30:00,-23.36213423586115,
2022-09-27 12:00:00,-34.52263725382997,
2022-09-27 13:30:00,-51.56029312936302,
2022-09-27 15:00:00,-59.66191629637224,
2022-09-27 15:30:30,-59.66191629637224,
2022-09-27 23:59:59,-58.050609980076004,c
2022-09-28 00:00:00,-60.55512380042809,
2022-09-28 10:00:00,-90.56768072429263,
2022-09-28 10:30:00,-95.74612342049015,
2022-09-28 12:00:00,-109.58372876217815,
2022-09-28 13:30:00,-106.0077111261623,
2022-09-28 15:00:00,-108.47835029754428,
2022-09-28 15:30:30,-108.47835029754428,
2022-09-28 23:59:59,-95.68119704160618,c
2022-09-29 00:00:00,-105.64968969293743,
2022-09-29 10:00:00,-91.72920271883889,
2022-09-29 10:30:00,-77.36023114208994,
2022-09-29 12:00:00,-93.35287724605958,
2022-09-29 13:30:00,-99.09335964262134,
2022-09-29 15:00:00,-104.25772659630614,
2022-09-29 15:30:30,-104.25772659630614,
2022-09-29 23:59:59,-107.1131309182142,c
2022-09-30 00:00:00,-110.80042675883344,
2022-09-30 10:00:00,-98.21187752130963,
2022-09-30 10:30:00,-93.52864849426989,
2022-09-30 12:00:00,-108.53125111263346,
2022-09-30 13:30:00,-111.17494768607285,
2022-09-30 15:00:00,-120.73677360803244,
2022-09-30 15:30:30,-120.73677360803244,
2022-09-30 23:59:59,-124.88780182332515,w
