date,MSCI_CAD_SC_2021_Q3,meta
2021-07-07 00:00:00,-346.8343611837199,
2021-07-07 10:00:00,-417.7645891973534,
2021-07-07 10:30:00,-502.09782791422913,
2021-07-07 12:00:00,-495.06756740479796,
2021-07-07 13:30:00,-490.60705141835933,
2021-07-07 15:00:00,-493.9988151470661,
2021-07-07 15:30:30,-493.9988151470661,
2021-07-07 23:59:59,-458.6644056576065,c
2021-07-08 00:00:00,-536.982317947421,
2021-07-08 10:00:00,-595.3241115311362,
2021-07-08 10:30:00,-562.9223459584459,
2021-07-08 12:00:00,-563.4426617988465,
2021-07-08 13:30:00,-571.7943346605066,
2021-07-08 15:00:00,-598.834082350706,
2021-07-08 15:30:30,-598.834082350706,
2021-07-08 23:59:59,-588.5348135340641,c
2021-07-09 00:00:00,-541.5888896585084,
2021-07-09 10:00:00,-486.0233738433303,
2021-07-09 10:30:00,-471.76116788873924,
2021-07-09 12:00:00,-444.3350876350605,
2021-07-09 13:30:00,-437.17678509809593,
2021-07-09 15:00:00,-418.1229594307388,
2021-07-09 15:30:30,-418.1229594307388,
2021-07-09 23:59:59,-440.4456387488326,w
2021-07-12 00:00:00,-448.08250464122466,
2021-07-12 10:00:00,-505.3369417980084,
2021-07-12 10:30:00,-488.079638737212,
2021-07-12 12:00:00,-469.35046334781373,
2021-07-12 13:30:00,-517.109148580792,
2021-07-12 15:00:00,-529.6015262784226,
2021-07-12 15:30:30,-529.6015262784226,
2021-07-12 23:59:59,-551.9683428912026,c
2021-07-13 00:00:00,-531.2124161095117,
2021-07-13 10:00:00,-546.6385596492883,
2021-07-13 10:30:00,-537.7766019956894,
2021-07-13 12:00:00,-512.4864476393768,
2021-07-13 13:30:00,-541.6791296310275,
2021-07-13 15:00:00,-564.0373056896092,
2021-07-13 15:30:30,-564.0373056896092,
2021-07-13 23:59:59,-566.5478997896357,c
2021-07-14 00:00:00,-625.3164857090701,
2021-07-14 10:00:00,-638.6855417089355,
2021-07-14 10:30:00,-656.6361642375041,
2021-07-14 12:00:00,-737.5171367476478,
2021-07-14 13:30:00,-732.5628022209594,
2021-07-14 15:00:00,-732.4433300997453,
2021-07-14 15:30:30,-732.4433300997453,
2021-07-14 23:59:59,-724.7236055510111,c
2021-07-15 00:00:00,-732.1086406946401,
2021-07-15 10:00:00,-743.5277624221894,
2021-07-15 10:30:00,-769.2642380364623,
2021-07-15 12:00:00,-779.0733342467711,
2021-07-15 13:30:00,-844.14405933743,
2021-07-15 15:00:00,-832.6667330217228,
2021-07-15 15:30:30,-832.6667330217228,
2021-07-15 23:59:59,-776.6974578506142,c
2021-07-16 00:00:00,-760.730343527579,
2021-07-16 10:00:00,-810.808085388273,
2021-07-16 10:30:00,-893.2575692130258,
2021-07-16 12:00:00,-845.9180635556436,
2021-07-16 13:30:00,-885.1363906686947,
2021-07-16 15:00:00,-913.6321996306142,
2021-07-16 15:30:30,-913.6321996306142,
2021-07-16 23:59:59,-904.0790754936424,w
2021-07-19 00:00:00,-1017.0008540454187,
2021-07-19 10:00:00,-1088.9700928870452,
2021-07-19 10:30:00,-1078.6150182298256,
2021-07-19 12:00:00,-1050.2740839488301,
2021-07-19 13:30:00,-1163.0022457290015,
2021-07-19 15:00:00,-1160.2264917743582,
2021-07-19 15:30:30,-1160.2264917743582,s
2021-07-19 23:59:59,-1155.2909265050102,c
2021-07-20 00:00:00,-1112.0381133740761,
2021-07-20 10:00:00,-1097.1682756268865,
2021-07-20 10:30:00,-1084.4669201167967,
2021-07-20 12:00:00,-1092.139198238718,
2021-07-20 13:30:00,-1124.753054466974,
2021-07-20 15:00:00,-1125.1149731319524,
2021-07-20 15:30:30,-1125.1149731319524,
2021-07-20 23:59:59,-1129.1685614452172,c
2021-07-21 00:00:00,-1093.9336199672962,
2021-07-21 10:00:00,-965.452074896979,
2021-07-21 10:30:00,-965.3512569988002,
2021-07-21 12:00:00,-939.8361299804365,
2021-07-21 13:30:00,-929.7033470255474,
2021-07-21 15:00:00,-986.402670686738,
2021-07-21 15:30:30,-986.402670686738,
2021-07-21 23:59:59,-1034.6985693097063,c
2021-07-22 00:00:00,-1061.8270378622733,
2021-07-22 10:00:00,-1178.9013432725174,
2021-07-22 10:30:00,-1125.6695216491416,
2021-07-22 12:00:00,-1102.0633719416396,
2021-07-22 13:30:00,-1069.8805543078656,
2021-07-22 15:00:00,-1053.4438305239837,
2021-07-22 15:30:30,-1053.4438305239837,
2021-07-22 23:59:59,-1057.6714367343084,c
2021-07-23 00:00:00,-1026.2132759838087,
2021-07-23 10:00:00,-1094.0605765533155,
2021-07-23 10:30:00,-1082.299532431202,
2021-07-23 12:00:00,-1083.9018617983443,
2021-07-23 13:30:00,-1077.1121659689838,
2021-07-23 15:00:00,-1089.015714739221,
2021-07-23 15:30:30,-1089.015714739221,
2021-07-23 23:59:59,-1022.5963485472766,w
2021-07-26 00:00:00,-1029.4734344073331,
2021-07-26 10:00:00,-986.9119661860395,
2021-07-26 10:30:00,-978.0297166445757,
2021-07-26 12:00:00,-987.838296451308,
2021-07-26 13:30:00,-977.1335540806526,
2021-07-26 15:00:00,-964.8442841075525,
2021-07-26 15:30:30,-964.8442841075525,
2021-07-26 23:59:59,-954.7899369923225,c
2021-07-27 00:00:00,-979.3448129477274,
2021-07-27 10:00:00,-1027.2065068109396,
2021-07-27 10:30:00,-1034.8907539234274,
2021-07-27 12:00:00,-1020.2433550038768,
2021-07-27 13:30:00,-1047.4298094472947,
2021-07-27 15:00:00,-996.7868570920105,
2021-07-27 15:30:30,-996.7868570920105,
2021-07-27 23:59:59,-982.5727891962233,c
2021-07-28 00:00:00,-961.209018973278,
2021-07-28 10:00:00,-919.588695335643,
2021-07-28 10:30:00,-950.2468455859889,
2021-07-28 12:00:00,-881.4562454945121,
2021-07-28 13:30:00,-875.6291488455249,
2021-07-28 15:00:00,-816.0328440431153,
2021-07-28 15:30:30,-816.0328440431153,
2021-07-28 23:59:59,-842.3573282303432,c
2021-07-29 00:00:00,-810.723530551888,
2021-07-29 10:00:00,-804.9348298692557,
2021-07-29 10:30:00,-758.1167181939854,
2021-07-29 12:00:00,-761.9084750086122,
2021-07-29 13:30:00,-798.4474785278853,
2021-07-29 15:00:00,-791.9610149024679,
2021-07-29 15:30:30,-791.9610149024679,
2021-07-29 23:59:59,-816.785908259817,c
2021-07-30 00:00:00,-792.0592273506595,
2021-07-30 10:00:00,-824.1217742231293,
2021-07-30 10:30:00,-811.9962370832918,
2021-07-30 12:00:00,-842.395292533552,
2021-07-30 13:30:00,-855.6897892924717,
2021-07-30 15:00:00,-874.8279377842377,
2021-07-30 15:30:30,-874.8279377842377,
2021-07-30 23:59:59,-856.3673863993872,w
2021-08-02 00:00:00,-854.6540753332033,
2021-08-02 10:00:00,-852.5444157608044,
2021-08-02 10:30:00,-852.5872233893328,
2021-08-02 12:00:00,-852.5872233893328,
2021-08-02 13:30:00,-852.5872233893328,
2021-08-02 15:00:00,-852.5872233893328,
2021-08-02 15:30:30,-852.5872233893328,
2021-08-02 23:59:59,-851.2276198944087,c
2021-08-03 00:00:00,-796.7826059413646,
2021-08-03 10:00:00,-800.4549451970811,
2021-08-03 10:30:00,-776.4383684206828,
2021-08-03 12:00:00,-751.185228624834,
2021-08-03 13:30:00,-750.3993233654655,
2021-08-03 15:00:00,-731.552948972685,
2021-08-03 15:30:30,-731.552948972685,
2021-08-03 23:59:59,-713.8696963446118,c
2021-08-04 00:00:00,-627.7651607521248,
2021-08-04 10:00:00,-700.1755431510815,
2021-08-04 10:30:00,-728.8468961624385,
2021-08-04 12:00:00,-751.8120136561774,
2021-08-04 13:30:00,-739.3492547055316,
2021-08-04 15:00:00,-741.4534486725561,
2021-08-04 15:30:30,-741.4534486725561,
2021-08-04 23:59:59,-717.4837016329616,c
2021-08-05 00:00:00,-199.05762713195145,
2021-08-05 10:00:00,-122.08213624187556,
2021-08-05 10:30:00,-50.5532360448633,
2021-08-05 12:00:00,-28.75193300007595,
2021-08-05 13:30:00,-24.621754759223222,
2021-08-05 15:00:00,-25.13845513876913,
2021-08-05 15:30:30,-25.13845513876913,
2021-08-05 23:59:59,-38.063013336009135,c
2021-08-06 00:00:00,-75.74045681939697,
2021-08-06 10:00:00,-55.055385253021086,
2021-08-06 10:30:00,-59.59319641079492,
2021-08-06 12:00:00,-14.102877108477514,
2021-08-06 13:30:00,4.791767603119297,
2021-08-06 15:00:00,-7.6843259925772145,
2021-08-06 15:30:30,-7.6843259925772145,
2021-08-06 23:59:59,7.331123616949299,w
2021-08-09 00:00:00,-88.67357436830753,
2021-08-09 10:00:00,-109.84588155811889,
2021-08-09 10:30:00,-138.50460273380486,
2021-08-09 12:00:00,-90.04498079696987,
2021-08-09 13:30:00,-84.92990776146326,
2021-08-09 15:00:00,-80.89071149286428,
2021-08-09 15:30:30,-80.89071149286428,
2021-08-09 23:59:59,-97.96259085752718,c
2021-08-10 00:00:00,-68.46592580527886,
2021-08-10 10:00:00,-50.64124914451713,
2021-08-10 10:30:00,-30.522045539129977,
2021-08-10 12:00:00,-20.305336559910756,
2021-08-10 13:30:00,1.9193866904515744,
2021-08-10 15:00:00,-14.478979773621177,
2021-08-10 15:30:30,-14.478979773621177,
2021-08-10 23:59:59,-43.26347865773732,c
2021-08-11 00:00:00,-12.08858029707335,
2021-08-11 10:00:00,-57.88273034450958,
2021-08-11 10:30:00,-52.888175584092096,
2021-08-11 12:00:00,-66.98137798665175,
2021-08-11 13:30:00,-11.273740106097648,
2021-08-11 15:00:00,-9.354526414213069,
2021-08-11 15:30:30,-9.354526414213069,
2021-08-11 23:59:59,0.0,a
2021-08-12 00:00:00,6.835683760709799,
2021-08-12 10:00:00,-25.953383862804912,
2021-08-12 10:30:00,-33.5524300407742,
2021-08-12 12:00:00,-15.116613589728331,
2021-08-12 13:30:00,-30.63125432723791,
2021-08-12 15:00:00,-14.259351221313409,
2021-08-12 15:30:30,-14.259351221313409,
2021-08-12 23:59:59,8.549585148122787,c
2021-08-13 00:00:00,48.09157406108352,
2021-08-13 10:00:00,2.818673847419632,
2021-08-13 10:30:00,29.579793575426265,
2021-08-13 12:00:00,57.16946141004155,
2021-08-13 13:30:00,35.89058637770813,
2021-08-13 15:00:00,9.74580289171081,
2021-08-13 15:30:30,9.74580289171081,
2021-08-13 23:59:59,10.618138347906097,w
2021-08-16 00:00:00,-51.30401872094444,
2021-08-16 10:00:00,-118.02007660343224,
2021-08-16 10:30:00,-102.54657088021486,
2021-08-16 12:00:00,-83.05157037230401,
2021-08-16 13:30:00,-95.24526528979459,
2021-08-16 15:00:00,-82.55900999251753,
2021-08-16 15:30:30,-82.55900999251753,
2021-08-16 23:59:59,-113.55910046761164,c
0,-113.55910046761164,
0,-113.55910046761164,
0,-113.55910046761164,
0,-113.55910046761164,
0,-113.55910046761164,
0,-113.55910046761164,
0,-113.55910046761164,
0,-113.55910046761164,
0,-113.55910046761164,
0,-113.55910046761164,
0,-113.55910046761164,
0,-113.55910046761164,
0,-113.55910046761164,
0,-113.55910046761164,
0,-113.55910046761164,
0,-113.55910046761164,
2021-08-17 00:00:00,-126.63878257474335,
2021-08-17 10:00:00,-160.08455400511411,
2021-08-17 10:30:00,-162.44947622593463,
2021-08-17 12:00:00,-182.62268102655526,
2021-08-17 13:30:00,-179.90092594398993,
2021-08-17 15:00:00,-186.25385150854527,
2021-08-17 15:30:30,-186.25385150854527,
2021-08-17 23:59:59,-175.98609013394707,c
2021-08-18 00:00:00,-175.05448815201726,
2021-08-18 10:00:00,-229.73679190857638,
2021-08-18 10:30:00,-234.39217802514304,
2021-08-18 12:00:00,-185.71366622305322,
