date,XMLV_2022_Q4,meta
2022-10-14 00:00:00,170.5730548260865,
2022-10-14 10:00:00,179.28958556966325,
2022-10-14 10:30:00,168.04389775725053,
2022-10-14 12:00:00,182.04420243699394,
2022-10-14 13:30:00,187.6512756886301,
2022-10-14 15:00:00,192.44437637624765,
2022-10-14 15:30:30,192.44437637624765,
2022-10-14 23:59:59,192.66396982074377,w
2022-10-17 00:00:00,203.94850793462354,
2022-10-17 10:00:00,210.78953670123337,
2022-10-17 10:30:00,213.4332478740272,
2022-10-17 12:00:00,207.81715192504703,
2022-10-17 13:30:00,210.3215940118398,
2022-10-17 15:00:00,207.30856726230547,
2022-10-17 15:30:30,207.30856726230547,
2022-10-17 23:59:59,209.04545998602964,c
2022-10-18 00:00:00,207.80275643320567,
2022-10-18 10:00:00,227.0590873929233,
2022-10-18 10:30:00,226.4107256101272,
2022-10-18 12:00:00,201.3709208517962,
2022-10-18 13:30:00,206.42578024489308,
2022-10-18 15:00:00,185.33101890709258,
2022-10-18 15:30:30,185.33101890709258,
2022-10-18 23:59:59,196.78226882469494,c
2022-10-19 00:00:00,188.20218471980263,
2022-10-19 10:00:00,197.81932394181263,
2022-10-19 10:30:00,202.6805949460628,
2022-10-19 12:00:00,207.1090419042116,
2022-10-19 13:30:00,206.49976518127357,
2022-10-19 15:00:00,200.2105274277103,
2022-10-19 15:30:30,200.2105274277103,
2022-10-19 23:59:59,209.33258577706306,c
2022-10-20 00:00:00,245.77159503233577,
2022-10-20 10:00:00,240.10272513150483,
2022-10-20 10:30:00,245.2810240049364,
2022-10-20 12:00:00,207.5028148940056,
2022-10-20 13:30:00,212.7897813714112,
2022-10-20 15:00:00,197.15723154755108,
2022-10-20 15:30:30,197.15723154755108,
2022-10-20 23:59:59,191.7942699881495,c
2022-10-21 00:00:00,209.76845827031173,
2022-10-21 10:00:00,204.67437581110653,
2022-10-21 10:30:00,201.96169624746688,
2022-10-21 12:00:00,193.28370966045054,
2022-10-21 13:30:00,206.07426684619463,
2022-10-21 15:00:00,210.57904900324604,
2022-10-21 15:30:30,210.57904900324604,
2022-10-21 23:59:59,208.58173112654515,w
2022-10-24 00:00:00,210.33398385722649,
2022-10-24 10:00:00,214.10474449358787,
2022-10-24 10:30:00,207.01553194226915,
2022-10-24 12:00:00,198.81257049289127,
2022-10-24 13:30:00,200.42984404108165,
2022-10-24 15:00:00,199.5332811409695,
2022-10-24 15:30:30,199.5332811409695,
2022-10-24 23:59:59,191.91264952620122,c
2022-10-25 00:00:00,190.75858945399227,
2022-10-25 10:00:00,207.58872379371394,
2022-10-25 10:30:00,209.30248015622476,
2022-10-25 12:00:00,213.19955945387198,
2022-10-25 13:30:00,198.52527709186506,
2022-10-25 15:00:00,183.11411176197385,
2022-10-25 15:30:30,183.11411176197385,
2022-10-25 23:59:59,188.16896166146762,c
2022-10-26 00:00:00,201.75151449973976,
2022-10-26 10:00:00,209.252996917897,
2022-10-26 10:30:00,180.11454299214142,
2022-10-26 12:00:00,192.3597792114257,
2022-10-26 13:30:00,202.9057850898713,
2022-10-26 15:00:00,198.28624129660852,
2022-10-26 15:30:30,198.28624129660852,
2022-10-26 23:59:59,192.3726007466695,c
2022-10-27 00:00:00,190.67942381558123,
2022-10-27 10:00:00,240.88800320230678,
2022-10-27 10:30:00,218.12740399824895,
2022-10-27 12:00:00,226.56068204541987,
2022-10-27 13:30:00,227.34471773009352,
2022-10-27 15:00:00,209.3175669257522,
2022-10-27 15:30:30,209.3175669257522,
2022-10-27 23:59:59,225.41946697112883,c
2022-10-28 00:00:00,250.61485253073386,
2022-10-28 10:00:00,284.7639246259804,
2022-10-28 10:30:00,281.8198904055364,
2022-10-28 12:00:00,292.62747002658693,
2022-10-28 13:30:00,306.88471977810354,
2022-10-28 15:00:00,303.16293619332134,
2022-10-28 15:30:30,303.16293619332134,
2022-10-28 23:59:59,283.6940429119463,w
2022-10-31 00:00:00,271.9944121865699,
2022-10-31 10:00:00,274.35785177487344,
2022-10-31 10:30:00,273.6812324525289,
2022-10-31 12:00:00,263.7495620033726,
2022-10-31 13:30:00,264.20407375350317,
2022-10-31 15:00:00,277.2117484626856,
2022-10-31 15:30:30,277.2117484626856,s
2022-10-31 23:59:59,279.2503048286155,c
2022-11-01 00:00:00,261.1820195141279,
2022-11-01 10:00:00,275.06100056951163,
2022-11-01 10:30:00,278.1553645302972,
2022-11-01 12:00:00,276.95696240856194,
2022-11-01 13:30:00,281.14217669441143,
2022-11-01 15:00:00,285.97152701997607,
2022-11-01 15:30:30,285.97152701997607,
2022-11-01 23:59:59,280.15171499831604,c
2022-11-02 00:00:00,253.66909841242614,
2022-11-02 10:00:00,258.49191261976375,
2022-11-02 10:30:00,240.96939023803827,
2022-11-02 12:00:00,227.68185331307473,
2022-11-02 13:30:00,229.07819922273598,
2022-11-02 15:00:00,230.97427615295157,
2022-11-02 15:30:30,230.97427615295157,
2022-11-02 23:59:59,223.6951153493534,c
2022-11-03 00:00:00,225.10813044701888,
2022-11-03 10:00:00,132.34605799804444,
2022-11-03 10:30:00,108.56361699696447,
2022-11-03 12:00:00,96.9232899855918,
2022-11-03 13:30:00,109.80407286439754,
2022-11-03 15:00:00,112.8120852798487,
2022-11-03 15:30:30,112.8120852798487,
2022-11-03 23:59:59,107.83241312813743,c
2022-11-04 00:00:00,128.52120668060684,
2022-11-04 10:00:00,120.7489524192132,
2022-11-04 10:30:00,114.3716557635953,
2022-11-04 12:00:00,130.82232903985243,
2022-11-04 13:30:00,122.91040487557177,
2022-11-04 15:00:00,115.06768746248906,
2022-11-04 15:30:30,115.06768746248906,
2022-11-04 23:59:59,106.67733351051129,w
2022-11-07 00:00:00,107.81120608471144,
2022-11-07 10:00:00,126.0304291219037,
2022-11-07 10:30:00,114.9407134142017,
2022-11-07 12:00:00,71.09530709989781,
2022-11-07 13:30:00,66.5858412483309,
2022-11-07 15:00:00,64.6469309983741,
2022-11-07 15:30:30,64.6469309983741,
2022-11-07 23:59:59,53.008324824873455,c
2022-11-08 00:00:00,19.59115942568127,
2022-11-08 10:00:00,-14.648681763125296,
2022-11-08 10:30:00,-21.952449367320924,
2022-11-08 12:00:00,-4.663806122240317,
2022-11-08 13:30:00,-7.19377836554105,
2022-11-08 15:00:00,-8.327598169580881,
2022-11-08 15:30:30,-8.327598169580881,
2022-11-08 23:59:59,-3.1056032236567717,c
2022-11-09 00:00:00,10.083060437774407,
2022-11-09 10:00:00,3.480706877988723,
2022-11-09 10:30:00,-5.700813913178081,
2022-11-09 12:00:00,9.441591778326085,
2022-11-09 13:30:00,-2.7991773708251912,
2022-11-09 15:00:00,7.229982741482672,
2022-11-09 15:30:30,7.229982741482672,
2022-11-09 23:59:59,1.9188509726602092,c
2022-11-10 00:00:00,11.975596282253548,
2022-11-10 10:00:00,3.0054047559557375,
2022-11-10 10:30:00,2.3776919639572043,
2022-11-10 12:00:00,18.8268258373692,
2022-11-10 13:30:00,-1.683504084714457,
2022-11-10 15:00:00,19.927826984698697,
2022-11-10 15:30:30,19.927826984698697,
2022-11-10 23:59:59,15.842403617920752,c
2022-11-11 00:00:00,17.060592511293407,
2022-11-11 10:00:00,21.529892049981527,
2022-11-11 10:30:00,16.136978822959634,
2022-11-11 12:00:00,3.6135286627352343,
2022-11-11 13:30:00,19.005605670052887,
2022-11-11 15:00:00,3.211488227874213,
2022-11-11 15:30:30,3.211488227874213,
2022-11-11 23:59:59,0.0,a
2022-11-14 00:00:00,-10.187424011625353,
2022-11-14 10:00:00,-18.447564748617424,
2022-11-14 10:30:00,-28.89935024490518,
2022-11-14 12:00:00,-40.930438040579986,
2022-11-14 13:30:00,-42.79777033979269,
2022-11-14 15:00:00,-45.976956217939005,
2022-11-14 15:30:30,-45.976956217939005,
2022-11-14 23:59:59,-38.42944111798715,c
2022-11-15 00:00:00,-35.59022474502996,
2022-11-15 10:00:00,-38.72581673016009,
2022-11-15 10:30:00,-33.31327193439785,
2022-11-15 12:00:00,-27.494649503438325,
2022-11-15 13:30:00,-21.985426120708496,
2022-11-15 15:00:00,-31.181688219913553,
2022-11-15 15:30:30,-31.181688219913553,
2022-11-15 23:59:59,-31.463867448796464,c
2022-11-16 00:00:00,-35.92112291478048,
2022-11-16 10:00:00,-35.21239034220412,
2022-11-16 10:30:00,-42.66951040398902,
2022-11-16 12:00:00,-56.81049205260746,
2022-11-16 13:30:00,-69.0639074013543,
2022-11-16 15:00:00,-73.27766281240059,
2022-11-16 15:30:30,-73.27766281240059,
2022-11-16 23:59:59,-72.67172395422904,c
2022-11-17 00:00:00,-67.19993249652049,
2022-11-17 10:00:00,-79.59338312560459,
2022-11-17 10:30:00,-71.2485343606927,
2022-11-17 12:00:00,-60.87639312507321,
2022-11-17 13:30:00,-65.59803676369665,
2022-11-17 15:00:00,-78.32805900737526,
2022-11-17 15:30:30,-78.32805900737526,
2022-11-17 23:59:59,-82.87548192674655,c
2022-11-18 00:00:00,-84.04642535635054,
2022-11-18 10:00:00,-78.71626612140966,
2022-11-18 10:30:00,-62.907210311757865,
2022-11-18 12:00:00,-53.20563754852515,
2022-11-18 13:30:00,-52.35876525828172,
2022-11-18 15:00:00,-50.83454910256279,
2022-11-18 15:30:30,-50.83454910256279,
2022-11-18 23:59:59,-46.96190059864898,e
2022-11-21 00:00:00,-77.88766433821286,
2022-11-21 10:00:00,-55.88658879424514,
2022-11-21 10:30:00,-57.88907531790056,
2022-11-21 12:00:00,-65.8642312552613,
2022-11-21 13:30:00,-64.18514550752826,
2022-11-21 15:00:00,-74.40090507392097,
2022-11-21 15:30:30,-74.40090507392097,
2022-11-21 23:59:59,-60.360876907889235,c
2022-11-22 00:00:00,-89.96744293649937,
2022-11-22 10:00:00,-45.65172682117321,
2022-11-22 10:30:00,-34.42697868095553,
2022-11-22 12:00:00,-47.14061301886164,
2022-11-22 13:30:00,-53.03526864124018,
2022-11-22 15:00:00,-63.207217608931046,
2022-11-22 15:30:30,-63.207217608931046,
2022-11-22 23:59:59,-49.61928677975612,c
2022-11-23 00:00:00,-53.69405520646359,
2022-11-23 10:00:00,-60.47360455549273,
2022-11-23 10:30:00,-59.082959954249304,
2022-11-23 12:00:00,-62.78921543117036,
2022-11-23 13:30:00,-63.266252851527724,
2022-11-23 15:00:00,-66.82455742889368,
2022-11-23 15:30:30,-66.82455742889368,
2022-11-23 23:59:59,-59.39003258885924,c
2022-11-24 00:00:00,-59.39003258885924,
2022-11-24 10:00:00,-59.39003258885924,
2022-11-24 10:30:00,-59.39003258885924,
2022-11-24 12:00:00,-59.39003258885924,
2022-11-24 13:30:00,-59.39003258885924,
2022-11-24 15:00:00,-59.39003258885924,
2022-11-24 15:30:30,-59.39003258885924,
2022-11-24 23:59:59,-59.39003258885924,c
2022-11-25 00:00:00,-69.44744880322395,
2022-11-25 10:00:00,-45.1699118196388,
2022-11-25 10:30:00,-52.509058443083575,
2022-11-25 12:00:00,-52.883949686808364,
2022-11-25 13:30:00,-52.883949686808364,
2022-11-25 15:00:00,-52.883949686808364,
2022-11-25 15:30:30,-52.883949686808364,
2022-11-25 23:59:59,-43.35715553360893,w
2022-11-28 00:00:00,-34.942677400101104,
2022-11-28 10:00:00,-54.75571739817656,
2022-11-28 10:30:00,-57.49933378991864,
2022-11-28 12:00:00,-56.9502479134116,
2022-11-28 13:30:00,-58.599270929109935,
2022-11-28 15:00:00,-54.07163575058797,
2022-11-28 15:30:30,-54.07163575058797,
2022-11-28 23:59:59,-53.335936693211295,c
2022-11-29 00:00:00,-51.53475446799774,
2022-11-29 10:00:00,-41.495643434050294,
2022-11-29 10:30:00,-36.2352141110232,
2022-11-29 12:00:00,-34.79786830074596,
2022-11-29 13:30:00,-40.66848660348643,
2022-11-29 15:00:00,-42.505219652110554,
2022-11-29 15:30:30,-42.505219652110554,
2022-11-29 23:59:59,-38.487791445038795,c
2022-11-30 00:00:00,-40.88544936116415,
2022-11-30 10:00:00,-40.68345272002756,
2022-11-30 10:30:00,-42.30916662982594,
2022-11-30 12:00:00,-40.71212284734207,
2022-11-30 13:30:00,-31.881424656384752,
2022-11-30 15:00:00,-20.263789041679104,
2022-11-30 15:30:30,-20.263789041679104,m
2022-11-30 23:59:59,-24.370663128303534,c
2022-12-01 00:00:00,-4.559942852988343,
2022-12-01 10:00:00,-10.595256233698592,
2022-12-01 10:30:00,-10.794000345974155,
2022-12-01 12:00:00,6.165700203009067,
2022-12-01 13:30:00,3.6549136146006163,
2022-12-01 15:00:00,12.6028815211331,
2022-12-01 15:30:30,12.6028815211331,
2022-12-01 23:59:59,9.234689951870735,c
2022-12-02 00:00:00,8.720178212981637,
2022-12-02 10:00:00,-5.936967637232215,
2022-12-02 10:30:00,3.658727138251834,
2022-12-02 12:00:00,0.5858747729278093,
2022-12-02 13:30:00,-0.4131347461018322,
2022-12-02 15:00:00,3.5859755401161806,
2022-12-02 15:30:30,3.5859755401161806,
2022-12-02 23:59:59,11.860443286069199,w
