date,MSCI_VNQ_2021_Q4,meta
2021-10-14 00:00:00,-108.71476945508975,
2021-10-14 10:00:00,-121.86947819413902,
2021-10-14 10:30:00,-129.49290416263162,
2021-10-14 12:00:00,-128.62317612999595,
2021-10-14 13:30:00,-125.45585286194529,
2021-10-14 15:00:00,-128.30854402358102,
2021-10-14 15:30:30,-128.30854402358102,
2021-10-14 23:59:59,-123.94683469832077,c
2021-10-15 00:00:00,-123.76066917272611,
2021-10-15 10:00:00,-104.08982602946807,
2021-10-15 10:30:00,-78.69370620194726,
2021-10-15 12:00:00,-65.91262695380449,
2021-10-15 13:30:00,-72.13607117348573,
2021-10-15 15:00:00,-52.10665725570945,
2021-10-15 15:30:30,-52.10665725570945,
2021-10-15 23:59:59,-51.367852379086756,w
2021-10-18 00:00:00,-69.88446490641451,
2021-10-18 10:00:00,-74.09659351650198,
2021-10-18 10:30:00,-67.53815063266728,
2021-10-18 12:00:00,-59.92086998029241,
2021-10-18 13:30:00,-52.93594013157612,
2021-10-18 15:00:00,-53.81305285410994,
2021-10-18 15:30:30,-53.81305285410994,
2021-10-18 23:59:59,-45.48629633421706,c
2021-10-19 00:00:00,-54.840558731098696,
2021-10-19 10:00:00,-53.41466121126797,
2021-10-19 10:30:00,-61.75894335583759,
2021-10-19 12:00:00,-64.89611357365602,
2021-10-19 13:30:00,-66.12629634321009,
2021-10-19 15:00:00,-61.336450042467035,
2021-10-19 15:30:30,-61.336450042467035,
2021-10-19 23:59:59,-63.73745804795992,c
2021-10-20 00:00:00,-59.359138896435994,
2021-10-20 10:00:00,-70.52319666527917,
2021-10-20 10:30:00,-71.60700602983708,
2021-10-20 12:00:00,-67.77900691481243,
2021-10-20 13:30:00,-64.15334636572742,
2021-10-20 15:00:00,-65.21736993092148,
2021-10-20 15:30:30,-65.21736993092148,
2021-10-20 23:59:59,-59.84595599269336,c
2021-10-21 00:00:00,-55.34210588636515,
2021-10-21 10:00:00,-51.18468458542871,
2021-10-21 10:30:00,-48.98076352779809,
2021-10-21 12:00:00,-46.317271160985015,
2021-10-21 13:30:00,-52.656274333935244,
2021-10-21 15:00:00,-56.940649278023116,
2021-10-21 15:30:30,-56.940649278023116,
2021-10-21 23:59:59,-55.97143174959032,c
2021-10-22 00:00:00,-57.91765232714177,
2021-10-22 10:00:00,-53.220562695652106,
2021-10-22 10:30:00,-48.05050179043954,
2021-10-22 12:00:00,-57.424707602380366,
2021-10-22 13:30:00,-54.80249663725074,
2021-10-22 15:00:00,-65.38481156114713,
2021-10-22 15:30:30,-65.38481156114713,
2021-10-22 23:59:59,-69.71487978312163,w
2021-10-25 00:00:00,-56.332951996666154,
2021-10-25 10:00:00,-79.5602289980095,
2021-10-25 10:30:00,-78.12328196054597,
2021-10-25 12:00:00,-77.78525848045798,
2021-10-25 13:30:00,-72.9055284539622,
2021-10-25 15:00:00,-74.20062963334222,
2021-10-25 15:30:30,-74.20062963334222,
2021-10-25 23:59:59,-71.8212373439808,c
2021-10-26 00:00:00,-66.80728057729411,
2021-10-26 10:00:00,-69.8647451196336,
2021-10-26 10:30:00,-79.71911038861504,
2021-10-26 12:00:00,-88.03052412304504,
2021-10-26 13:30:00,-92.56393894099406,
2021-10-26 15:00:00,-89.28160255811926,
2021-10-26 15:30:30,-89.28160255811926,
2021-10-26 23:59:59,-84.2877396196036,c
2021-10-27 00:00:00,-93.4537867298062,
2021-10-27 10:00:00,-83.96892092648615,
2021-10-27 10:30:00,-78.57084252065044,
2021-10-27 12:00:00,-65.77004891514977,
2021-10-27 13:30:00,-66.06563516373465,
2021-10-27 15:00:00,-70.33443804317402,
2021-10-27 15:30:30,-70.33443804317402,
2021-10-27 23:59:59,-61.90772534267495,c
2021-10-28 00:00:00,-50.52640156928936,
2021-10-28 10:00:00,-61.231899812415506,
2021-10-28 10:30:00,-51.642711688482834,
