date,QDF_2023_Q1,meta
2023-02-07 00:00:00,3.4853499694478174,
2023-02-07 10:00:00,12.273615298349691,
2023-02-07 10:30:00,-1.2429327545146585,
2023-02-07 12:00:00,-9.175846474308454,
2023-02-07 13:30:00,-14.805041911932296,
2023-02-07 15:00:00,-24.81706215522959,
2023-02-07 15:30:30,-24.81706215522959,
2023-02-07 23:59:59,-8.98007220446776,c
2023-02-08 00:00:00,-2.9037285199654868,
2023-02-08 10:00:00,-6.332377122195542,
2023-02-08 10:30:00,-2.5235734996896504,
2023-02-08 12:00:00,-1.8430230474349685,
2023-02-08 13:30:00,-3.3432014202009555,
2023-02-08 15:00:00,-3.5180473427296697,
2023-02-08 15:30:30,-3.5180473427296697,
2023-02-08 23:59:59,-8.18338594580337,c
2023-02-09 00:00:00,-45.231032872442356,
2023-02-09 10:00:00,-1.976976433251771,
2023-02-09 10:30:00,13.290903641018229,
2023-02-09 12:00:00,9.00080051657416,
2023-02-09 13:30:00,-19.101485902496574,
2023-02-09 15:00:00,-20.66487333121034,
2023-02-09 15:30:30,-20.66487333121034,
2023-02-09 23:59:59,-24.990869835497083,c
2023-02-10 00:00:00,-37.61559586625111,
2023-02-10 10:00:00,-10.028780483141919,
2023-02-10 10:30:00,-21.47884125455332,
2023-02-10 12:00:00,-9.480716445368923,
2023-02-10 13:30:00,-5.37158974694707,
2023-02-10 15:00:00,-18.743772376007332,
2023-02-10 15:30:30,-18.743772376007332,
2023-02-10 23:59:59,-15.559655178974783,w
2023-02-13 00:00:00,-16.99446178752218,
2023-02-13 10:00:00,-20.922359719831793,
2023-02-13 10:30:00,-16.629388311069054,
2023-02-13 12:00:00,-10.861351968007934,
2023-02-13 13:30:00,-11.537495805237139,
2023-02-13 15:00:00,-12.692135016676065,
2023-02-13 15:30:30,-12.692135016676065,
2023-02-13 23:59:59,-8.450667618516242,c
2023-02-14 00:00:00,1.153819010932267,
2023-02-14 10:00:00,4.9756084822040485,
2023-02-14 10:30:00,-2.4168740014294023,
2023-02-14 12:00:00,3.781016871491893,
2023-02-14 13:30:00,4.249339237717077,
2023-02-14 15:00:00,3.266734107833855,
2023-02-14 15:30:30,3.266734107833855,
