date,AS_CGW_2023_Q1,meta
2022-12-30 00:00:00,744.7198204118131,
2022-12-30 01:00:00,790.7783578338222,
2022-12-30 02:30:00,758.4302233808803,
2022-12-30 03:00:00,774.6036690309775,
2022-12-30 18:30:00,774.6036690309775,
2022-12-30 20:00:00,774.6036690309775,
2022-12-30 23:00:00,774.6036690309775,
2022-12-30 23:59:59,779.9446289610187,w
2023-01-02 00:00:00,779.9446289610187,
2023-01-02 01:00:00,779.9446289610187,
2023-01-02 02:30:00,779.9446289610187,
2023-01-02 03:00:00,779.9446289610187,
2023-01-02 18:30:00,779.9446289610187,
2023-01-02 20:00:00,779.9446289610187,
2023-01-02 23:00:00,736.4328924457423,
2023-01-02 23:59:59,736.4328924457423,c
2023-01-03 00:00:00,686.9182843488188,
2023-01-03 01:00:00,682.5446757330101,
2023-01-03 02:30:00,693.4685211228561,
2023-01-03 03:00:00,682.864205326945,
2023-01-03 18:30:00,682.864205326945,
2023-01-03 20:00:00,751.7850738529341,
2023-01-03 23:00:00,596.0141192386754,
2023-01-03 23:59:59,597.0476403380699,c
2023-01-04 00:00:00,616.5229194491894,
2023-01-04 01:00:00,625.1641389247825,
2023-01-04 02:30:00,598.0918305298183,
2023-01-04 03:00:00,592.0766318973137,
2023-01-04 18:30:00,592.0766318973137,
2023-01-04 20:00:00,591.6586135274492,
2023-01-04 23:00:00,642.7933034139405,
2023-01-04 23:59:59,646.7261958039053,c
2023-01-05 00:00:00,488.6789241520919,
2023-01-05 01:00:00,413.3807325080006,
2023-01-05 02:30:00,428.5603728840533,
2023-01-05 03:00:00,407.06503469415475,
2023-01-05 18:30:00,407.06503469415475,
2023-01-05 20:00:00,411.5301554024809,
2023-01-05 23:00:00,525.4281591074241,
2023-01-05 23:59:59,537.1942495473722,c
2023-01-06 00:00:00,381.2166063000568,
2023-01-06 01:00:00,456.8255744852595,
2023-01-06 02:30:00,425.7428707071049,
2023-01-06 03:00:00,398.1339888539969,
2023-01-06 18:30:00,398.1339888539969,
2023-01-06 20:00:00,398.1339888539969,
2023-01-06 23:00:00,398.1339888539969,
2023-01-06 23:59:59,383.4587140875965,w
2023-01-09 00:00:00,344.81860087168207,
2023-01-09 01:00:00,338.9610251413942,
2023-01-09 02:30:00,355.465471466332,
2023-01-09 03:00:00,344.7871945192337,
2023-01-09 18:30:00,344.7871945192337,
2023-01-09 20:00:00,334.16792518102284,
2023-01-09 23:00:00,265.50955818015973,
2023-01-09 23:59:59,276.8462605280911,c
2023-01-10 00:00:00,270.22899150106696,
2023-01-10 01:00:00,249.06246556628867,
2023-01-10 02:30:00,259.86489685042307,
2023-01-10 03:00:00,254.35248843003865,
2023-01-10 18:30:00,254.35248843003865,
2023-01-10 20:00:00,219.40118412947686,
2023-01-10 23:00:00,240.81764344810563,
2023-01-10 23:59:59,264.3868888513407,c
