date,XMMO_2021_Q3,meta
2021-08-20 00:00:00,123.63038912796456,
2021-08-20 10:00:00,112.41643924334134,
2021-08-20 10:30:00,96.31157895703572,
2021-08-20 12:00:00,137.84375991817112,
2021-08-20 13:30:00,134.98008469854466,
2021-08-20 15:00:00,131.47359915726042,
2021-08-20 15:30:30,131.47359915726042,
2021-08-20 23:59:59,135.62088844903735,w
2021-08-23 00:00:00,150.01426026848858,
2021-08-23 10:00:00,158.0929737127653,
2021-08-23 10:30:00,138.5398000559262,
2021-08-23 12:00:00,128.25718488694667,
2021-08-23 13:30:00,135.16875563176538,
2021-08-23 15:00:00,136.2960229233677,
2021-08-23 15:30:30,136.2960229233677,
2021-08-23 23:59:59,129.96634852343828,c
2021-08-24 00:00:00,127.80123578295914,
2021-08-24 10:00:00,176.58369416992747,
2021-08-24 10:30:00,160.80064300836372,
2021-08-24 12:00:00,162.33558757802413,
2021-08-24 13:30:00,185.74468962299613,
2021-08-24 15:00:00,221.7591433157713,
2021-08-24 15:30:30,221.7591433157713,
2021-08-24 23:59:59,205.65304000825847,c
2021-08-25 00:00:00,197.0760870550806,
2021-08-25 10:00:00,210.1358393868176,
2021-08-25 10:30:00,225.73536714319724,
2021-08-25 12:00:00,230.74360715388426,
2021-08-25 13:30:00,233.15487921697158,
2021-08-25 15:00:00,221.89581370506843,
2021-08-25 15:30:30,221.89581370506843,
2021-08-25 23:59:59,206.7465384343936,c
2021-08-26 00:00:00,192.15265860437594,
2021-08-26 10:00:00,191.72960758486522,
2021-08-26 10:30:00,209.6345942041129,
2021-08-26 12:00:00,193.95948426638947,
2021-08-26 13:30:00,203.38805681770017,
2021-08-26 15:00:00,190.8733897964968,
2021-08-26 15:30:30,190.8733897964968,
2021-08-26 23:59:59,191.8684988619781,c
2021-08-27 00:00:00,212.43826611480696,
2021-08-27 10:00:00,204.45221289054305,
2021-08-27 10:30:00,192.27371956615602,
2021-08-27 12:00:00,195.17820931194743,
2021-08-27 13:30:00,205.14539000093342,
2021-08-27 15:00:00,201.37519583341845,
2021-08-27 15:30:30,201.37519583341845,
2021-08-27 23:59:59,207.16182506268387,w
2021-08-30 00:00:00,199.62529473673197,
2021-08-30 10:00:00,175.31639948352787,
2021-08-30 10:30:00,170.6980231736139,
2021-08-30 12:00:00,178.59692018840948,
2021-08-30 13:30:00,167.87651371433066,
2021-08-30 15:00:00,165.08761322791966,
2021-08-30 15:30:30,165.08761322791966,
2021-08-30 23:59:59,150.68262896416525,c
2021-08-31 00:00:00,152.0801807019958,
2021-08-31 10:00:00,166.09028058276027,
2021-08-31 10:30:00,175.02216802539505,
2021-08-31 12:00:00,187.36393356603122,
2021-08-31 13:30:00,157.54082287857847,
2021-08-31 15:00:00,143.3021025407542,
