date,MSCI_US_SC_STAY_2023_Q1,meta
2023-01-05 00:00:00,281.9397553340634,
2023-01-05 10:00:00,241.51507849203244,
2023-01-05 10:30:00,251.568694774224,
2023-01-05 12:00:00,257.0022147809759,
2023-01-05 13:30:00,246.62206861120876,
2023-01-05 15:00:00,241.33997654373866,
2023-01-05 15:30:30,241.33997654373866,
2023-01-05 23:59:59,226.0977310015012,c
2023-01-06 00:00:00,207.29401027574295,
2023-01-06 10:00:00,171.92526320946263,
2023-01-06 10:30:00,187.4301477036131,
2023-01-06 12:00:00,212.56809584065604,
2023-01-06 13:30:00,200.34351660157358,
2023-01-06 15:00:00,202.60357897233303,
2023-01-06 15:30:30,202.60357897233303,
2023-01-06 23:59:59,197.70497057931993,w
2023-01-09 00:00:00,199.6912628415614,
2023-01-09 10:00:00,214.74395837197244,
2023-01-09 10:30:00,219.68238830158452,
2023-01-09 12:00:00,206.65949413529347,
2023-01-09 13:30:00,223.09229455659238,
2023-01-09 15:00:00,232.7715498929308,
2023-01-09 15:30:30,232.7715498929308,
2023-01-09 23:59:59,230.7299121251242,c
2023-01-10 00:00:00,238.1255923271076,
2023-01-10 10:00:00,248.78636226860067,
2023-01-10 10:30:00,237.00953190021005,
2023-01-10 12:00:00,242.765402841889,
2023-01-10 13:30:00,229.72314361308918,
2023-01-10 15:00:00,235.21020259931856,
2023-01-10 15:30:30,235.21020259931856,
2023-01-10 23:59:59,233.45729769099603,c
2023-01-11 00:00:00,223.18263071983574,
2023-01-11 10:00:00,211.61654486149723,
2023-01-11 10:30:00,232.79751450090043,
2023-01-11 12:00:00,217.1301485221593,
2023-01-11 13:30:00,218.08743430622008,
2023-01-11 15:00:00,217.23438332478077,
2023-01-11 15:30:30,217.23438332478077,
2023-01-11 23:59:59,231.2338772056048,c
2023-01-12 00:00:00,220.96052405871114,
2023-01-12 10:00:00,193.30172758170647,
2023-01-12 10:30:00,217.69556951741993,
2023-01-12 12:00:00,216.28211028367446,
2023-01-12 13:30:00,218.50091702863347,
2023-01-12 15:00:00,224.78771493294835,
2023-01-12 15:30:30,224.78771493294835,
2023-01-12 23:59:59,242.15808438069075,c
2023-01-13 00:00:00,254.3063033061967,
2023-01-13 10:00:00,269.63522823283097,
2023-01-13 10:30:00,279.2376969160425,
2023-01-13 12:00:00,244.18793372571895,
2023-01-13 13:30:00,248.91295157697414,
2023-01-13 15:00:00,237.4403153095243,
2023-01-13 15:30:30,237.4403153095243,
2023-01-13 23:59:59,250.60330843647967,w
