date,EU_SPI_2022_Q3,meta
2022-08-12 00:00:00,-140.18090777227872,
2022-08-12 03:30:00,-107.5349310070294,
2022-08-12 04:00:00,-117.04341767704636,
2022-08-12 06:00:00,-128.4101305667474,
2022-08-12 08:00:00,-137.6509359755022,
2022-08-12 10:30:00,-129.20900260336725,
2022-08-12 11:00:00,-128.66605202964547,
2022-08-12 23:59:59,-129.97112011357854,w
2022-08-15 00:00:00,-120.77238330191722,
2022-08-15 03:30:00,-147.80407515243712,
2022-08-15 04:00:00,-144.27082135163494,
2022-08-15 06:00:00,-137.00542449138663,
2022-08-15 08:00:00,-134.50655800574464,
2022-08-15 10:30:00,-135.4548513635691,
2022-08-15 11:00:00,-136.72711613486513,
2022-08-15 23:59:59,-135.175379876511,c
2022-08-16 00:00:00,-79.84328087230233,
2022-08-16 03:30:00,-80.44167504924087,
2022-08-16 04:00:00,-70.81542495109431,
2022-08-16 06:00:00,-89.0388785354404,
2022-08-16 08:00:00,-101.84518944631589,
2022-08-16 10:30:00,-99.17626434901933,
2022-08-16 11:00:00,-102.92078882530313,
2022-08-16 23:59:59,-97.12148008015367,c
2022-08-17 00:00:00,-86.4289022181274,
2022-08-17 03:30:00,-85.16303452891225,
2022-08-17 04:00:00,-93.06323914058567,
2022-08-17 06:00:00,-105.6070262232189,
2022-08-17 08:00:00,-111.78086466595573,
2022-08-17 10:30:00,-116.81785527535442,
2022-08-17 11:00:00,-118.06206439130142,
2022-08-17 23:59:59,-121.35392081051054,c
2022-08-18 00:00:00,-105.74236667982768,
2022-08-18 03:30:00,-97.05493887059117,
2022-08-18 04:00:00,-92.9476869210331,
2022-08-18 06:00:00,-83.09921542961501,
2022-08-18 08:00:00,-95.58207043137315,
2022-08-18 10:30:00,-87.33182626059727,
2022-08-18 11:00:00,-81.86432443991805,
2022-08-18 23:59:59,-71.65005072767372,c
2022-08-19 00:00:00,-73.97521121092461,
2022-08-19 03:30:00,-88.79586979353667,
2022-08-19 04:00:00,-91.3194269987506,
2022-08-19 06:00:00,-104.20891233094505,
2022-08-19 08:00:00,-108.01655907477573,
2022-08-19 10:30:00,-138.2269671079996,
2022-08-19 11:00:00,-136.1620535962703,
2022-08-19 23:59:59,-135.5713703019461,w
2022-08-22 00:00:00,-138.03391120287586,
2022-08-22 03:30:00,-151.89630353646442,
2022-08-22 04:00:00,-148.84741383673304,
2022-08-22 06:00:00,-141.6020547710184,
2022-08-22 08:00:00,-153.24809218036228,
2022-08-22 10:30:00,-172.26862560705035,
2022-08-22 11:00:00,-165.34463090744885,
2022-08-22 23:59:59,-168.5997081666834,c
2022-08-23 00:00:00,-166.2219204350274,
2022-08-23 03:30:00,-139.37744777684907,
2022-08-23 04:00:00,-152.2902367059237,
2022-08-23 06:00:00,-151.95784954683268,
2022-08-23 08:00:00,-148.12224152098509,
2022-08-23 10:30:00,-116.00837801395255,
2022-08-23 11:00:00,-122.40676577147622,
2022-08-23 23:59:59,-121.89517335882874,c
2022-08-24 00:00:00,-127.59751880992474,
2022-08-24 03:30:00,-120.02390760136518,
2022-08-24 04:00:00,-113.35153460883384,
2022-08-24 06:00:00,-118.75616879393226,
2022-08-24 08:00:00,-117.15468768010169,
2022-08-24 10:30:00,-114.75942622491766,
2022-08-24 11:00:00,-120.67367787364788,
2022-08-24 23:59:59,-121.89632433743202,c
2022-08-25 00:00:00,-136.0738314383583,
2022-08-25 03:30:00,-121.76108821450737,
2022-08-25 04:00:00,-136.83519442380225,
2022-08-25 06:00:00,-135.99664645292933,
2022-08-25 08:00:00,-108.52561308355632,
2022-08-25 10:30:00,-79.09941691687493,
2022-08-25 11:00:00,-91.77740747091343,
2022-08-25 23:59:59,-86.95927970225159,c
2022-08-26 00:00:00,-79.29960237822422,
2022-08-26 03:30:00,-86.93349606335823,
2022-08-26 04:00:00,-89.32501919911647,
2022-08-26 06:00:00,-106.05474769918169,
2022-08-26 08:00:00,-113.73266521932715,
2022-08-26 10:30:00,-126.41798131478618,
2022-08-26 11:00:00,-118.02599331937517,
2022-08-26 23:59:59,-121.03647523612324,w
2022-08-29 00:00:00,-148.1908094771319,
2022-08-29 03:30:00,-149.96912297090523,
2022-08-29 04:00:00,-151.92531709334583,
2022-08-29 06:00:00,-165.36649773465967,
2022-08-29 08:00:00,-146.30148954075082,
2022-08-29 10:30:00,-127.85165442565199,
