date,EU_SPI_2022_Q3,meta
2022-08-29 11:00:00,-121.99798661001489,
2022-08-29 23:59:59,-122.6907491902698,c
2022-08-30 00:00:00,-103.24856294211679,
2022-08-30 03:30:00,-92.79719869757287,
2022-08-30 04:00:00,-69.66007759185288,
2022-08-30 06:00:00,-72.21791934779401,
2022-08-30 08:00:00,-75.50176574673185,
2022-08-30 10:30:00,-88.76926608436179,
2022-08-30 11:00:00,-82.8514633223133,
2022-08-30 23:59:59,-86.38866981284593,c
2022-08-31 00:00:00,-76.7286408345932,
2022-08-31 03:30:00,-64.9238267191663,
2022-08-31 04:00:00,-65.44052322695518,
2022-08-31 06:00:00,-64.68624632614205,
2022-08-31 08:00:00,-56.51522148401159,
2022-08-31 10:30:00,-76.81880167699637,
2022-08-31 11:00:00,-84.24467661474807,
2022-08-31 23:59:59,-83.21028156761668,c
2022-09-01 00:00:00,-104.4358848806479,
2022-09-01 03:30:00,-97.73114019401078,
2022-09-01 04:00:00,-92.14450588416435,
2022-09-01 06:00:00,-103.32813498143469,
2022-09-01 08:00:00,-99.98495872962008,
2022-09-01 10:30:00,-102.8722124612068,
2022-09-01 11:00:00,-105.43730531838833,
2022-09-01 23:59:59,-117.34417048647163,c
2022-09-02 00:00:00,-98.8760469402514,
2022-09-02 03:30:00,-88.2845920011979,
2022-09-02 04:00:00,-90.03342109329299,
2022-09-02 06:00:00,-84.52341883712779,
2022-09-02 08:00:00,-86.62418859646641,
2022-09-02 10:30:00,-82.95744614330408,
2022-09-02 11:00:00,-70.65851460112731,
2022-09-02 23:59:59,-60.012106655388834,w
2022-09-05 00:00:00,-73.27987144051087,
2022-09-05 03:30:00,-80.13160860765981,
2022-09-05 04:00:00,-89.00069099138966,
2022-09-05 06:00:00,-91.52273981754126,
2022-09-05 08:00:00,-97.49372212607182,
2022-09-05 10:30:00,-110.47103902934828,
2022-09-05 11:00:00,-106.35269605861879,
2022-09-05 23:59:59,-103.03771284455274,c
2022-09-06 00:00:00,-101.61136332856017,
2022-09-06 03:30:00,-74.70080149784349,
2022-09-06 04:00:00,-91.330271595755,
2022-09-06 06:00:00,-84.17242922586627,
2022-09-06 08:00:00,-59.76928913223992,
2022-09-06 10:30:00,-48.361651420791304,
2022-09-06 11:00:00,-46.47680479693588,
2022-09-06 23:59:59,-40.14340012287471,c
2022-09-07 00:00:00,-41.621398251960954,
2022-09-07 03:30:00,-30.23597951392003,
2022-09-07 04:00:00,-38.93881456271902,
2022-09-07 06:00:00,-41.846961454961956,
2022-09-07 08:00:00,-39.61366272266491,
2022-09-07 10:30:00,-35.13245148436033,
2022-09-07 11:00:00,-34.532017715976735,
2022-09-07 23:59:59,-15.79599976914858,c
2022-09-08 00:00:00,1.0887645801932422,
2022-09-08 03:30:00,-8.19885528113764,
2022-09-08 04:00:00,4.025035449659072,
2022-09-08 06:00:00,4.745835484501072,
2022-09-08 08:00:00,10.223523951082825,
2022-09-08 10:30:00,18.005314019763546,
2022-09-08 11:00:00,7.177196855962848,
2022-09-08 23:59:59,9.445915352992643,c
2022-09-09 00:00:00,8.714347729505675,
2022-09-09 03:30:00,10.450245494226351,
2022-09-09 04:00:00,16.40866632708014,
2022-09-09 06:00:00,-5.167162147425756,
2022-09-09 08:00:00,-3.2292040511292726,
2022-09-09 10:30:00,-0.41795483288717605,
2022-09-09 11:00:00,-3.856668308364874,
2022-09-09 23:59:59,0.0,a
2022-09-12 00:00:00,11.385533056679606,
2022-09-12 03:30:00,3.859973947977551,
2022-09-12 04:00:00,-0.5220286012017823,
2022-09-12 06:00:00,15.754672317349787,
2022-09-12 08:00:00,16.38817014207757,
2022-09-12 10:30:00,5.975376445087591,
2022-09-12 11:00:00,5.3150687512744526,
2022-09-12 23:59:59,3.951735836040598,c
2022-09-13 00:00:00,11.671378395900547,
2022-09-13 03:30:00,-19.139791380850397,
2022-09-13 04:00:00,-10.320886760700773,
2022-09-13 06:00:00,-11.161625034193548,
2022-09-13 08:00:00,-7.053281527305785,
2022-09-13 10:30:00,4.665109491770522,
2022-09-13 11:00:00,-4.44412091538959,
2022-09-13 23:59:59,-11.521826662769627,c
2022-09-14 00:00:00,16.062370342999998,
2022-09-14 03:30:00,25.620086405370557,
2022-09-14 04:00:00,35.84440574567952,
2022-09-14 06:00:00,43.32232117456249,
2022-09-14 08:00:00,34.73242821724966,
2022-09-14 10:30:00,13.71817908881826,
2022-09-14 11:00:00,24.396975255550046,
2022-09-14 23:59:59,39.286110807370505,c
2022-09-15 00:00:00,84.29486770576534,
2022-09-15 03:30:00,77.73477724270106,
2022-09-15 04:00:00,74.00175391196126,
2022-09-15 06:00:00,81.19008264473393,
2022-09-15 08:00:00,69.45086871509443,
2022-09-15 10:30:00,79.07964955239277,
2022-09-15 11:00:00,66.3958425022679,
2022-09-15 23:59:59,59.4050774300988,c
2022-09-16 00:00:00,57.144927319512476,
2022-09-16 03:30:00,33.67628380814324,
2022-09-16 04:00:00,26.53295277066104,
2022-09-16 06:00:00,28.402058213647365,
2022-09-16 08:00:00,32.29868130330556,
2022-09-16 10:30:00,57.54431014792124,
2022-09-16 11:00:00,59.853242361109096,
2022-09-16 23:59:59,66.66232639130146,e
2022-09-19 00:00:00,60.94706093932382,
2022-09-19 03:30:00,31.426235180052572,
2022-09-19 04:00:00,28.251665103543473,
2022-09-19 06:00:00,18.1340021885743,
2022-09-19 08:00:00,9.891794181899854,
2022-09-19 10:30:00,11.248783498251555,
2022-09-19 11:00:00,22.904043698196688,
2022-09-19 23:59:59,19.287103213905084,c
2022-09-20 00:00:00,30.101081937094136,
2022-09-20 03:30:00,31.590094097181918,
2022-09-20 04:00:00,19.134351952666748,
2022-09-20 06:00:00,4.503367164624137,
2022-09-20 08:00:00,8.619468087714722,
2022-09-20 10:30:00,6.702405756499161,
2022-09-20 11:00:00,7.121278775351811,
2022-09-20 23:59:59,12.975419656188478,c
2022-09-21 00:00:00,8.077400805136108,
2022-09-21 03:30:00,9.458054797276873,
2022-09-21 04:00:00,18.487798270091957,
2022-09-21 06:00:00,21.66731285791184,
2022-09-21 08:00:00,17.40085674693819,
2022-09-21 10:30:00,40.691423360647605,
2022-09-21 11:00:00,42.380054276119836,
2022-09-21 23:59:59,47.943477232328064,c
2022-09-22 00:00:00,23.80472709551259,
2022-09-22 03:30:00,32.99433257239116,
2022-09-22 04:00:00,48.295499874362804,
2022-09-22 06:00:00,48.22828061659823,
2022-09-22 08:00:00,50.79188593466415,
2022-09-22 10:30:00,19.441468600709868,
2022-09-22 11:00:00,23.760136274965248,
2022-09-22 23:59:59,-0.23641430998736723,c
2022-09-23 00:00:00,7.829383077664033,
2022-09-23 03:30:00,-22.232514096774253,
2022-09-23 04:00:00,-18.394384685906516,
2022-09-23 06:00:00,-16.939216021886068,
2022-09-23 08:00:00,-30.771530999520564,
2022-09-23 10:30:00,-15.05279703257122,
2022-09-23 11:00:00,-20.8987668299294,
2022-09-23 23:59:59,-17.30121242808491,w
2022-09-26 00:00:00,-30.760762996754693,
2022-09-26 03:30:00,-23.93344521883637,
2022-09-26 04:00:00,-20.920511538702613,
2022-09-26 06:00:00,-14.719470253143982,
2022-09-26 08:00:00,-17.44782659377563,
2022-09-26 10:30:00,-14.97817032206001,
2022-09-26 11:00:00,-25.70651043776047,
2022-09-26 23:59:59,-27.882262394222607,c
2022-09-27 00:00:00,-21.230069410675924,
2022-09-27 03:30:00,-26.805838801295636,
2022-09-27 04:00:00,-21.769181001532615,
2022-09-27 06:00:00,-28.016929010770014,
2022-09-27 08:00:00,-31.84644663386746,
2022-09-27 10:30:00,-32.32793036991052,
2022-09-27 11:00:00,-33.63476466601878,
2022-09-27 23:59:59,-15.603925262357848,c
2022-09-28 00:00:00,61.096309143068765,
2022-09-28 03:30:00,14.793591809946747,
2022-09-28 04:00:00,10.219378357541018,
2022-09-28 06:00:00,0.058843696980602544,
2022-09-28 08:00:00,2.7044077159898734,
2022-09-28 10:30:00,16.81970376069046,
2022-09-28 11:00:00,5.1465706254628,
2022-09-28 23:59:59,30.97525417680265,c
2022-09-29 00:00:00,32.36364145259654,
2022-09-29 03:30:00,19.77067617159389,
2022-09-29 04:00:00,19.90945783187442,
2022-09-29 06:00:00,-0.9157819529984863,
2022-09-29 08:00:00,-17.16399351002326,
2022-09-29 10:30:00,-33.78854666768905,
2022-09-29 11:00:00,-36.02032596364688,
2022-09-29 23:59:59,-33.327808156013816,c
2022-09-30 00:00:00,-24.789284774946054,
2022-09-30 03:30:00,-29.495205199728275,
2022-09-30 04:00:00,-24.833995537004057,
2022-09-30 06:00:00,-27.742815412530945,
2022-09-30 08:00:00,-30.2420605320317,
2022-09-30 10:30:00,-7.013436001623745,
2022-09-30 11:00:00,-8.952819909566188,
2022-09-30 23:59:59,-4.807292532469887,w
2022-10-03 00:00:00,8.917359607683807,
2022-10-03 03:30:00,-3.915423567177072,
2022-10-03 04:00:00,-16.914818825183147,
2022-10-03 06:00:00,-32.53652060389322,
2022-10-03 08:00:00,-37.25982452191931,
2022-10-03 10:30:00,1.7636028655489326,
2022-10-03 11:00:00,7.984708279393203,
2022-10-03 23:59:59,-1.6329937672506958,c
2022-10-04 00:00:00,7.892184930424037,
2022-10-04 03:30:00,3.3644764677808325,
2022-10-04 04:00:00,15.713638327350736,
2022-10-04 06:00:00,27.20873831015058,
2022-10-04 08:00:00,54.18361352503916,
2022-10-04 10:30:00,57.41000841913046,
2022-10-04 11:00:00,65.75471610607804,
2022-10-04 23:59:59,68.00082588845078,c
2022-10-05 00:00:00,69.47136525330097,
2022-10-05 03:30:00,67.64544556178146,
2022-10-05 04:00:00,55.3841331764379,
2022-10-05 06:00:00,62.703861153735375,
2022-10-05 08:00:00,59.01886092203176,
2022-10-05 10:30:00,48.97547495189258,
2022-10-05 11:00:00,49.98103927173611,
2022-10-05 23:59:59,51.128114403869176,c
2022-10-06 00:00:00,81.36069958447149,
2022-10-06 03:30:00,64.7959437663967,
2022-10-06 04:00:00,58.842284731064865,
2022-10-06 06:00:00,58.646356330173035,
2022-10-06 08:00:00,69.2444570877318,
2022-10-06 10:30:00,70.02051389059409,
2022-10-06 11:00:00,75.8336685440238,
2022-10-06 23:59:59,77.43527093601313,c
2022-10-07 00:00:00,77.78535914293195,
2022-10-07 03:30:00,68.91057609069401,
2022-10-07 04:00:00,63.174340392085355,
2022-10-07 06:00:00,60.277022177829735,
2022-10-07 08:00:00,53.409011023225844,
2022-10-07 10:30:00,44.61079599537425,
2022-10-07 11:00:00,50.72006585317479,
2022-10-07 23:59:59,46.64428338585947,w
