date,AR1_AD_HEDGED_2021_Q2,meta
2021-04-23 00:00:00,-224.25095521127577,
2021-04-23 10:00:00,-174.4623514819795,
2021-04-23 10:30:00,-160.14498640288042,
2021-04-23 12:00:00,-171.7206778983532,
2021-04-23 13:30:00,-165.49614295171335,
2021-04-23 15:00:00,-170.35281909398316,
2021-04-23 15:30:30,-170.35281909398316,
2021-04-23 23:59:59,-164.95654509089792,w
2021-04-26 00:00:00,-156.7657506558332,
2021-04-26 10:00:00,-139.91704055699336,
2021-04-26 10:30:00,-133.70485009556728,
2021-04-26 12:00:00,-114.88673980565943,
2021-04-26 13:30:00,-99.47798248217958,
2021-04-26 15:00:00,-87.4685777102253,
2021-04-26 15:30:30,-87.4685777102253,
2021-04-26 23:59:59,-85.54430547052726,c
2021-04-27 00:00:00,-57.67394861894087,
2021-04-27 10:00:00,-80.79439000522399,
2021-04-27 10:30:00,-84.77645390263814,
2021-04-27 12:00:00,-55.68221023812919,
2021-04-27 13:30:00,-66.24145686252331,
2021-04-27 15:00:00,-63.32502032565907,
2021-04-27 15:30:30,-63.32502032565907,
2021-04-27 23:59:59,-68.46836497142573,c
2021-04-28 00:00:00,-43.766533876320636,
2021-04-28 10:00:00,-29.8865280730613,
2021-04-28 10:30:00,-39.674813544589995,
2021-04-28 12:00:00,-30.138364037424594,
2021-04-28 13:30:00,-31.866800527527857,
2021-04-28 15:00:00,-23.265479380801594,
2021-04-28 15:30:30,-23.265479380801594,
2021-04-28 23:59:59,-14.023224818093126,c
2021-04-29 00:00:00,-15.19400097562243,
2021-04-29 10:00:00,-16.845423593729038,
2021-04-29 10:30:00,-39.9111468660484,
2021-04-29 12:00:00,-70.02611418313427,
2021-04-29 13:30:00,-67.91961657459655,
2021-04-29 15:00:00,-51.414428544405325,
2021-04-29 15:30:30,-51.414428544405325,
2021-04-29 23:59:59,-60.53923217442275,c
2021-04-30 00:00:00,-72.18620793181725,
2021-04-30 10:00:00,-51.020632508676385,
2021-04-30 10:30:00,-34.74594405900501,
2021-04-30 12:00:00,-57.751192811134274,
2021-04-30 13:30:00,-59.6882712945997,
2021-04-30 15:00:00,-65.63403114895118,
2021-04-30 15:30:30,-65.63403114895118,
2021-04-30 23:59:59,-63.20824960590784,w
2021-05-03 00:00:00,-60.010568624651626,
2021-05-03 10:00:00,-61.87013802683481,
2021-05-03 10:30:00,-69.47018795440368,
2021-05-03 12:00:00,-79.45610996747445,
2021-05-03 13:30:00,-64.9161391584015,
2021-05-03 15:00:00,-62.4106340590472,
2021-05-03 15:30:30,-62.4106340590472,
2021-05-03 23:59:59,-69.79991115100376,c
2021-05-04 00:00:00,-55.87495070937047,
2021-05-04 10:00:00,-98.33019546987555,
2021-05-04 10:30:00,-62.892552169578835,
2021-05-04 12:00:00,-77.55438257513697,
2021-05-04 13:30:00,-52.002129946916,
2021-05-04 15:00:00,-31.53880602747256,
2021-05-04 15:30:30,-31.53880602747256,
2021-05-04 23:59:59,-28.920538050724645,c
2021-05-05 00:00:00,-59.8553187131626,
2021-05-05 10:00:00,-52.174299592158775,
2021-05-05 10:30:00,-52.86881555454346,
2021-05-05 12:00:00,-58.32641300596953,
2021-05-05 13:30:00,-71.97025443620771,
2021-05-05 15:00:00,-71.24396571508481,
2021-05-05 15:30:30,-71.24396571508481,
2021-05-05 23:59:59,-86.6777467342319,c
2021-05-06 00:00:00,-118.84865025553103,
2021-05-06 10:00:00,-157.91205770615795,
2021-05-06 10:30:00,-182.2190692679967,
2021-05-06 12:00:00,-193.79793289904228,
2021-05-06 13:30:00,-201.8197453431618,
2021-05-06 15:00:00,-217.80830399629525,
2021-05-06 15:30:30,-217.80830399629525,
2021-05-06 23:59:59,-217.6528888065099,c
2021-05-07 00:00:00,-216.03421622424912,
2021-05-07 10:00:00,-185.53504540130473,
2021-05-07 10:30:00,-185.267235009565,
2021-05-07 12:00:00,-184.53120781098005,
2021-05-07 13:30:00,-199.56864099226516,
2021-05-07 15:00:00,-203.6812561908012,
2021-05-07 15:30:30,-203.6812561908012,s
2021-05-07 23:59:59,-203.21621186750372,w
2021-05-10 00:00:00,-219.65017908577363,
2021-05-10 10:00:00,-277.364332816458,
2021-05-10 10:30:00,-285.31208254480146,
2021-05-10 12:00:00,-265.42926274516435,
2021-05-10 13:30:00,-276.36382738788564,
2021-05-10 15:00:00,-299.5190468126957,
2021-05-10 15:30:30,-299.5190468126957,
2021-05-10 23:59:59,-298.22870994471464,c
2021-05-11 00:00:00,-361.3475926585205,
2021-05-11 10:00:00,-273.68273023483215,
2021-05-11 10:30:00,-311.9976315657994,
2021-05-11 12:00:00,-277.696753892515,
2021-05-11 13:30:00,-268.0970951875445,
2021-05-11 15:00:00,-253.8321289508812,
2021-05-11 15:30:30,-253.8321289508812,
2021-05-11 23:59:59,-251.24927699633918,c
2021-05-12 00:00:00,-255.0478216498825,
2021-05-12 10:00:00,-335.8825072959711,
2021-05-12 10:30:00,-348.96310303452657,
2021-05-12 12:00:00,-354.31868603324745,
2021-05-12 13:30:00,-365.5029760117264,
2021-05-12 15:00:00,-366.91420530013687,
2021-05-12 15:30:30,-366.91420530013687,
2021-05-12 23:59:59,-370.07529526939686,c
2021-05-13 00:00:00,-365.1713480697598,
2021-05-13 10:00:00,-351.17292262559204,
2021-05-13 10:30:00,-345.6474668885862,
2021-05-13 12:00:00,-400.420049922101,
2021-05-13 13:30:00,-425.4526040564265,
2021-05-13 15:00:00,-433.4820723409889,
2021-05-13 15:30:30,-433.4820723409889,u
2021-05-13 23:59:59,-416.77641684266007,c
2021-05-14 00:00:00,-385.36735787375915,
2021-05-14 10:00:00,-352.25831121768,
2021-05-14 10:30:00,-323.9340740360002,
2021-05-14 12:00:00,-295.7079361686143,
2021-05-14 13:30:00,-288.347328819877,
2021-05-14 15:00:00,-279.79796683385905,
2021-05-14 15:30:30,-279.79796683385905,
2021-05-14 23:59:59,-290.4651348633554,w
2021-05-17 00:00:00,-300.3269792438598,
2021-05-17 10:00:00,-304.8709165246265,
2021-05-17 10:30:00,-283.7417184752034,
2021-05-17 12:00:00,-277.59595227343516,
2021-05-17 13:30:00,-276.00510646132557,
2021-05-17 15:00:00,-285.98327296794747,
2021-05-17 15:30:30,-285.98327296794747,
2021-05-17 23:59:59,-266.5038922588782,c
2021-05-18 00:00:00,-251.32296445076554,
2021-05-18 10:00:00,-208.3515719292406,
2021-05-18 10:30:00,-204.3940953930723,
2021-05-18 12:00:00,-200.3340580818895,
2021-05-18 13:30:00,-197.4132683472132,
2021-05-18 15:00:00,-213.14218111986207,
2021-05-18 15:30:30,-213.14218111986207,
2021-05-18 23:59:59,-205.32666213530825,c
2021-05-19 00:00:00,-262.5189651279177,
2021-05-19 10:00:00,-232.12518077965524,
2021-05-19 10:30:00,-230.7885719280648,
2021-05-19 12:00:00,-234.43211819078704,
2021-05-19 13:30:00,-228.09086959500013,
2021-05-19 15:00:00,-241.93356004621853,
2021-05-19 15:30:30,-241.93356004621853,
2021-05-19 23:59:59,-228.90522185948868,c
2021-05-20 00:00:00,-252.6967573405704,
2021-05-20 10:00:00,-260.2429887223235,
2021-05-20 10:30:00,-250.26103530347353,
2021-05-20 12:00:00,-238.5134078416471,
2021-05-20 13:30:00,-246.75211448311262,
2021-05-20 15:00:00,-253.54907537391387,
2021-05-20 15:30:30,-253.54907537391387,
2021-05-20 23:59:59,-248.2602900260971,c
2021-05-21 00:00:00,-249.85490318730405,
2021-05-21 10:00:00,-222.17143821865182,
2021-05-21 10:30:00,-215.42926702438967,
2021-05-21 12:00:00,-216.6531099455038,
2021-05-21 13:30:00,-224.16522273282033,
2021-05-21 15:00:00,-219.55714104006466,
2021-05-21 15:30:30,-219.55714104006466,
2021-05-21 23:59:59,-224.62223054937874,w
2021-05-24 00:00:00,-224.87691124053782,
2021-05-24 10:00:00,-224.11248909973335,
2021-05-24 10:30:00,-239.9590773779484,
2021-05-24 12:00:00,-228.88453347103575,
2021-05-24 13:30:00,-220.99837742382118,
2021-05-24 15:00:00,-216.34917764528467,
2021-05-24 15:30:30,-216.34917764528467,
2021-05-24 23:59:59,-217.0488169205043,c
2021-05-25 00:00:00,-204.97673068433772,
2021-05-25 10:00:00,-188.6464137218186,
2021-05-25 10:30:00,-179.35985109566178,
2021-05-25 12:00:00,-202.1557911462782,
2021-05-25 13:30:00,-195.25728369710453,
2021-05-25 15:00:00,-204.3574996841961,
2021-05-25 15:30:30,-204.3574996841961,
2021-05-25 23:59:59,-213.71346733664586,c
2021-05-26 00:00:00,-217.93342031513407,
2021-05-26 10:00:00,-188.31908552870226,
2021-05-26 10:30:00,-164.5729912804706,
2021-05-26 12:00:00,-165.3222625906585,
2021-05-26 13:30:00,-168.88089897361772,
2021-05-26 15:00:00,-168.8859515241004,
2021-05-26 15:30:30,-168.8859515241004,
2021-05-26 23:59:59,-170.63962306615218,c
2021-05-27 00:00:00,-181.68043687314946,
2021-05-27 10:00:00,-170.53899933959764,
2021-05-27 10:30:00,-168.5092338565455,
2021-05-27 12:00:00,-153.4506396665176,
2021-05-27 13:30:00,-137.5831707123687,
2021-05-27 15:00:00,-117.17506385602076,
2021-05-27 15:30:30,-117.17506385602076,m
2021-05-27 23:59:59,-96.17591662445659,c
2021-05-28 00:00:00,-106.48960847413673,
2021-05-28 10:00:00,-54.912460628702206,
2021-05-28 10:30:00,-74.1042549431562,
2021-05-28 12:00:00,-86.33043205578855,
2021-05-28 13:30:00,-91.6941345117462,
2021-05-28 15:00:00,-97.71648542735164,
2021-05-28 15:30:30,-97.71648542735164,
2021-05-28 23:59:59,-107.76641031745578,w
2021-05-31 00:00:00,-107.76641031745578,
2021-05-31 10:00:00,-107.76641031745578,
2021-05-31 10:30:00,-107.76641031745578,
2021-05-31 12:00:00,-107.76641031745578,
2021-05-31 13:30:00,-107.76641031745578,
2021-05-31 15:00:00,-107.76641031745578,
2021-05-31 15:30:30,-107.76641031745578,
2021-05-31 23:59:59,-107.76641031745578,c
2021-06-01 00:00:00,-111.17475750846984,
2021-06-01 10:00:00,-111.40425000555143,
2021-06-01 10:30:00,-133.16491096136946,
2021-06-01 12:00:00,-103.56727160627298,
2021-06-01 13:30:00,-87.56609396662498,
2021-06-01 15:00:00,-92.00980201634394,
2021-06-01 15:30:30,-92.00980201634394,
2021-06-01 23:59:59,-91.28258931036464,c
2021-06-02 00:00:00,-101.1741444077507,
2021-06-02 10:00:00,-92.40251840534484,
2021-06-02 10:30:00,-101.13275558138321,
2021-06-02 12:00:00,-55.33765504451577,
2021-06-02 13:30:00,-18.53688559192028,
2021-06-02 15:00:00,-5.256166231581915,
2021-06-02 15:30:30,-5.256166231581915,
2021-06-02 23:59:59,-1.595150456922056,c
2021-06-03 00:00:00,-14.303253098921346,
2021-06-03 10:00:00,-29.829424489681628,
2021-06-03 10:30:00,0.25485502856292896,
2021-06-03 12:00:00,-10.79920195525699,
2021-06-03 13:30:00,11.186231888204816,
2021-06-03 15:00:00,-2.5016746234528,
2021-06-03 15:30:30,-2.5016746234528,
2021-06-03 23:59:59,-10.917545053858134,c
2021-06-04 00:00:00,-12.327120446649815,
2021-06-04 10:00:00,-9.871906317315052,
2021-06-04 10:30:00,-23.916837259162094,
2021-06-04 12:00:00,-11.191160647429683,
2021-06-04 13:30:00,-8.721615282853008,
2021-06-04 15:00:00,-9.799453270181743,
2021-06-04 15:30:30,-9.799453270181743,
2021-06-04 23:59:59,0.0,a
2021-06-07 00:00:00,43.990797218946796,
2021-06-07 10:00:00,91.4573365186418,
2021-06-07 10:30:00,97.57497792204492,
2021-06-07 12:00:00,132.56357504083803,
2021-06-07 13:30:00,130.84964764986444,
2021-06-07 15:00:00,135.33587956997928,
2021-06-07 15:30:30,135.33587956997928,
2021-06-07 23:59:59,119.92712365591296,c
2021-06-08 00:00:00,107.25497113790652,
2021-06-08 10:00:00,77.20771867534256,
2021-06-08 10:30:00,115.80238754721552,
2021-06-08 12:00:00,93.22277092604861,
2021-06-08 13:30:00,109.91100567469027,
2021-06-08 15:00:00,108.8102725743588,
2021-06-08 15:30:30,108.8102725743588,
2021-06-08 23:59:59,113.5417213475987,c
2021-06-09 00:00:00,105.1887604943746,
2021-06-09 10:00:00,79.81430494605206,
2021-06-09 10:30:00,71.92702886253278,
2021-06-09 12:00:00,87.348173072068,
2021-06-09 13:30:00,96.11833311369617,
2021-06-09 15:00:00,86.05846800853851,
2021-06-09 15:30:30,86.05846800853851,
2021-06-09 23:59:59,55.19333185628716,c
2021-06-10 00:00:00,37.84735479197195,
2021-06-10 10:00:00,28.40812657912295,
2021-06-10 10:30:00,20.596725660877382,
2021-06-10 12:00:00,6.0097914974682,
2021-06-10 13:30:00,18.57549328082075,
2021-06-10 15:00:00,24.80113025009905,
2021-06-10 15:30:30,24.80113025009905,
2021-06-10 23:59:59,23.277383706632804,c
2021-06-11 00:00:00,2.2987378527922147,
2021-06-11 10:00:00,20.403744110684784,
2021-06-11 10:30:00,28.790478230545318,
2021-06-11 12:00:00,28.7769194757077,
2021-06-11 13:30:00,25.484262062691982,
2021-06-11 15:00:00,29.76886208653991,
2021-06-11 15:30:30,29.76886208653991,
2021-06-11 23:59:59,39.30014710264447,w
2021-06-14 00:00:00,47.12954022841882,
2021-06-14 10:00:00,43.3244067590806,
2021-06-14 10:30:00,61.13998518552364,
2021-06-14 12:00:00,70.77655495891463,
2021-06-14 13:30:00,66.45606442827602,
2021-06-14 15:00:00,31.076923291092612,
2021-06-14 15:30:30,31.076923291092612,
2021-06-14 23:59:59,25.032599229572725,c
