date,CAD_TSX_2023_Q1,meta
2023-02-17 00:00:00,160.5188031909209,
2023-02-17 10:00:00,184.62312483443588,
2023-02-17 10:30:00,180.27923573999882,
2023-02-17 12:00:00,176.557644746609,
2023-02-17 13:30:00,193.9130670133425,
2023-02-17 15:00:00,208.67046238223304,
2023-02-17 15:30:30,208.67046238223304,
2023-02-17 23:59:59,216.87202832292695,w
2023-02-20 00:00:00,216.87202832292695,
2023-02-20 10:00:00,216.87202832292695,
2023-02-20 10:30:00,216.87202832292695,
2023-02-20 12:00:00,216.87202832292695,
2023-02-20 13:30:00,216.87202832292695,
2023-02-20 15:00:00,216.87202832292695,
2023-02-20 15:30:30,216.87202832292695,
2023-02-20 23:59:59,216.87202832292695,c
2023-02-21 00:00:00,225.60021927898208,
2023-02-21 10:00:00,212.3228314809204,
2023-02-21 10:30:00,216.34977428872426,
2023-02-21 12:00:00,198.20576866316088,
2023-02-21 13:30:00,191.90884958695986,
2023-02-21 15:00:00,194.9127051235461,
2023-02-21 15:30:30,194.9127051235461,
2023-02-21 23:59:59,199.7619579039102,c
2023-02-22 00:00:00,193.4229832094192,
2023-02-22 10:00:00,180.14710949933115,
2023-02-22 10:30:00,174.0007413564602,
2023-02-22 12:00:00,175.41828783659557,
2023-02-22 13:30:00,168.80074195963118,
2023-02-22 15:00:00,171.78842862314508,
2023-02-22 15:30:30,171.78842862314508,
2023-02-22 23:59:59,162.95998484392624,c
2023-02-23 00:00:00,173.385090041547,
2023-02-23 10:00:00,157.97960742905445,
2023-02-23 10:30:00,166.04461724176429,
2023-02-23 12:00:00,195.43621910195796,
2023-02-23 13:30:00,169.89718240338303,
2023-02-23 15:00:00,154.41009607455123,
2023-02-23 15:30:30,154.41009607455123,
2023-02-23 23:59:59,144.45662716164532,c
2023-02-24 00:00:00,163.30058966074694,
2023-02-24 10:00:00,188.33529580651606,
2023-02-24 10:30:00,183.97946512362358,
2023-02-24 12:00:00,159.1969259887704,
2023-02-24 13:30:00,166.70216207511587,
2023-02-24 15:00:00,154.86157801897653,
2023-02-24 15:30:30,154.86157801897653,
2023-02-24 23:59:59,141.99953513460613,w
2023-02-27 00:00:00,136.69208651136415,
2023-02-27 10:00:00,136.72073102181258,
2023-02-27 10:30:00,134.42119280819404,
2023-02-27 12:00:00,129.49420108654158,
2023-02-27 13:30:00,130.71852987124132,
2023-02-27 15:00:00,126.72466444767973,
2023-02-27 15:30:30,126.72466444767973,
2023-02-27 23:59:59,124.15753360847695,c
2023-02-28 00:00:00,123.15915237402926,
2023-02-28 10:00:00,129.10930095162578,
2023-02-28 10:30:00,116.24664411567231,
2023-02-28 12:00:00,127.89698312474586,
2023-02-28 13:30:00,116.19111799132884,
2023-02-28 15:00:00,101.23101396586395,
2023-02-28 15:30:30,101.23101396586395,s
2023-02-28 23:59:59,97.79969547247117,c
2023-03-01 00:00:00,100.3144837224042,
2023-03-01 10:00:00,98.32379096973504,
2023-03-01 10:30:00,90.10268437248183,
2023-03-01 12:00:00,101.83961927210571,
2023-03-01 13:30:00,95.98622882467393,
2023-03-01 15:00:00,94.2438889733796,
2023-03-01 15:30:30,94.2438889733796,
2023-03-01 23:59:59,109.85778768637033,c
2023-03-02 00:00:00,95.09710050947601,
2023-03-02 10:00:00,85.08253328055953,
2023-03-02 10:30:00,59.58275969445447,
2023-03-02 12:00:00,36.230750395981545,
2023-03-02 13:30:00,6.761017623225285,
2023-03-02 15:00:00,1.593771100366098,
2023-03-02 15:30:30,1.593771100366098,
2023-03-02 23:59:59,17.688024324982763,c
2023-03-03 00:00:00,37.14861057313138,
2023-03-03 10:00:00,1.9884941321575411,
2023-03-03 10:30:00,1.918385200519765,
2023-03-03 12:00:00,-9.435825489096743,
2023-03-03 13:30:00,-17.558025610038158,
2023-03-03 15:00:00,-6.8534154639382905,
