date,PPA_2022_Q3,meta
2022-09-01 00:00:00,252.41129856712,
2022-09-01 10:00:00,238.87992743146395,
2022-09-01 10:30:00,242.07578894076124,
2022-09-01 12:00:00,243.90539077924626,
2022-09-01 13:30:00,257.19640600387027,
2022-09-01 15:00:00,258.44951211457646,
2022-09-01 15:30:30,258.44951211457646,
2022-09-01 23:59:59,268.0310879667839,c
2022-09-02 00:00:00,295.35881488064126,
2022-09-02 10:00:00,281.0322892597301,
2022-09-02 10:30:00,275.53719043061545,
2022-09-02 12:00:00,291.2969807739979,
2022-09-02 13:30:00,253.55527781639807,
2022-09-02 15:00:00,253.7792473709985,
2022-09-02 15:30:30,253.7792473709985,
2022-09-02 23:59:59,256.41630241313953,w
2022-09-05 00:00:00,256.41630241313953,
2022-09-05 10:00:00,256.41630241313953,
2022-09-05 10:30:00,256.41630241313953,
2022-09-05 12:00:00,256.41630241313953,
2022-09-05 13:30:00,256.41630241313953,
2022-09-05 15:00:00,256.41630241313953,
2022-09-05 15:30:30,256.41630241313953,
2022-09-05 23:59:59,256.41630241313953,c
2022-09-06 00:00:00,276.0427885201989,
2022-09-06 10:00:00,240.71636894900612,
2022-09-06 10:30:00,236.13866234015316,
2022-09-06 12:00:00,237.01017872352406,
2022-09-06 13:30:00,232.39264730020062,
2022-09-06 15:00:00,238.80068843212047,
2022-09-06 15:30:30,238.80068843212047,
2022-09-06 23:59:59,257.8254711521817,c
2022-09-07 00:00:00,242.61796032466478,
2022-09-07 10:00:00,250.52017815914843,
2022-09-07 10:30:00,254.1818635607851,
2022-09-07 12:00:00,250.98125927057978,
2022-09-07 13:30:00,258.0514658731243,
2022-09-07 15:00:00,273.66654540603105,
2022-09-07 15:30:30,273.66654540603105,
2022-09-07 23:59:59,259.91867947764723,c
2022-09-08 00:00:00,249.53403739442047,
2022-09-08 10:00:00,242.80724908356956,
2022-09-08 10:30:00,256.02760831851754,
2022-09-08 12:00:00,246.84641504508286,
2022-09-08 13:30:00,255.7303023409353,
2022-09-08 15:00:00,250.08056781804564,
2022-09-08 15:30:30,250.08056781804564,
2022-09-08 23:59:59,259.9523957040462,c
2022-09-09 00:00:00,281.4785277707625,
2022-09-09 10:00:00,271.3304060421433,
2022-09-09 10:30:00,261.61906005202854,
2022-09-09 12:00:00,222.52847167875328,
2022-09-09 13:30:00,228.74760778391925,
2022-09-09 15:00:00,220.2425583544931,
2022-09-09 15:30:30,220.2425583544931,
2022-09-09 23:59:59,226.65177912179976,w
2022-09-12 00:00:00,230.24200116618965,
2022-09-12 10:00:00,274.2468861418345,
2022-09-12 10:30:00,310.21078669898776,
2022-09-12 12:00:00,293.95204495079355,
2022-09-12 13:30:00,296.501786084306,
2022-09-12 15:00:00,290.1456996427618,
2022-09-12 15:30:30,290.1456996427618,
2022-09-12 23:59:59,267.0943108448178,c
2022-09-13 00:00:00,241.77545463405042,
2022-09-13 10:00:00,241.11150963489325,
2022-09-13 10:30:00,197.26894850751827,
2022-09-13 12:00:00,194.94720848746888,
2022-09-13 13:30:00,203.8559804784862,
2022-09-13 15:00:00,191.66114621909264,
2022-09-13 15:30:30,191.66114621909264,
2022-09-13 23:59:59,194.06560272330114,c
2022-09-14 00:00:00,186.88079545063317,
2022-09-14 10:00:00,148.00918124609726,
2022-09-14 10:30:00,133.06852091523683,
2022-09-14 12:00:00,151.88168310318233,
2022-09-14 13:30:00,146.35857968163955,
2022-09-14 15:00:00,140.75212445858264,
2022-09-14 15:30:30,140.75212445858264,
2022-09-14 23:59:59,144.4191065040872,c
2022-09-15 00:00:00,158.9601431083813,
2022-09-15 10:00:00,186.1174148133112,
2022-09-15 10:30:00,166.1070847564,
2022-09-15 12:00:00,147.14588642357165,
2022-09-15 13:30:00,151.903717662745,
2022-09-15 15:00:00,133.24988464871188,
2022-09-15 15:30:30,133.24988464871188,
2022-09-15 23:59:59,113.91474656510655,c
2022-09-16 00:00:00,0.9230950373368216,
2022-09-16 10:00:00,16.671897110899483,
2022-09-16 10:30:00,30.366391066143606,
2022-09-16 12:00:00,-27.23206951291467,
2022-09-16 13:30:00,0.5296562954569168,
2022-09-16 15:00:00,-7.386503767646246,
2022-09-16 15:30:30,-7.386503767646246,q
2022-09-16 23:59:59,-8.275742306152594,w
2022-09-19 00:00:00,-35.5425531359217,
2022-09-19 10:00:00,11.427279442087212,
2022-09-19 10:30:00,20.203754223355553,
2022-09-19 12:00:00,10.910721119291,
2022-09-19 13:30:00,31.691314692287968,
2022-09-19 15:00:00,18.495840567355884,
2022-09-19 15:30:30,18.495840567355884,
2022-09-19 23:59:59,12.573638585294763,c
2022-09-20 00:00:00,2.172894570480885,
2022-09-20 10:00:00,14.356261052604271,
2022-09-20 10:30:00,1.1603807197145457,
2022-09-20 12:00:00,3.310243257731514,
2022-09-20 13:30:00,-6.38972889873061,
2022-09-20 15:00:00,-1.4376616989779905,
2022-09-20 15:30:30,-1.4376616989779905,
