date,CAD_TSX_2022_Q4,meta
2022-11-18 00:00:00,-57.961990292520994,
2022-11-18 10:00:00,-55.78613396765276,
2022-11-18 10:30:00,-62.22627528681577,
2022-11-18 12:00:00,-65.64436842125906,
2022-11-18 13:30:00,-65.02619398548661,
2022-11-18 15:00:00,-76.44457666761765,
2022-11-18 15:30:30,-76.44457666761765,
2022-11-18 23:59:59,-69.18973397576045,w
2022-11-21 00:00:00,-50.28302378076987,
2022-11-21 10:00:00,16.35733746361454,
2022-11-21 10:30:00,15.236021286817234,
2022-11-21 12:00:00,-1.3262733886799936,
2022-11-21 13:30:00,-42.63296324750578,
2022-11-21 15:00:00,-35.526785403342195,
2022-11-21 15:30:30,-35.526785403342195,
2022-11-21 23:59:59,-35.221308470093916,c
2022-11-22 00:00:00,-56.03764690722762,
2022-11-22 10:00:00,-66.9705121167435,
2022-11-22 10:30:00,-69.37636478081477,
2022-11-22 12:00:00,-86.21564504617677,
2022-11-22 13:30:00,-98.45409302631798,
2022-11-22 15:00:00,-83.45955874219332,
2022-11-22 15:30:30,-83.45955874219332,
2022-11-22 23:59:59,-89.33394190193374,c
2022-11-23 00:00:00,-71.17732608127652,
2022-11-23 10:00:00,-57.98180832124356,
2022-11-23 10:30:00,-62.012319454549626,
2022-11-23 12:00:00,-59.175735957903754,
2022-11-23 13:30:00,-51.56505468373361,
2022-11-23 15:00:00,-45.83279387794086,
2022-11-23 15:30:30,-45.83279387794086,
2022-11-23 23:59:59,-35.08513636160323,c
2022-11-24 00:00:00,-28.49503958140174,
2022-11-24 10:00:00,-46.38376952672953,
2022-11-24 10:30:00,-50.56870441347288,
2022-11-24 12:00:00,-58.154103223990305,
2022-11-24 13:30:00,-61.295017231663046,
2022-11-24 15:00:00,-56.472983237957415,
2022-11-24 15:30:30,-56.472983237957415,
2022-11-24 23:59:59,-56.17089429674775,c
2022-11-25 00:00:00,-59.89535806195695,
2022-11-25 10:00:00,-60.53482421568721,
2022-11-25 10:30:00,-57.98291806115253,
2022-11-25 12:00:00,-67.07629126680226,
2022-11-25 13:30:00,-53.78187639757117,
2022-11-25 15:00:00,-55.88165812531751,
2022-11-25 15:30:30,-55.88165812531751,
2022-11-25 23:59:59,-47.290642807490755,w
2022-11-28 00:00:00,-28.8498712988279,
2022-11-28 10:00:00,-32.052559433649925,
2022-11-28 10:30:00,-41.17226179366362,
2022-11-28 12:00:00,-56.038577561056684,
2022-11-28 13:30:00,-63.285522404325114,
2022-11-28 15:00:00,-48.75178283640742,
2022-11-28 15:30:30,-48.75178283640742,
2022-11-28 23:59:59,-55.63685303300785,c
2022-11-29 00:00:00,-78.23178763597473,
2022-11-29 10:00:00,-69.01300168249038,
2022-11-29 10:30:00,-75.92678757185142,
2022-11-29 12:00:00,-80.11481654816977,
2022-11-29 13:30:00,-91.56430289627171,
2022-11-29 15:00:00,-91.10554728586732,
2022-11-29 15:30:30,-91.10554728586732,
2022-11-29 23:59:59,-74.98226877548481,c
2022-11-30 00:00:00,-86.26434194547,
2022-11-30 10:00:00,-50.833307172944004,
2022-11-30 10:30:00,-43.74357006461376,
2022-11-30 12:00:00,-60.16829804889865,
2022-11-30 13:30:00,-62.2714110162011,
2022-11-30 15:00:00,-45.16336906186564,
2022-11-30 15:30:30,-45.16336906186564,s
2022-11-30 23:59:59,-26.17036438338277,c
2022-12-01 00:00:00,-44.39014473157737,
2022-12-01 10:00:00,-38.882451512992716,
2022-12-01 10:30:00,-38.470814643886655,
2022-12-01 12:00:00,-38.66139853223492,
2022-12-01 13:30:00,-32.33191864857135,
2022-12-01 15:00:00,-34.86980574596157,
2022-12-01 15:30:30,-34.86980574596157,
2022-12-01 23:59:59,-20.079161097224322,c
2022-12-02 00:00:00,-14.097217347010783,
2022-12-02 10:00:00,-24.16241967568702,
2022-12-02 10:30:00,-0.9289393494256899,
2022-12-02 12:00:00,3.6639869639771376,
2022-12-02 13:30:00,18.859178683433342,
2022-12-02 15:00:00,10.25123996944049,
2022-12-02 15:30:30,10.25123996944049,
2022-12-02 23:59:59,0.0,a
2022-12-05 00:00:00,2.07816032319289,
2022-12-05 10:00:00,-33.810258021055155,
2022-12-05 10:30:00,-26.115194057455753,
