date,AS_TW50_2022_Q1,meta
2022-02-18 00:00:00,521.8595873144859,
2022-02-18 01:00:00,521.8595873144859,
2022-02-18 02:30:00,521.8595873144859,
2022-02-18 03:00:00,521.8595873144859,
2022-02-18 18:30:00,521.8595873144859,
2022-02-18 20:00:00,521.8595873144859,
2022-02-18 23:00:00,521.8595873144859,
2022-02-18 23:59:59,504.6226930873745,w
2022-02-21 00:00:00,520.5316948923928,
2022-02-21 01:00:00,520.5316948923928,
2022-02-21 02:30:00,520.5316948923928,
2022-02-21 03:00:00,520.5316948923928,
2022-02-21 18:30:00,520.5316948923928,
2022-02-21 20:00:00,520.5316948923928,
2022-02-21 23:00:00,472.3412533478072,
2022-02-21 23:59:59,479.9868285994962,c
2022-02-22 00:00:00,487.1153824881485,
2022-02-22 01:00:00,487.1153824881485,
2022-02-22 02:30:00,487.1153824881485,
2022-02-22 03:00:00,487.1153824881485,
2022-02-22 18:30:00,487.1153824881485,
2022-02-22 20:00:00,487.1153824881485,
2022-02-22 23:00:00,455.5533527218122,
2022-02-22 23:59:59,494.088560162827,c
2022-02-23 00:00:00,482.7452000438193,
2022-02-23 01:00:00,482.7452000438193,
2022-02-23 02:30:00,482.7452000438193,
2022-02-23 03:00:00,482.7452000438193,
2022-02-23 18:30:00,482.7452000438193,
2022-02-23 20:00:00,482.7452000438193,
2022-02-23 23:00:00,395.07769687188375,
2022-02-23 23:59:59,349.50563614932116,c
2022-02-24 00:00:00,345.88124571440767,
2022-02-24 01:00:00,345.88124571440767,
2022-02-24 02:30:00,345.88124571440767,
2022-02-24 03:00:00,345.88124571440767,
2022-02-24 18:30:00,345.88124571440767,
2022-02-24 20:00:00,345.88124571440767,
2022-02-24 23:00:00,210.90809505710104,
2022-02-24 23:59:59,275.99719797403804,c
2022-02-25 00:00:00,309.96995083558295,
2022-02-25 01:00:00,309.96995083558295,
2022-02-25 02:30:00,309.96995083558295,
2022-02-25 03:00:00,309.96995083558295,
2022-02-25 18:30:00,309.96995083558295,
2022-02-25 20:00:00,309.96995083558295,
2022-02-25 23:00:00,309.96995083558295,
2022-02-25 23:59:59,328.7802764099006,w
2022-02-28 00:00:00,328.7802764099006,
2022-02-28 01:00:00,328.7802764099006,
2022-02-28 02:30:00,328.7802764099006,
2022-02-28 03:00:00,328.7802764099006,
2022-02-28 18:30:00,328.7802764099006,
2022-02-28 20:00:00,328.7802764099006,
2022-02-28 23:00:00,311.5785945529037,
2022-02-28 23:59:59,311.5785945529037,c
2022-03-01 00:00:00,281.8836548736235,
2022-03-01 01:00:00,281.8836548736235,
2022-03-01 02:30:00,281.8836548736235,
2022-03-01 03:00:00,281.8836548736235,
2022-03-01 18:30:00,281.8836548736235,
2022-03-01 20:00:00,281.8836548736235,
2022-03-01 23:00:00,139.11450494889914,
2022-03-01 23:59:59,145.12347989982254,c
2022-03-02 00:00:00,136.57914924725628,
2022-03-02 01:00:00,136.57914924725628,
2022-03-02 02:30:00,136.57914924725628,
2022-03-02 03:00:00,136.57914924725628,
2022-03-02 18:30:00,136.57914924725628,
2022-03-02 20:00:00,136.57914924725628,
2022-03-02 23:00:00,166.30721984938418,
2022-03-02 23:59:59,163.72959679714904,c
2022-03-03 00:00:00,156.60072317408458,
2022-03-03 01:00:00,156.60072317408458,
2022-03-03 02:30:00,156.60072317408458,
2022-03-03 03:00:00,156.60072317408458,
2022-03-03 18:30:00,156.60072317408458,
2022-03-03 20:00:00,156.60072317408458,
2022-03-03 23:00:00,38.780401777389216,
2022-03-03 23:59:59,41.82120009939172,c
2022-03-04 00:00:00,31.325432137763983,
2022-03-04 01:00:00,31.325432137763983,
2022-03-04 02:30:00,31.325432137763983,
2022-03-04 03:00:00,31.325432137763983,
2022-03-04 18:30:00,31.325432137763983,
2022-03-04 20:00:00,31.325432137763983,
2022-03-04 23:00:00,31.325432137763983,
2022-03-04 23:59:59,0.0,a
2022-03-07 00:00:00,-121.08830303224886,
2022-03-07 01:00:00,-121.08830303224886,
2022-03-07 02:30:00,-121.08830303224886,
2022-03-07 03:00:00,-121.08830303224886,
2022-03-07 18:30:00,-121.08830303224886,
2022-03-07 20:00:00,-121.08830303224886,
2022-03-07 23:00:00,-85.87016295777948,
2022-03-07 23:59:59,-60.12358864277576,c
2022-03-08 00:00:00,-110.83630926839851,
2022-03-08 01:00:00,-110.83630926839851,
2022-03-08 02:30:00,-110.83630926839851,
2022-03-08 03:00:00,-110.83630926839851,
2022-03-08 18:30:00,-110.83630926839851,
2022-03-08 20:00:00,-110.83630926839851,
2022-03-08 23:00:00,-138.90060992520375,
2022-03-08 23:59:59,-123.19816385770673,c
2022-03-09 00:00:00,-118.27228040532964,
2022-03-09 01:00:00,-118.27228040532964,
2022-03-09 02:30:00,-118.27228040532964,
2022-03-09 03:00:00,-118.27228040532964,
2022-03-09 18:30:00,-118.27228040532964,
2022-03-09 20:00:00,-118.27228040532964,
2022-03-09 23:00:00,-106.125712659898,
2022-03-09 23:59:59,-91.88789747663441,c
2022-03-10 00:00:00,-2.794699967852921,
2022-03-10 01:00:00,-2.794699967852921,
2022-03-10 02:30:00,-2.794699967852921,
2022-03-10 03:00:00,-2.794699967852921,
2022-03-10 18:30:00,-2.794699967852921,
2022-03-10 20:00:00,-2.794699967852921,
2022-03-10 23:00:00,-69.05468223604703,
2022-03-10 23:59:59,-49.7826403168915,c
2022-03-11 00:00:00,-71.04964350303771,
2022-03-11 01:00:00,-71.04964350303771,
2022-03-11 02:30:00,-71.04964350303771,
2022-03-11 03:00:00,-71.04964350303771,
2022-03-11 18:30:00,-71.04964350303771,
2022-03-11 20:00:00,-71.04964350303771,
2022-03-11 23:00:00,-71.04964350303771,
2022-03-11 23:59:59,-86.56806902688731,w
2022-03-14 00:00:00,-138.53413008957023,
2022-03-14 01:00:00,-133.26414088989713,
2022-03-14 02:30:00,-133.26414088989713,
2022-03-14 03:00:00,-133.26414088989713,
2022-03-14 18:30:00,-133.26414088989713,
2022-03-14 20:00:00,-133.26414088989713,
2022-03-14 23:00:00,-113.94257351244778,
2022-03-14 23:59:59,-65.2713121051388,c
2022-03-15 00:00:00,-72.41225674775933,
2022-03-15 01:00:00,-4.53695933587278,
2022-03-15 02:30:00,-4.53695933587278,
2022-03-15 03:00:00,-4.53695933587278,
2022-03-15 18:30:00,-4.53695933587278,
2022-03-15 20:00:00,-4.53695933587278,
2022-03-15 23:00:00,-107.24554034358971,
2022-03-15 23:59:59,-116.96854259694237,c
2022-03-16 00:00:00,-81.84888665047174,
2022-03-16 01:00:00,-122.5203284888753,
2022-03-16 02:30:00,-122.5203284888753,
2022-03-16 03:00:00,-122.5203284888753,
2022-03-16 18:30:00,-122.5203284888753,
2022-03-16 20:00:00,-122.5203284888753,
2022-03-16 23:00:00,75.45473173866048,
2022-03-16 23:59:59,76.16318694594611,c
2022-03-17 00:00:00,144.02333081048755,
2022-03-17 01:00:00,136.3481240148376,
2022-03-17 02:30:00,136.3481240148376,
2022-03-17 03:00:00,136.3481240148376,
2022-03-17 18:30:00,136.3481240148376,
2022-03-17 20:00:00,136.3481240148376,
2022-03-17 23:00:00,120.10857266050743,
2022-03-17 23:59:59,132.07799164276184,c
2022-03-18 00:00:00,152.2821462270549,
2022-03-18 01:00:00,153.15090558753127,
2022-03-18 02:30:00,153.15090558753127,
2022-03-18 03:00:00,153.15090558753127,
