date,MSCI_FACT_INTL_2022_Q3,meta
2022-07-15 00:00:00,-17.630815223104605,
2022-07-15 10:00:00,-13.410019803274281,
2022-07-15 10:30:00,-14.870098440415973,
2022-07-15 12:00:00,-19.90650901807254,
2022-07-15 13:30:00,-4.080727145298283,
2022-07-15 15:00:00,-6.614122057979216,
2022-07-15 15:30:30,-6.614122057979216,
2022-07-15 23:59:59,0.23490062276420076,w
2022-07-18 00:00:00,11.61661649602803,
2022-07-18 10:00:00,14.865666765041397,
2022-07-18 10:30:00,15.570483821659536,
2022-07-18 12:00:00,14.676369868801373,
2022-07-18 13:30:00,22.996411830765567,
2022-07-18 15:00:00,16.61720838430614,
2022-07-18 15:30:30,16.61720838430614,
2022-07-18 23:59:59,14.506640755494345,c
2022-07-19 00:00:00,2.3175586833678494,
2022-07-19 10:00:00,24.9314424206068,
2022-07-19 10:30:00,33.859572128106095,
2022-07-19 12:00:00,25.82596126969895,
2022-07-19 13:30:00,35.15703329166354,
2022-07-19 15:00:00,26.964278192170468,
2022-07-19 15:30:30,26.964278192170468,
2022-07-19 23:59:59,26.719626878445297,c
2022-07-20 00:00:00,11.303897729103255,
2022-07-20 10:00:00,-5.2467042211399075,
2022-07-20 10:30:00,-12.4942438774342,
2022-07-20 12:00:00,-9.002933588596193,
2022-07-20 13:30:00,-10.431793135721591,
2022-07-20 15:00:00,-8.001791231718812,
2022-07-20 15:30:30,-8.001791231718812,
2022-07-20 23:59:59,-10.979592319699805,c
2022-07-21 00:00:00,-40.89668284771358,
2022-07-21 10:00:00,-63.572500549509016,
2022-07-21 10:30:00,-66.39397500952242,
2022-07-21 12:00:00,-51.945770216833864,
2022-07-21 13:30:00,-53.892177999830835,
2022-07-21 15:00:00,-56.48711617304656,
2022-07-21 15:30:30,-56.48711617304656,
2022-07-21 23:59:59,-52.89492196434878,c
2022-07-22 00:00:00,-44.386440730532286,
2022-07-22 10:00:00,-62.79409471418927,
2022-07-22 10:30:00,-42.72487646605458,
2022-07-22 12:00:00,-34.82618815346211,
2022-07-22 13:30:00,-43.78381386743109,
2022-07-22 15:00:00,-44.81767008235846,
2022-07-22 15:30:30,-44.81767008235846,
2022-07-22 23:59:59,-46.75831077643414,w
2022-07-25 00:00:00,-28.973237748283168,
2022-07-25 10:00:00,-19.59044995032042,
2022-07-25 10:30:00,-12.687720422928692,
2022-07-25 12:00:00,3.9559258223133043,
2022-07-25 13:30:00,4.75112067559877,
2022-07-25 15:00:00,12.367332086915496,
2022-07-25 15:30:30,12.367332086915496,
2022-07-25 23:59:59,15.204213963457732,c
2022-07-26 00:00:00,37.68664559489855,
2022-07-26 10:00:00,45.064070659565175,
2022-07-26 10:30:00,43.9721836838566,
2022-07-26 12:00:00,31.091445076818104,
2022-07-26 13:30:00,40.01138189776714,
2022-07-26 15:00:00,29.902928395229594,
2022-07-26 15:30:30,29.902928395229594,
2022-07-26 23:59:59,31.495446257388096,c
2022-07-27 00:00:00,23.27665996333701,
2022-07-27 10:00:00,-2.554010264099418,
2022-07-27 10:30:00,-1.475214224063052,
2022-07-27 12:00:00,4.485962835216924,
2022-07-27 13:30:00,5.462828583528335,
2022-07-27 15:00:00,10.766915060558574,
2022-07-27 15:30:30,10.766915060558574,
2022-07-27 23:59:59,8.714444273085348,c
2022-07-28 00:00:00,30.688620751868484,
2022-07-28 10:00:00,13.276612116106378,
2022-07-28 10:30:00,-2.1320356185254354,
2022-07-28 12:00:00,-3.5790420859403866,
2022-07-28 13:30:00,-18.27220815526624,
2022-07-28 15:00:00,-27.251036710971277,
2022-07-28 15:30:30,-27.251036710971277,
