date,EU_SXXEP6_AD_2022_Q3,meta
2022-08-11 00:00:00,-468.7149570654103,
2022-08-11 03:30:00,-444.8776312327591,
2022-08-11 04:00:00,-439.6625704112514,
2022-08-11 06:00:00,-453.29277205432254,
2022-08-11 08:00:00,-448.39570262563825,
2022-08-11 10:30:00,-483.8206529537988,
2022-08-11 11:00:00,-477.62077448873015,
2022-08-11 23:59:59,-467.84383222667543,c
2022-08-12 00:00:00,-461.51071317990477,
2022-08-12 03:30:00,-481.93468460351664,
2022-08-12 04:00:00,-523.2676895394839,
2022-08-12 06:00:00,-519.9122769747635,
2022-08-12 08:00:00,-533.5652118574244,
2022-08-12 10:30:00,-568.5840526149293,
2022-08-12 11:00:00,-561.9948503032963,
2022-08-12 23:59:59,-561.5814983090643,w
2022-08-15 00:00:00,-538.3200851173078,
2022-08-15 03:30:00,-494.0621902732446,
2022-08-15 04:00:00,-471.02069771979313,
2022-08-15 06:00:00,-449.94318488017484,
2022-08-15 08:00:00,-439.4690841555912,
2022-08-15 10:30:00,-421.12045187348144,
2022-08-15 11:00:00,-422.5881265742496,
2022-08-15 23:59:59,-427.97803159111413,c
2022-08-16 00:00:00,-460.00768066504384,
2022-08-16 03:30:00,-467.8842717610819,
2022-08-16 04:00:00,-485.1147967458344,
2022-08-16 06:00:00,-476.37037647396323,
2022-08-16 08:00:00,-454.9732896118944,
2022-08-16 10:30:00,-408.71712652933184,
2022-08-16 11:00:00,-418.7652004755987,
2022-08-16 23:59:59,-413.98362428270275,c
2022-08-17 00:00:00,-408.9760499486788,
2022-08-17 03:30:00,-344.8159813833763,
2022-08-17 04:00:00,-324.156152739243,
2022-08-17 06:00:00,-278.51680885628025,
2022-08-17 08:00:00,-253.2893094030169,
2022-08-17 10:30:00,-225.34143260775,
2022-08-17 11:00:00,-212.42271146574308,
2022-08-17 23:59:59,-215.52089350544475,c
2022-08-18 00:00:00,-231.23604795876736,
2022-08-18 03:30:00,-220.06085050979505,
2022-08-18 04:00:00,-230.70033207134475,
2022-08-18 06:00:00,-225.8682408932459,
2022-08-18 08:00:00,-199.5606415634211,
2022-08-18 10:30:00,-217.27720797756183,
2022-08-18 11:00:00,-223.85823973612946,
2022-08-18 23:59:59,-213.0464888289946,c
2022-08-19 00:00:00,-199.90490588467355,
2022-08-19 03:30:00,-201.89538507352768,
2022-08-19 04:00:00,-177.4671818584943,
2022-08-19 06:00:00,-155.7634195831281,
2022-08-19 08:00:00,-176.74225925968267,
2022-08-19 10:30:00,-130.8275434057166,
2022-08-19 11:00:00,-122.16128323911084,
2022-08-19 23:59:59,-125.88425606563464,w
2022-08-22 00:00:00,-118.41751050227253,
2022-08-22 03:30:00,-47.39310483856025,
2022-08-22 04:00:00,-31.674070994071826,
2022-08-22 06:00:00,-47.47062639240153,
2022-08-22 08:00:00,-39.562386844939965,
2022-08-22 10:30:00,-30.900351687895864,
2022-08-22 11:00:00,-37.41408732296645,
2022-08-22 23:59:59,-15.51343556297661,c
2022-08-23 00:00:00,-48.82380855476231,
2022-08-23 03:30:00,-89.38776197147445,
2022-08-23 04:00:00,-73.83991667778469,
2022-08-23 06:00:00,-105.0363094992374,
2022-08-23 08:00:00,-84.38132785405833,
2022-08-23 10:30:00,-79.98877627757133,
2022-08-23 11:00:00,-78.09826504817283,
2022-08-23 23:59:59,-83.34708507621008,c
2022-08-24 00:00:00,-87.39043883412683,
2022-08-24 03:30:00,-47.092694844370044,
2022-08-24 04:00:00,-35.56529431747799,
2022-08-24 06:00:00,-10.439061369084584,
2022-08-24 08:00:00,-21.534732414046175,
2022-08-24 10:30:00,-27.21929952972596,
2022-08-24 11:00:00,-14.198372675443352,
2022-08-24 23:59:59,-18.04903574117111,c
2022-08-25 00:00:00,6.223252808104917,
2022-08-25 03:30:00,34.96005012153569,
2022-08-25 04:00:00,79.59604539617499,
2022-08-25 06:00:00,115.1563551799295,
2022-08-25 08:00:00,101.34891837569944,
2022-08-25 10:30:00,110.79390000370859,
2022-08-25 11:00:00,124.8809051747146,
2022-08-25 23:59:59,143.040318539591,c
2022-08-26 00:00:00,133.08877834071427,
2022-08-26 03:30:00,87.84748559069135,
2022-08-26 04:00:00,121.63536901860812,
2022-08-26 06:00:00,151.72523054805174,
2022-08-26 08:00:00,139.77202570862733,
2022-08-26 10:30:00,168.65017102657134,
2022-08-26 11:00:00,147.18346041946415,
2022-08-26 23:59:59,148.48182931430347,w
2022-08-29 00:00:00,132.16230806618273,
2022-08-29 03:30:00,75.76703211563927,
2022-08-29 04:00:00,47.467530091941626,
2022-08-29 06:00:00,71.00190086374619,
2022-08-29 08:00:00,61.97056005204786,
2022-08-29 10:30:00,22.593932456945367,
2022-08-29 11:00:00,17.04194433638486,
2022-08-29 23:59:59,12.946148176150473,c
2022-08-30 00:00:00,9.390059047675095,
2022-08-30 03:30:00,-4.273713701505585,
2022-08-30 04:00:00,-45.26036818361922,
2022-08-30 06:00:00,-64.7779030088177,
2022-08-30 08:00:00,-72.8091655580929,
2022-08-30 10:30:00,-19.591085451769686,
2022-08-30 11:00:00,-22.58525464479044,
2022-08-30 23:59:59,-32.534513842126444,c
2022-08-31 00:00:00,-22.767850295294693,
2022-08-31 03:30:00,-18.45964072006859,
2022-08-31 04:00:00,-29.057065159131298,
2022-08-31 06:00:00,-57.55861743014566,
2022-08-31 08:00:00,-31.463785841312756,
2022-08-31 10:30:00,-72.22398177643163,
2022-08-31 11:00:00,-57.41753959068251,
2022-08-31 23:59:59,-52.77424699746007,c
2022-09-01 00:00:00,-49.82003946091277,
2022-09-01 03:30:00,11.225982346596084,
2022-09-01 04:00:00,3.262912045031726,
2022-09-01 06:00:00,-4.628705629197611,
2022-09-01 08:00:00,1.279667791607153,
2022-09-01 10:30:00,11.98427825302133,
2022-09-01 11:00:00,0.23236233010720753,
2022-09-01 23:59:59,0.0,a
2022-09-02 00:00:00,3.8719167071176344,
2022-09-02 03:30:00,-92.63780794600552,
2022-09-02 04:00:00,-60.21515281761617,
2022-09-02 06:00:00,-70.0951130635633,
2022-09-02 08:00:00,-48.02972408585151,
2022-09-02 10:30:00,-76.07961224289693,
2022-09-02 11:00:00,-84.77973890702287,
2022-09-02 23:59:59,-77.21912219372166,w
2022-09-05 00:00:00,-117.15172094592685,
2022-09-05 03:30:00,-117.47175923029272,
2022-09-05 04:00:00,-121.5129404444674,
2022-09-05 06:00:00,-107.31717951075461,
2022-09-05 08:00:00,-96.10485187650943,
2022-09-05 10:30:00,-50.82791477657133,
2022-09-05 11:00:00,-47.641954479845936,
2022-09-05 23:59:59,-46.48657812126385,c
2022-09-06 00:00:00,-38.40948728934177,
2022-09-06 03:30:00,-64.62080297992952,
2022-09-06 04:00:00,-41.4274026336891,
2022-09-06 06:00:00,-57.558839285628665,
2022-09-06 08:00:00,-79.71996935456718,
2022-09-06 10:30:00,-64.58652891245401,
2022-09-06 11:00:00,-57.03260548821868,
2022-09-06 23:59:59,-33.13782789738843,c
0,-33.13782789738843,
0,-33.13782789738843,
0,-33.13782789738843,
0,-33.13782789738843,
0,-33.13782789738843,
0,-33.13782789738843,
0,-33.13782789738843,
0,-33.13782789738843,
2022-09-07 00:00:00,-25.052937533786917,
2022-09-07 03:30:00,-39.76164345216989,
2022-09-07 04:00:00,-23.133757373980643,
2022-09-07 06:00:00,113.43879113090111,
2022-09-07 08:00:00,124.82941253406852,
2022-09-07 10:30:00,127.40817803699042,
2022-09-07 11:00:00,95.37476118632117,
2022-09-07 23:59:59,90.44905425795105,c
2022-09-08 00:00:00,70.4102416401281,
2022-09-08 03:30:00,137.98204910353024,
2022-09-08 04:00:00,112.5647076843095,
2022-09-08 06:00:00,106.13838066069479,
2022-09-08 08:00:00,138.85668870697123,
2022-09-08 10:30:00,133.52306727748442,
2022-09-08 11:00:00,138.70678387630642,
2022-09-08 23:59:59,157.62513708647884,c
2022-09-09 00:00:00,165.30674368510472,
2022-09-09 03:30:00,93.88733269195654,
2022-09-09 04:00:00,75.04104902391805,
2022-09-09 06:00:00,101.70836446932753,
2022-09-09 08:00:00,86.08895989563416,
2022-09-09 10:30:00,40.40314843509941,
2022-09-09 11:00:00,39.57042585503973,
2022-09-09 23:59:59,37.17068031511735,w
2022-09-12 00:00:00,17.34179600916991,
2022-09-12 03:30:00,-12.334019072668298,
2022-09-12 04:00:00,-43.99707001365323,
2022-09-12 06:00:00,-106.99500076921663,
2022-09-12 08:00:00,-94.401749349807,
2022-09-12 10:30:00,-98.11507668274203,
2022-09-12 11:00:00,-87.1671247306108,
2022-09-12 23:59:59,-89.26033023030004,c
2022-09-13 00:00:00,-87.8925079599444,
2022-09-13 03:30:00,-35.06362155098532,
2022-09-13 04:00:00,-58.92006569344585,
2022-09-13 06:00:00,-45.8686620903311,
2022-09-13 08:00:00,-34.4039586969152,
2022-09-13 10:30:00,14.616858272972422,
2022-09-13 11:00:00,13.67850128093255,
2022-09-13 23:59:59,35.399933967766856,c
2022-09-14 00:00:00,53.52900146793877,
2022-09-14 03:30:00,38.3045940872928,
2022-09-14 04:00:00,25.931026834777867,
2022-09-14 06:00:00,72.59593632593464,
2022-09-14 08:00:00,93.20156598351355,
2022-09-14 10:30:00,133.52939884574948,
2022-09-14 11:00:00,121.56815123883143,
2022-09-14 23:59:59,118.85809718514861,c
2022-09-15 00:00:00,95.0618875365326,
2022-09-15 03:30:00,103.75710003864947,
2022-09-15 04:00:00,122.47313596140043,
2022-09-15 06:00:00,93.4139407614723,
2022-09-15 08:00:00,110.99053186450578,
2022-09-15 10:30:00,108.71442881200073,
2022-09-15 11:00:00,99.81910655426668,
2022-09-15 23:59:59,106.45834203407571,c
2022-09-16 00:00:00,111.58324401071332,
2022-09-16 03:30:00,96.97738713846547,
2022-09-16 04:00:00,74.23913949263692,
2022-09-16 06:00:00,46.755303952257236,
2022-09-16 08:00:00,75.09586185477929,
2022-09-16 10:30:00,42.66205469530564,
2022-09-16 11:00:00,42.8974916454672,
2022-09-16 23:59:59,28.3385574941683,e
2022-09-19 00:00:00,36.64646944265655,
2022-09-19 03:30:00,36.44240354617409,
2022-09-19 04:00:00,-38.75585650754829,
2022-09-19 06:00:00,-104.06884127948524,
2022-09-19 08:00:00,-105.65878868182517,
2022-09-19 10:30:00,-89.69883287782955,
2022-09-19 11:00:00,-96.07561048036314,
2022-09-19 23:59:59,-97.81032572211416,c
2022-09-20 00:00:00,-95.49413212984655,
2022-09-20 03:30:00,-68.84925684911059,
2022-09-20 04:00:00,-84.75154617420071,
2022-09-20 06:00:00,-92.40525887966737,
2022-09-20 08:00:00,-95.69806219346287,
2022-09-20 10:30:00,-116.50221684697294,
2022-09-20 11:00:00,-107.53835960871834,
