date,BCHN_2022_Q4,meta
2022-10-07 00:00:00,39.341087274595,
2022-10-07 10:00:00,88.42024251745408,
2022-10-07 10:30:00,39.54545251708953,
2022-10-07 12:00:00,53.22822134969465,
2022-10-07 13:30:00,66.23610554468132,
2022-10-07 15:00:00,91.60966330870372,
2022-10-07 15:30:30,91.60966330870372,
2022-10-07 23:59:59,97.24009099644456,w
2022-10-10 00:00:00,81.58566233981014,
2022-10-10 10:00:00,71.63115839693228,
2022-10-10 10:30:00,15.829090048132002,
2022-10-10 12:00:00,41.18751298407278,
2022-10-10 13:30:00,0.2996636881644008,
2022-10-10 15:00:00,89.21385910373556,
2022-10-10 15:30:30,89.21385910373556,
2022-10-10 23:59:59,77.98442149257835,c
2022-10-11 00:00:00,114.0220773143551,
2022-10-11 10:00:00,81.36986866896098,
2022-10-11 10:30:00,108.50279226869554,
2022-10-11 12:00:00,56.874594594844325,
2022-10-11 13:30:00,92.06694588735013,
2022-10-11 15:00:00,139.69300874514033,
2022-10-11 15:30:30,139.69300874514033,
2022-10-11 23:59:59,141.833578521748,c
2022-10-12 00:00:00,161.61866638562378,
2022-10-12 10:00:00,56.26277447064865,
2022-10-12 10:30:00,128.81791193880406,
2022-10-12 12:00:00,149.03826852686268,
2022-10-12 13:30:00,210.20886993918214,
2022-10-12 15:00:00,231.15304870748537,
2022-10-12 15:30:30,231.15304870748537,
2022-10-12 23:59:59,244.47972181075932,c
2022-10-13 00:00:00,245.39146171811274,
2022-10-13 10:00:00,270.25687544578045,
2022-10-13 10:30:00,321.668714171858,
2022-10-13 12:00:00,333.1442037852945,
2022-10-13 13:30:00,395.54949379822267,
2022-10-13 15:00:00,382.3229039306332,
2022-10-13 15:30:30,382.3229039306332,
2022-10-13 23:59:59,381.85254311818323,c
2022-10-14 00:00:00,354.1301572490671,
2022-10-14 10:00:00,465.75700133287705,
2022-10-14 10:30:00,380.3054123999507,
2022-10-14 12:00:00,407.0049824677763,
2022-10-14 13:30:00,371.93994737037457,
2022-10-14 15:00:00,432.641639709948,
2022-10-14 15:30:30,432.641639709948,
2022-10-14 23:59:59,459.20568326411785,w
2022-10-17 00:00:00,507.4471653015984,
2022-10-17 10:00:00,473.6345833105405,
2022-10-17 10:30:00,465.39614469719663,
2022-10-17 12:00:00,526.573780241114,
2022-10-17 13:30:00,551.9060996162868,
2022-10-17 15:00:00,574.3098043653986,
2022-10-17 15:30:30,574.3098043653986,
2022-10-17 23:59:59,575.9020563770108,c
2022-10-18 00:00:00,324.2058055872958,
2022-10-18 10:00:00,199.1159364950164,
2022-10-18 10:30:00,248.06456851485848,
2022-10-18 12:00:00,150.69859100448593,
2022-10-18 13:30:00,185.59376821731246,
2022-10-18 15:00:00,194.71544626301102,
2022-10-18 15:30:30,194.71544626301102,
2022-10-18 23:59:59,196.88376341342644,c
2022-10-19 00:00:00,126.7199236172221,
2022-10-19 10:00:00,149.22805265216618,
2022-10-19 10:30:00,151.42294046421148,
2022-10-19 12:00:00,188.17654844586423,
2022-10-19 13:30:00,205.90451818000804,
2022-10-19 15:00:00,214.23596177035495,
2022-10-19 15:30:30,214.23596177035495,
2022-10-19 23:59:59,229.04930387684237,c
2022-10-20 00:00:00,159.56111943027906,
2022-10-20 10:00:00,107.9046811103317,
2022-10-20 10:30:00,153.07455974542825,
2022-10-20 12:00:00,194.09002160414605,
2022-10-20 13:30:00,153.80543209869165,
2022-10-20 15:00:00,190.792082728659,
2022-10-20 15:30:30,190.792082728659,
2022-10-20 23:59:59,267.43201653200583,c
2022-10-21 00:00:00,244.84930096269773,
2022-10-21 10:00:00,214.86450859481363,
2022-10-21 10:30:00,185.2071117139941,
2022-10-21 12:00:00,150.96476367606556,
2022-10-21 13:30:00,116.64979658388006,
2022-10-21 15:00:00,23.829846761380054,
2022-10-21 15:30:30,23.829846761380054,s
2022-10-21 23:59:59,0.0,a
2022-10-24 00:00:00,51.503606736852475,
2022-10-24 10:00:00,81.6709331906394,
2022-10-24 10:30:00,94.67615918504771,
2022-10-24 12:00:00,136.92263524720113,
2022-10-24 13:30:00,49.06330017188884,
2022-10-24 15:00:00,96.49537870447068,
