date,ASHRSPY_2021,meta
2021-02-11 10:00:00,-50.45806800912381,
2021-02-11 10:30:00,-54.10133560561776,
2021-02-11 12:00:00,-44.47315347447038,
2021-02-11 13:30:00,-36.30695927617311,
2021-02-11 15:00:00,-35.28204066414535,
2021-02-11 15:30:30,-35.28204066414535,
2021-02-11 23:59:59,-41.09491617231965,c
2021-02-12 00:00:00,-37.68247387198567,
2021-02-12 10:00:00,-40.172495101361875,
2021-02-12 10:30:00,-44.82375611725212,
2021-02-12 12:00:00,-48.96907658604503,
2021-02-12 13:30:00,-57.74534599082351,
2021-02-12 15:00:00,-61.692404429208636,
2021-02-12 15:30:30,-61.692404429208636,
2021-02-12 23:59:59,-81.85454064150393,w
2021-02-15 00:00:00,-81.85454064150393,
2021-02-15 10:00:00,-81.85454064150393,
2021-02-15 10:30:00,-81.85454064150393,
2021-02-15 12:00:00,-81.85454064150393,
2021-02-15 13:30:00,-81.85454064150393,
2021-02-15 15:00:00,-81.85454064150393,
2021-02-15 15:30:30,-81.85454064150393,
2021-02-15 23:59:59,-81.85454064150393,c
2021-02-16 00:00:00,-36.17234821674049,
2021-02-16 10:00:00,-34.75836563512683,
2021-02-16 10:30:00,-34.78172197042167,
2021-02-16 12:00:00,-21.248636825520396,
2021-02-16 13:30:00,-25.494407299342157,
2021-02-16 15:00:00,-20.158297605429887,
2021-02-16 15:30:30,-20.158297605429887,
2021-02-16 23:59:59,-9.631984424844383,c
2021-02-17 00:00:00,7.861197207913995,
2021-02-17 10:00:00,10.481907514603137,
2021-02-17 10:30:00,11.34328443464577,
2021-02-17 12:00:00,8.232430173710584,
2021-02-17 13:30:00,9.88089897366345,
2021-02-17 15:00:00,2.697988718120456,
2021-02-17 15:30:30,2.697988718120456,
2021-02-17 23:59:59,0.0,a
2021-02-18 00:00:00,-147.5108871570933,
2021-02-18 10:00:00,-144.1035519639343,
2021-02-18 10:30:00,-135.49628353952886,
2021-02-18 12:00:00,-128.42823910788894,
2021-02-18 13:30:00,-136.87199284371079,
2021-02-18 15:00:00,-142.40793084278047,
2021-02-18 15:30:30,-142.40793084278047,
2021-02-18 23:59:59,-132.814999999997,c
2021-02-19 00:00:00,-111.23570746243537,
2021-02-19 10:00:00,-120.69745286809028,
2021-02-19 10:30:00,-120.70574289799035,
2021-02-19 12:00:00,-116.97305391750454,
2021-02-19 13:30:00,-115.12181612318635,
2021-02-19 15:00:00,-116.99249154666245,
2021-02-19 15:30:30,-116.99249154666245,
2021-02-19 23:59:59,-108.93727821499527,w
2021-02-22 00:00:00,-248.89246518981753,
2021-02-22 10:00:00,-261.7914057968027,
2021-02-22 10:30:00,-265.08809915398774,
2021-02-22 12:00:00,-252.15684400362375,
2021-02-22 13:30:00,-266.8439689297092,
2021-02-22 15:00:00,-261.6900827132571,
2021-02-22 15:30:30,-261.6900827132571,
2021-02-22 23:59:59,-256.05329450100663,c
2021-02-23 00:00:00,-258.1797954881364,
2021-02-23 10:00:00,-252.1199808282888,
2021-02-23 10:30:00,-253.8616021114689,
2021-02-23 12:00:00,-251.79754898640036,
2021-02-23 13:30:00,-254.08818500793578,
2021-02-23 15:00:00,-265.4274284028578,
2021-02-23 15:30:30,-265.4274284028578,
2021-02-23 23:59:59,-264.19584958560523,c
2021-02-24 00:00:00,-349.2472389916241,
2021-02-24 10:00:00,-366.43041676111875,
2021-02-24 10:30:00,-367.82908190489593,
2021-02-24 12:00:00,-377.7284586012393,
2021-02-24 13:30:00,-396.3817128486633,
2021-02-24 15:00:00,-392.613270767749,
2021-02-24 15:30:30,-392.613270767749,
2021-02-24 23:59:59,-395.11391832403126,c
2021-02-25 00:00:00,-400.28555350514824,
2021-02-25 10:00:00,-405.2661309325588,
2021-02-25 10:30:00,-394.8534726381326,
2021-02-25 12:00:00,-378.59634754240994,
2021-02-25 13:30:00,-383.1080731858051,
2021-02-25 15:00:00,-374.87243617270764,
2021-02-25 15:30:30,-374.87243617270764,
2021-02-25 23:59:59,-373.96289287668344,c
2021-02-26 00:00:00,-419.09518660005926,
2021-02-26 10:00:00,-415.60284762075247,
2021-02-26 10:30:00,-382.64991091604054,
2021-02-26 12:00:00,-432.09846009590746,
2021-02-26 13:30:00,-441.1967361720973,
2021-02-26 15:00:00,-422.8075423790866,
2021-02-26 15:30:30,-422.8075423790866,m
2021-02-26 23:59:59,-396.27023448217335,w
2021-03-01 00:00:00,-398.2578211288536,
2021-03-01 10:00:00,-399.168851202175,
2021-03-01 10:30:00,-401.6122205697918,
2021-03-01 12:00:00,-403.3206641250176,
2021-03-01 13:30:00,-408.0840150854051,
2021-03-01 15:00:00,-415.28046040463687,
2021-03-01 15:30:30,-415.28046040463687,
2021-03-01 23:59:59,-404.91898247479503,c
2021-03-02 00:00:00,-478.55828774130464,
2021-03-02 10:00:00,-478.9365484822649,
2021-03-02 10:30:00,-466.33561781394246,
2021-03-02 12:00:00,-460.2636900514579,
2021-03-02 13:30:00,-471.6663533603257,
2021-03-02 15:00:00,-468.2078433720821,
2021-03-02 15:30:30,-468.2078433720821,
2021-03-02 23:59:59,-456.6985484726024,c
2021-03-03 00:00:00,-413.2927703535777,
2021-03-03 10:00:00,-402.8135145070654,
2021-03-03 10:30:00,-394.158443116942,
2021-03-03 12:00:00,-404.5821228426468,
2021-03-03 13:30:00,-393.29130421479283,
2021-03-03 15:00:00,-385.9837356538248,
2021-03-03 15:30:30,-385.9837356538248,
2021-03-03 23:59:59,-361.28304970303657,e
