date,ASHRSPY_2021,meta
2021-02-03 00:00:00,-292.3351713229316,
2021-02-03 10:00:00,-290.6281057750374,
2021-02-03 10:30:00,-276.53881012459635,
2021-02-03 12:00:00,-286.96380722503363,
2021-02-03 13:30:00,-289.228348909657,
2021-02-03 15:00:00,-285.7808816311461,
2021-02-03 15:30:30,-285.7808816311461,
2021-02-03 23:59:59,-262.2515560481334,c
2021-02-04 00:00:00,-305.49153681613984,
2021-02-04 10:00:00,-326.10412422061984,
2021-02-04 10:30:00,-327.7759923008251,
2021-02-04 12:00:00,-335.317965118692,
2021-02-04 13:30:00,-337.6272572938585,
2021-02-04 15:00:00,-336.102470613631,
2021-02-04 15:30:30,-336.102470613631,
2021-02-04 23:59:59,-344.4944232529128,c
2021-02-05 00:00:00,-352.86619541329924,
2021-02-05 10:00:00,-344.6197181243104,
2021-02-05 10:30:00,-347.632242568531,
2021-02-05 12:00:00,-344.75818538633047,
2021-02-05 13:30:00,-352.57120845547615,
2021-02-05 15:00:00,-348.92305035895527,
2021-02-05 15:30:30,-348.92305035895527,
2021-02-05 23:59:59,-352.01032989476204,w
2021-02-08 00:00:00,-303.9997317838168,
2021-02-08 10:00:00,-292.4474326153225,
2021-02-08 10:30:00,-291.36543856655004,
2021-02-08 12:00:00,-285.70052662008584,
2021-02-08 13:30:00,-285.1435281884247,
2021-02-08 15:00:00,-281.5961838468325,
2021-02-08 15:30:30,-281.5961838468325,
2021-02-08 23:59:59,-290.70553593478445,c
2021-02-09 00:00:00,-190.87347411657512,
2021-02-09 10:00:00,-185.10730069845437,
2021-02-09 10:30:00,-175.8896287414956,
2021-02-09 12:00:00,-165.76894481449307,
2021-02-09 13:30:00,-157.81277370908916,
2021-02-09 15:00:00,-154.7242119500977,
2021-02-09 15:30:30,-154.7242119500977,
2021-02-09 23:59:59,-149.4596771487266,c
2021-02-10 00:00:00,-86.00314753783525,
2021-02-10 10:00:00,-90.46598122875392,
2021-02-10 10:30:00,-88.78661217037796,
2021-02-10 12:00:00,-84.94555510448338,
2021-02-10 13:30:00,-88.58266782702029,
2021-02-10 15:00:00,-80.90916024619281,
2021-02-10 15:30:30,-80.90916024619281,s
2021-02-10 23:59:59,-76.17237889813484,c
2021-02-11 00:00:00,-65.08977794759333,
