date,FINX_2022_Q2,meta
2022-06-09 00:00:00,184.15471409719623,
2022-06-09 10:00:00,196.11408255249478,
2022-06-09 10:30:00,234.31553890203065,
2022-06-09 12:00:00,181.34221333330674,
2022-06-09 13:30:00,160.53574428551212,
2022-06-09 15:00:00,153.53395494587255,
2022-06-09 15:30:30,153.53395494587255,
2022-06-09 23:59:59,144.98048014583344,c
2022-06-10 00:00:00,97.09934462773003,
2022-06-10 10:00:00,93.5172403615228,
2022-06-10 10:30:00,64.66181647750352,
2022-06-10 12:00:00,67.04965901022456,
2022-06-10 13:30:00,57.679329388855535,
2022-06-10 15:00:00,64.81702964110832,
2022-06-10 15:30:30,64.81702964110832,
2022-06-10 23:59:59,55.68501777410802,w
2022-06-13 00:00:00,-62.79998241359647,
2022-06-13 10:00:00,-31.5089158185599,
2022-06-13 10:30:00,-34.65313826484885,
2022-06-13 12:00:00,-29.644498377079458,
2022-06-13 13:30:00,-34.41215945942463,
2022-06-13 15:00:00,-48.41439250815972,
2022-06-13 15:30:30,-48.41439250815972,
2022-06-13 23:59:59,-54.73217446315027,c
2022-06-14 00:00:00,-79.85522552202826,
2022-06-14 10:00:00,-64.15266204444413,
2022-06-14 10:30:00,-79.00978285375265,
2022-06-14 12:00:00,-59.102168770858725,
2022-06-14 13:30:00,-49.420080737027206,
2022-06-14 15:00:00,-56.38286789102483,
2022-06-14 15:30:30,-56.38286789102483,
2022-06-14 23:59:59,-49.43023188791631,c
2022-06-15 00:00:00,-16.294965747259425,
2022-06-15 10:00:00,-32.698119579333934,
2022-06-15 10:30:00,-22.14627808207763,
2022-06-15 12:00:00,-27.769230496776572,
2022-06-15 13:30:00,-45.71174444854512,
2022-06-15 15:00:00,-25.758928347463666,
2022-06-15 15:30:30,-25.758928347463666,
2022-06-15 23:59:59,-18.446669295045695,c
2022-06-16 00:00:00,-54.52146937257294,
2022-06-16 10:00:00,-81.51260076588187,
2022-06-16 10:30:00,-66.217708357873,
2022-06-16 12:00:00,-86.02784236638433,
2022-06-16 13:30:00,-95.45411296166662,
2022-06-16 15:00:00,-111.33686200217187,
2022-06-16 15:30:30,-111.33686200217187,
2022-06-16 23:59:59,-113.46423706878068,c
2022-06-17 00:00:00,-124.65239614148004,
2022-06-17 10:00:00,-109.27823218604908,
2022-06-17 10:30:00,-112.9609385238573,
2022-06-17 12:00:00,-105.71722089252762,
2022-06-17 13:30:00,-71.54963222556,
2022-06-17 15:00:00,-82.74828483051886,
2022-06-17 15:30:30,-82.74828483051886,q
2022-06-17 23:59:59,-88.69844486424984,w
2022-06-20 00:00:00,-87.85397869755082,
2022-06-20 10:00:00,-87.62137793028444,
2022-06-20 10:30:00,-86.6108697467738,
2022-06-20 12:00:00,-84.27073085517122,
2022-06-20 13:30:00,-86.61452218627164,
2022-06-20 15:00:00,-89.03024073595031,
2022-06-20 15:30:30,-89.03024073595031,
2022-06-20 23:59:59,-87.4082948220398,c
2022-06-21 00:00:00,-42.98634548046448,
2022-06-21 10:00:00,14.716835944421632,
2022-06-21 10:30:00,-14.790177847643236,
2022-06-21 12:00:00,-8.732398635940399,
2022-06-21 13:30:00,-14.901080616784157,
2022-06-21 15:00:00,-41.282554399883,
2022-06-21 15:30:30,-41.282554399883,
2022-06-21 23:59:59,-42.46563818925006,c
2022-06-22 00:00:00,-54.45872029148882,
2022-06-22 10:00:00,-42.29942054947844,
2022-06-22 10:30:00,-46.04031016074032,
2022-06-22 12:00:00,-107.36836652783279,
2022-06-22 13:30:00,-69.04242450712206,
2022-06-22 15:00:00,-58.17881922024401,
2022-06-22 15:30:30,-58.17881922024401,
2022-06-22 23:59:59,-82.49397509641062,c
2022-06-23 00:00:00,-87.73392930675163,
2022-06-23 10:00:00,-48.86749752800108,
2022-06-23 10:30:00,-23.77449448469929,
2022-06-23 12:00:00,-34.46587556981979,
2022-06-23 13:30:00,-55.72618767863719,
2022-06-23 15:00:00,-24.42380174351888,
2022-06-23 15:30:30,-24.42380174351888,
2022-06-23 23:59:59,0.0,a
2022-06-24 00:00:00,6.295964985786327,
2022-06-24 10:00:00,70.94083781246172,
2022-06-24 10:30:00,36.728264944981106,
2022-06-24 12:00:00,62.349015875437885,
2022-06-24 13:30:00,63.15016728309615,
2022-06-24 15:00:00,54.961920058116675,
2022-06-24 15:30:30,54.961920058116675,
2022-06-24 23:59:59,37.788380195982995,w
2022-06-27 00:00:00,86.51218383474293,
2022-06-27 10:00:00,-8.944824809370175,
2022-06-27 10:30:00,-37.2416415266357,
2022-06-27 12:00:00,-12.44191253407348,
2022-06-27 13:30:00,-19.960879995418622,
2022-06-27 15:00:00,-5.7939402883143885,
2022-06-27 15:30:30,-5.7939402883143885,
2022-06-27 23:59:59,-0.08505759768286225,c
2022-06-28 00:00:00,20.066311614523897,
2022-06-28 10:00:00,21.83417169274344,
2022-06-28 10:30:00,-8.421534888310134,
2022-06-28 12:00:00,-29.720263711771963,
2022-06-28 13:30:00,-42.12913768330202,
2022-06-28 15:00:00,-62.732029316171406,
2022-06-28 15:30:30,-62.732029316171406,
2022-06-28 23:59:59,-70.72409680612964,c
2022-06-29 00:00:00,-91.75983117142857,
2022-06-29 10:00:00,-111.08507064657533,
2022-06-29 10:30:00,-101.66401433092449,
2022-06-29 12:00:00,-94.7305141203966,
2022-06-29 13:30:00,-110.27969915099686,
2022-06-29 15:00:00,-110.83475565589242,
2022-06-29 15:30:30,-110.83475565589242,
2022-06-29 23:59:59,-105.61241214978213,c
2022-06-30 00:00:00,-115.5122197616405,
2022-06-30 10:00:00,-154.75334294328707,
2022-06-30 10:30:00,-140.93854700821907,
2022-06-30 12:00:00,-123.5255020490116,
2022-06-30 13:30:00,-124.07764252577624,
2022-06-30 15:00:00,-124.79182301306241,
2022-06-30 15:30:30,-124.79182301306241,
2022-06-30 23:59:59,-116.36220030256891,e
2022-07-01 00:00:00,-121.1616878558541,
2022-07-01 10:00:00,-100.9099260094755,
2022-07-01 10:30:00,-124.39998483408215,
2022-07-01 12:00:00,-121.89940382490784,
2022-07-01 13:30:00,-112.04462159234652,
2022-07-01 15:00:00,-107.22999806581129,
2022-07-01 15:30:30,-107.22999806581129,
2022-07-01 23:59:59,-91.7049948947581,w
2022-07-04 00:00:00,-91.7049948947581,
2022-07-04 10:00:00,-90.94726734736275,
2022-07-04 10:30:00,-89.19313919206331,
2022-07-04 12:00:00,-90.15066786995794,
2022-07-04 13:30:00,-90.5219047938665,
2022-07-04 15:00:00,-90.72050012398722,
2022-07-04 15:30:30,-90.72050012398722,
2022-07-04 23:59:59,-90.76157965551727,c
2022-07-05 00:00:00,-93.36550587042689,
2022-07-05 10:00:00,-129.27290828820674,
2022-07-05 10:30:00,-102.62672189400053,
2022-07-05 12:00:00,-105.00285115736153,
2022-07-05 13:30:00,-80.6626946364712,
2022-07-05 15:00:00,-73.80869221293972,
2022-07-05 15:30:30,-73.80869221293972,
2022-07-05 23:59:59,-56.78539921119011,c
2022-07-06 00:00:00,-2.2501726263556066,
2022-07-06 10:00:00,-43.983798390303946,
2022-07-06 10:30:00,-53.31140821725853,
2022-07-06 12:00:00,-63.65175469614462,
2022-07-06 13:30:00,-53.91160535036204,
2022-07-06 15:00:00,-39.320003989172164,
2022-07-06 15:30:30,-39.320003989172164,
2022-07-06 23:59:59,-49.16609935580425,c
2022-07-07 00:00:00,-35.32308883547091,
2022-07-07 10:00:00,-17.829614702978574,
2022-07-07 10:30:00,-10.450758565937576,
2022-07-07 12:00:00,29.063967381734415,
2022-07-07 13:30:00,33.493705455948884,
2022-07-07 15:00:00,54.72324844951595,
2022-07-07 15:30:30,54.72324844951595,
2022-07-07 23:59:59,54.63898768206036,c
2022-07-08 00:00:00,25.908734508742327,
2022-07-08 10:00:00,0.46918594088117516,
2022-07-08 10:30:00,16.56090808281874,
2022-07-08 12:00:00,59.491472153154405,
2022-07-08 13:30:00,32.45641854751716,
2022-07-08 15:00:00,36.60700905168403,
2022-07-08 15:30:30,36.60700905168403,
2022-07-08 23:59:59,27.898488025342317,w
2022-07-11 00:00:00,0.9739287595672295,
2022-07-11 10:00:00,-30.397100594242374,
2022-07-11 10:30:00,-30.68862662000481,
2022-07-11 12:00:00,-42.72655574879116,
2022-07-11 13:30:00,-38.620227050451604,
2022-07-11 15:00:00,-46.729928043560335,
2022-07-11 15:30:30,-46.729928043560335,
2022-07-11 23:59:59,-42.22430999777953,c
2022-07-12 00:00:00,-44.669557309589436,
2022-07-12 10:00:00,8.26030512791408,
2022-07-12 10:30:00,24.25309335608665,
2022-07-12 12:00:00,37.61376038063986,
2022-07-12 13:30:00,35.44583215282444,
2022-07-12 15:00:00,46.45593076055013,
2022-07-12 15:30:30,46.45593076055013,
2022-07-12 23:59:59,37.77590650021739,c
2022-07-13 00:00:00,2.8165948564378596,
2022-07-13 10:00:00,12.537682986025402,
2022-07-13 10:30:00,14.768334030371648,
2022-07-13 12:00:00,24.4998111587812,
2022-07-13 13:30:00,35.35478582204121,
2022-07-13 15:00:00,50.1262187157771,
2022-07-13 15:30:30,50.1262187157771,
2022-07-13 23:59:59,56.05025153650672,c
2022-07-14 00:00:00,35.4937499081376,
