date,CRSP_STAY_HEDGED_2022_Q2,meta
2022-04-22 00:00:00,-123.85135997139918,
2022-04-22 10:00:00,-118.47458100549471,
2022-04-22 10:30:00,-119.15077800061334,
2022-04-22 12:00:00,-102.5464199274964,
2022-04-22 13:30:00,-106.92880973754569,
2022-04-22 15:00:00,-104.9339653281117,
2022-04-22 15:30:30,-104.9339653281117,
2022-04-22 23:59:59,-102.20321042347092,w
2022-04-25 00:00:00,-111.20945967651113,
2022-04-25 10:00:00,-101.59969280348372,
2022-04-25 10:30:00,-102.32484277861607,
2022-04-25 12:00:00,-101.03584379477326,
2022-04-25 13:30:00,-108.88669419860531,
2022-04-25 15:00:00,-120.82368432982543,
2022-04-25 15:30:30,-120.82368432982543,
2022-04-25 23:59:59,-118.32035366893223,c
2022-04-26 00:00:00,-104.61200910770634,
2022-04-26 10:00:00,-113.58650289337021,
2022-04-26 10:30:00,-119.64170234856118,
2022-04-26 12:00:00,-116.59128286829088,
2022-04-26 13:30:00,-117.2616609584216,
2022-04-26 15:00:00,-112.18187404523923,
2022-04-26 15:30:30,-112.18187404523923,
2022-04-26 23:59:59,-105.06793433566685,c
2022-04-27 00:00:00,-84.7212724828637,
2022-04-27 10:00:00,-82.8649125845601,
2022-04-27 10:30:00,-76.75554540311657,
2022-04-27 12:00:00,-81.33685733098031,
2022-04-27 13:30:00,-84.32245304284442,
2022-04-27 15:00:00,-85.73025185338338,
2022-04-27 15:30:30,-85.73025185338338,
2022-04-27 23:59:59,-81.6859376030697,c
2022-04-28 00:00:00,-62.2796390376397,
2022-04-28 10:00:00,-49.30991136214237,
2022-04-28 10:30:00,-41.448827537265686,
2022-04-28 12:00:00,-40.252575527507474,
2022-04-28 13:30:00,-49.54954850501741,
2022-04-28 15:00:00,-53.528974028858784,
2022-04-28 15:30:30,-53.528974028858784,
2022-04-28 23:59:59,-48.952462308083284,c
2022-04-29 00:00:00,-19.56958779818592,
2022-04-29 10:00:00,-33.93186452021746,
2022-04-29 10:30:00,-18.59550283720256,
2022-04-29 12:00:00,-16.298730427374494,
2022-04-29 13:30:00,-16.695872740608536,
2022-04-29 15:00:00,-27.057665077978697,
2022-04-29 15:30:30,-27.057665077978697,
2022-04-29 23:59:59,-25.236586125392932,w
2022-05-02 00:00:00,-29.54013265562503,
2022-05-02 10:00:00,-41.662841473111655,
2022-05-02 10:30:00,-44.676794870840865,
2022-05-02 12:00:00,-51.94051068994298,
2022-05-02 13:30:00,-53.928836096173825,
2022-05-02 15:00:00,-57.81951754989865,
2022-05-02 15:30:30,-57.81951754989865,
2022-05-02 23:59:59,-68.61875270263397,c
2022-05-03 00:00:00,-57.7737968537204,
2022-05-03 10:00:00,-35.572831806296335,
2022-05-03 10:30:00,-38.12960697595696,
2022-05-03 12:00:00,-53.7617767220425,
2022-05-03 13:30:00,-54.54308709096881,
2022-05-03 15:00:00,-53.303969880547356,
2022-05-03 15:30:30,-53.303969880547356,
2022-05-03 23:59:59,-52.862046226031566,c
2022-05-04 00:00:00,-66.89466490623676,
2022-05-04 10:00:00,-68.30109569984359,
2022-05-04 10:30:00,-61.372324433632514,
2022-05-04 12:00:00,-57.62726022117204,
2022-05-04 13:30:00,-57.26156865656873,
2022-05-04 15:00:00,-67.1035558547307,
2022-05-04 15:30:30,-67.1035558547307,
2022-05-04 23:59:59,-66.39181747640754,c
2022-05-05 00:00:00,-81.67648192390942,
2022-05-05 10:00:00,-101.62355131192561,
2022-05-05 10:30:00,-103.22834824130103,
2022-05-05 12:00:00,-98.56909815619281,
2022-05-05 13:30:00,-98.66959456138113,
2022-05-05 15:00:00,-94.118975403251,
2022-05-05 15:30:30,-94.118975403251,
2022-05-05 23:59:59,-94.43810954098655,c
2022-05-06 00:00:00,-92.20316656710014,
2022-05-06 10:00:00,-107.21005242654627,
2022-05-06 10:30:00,-110.6652021318086,
2022-05-06 12:00:00,-101.881522693921,
2022-05-06 13:30:00,-104.99837346326188,
2022-05-06 15:00:00,-101.8699852827653,
2022-05-06 15:30:30,-101.8699852827653,
2022-05-06 23:59:59,-103.76138364496416,w
2022-05-09 00:00:00,-110.26230775336336,
2022-05-09 10:00:00,-132.12959240213485,
2022-05-09 10:30:00,-131.9429895959501,
2022-05-09 12:00:00,-122.20919985656514,
2022-05-09 13:30:00,-132.09795101558944,
2022-05-09 15:00:00,-133.39213390845595,
2022-05-09 15:30:30,-133.39213390845595,
2022-05-09 23:59:59,-129.708217394241,c
2022-05-10 00:00:00,-144.01317372086618,
2022-05-10 10:00:00,-138.21461225204865,
2022-05-10 10:30:00,-151.85267697884223,
2022-05-10 12:00:00,-155.85008441138285,
2022-05-10 13:30:00,-156.66356121811674,
2022-05-10 15:00:00,-164.07819319845072,
2022-05-10 15:30:30,-164.07819319845072,u
2022-05-10 23:59:59,-149.09654882124715,c
2022-05-11 00:00:00,-149.57139118725905,
2022-05-11 10:00:00,-171.03664503419617,
2022-05-11 10:30:00,-152.1261902772997,
2022-05-11 12:00:00,-147.68463820689027,
2022-05-11 13:30:00,-134.05331955738615,
2022-05-11 15:00:00,-133.24235666630995,
2022-05-11 15:30:30,-133.24235666630995,
2022-05-11 23:59:59,-122.15263553339042,c
2022-05-12 00:00:00,-120.24546815135972,
2022-05-12 10:00:00,-117.86763100067179,
2022-05-12 10:30:00,-111.06459631608226,
2022-05-12 12:00:00,-101.1239886935304,
2022-05-12 13:30:00,-95.79245334443857,
2022-05-12 15:00:00,-89.29655402223557,
2022-05-12 15:30:30,-89.29655402223557,
2022-05-12 23:59:59,-107.65411802182763,c
2022-05-13 00:00:00,-63.24772873353112,
2022-05-13 10:00:00,-79.29018507959995,
2022-05-13 10:30:00,-86.38432389283605,
2022-05-13 12:00:00,-90.4420093291576,
2022-05-13 13:30:00,-94.82287116968138,
2022-05-13 15:00:00,-90.53204714945485,
2022-05-13 15:30:30,-90.53204714945485,
2022-05-13 23:59:59,-97.09722013078385,w
2022-05-16 00:00:00,-84.29410387954715,
2022-05-16 10:00:00,-83.62037151581524,
2022-05-16 10:30:00,-92.66130622302325,
2022-05-16 12:00:00,-94.00531355041329,
2022-05-16 13:30:00,-100.14558295426599,
2022-05-16 15:00:00,-101.66636846254875,
2022-05-16 15:30:30,-101.66636846254875,
2022-05-16 23:59:59,-93.29093931054763,c
2022-05-17 00:00:00,-113.99406456393257,
2022-05-17 10:00:00,-109.82320849997444,
2022-05-17 10:30:00,-114.65603163687166,
2022-05-17 12:00:00,-110.99445942110862,
2022-05-17 13:30:00,-114.51753838115593,
2022-05-17 15:00:00,-121.11824926576497,
2022-05-17 15:30:30,-121.11824926576497,
2022-05-17 23:59:59,-121.16064433339267,c
2022-05-18 00:00:00,-104.33293866293678,
2022-05-18 10:00:00,-78.57757565816422,
2022-05-18 10:30:00,-77.009342023133,
2022-05-18 12:00:00,-73.37532523738031,
2022-05-18 13:30:00,-84.59103116603046,
2022-05-18 15:00:00,-75.22640679398637,
2022-05-18 15:30:30,-75.22640679398637,
2022-05-18 23:59:59,-73.02592761431845,c
2022-05-19 00:00:00,-62.142486417530904,
2022-05-19 10:00:00,-45.982554148710676,
2022-05-19 10:30:00,-43.40767428724047,
2022-05-19 12:00:00,-32.05876474860759,
2022-05-19 13:30:00,-36.66271997812356,
2022-05-19 15:00:00,-40.46256995119626,
2022-05-19 15:30:30,-40.46256995119626,
2022-05-19 23:59:59,-30.64823297528062,c
2022-05-20 00:00:00,-32.022286906314946,
2022-05-20 10:00:00,-39.628535097112945,
2022-05-20 10:30:00,-34.606554385680454,
2022-05-20 12:00:00,-29.017828799906,
2022-05-20 13:30:00,-20.177838026562654,
2022-05-20 15:00:00,-23.543765333745057,
2022-05-20 15:30:30,-23.543765333745057,
2022-05-20 23:59:59,-37.77390746856099,w
2022-05-23 00:00:00,-56.57566250878256,
2022-05-23 10:00:00,-61.22658353943348,
2022-05-23 10:30:00,-50.43911942609765,
2022-05-23 12:00:00,-49.35149091417628,
2022-05-23 13:30:00,-45.25438901978828,
2022-05-23 15:00:00,-51.399981628432045,
2022-05-23 15:30:30,-51.399981628432045,
2022-05-23 23:59:59,-45.83404938279722,c
2022-05-24 00:00:00,-37.14507926556951,
2022-05-24 10:00:00,-49.702978506307886,
2022-05-24 10:30:00,-33.05056341556525,
2022-05-24 12:00:00,-29.016632120727365,
2022-05-24 13:30:00,-27.42745370104734,
2022-05-24 15:00:00,-24.276374730926193,
2022-05-24 15:30:30,-24.276374730926193,
2022-05-24 23:59:59,-25.76140181234058,c
2022-05-25 00:00:00,-21.26306576083175,
2022-05-25 10:00:00,-36.567168702789274,
2022-05-25 10:30:00,-45.08214088230159,
2022-05-25 12:00:00,-32.06548337439608,
2022-05-25 13:30:00,-30.067195914795946,
2022-05-25 15:00:00,-39.115736287653306,
2022-05-25 15:30:30,-39.115736287653306,
2022-05-25 23:59:59,-40.13868878223565,c
2022-05-26 00:00:00,-56.80563411486156,
2022-05-26 10:00:00,-66.49583663088902,
2022-05-26 10:30:00,-69.15708093510045,
2022-05-26 12:00:00,-63.133580781406124,
2022-05-26 13:30:00,-68.82188812193039,
2022-05-26 15:00:00,-74.21790788170074,
2022-05-26 15:30:30,-74.21790788170074,
2022-05-26 23:59:59,-67.50270068515636,c
2022-05-27 00:00:00,-76.69384606069536,
2022-05-27 10:00:00,-48.47688909316486,
2022-05-27 10:30:00,-46.01931852289266,
2022-05-27 12:00:00,-56.87368288804305,
2022-05-27 13:30:00,-60.63622290226539,
2022-05-27 15:00:00,-61.63354092055823,
2022-05-27 15:30:30,-61.63354092055823,
2022-05-27 23:59:59,-64.39342403339361,w
2022-05-30 00:00:00,-64.39342403339361,
2022-05-30 10:00:00,-64.39342403339361,
2022-05-30 10:30:00,-64.39342403339361,
2022-05-30 12:00:00,-64.39342403339361,
2022-05-30 13:30:00,-64.39342403339361,
2022-05-30 15:00:00,-64.39342403339361,
2022-05-30 15:30:30,-64.39342403339361,
2022-05-30 23:59:59,-64.39342403339361,c
2022-05-31 00:00:00,-53.18102247527122,
2022-05-31 10:00:00,-60.637018151010466,
2022-05-31 10:30:00,-61.10836571798751,
2022-05-31 12:00:00,-64.39793190460972,
2022-05-31 13:30:00,-60.91778608598287,
2022-05-31 15:00:00,-55.24404009296734,
2022-05-31 15:30:30,-55.24404009296734,m
2022-05-31 23:59:59,-49.55205456194216,c
2022-06-01 00:00:00,-57.64483244688455,
2022-06-01 10:00:00,-46.35953898302097,
2022-06-01 10:30:00,-34.76110545888753,
2022-06-01 12:00:00,-33.09770099432234,
2022-06-01 13:30:00,-30.135694024474844,
2022-06-01 15:00:00,-27.198485966544695,
2022-06-01 15:30:30,-27.198485966544695,
2022-06-01 23:59:59,-26.617936868154516,c
2022-06-02 00:00:00,-22.037266766416792,
2022-06-02 10:00:00,-0.863829661122395,
2022-06-02 10:30:00,6.300812655852042,
2022-06-02 12:00:00,28.065533348105816,
2022-06-02 13:30:00,24.95490867919233,
2022-06-02 15:00:00,16.302028086593452,
2022-06-02 15:30:30,16.302028086593452,
2022-06-02 23:59:59,9.218805546860324,c
2022-06-03 00:00:00,-2.0416991617385634,
2022-06-03 10:00:00,-3.3162052946530025,
2022-06-03 10:30:00,-1.5989077690770728,
2022-06-03 12:00:00,3.6336862254916014,
2022-06-03 13:30:00,-7.3479609432740745,
2022-06-03 15:00:00,-3.3663541804740476,
2022-06-03 15:30:30,-3.3663541804740476,s
2022-06-03 23:59:59,0.0,a
2022-06-06 00:00:00,23.29815665208571,
2022-06-06 10:00:00,13.019393460572928,
2022-06-06 10:30:00,12.45142074271854,
2022-06-06 12:00:00,6.351578200346978,
2022-06-06 13:30:00,-0.20215555060792667,
2022-06-06 15:00:00,11.919372883618905,
2022-06-06 15:30:30,11.919372883618905,
2022-06-06 23:59:59,2.5510401188719243,c
2022-06-07 00:00:00,9.430258954397914,
2022-06-07 10:00:00,11.915725161013711,
2022-06-07 10:30:00,5.635173626562448,
2022-06-07 12:00:00,-18.455825561803977,
2022-06-07 13:30:00,-28.846555649211552,
2022-06-07 15:00:00,-21.273458387465496,
2022-06-07 15:30:30,-21.273458387465496,u
2022-06-07 23:59:59,-15.303055643502148,c
2022-06-08 00:00:00,-12.828861760852249,
2022-06-08 10:00:00,0.31220277429400767,
2022-06-08 10:30:00,-2.23058749588364,
2022-06-08 12:00:00,-19.421331216694966,
2022-06-08 13:30:00,-19.49743637352958,
2022-06-08 15:00:00,-27.314963127988108,
2022-06-08 15:30:30,-27.314963127988108,
2022-06-08 23:59:59,-26.104957581279677,c
2022-06-09 00:00:00,-13.663026939657072,
2022-06-09 10:00:00,3.7928361936304213,
2022-06-09 10:30:00,10.088571296278474,
2022-06-09 12:00:00,-0.9239617446202146,
2022-06-09 13:30:00,-4.083579810362437,
2022-06-09 15:00:00,0.3256828194068362,
2022-06-09 15:30:30,0.3256828194068362,
2022-06-09 23:59:59,3.6145477624882005,c
2022-06-10 00:00:00,11.970403569038126,
2022-06-10 10:00:00,18.207947414162845,
2022-06-10 10:30:00,18.24453448340347,
2022-06-10 12:00:00,17.35008621026293,
2022-06-10 13:30:00,18.817497946895458,
2022-06-10 15:00:00,31.54096406134306,
2022-06-10 15:30:30,31.54096406134306,
2022-06-10 23:59:59,35.9273913078016,w
2022-06-13 00:00:00,41.89276241091346,
2022-06-13 10:00:00,45.65646757484012,
2022-06-13 10:30:00,45.640302333877855,
2022-06-13 12:00:00,56.82744559235891,
2022-06-13 13:30:00,50.59177929099212,
2022-06-13 15:00:00,48.7747250453956,
2022-06-13 15:30:30,48.7747250453956,
2022-06-13 23:59:59,54.91844755718415,c
2022-06-14 00:00:00,51.575388863625165,
2022-06-14 10:00:00,30.789754413074093,
2022-06-14 10:30:00,36.89585457177378,
2022-06-14 12:00:00,42.703520261411256,
2022-06-14 13:30:00,59.279974454233354,
2022-06-14 15:00:00,50.003372733516244,
2022-06-14 15:30:30,50.003372733516244,
2022-06-14 23:59:59,46.74988623773538,c
2022-06-15 00:00:00,33.630051982729924,
2022-06-15 10:00:00,57.07850204180647,
2022-06-15 10:30:00,52.44795745260825,
2022-06-15 12:00:00,58.5443296599542,
2022-06-15 13:30:00,57.50025332722589,
2022-06-15 15:00:00,62.95392075864737,
2022-06-15 15:30:30,62.95392075864737,
2022-06-15 23:59:59,57.320069472538876,c
2022-06-16 00:00:00,50.540014267054005,
2022-06-16 10:00:00,72.30500243243517,
2022-06-16 10:30:00,88.48974956060943,
2022-06-16 12:00:00,90.23133598896766,
2022-06-16 13:30:00,94.96225376673891,
2022-06-16 15:00:00,102.46535718097732,
2022-06-16 15:30:30,102.46535718097732,
2022-06-16 23:59:59,85.73830167909972,c
2022-06-17 00:00:00,87.18562912965484,
2022-06-17 10:00:00,86.46936297803069,
2022-06-17 10:30:00,67.0053530768825,
2022-06-17 12:00:00,63.74141469169689,
2022-06-17 13:30:00,52.438071807871495,
2022-06-17 15:00:00,46.23676730959062,
2022-06-17 15:30:30,46.23676730959062,
2022-06-17 23:59:59,37.299937186867055,e
2022-06-20 00:00:00,37.299937186867055,
2022-06-20 10:00:00,37.299937186867055,
2022-06-20 10:30:00,37.299937186867055,
2022-06-20 12:00:00,37.299937186867055,
2022-06-20 13:30:00,37.299937186867055,
2022-06-20 15:00:00,37.299937186867055,
2022-06-20 15:30:30,37.299937186867055,
2022-06-20 23:59:59,37.299937186867055,c
2022-06-21 00:00:00,33.681094941007075,
2022-06-21 10:00:00,52.44318040440146,
2022-06-21 10:30:00,60.39429530576706,
2022-06-21 12:00:00,60.44248476712113,
2022-06-21 13:30:00,63.19181478564434,
2022-06-21 15:00:00,61.03451135820421,
2022-06-21 15:30:30,61.03451135820421,
2022-06-21 23:59:59,53.370180379720296,c
2022-06-22 00:00:00,54.44031265228915,
2022-06-22 10:00:00,72.52370093552292,
2022-06-22 10:30:00,46.556551564937195,
2022-06-22 12:00:00,49.42673752760527,
2022-06-22 13:30:00,44.53430533133508,
2022-06-22 15:00:00,40.66677861426422,
2022-06-22 15:30:30,40.66677861426422,
2022-06-22 23:59:59,43.839829445259625,c
2022-06-23 00:00:00,50.49928595919022,
2022-06-23 10:00:00,38.3011333413624,
2022-06-23 10:30:00,52.3028608330315,
2022-06-23 12:00:00,54.27889406469802,
2022-06-23 13:30:00,45.402177281298236,
2022-06-23 15:00:00,37.487680239437736,
2022-06-23 15:30:30,37.487680239437736,
2022-06-23 23:59:59,37.00990308134965,c
2022-06-24 00:00:00,26.14141278588761,
2022-06-24 10:00:00,13.779143871226609,
2022-06-24 10:30:00,3.5793852624390183,
2022-06-24 12:00:00,6.503948315419166,
2022-06-24 13:30:00,13.837675746497496,
2022-06-24 15:00:00,12.330432798449806,
2022-06-24 15:30:30,12.330432798449806,
2022-06-24 23:59:59,-4.947187815661323,w
2022-06-27 00:00:00,-1.4699679540495367,
2022-06-27 10:00:00,9.30239252091576,
2022-06-27 10:30:00,3.364792227028886,
2022-06-27 12:00:00,-7.1627616704259935,
2022-06-27 13:30:00,-7.675985955943418,
2022-06-27 15:00:00,-6.052648325241535,
2022-06-27 15:30:30,-6.052648325241535,
2022-06-27 23:59:59,1.3720318179221636,c
2022-06-28 00:00:00,-6.623272651377249,
2022-06-28 10:00:00,-2.7181373902716928,
2022-06-28 10:30:00,0.809612800308571,
2022-06-28 12:00:00,0.49985768744767256,
2022-06-28 13:30:00,1.9943159642546107,
2022-06-28 15:00:00,9.025251584939895,
2022-06-28 15:30:30,9.025251584939895,
2022-06-28 23:59:59,9.746003858021709,c
2022-06-29 00:00:00,11.501951937789443,
2022-06-29 10:00:00,-5.7530855640625305,
2022-06-29 10:30:00,-7.310896080530426,
2022-06-29 12:00:00,-11.904178358269746,
2022-06-29 13:30:00,-3.0943860265392686,
2022-06-29 15:00:00,-7.0224731991891645,
2022-06-29 15:30:30,-7.0224731991891645,
2022-06-29 23:59:59,-4.831844230812351,c
2022-06-30 00:00:00,9.6006338860754,
2022-06-30 10:00:00,19.85213209593104,
2022-06-30 10:30:00,9.207987845763569,
2022-06-30 12:00:00,7.901930323985653,
2022-06-30 13:30:00,8.607395412421226,
2022-06-30 15:00:00,11.02881335026973,
2022-06-30 15:30:30,11.02881335026973,
2022-06-30 23:59:59,11.039319976748288,c
2022-07-01 00:00:00,15.459439974266957,
2022-07-01 10:00:00,1.3827844075763096,
2022-07-01 10:30:00,6.3626537741890274,
2022-07-01 12:00:00,8.355324661655573,
2022-07-01 13:30:00,12.59774466990956,
2022-07-01 15:00:00,6.038886869858288,
2022-07-01 15:30:30,6.038886869858288,
2022-07-01 23:59:59,6.377481899107977,w
2022-07-04 00:00:00,6.377481899107977,
2022-07-04 10:00:00,6.377481899107977,
2022-07-04 10:30:00,6.377481899107977,
2022-07-04 12:00:00,6.377481899107977,
2022-07-04 13:30:00,6.377481899107977,
2022-07-04 15:00:00,6.377481899107977,
2022-07-04 15:30:30,6.377481899107977,
2022-07-04 23:59:59,6.377481899107977,c
2022-07-05 00:00:00,8.094240209151792,
2022-07-05 10:00:00,-6.6955607110483015,
