date,MSCI_CAD_SC_2021_Q4,meta
2021-10-07 00:00:00,-11.806281878126583,
2021-10-07 10:00:00,-33.39545212930557,
2021-10-07 10:30:00,-24.999569171766097,
2021-10-07 12:00:00,-25.644050908622376,
2021-10-07 13:30:00,-41.4004215968132,
2021-10-07 15:00:00,-67.34037814194676,
2021-10-07 15:30:30,-67.34037814194676,
2021-10-07 23:59:59,-74.47606701677478,c
2021-10-08 00:00:00,-35.18941110357537,
2021-10-08 10:00:00,-85.52364854025018,
2021-10-08 10:30:00,-69.40082324390596,
2021-10-08 12:00:00,-69.25777916002926,
2021-10-08 13:30:00,-87.9945668865646,
2021-10-08 15:00:00,-55.45819852940235,
2021-10-08 15:30:30,-55.45819852940235,
2021-10-08 23:59:59,-72.01133584305899,w
2021-10-11 00:00:00,-127.21344787684575,
2021-10-11 10:00:00,-125.17550077166561,
2021-10-11 10:30:00,-157.8168788829555,
2021-10-11 12:00:00,-203.36250258336918,
2021-10-11 13:30:00,-173.79622333214093,
2021-10-11 15:00:00,-178.19121078840476,
2021-10-11 15:30:30,-178.19121078840476,
2021-10-11 23:59:59,-170.4096969778209,c
2021-10-12 00:00:00,-115.97202115928667,
2021-10-12 10:00:00,-78.88581708938818,
2021-10-12 10:30:00,-78.12045955463736,
2021-10-12 12:00:00,-83.39998680441659,
2021-10-12 13:30:00,-94.61482738588597,
2021-10-12 15:00:00,-98.8981140582855,
2021-10-12 15:30:30,-98.8981140582855,
2021-10-12 23:59:59,-90.34018071278388,c
2021-10-13 00:00:00,-104.59898527905398,
2021-10-13 10:00:00,-99.10792930128378,
2021-10-13 10:30:00,-100.3070736258087,
2021-10-13 12:00:00,-64.49467633386939,
2021-10-13 13:30:00,-66.18993964231504,
2021-10-13 15:00:00,-77.21776089257469,
2021-10-13 15:30:30,-77.21776089257469,
2021-10-13 23:59:59,-87.65926925513168,c
2021-10-14 00:00:00,-78.35554851354118,
2021-10-14 10:00:00,-87.79607577378874,
2021-10-14 10:30:00,-72.12168004702494,
2021-10-14 12:00:00,-48.55179524450455,
2021-10-14 13:30:00,-27.42035385762688,
2021-10-14 15:00:00,-7.427286015058826,
2021-10-14 15:30:30,-7.427286015058826,
2021-10-14 23:59:59,-8.263596800627738,c
2021-10-15 00:00:00,9.29602764828951,
2021-10-15 10:00:00,25.818814655672213,
2021-10-15 10:30:00,26.668346561081307,
2021-10-15 12:00:00,22.097103795826797,
2021-10-15 13:30:00,54.86022042313152,
2021-10-15 15:00:00,60.25330962763633,
2021-10-15 15:30:30,60.25330962763633,
2021-10-15 23:59:59,60.96553772418838,w
2021-10-18 00:00:00,72.09778321404269,
2021-10-18 10:00:00,43.402922941479574,
2021-10-18 10:30:00,46.82455482584169,
