date,EU_MSCI_EU_DM_STAY_2022_Q1,meta
2022-01-21 11:00:00,464.533336450595,
2022-01-21 23:59:59,460.2538825601291,w
2022-01-24 00:00:00,435.94155889003923,
2022-01-24 03:30:00,435.65354835441303,
2022-01-24 04:00:00,448.0357904358739,
2022-01-24 06:00:00,486.82287634686463,
2022-01-24 08:00:00,477.140052500265,
2022-01-24 10:30:00,486.5823982051779,
2022-01-24 11:00:00,476.52954476703326,
2022-01-24 23:59:59,460.0613659891528,c
2022-01-25 00:00:00,437.83378022536044,
2022-01-25 03:30:00,428.85868153129786,
2022-01-25 04:00:00,440.5200632620408,
2022-01-25 06:00:00,402.65496578864304,
2022-01-25 08:00:00,418.79717763250983,
2022-01-25 10:30:00,410.7140098703003,
2022-01-25 11:00:00,400.4805112819099,
2022-01-25 23:59:59,394.47177246556976,c
2022-01-26 00:00:00,368.3272970201515,
2022-01-26 03:30:00,365.5119229870429,
2022-01-26 04:00:00,387.40391028776,
2022-01-26 06:00:00,361.90435803619084,
2022-01-26 08:00:00,344.03406374245515,
2022-01-26 10:30:00,352.7890407560503,
2022-01-26 11:00:00,340.18550459477774,
2022-01-26 23:59:59,354.0588666416402,c
2022-01-27 00:00:00,373.33525138537607,
2022-01-27 03:30:00,355.7904303472974,
2022-01-27 04:00:00,339.02486331189357,
2022-01-27 06:00:00,358.32633994474054,
2022-01-27 08:00:00,347.6900518610878,
2022-01-27 10:30:00,327.98729741097713,
2022-01-27 11:00:00,322.6671366433361,
2022-01-27 23:59:59,328.8942051960116,c
2022-01-28 00:00:00,309.3991548058689,
2022-01-28 03:30:00,280.2218972747437,
2022-01-28 04:00:00,284.7599897456266,
2022-01-28 06:00:00,292.99391625865246,
2022-01-28 08:00:00,299.8892014972639,
2022-01-28 10:30:00,282.5763805697634,
2022-01-28 11:00:00,289.87808189648104,
2022-01-28 23:59:59,290.01476449469874,w
2022-01-31 00:00:00,267.6428205637353,
2022-01-31 03:30:00,255.0496377808845,
2022-01-31 04:00:00,243.71748897634416,
2022-01-31 06:00:00,257.2743251982147,
2022-01-31 08:00:00,257.2303665848822,
2022-01-31 10:30:00,263.570427357894,
2022-01-31 11:00:00,279.93509610488263,
2022-01-31 23:59:59,287.67889854648,c
2022-02-01 00:00:00,267.9861377825282,
2022-02-01 03:30:00,274.28141822153884,
2022-02-01 04:00:00,273.0276123799317,
2022-02-01 06:00:00,284.976759853379,
2022-02-01 08:00:00,280.9520945310692,
2022-02-01 10:30:00,263.6754218882661,
2022-02-01 11:00:00,259.5961047566939,
2022-02-01 23:59:59,262.8338333416568,c
2022-02-02 00:00:00,255.2099914555738,
2022-02-02 03:30:00,263.63953328030857,
2022-02-02 04:00:00,275.81284625858416,
2022-02-02 06:00:00,263.6967869593391,
2022-02-02 08:00:00,243.38663701912537,
2022-02-02 10:30:00,229.38595962939507,
2022-02-02 11:00:00,224.91799797624162,
2022-02-02 23:59:59,235.1402743996814,c
2022-02-03 00:00:00,197.96941055336947,
2022-02-03 03:30:00,174.6134978444261,
2022-02-03 04:00:00,155.84843012448118,
2022-02-03 06:00:00,155.18513843887467,
2022-02-03 08:00:00,165.6905310246757,
2022-02-03 10:30:00,134.1478338635793,
2022-02-03 11:00:00,130.40097676825735,
2022-02-03 23:59:59,145.50143646260403,c
2022-02-04 00:00:00,117.89773278606663,
2022-02-04 03:30:00,85.4226707596099,
2022-02-04 04:00:00,83.22781911379661,
2022-02-04 06:00:00,103.44893703833395,
2022-02-04 08:00:00,102.46469701383103,
2022-02-04 10:30:00,104.39696345197126,
2022-02-04 11:00:00,106.38148680746508,
2022-02-04 23:59:59,98.42813309056328,w
2022-02-07 00:00:00,90.97528522001494,
2022-02-07 03:30:00,114.70137789002274,
2022-02-07 04:00:00,109.4928916208205,
2022-02-07 06:00:00,120.17684263913998,
2022-02-07 08:00:00,97.54305089061745,
2022-02-07 10:30:00,85.32111991081001,
2022-02-07 11:00:00,74.08383702638821,
2022-02-07 23:59:59,86.69526365185538,c
2022-02-08 00:00:00,77.73860791446214,
2022-02-08 03:30:00,56.437517760063656,
2022-02-08 04:00:00,72.83128484299232,
2022-02-08 06:00:00,51.33207167064211,
2022-02-08 08:00:00,59.73820193012034,
2022-02-08 10:30:00,60.54145065356761,
2022-02-08 11:00:00,75.0024965937323,
2022-02-08 23:59:59,87.97668621194134,c
2022-02-09 00:00:00,72.25482593259085,
2022-02-09 03:30:00,83.7464051831621,
2022-02-09 04:00:00,60.2582457215226,
2022-02-09 06:00:00,45.66821941419448,
2022-02-09 08:00:00,22.240126315427915,
2022-02-09 10:30:00,-2.7326766836649767,
2022-02-09 11:00:00,3.524382517601225,
2022-02-09 23:59:59,0.0,a
2022-02-10 00:00:00,86.46485218422322,
2022-02-10 03:30:00,104.01070012191394,
2022-02-10 04:00:00,86.10456501989665,
2022-02-10 06:00:00,93.92370506081579,
2022-02-10 08:00:00,100.54917860077057,
2022-02-10 10:30:00,85.75894640825572,
2022-02-10 11:00:00,70.68190549733754,
2022-02-10 23:59:59,77.61564570858081,c
2022-02-11 00:00:00,77.61564570858081,
2022-02-11 03:30:00,77.61564570858081,
2022-02-11 04:00:00,77.61564570858081,
2022-02-11 06:00:00,77.61564570858081,
2022-02-11 08:00:00,77.61564570858081,
2022-02-11 10:30:00,77.61564570858081,
2022-02-11 11:00:00,77.61564570858081,
2022-02-11 23:59:59,77.61564570858081,w
2022-02-14 00:00:00,128.15412355811395,
2022-02-14 03:30:00,135.83477596820148,
2022-02-14 04:00:00,153.16063502593852,
2022-02-14 06:00:00,149.0878445975777,
2022-02-14 08:00:00,135.25938344341375,
2022-02-14 10:30:00,159.43302461437634,
2022-02-14 11:00:00,157.86014198206385,
2022-02-14 23:59:59,146.33227061271737,c
0,146.33227061271737,
0,146.33227061271737,
0,146.33227061271737,
0,146.33227061271737,
0,146.33227061271737,
0,146.33227061271737,
0,146.33227061271737,
0,146.33227061271737,
0,146.33227061271737,
0,146.33227061271737,
0,146.33227061271737,
0,146.33227061271737,
0,146.33227061271737,
0,146.33227061271737,
0,146.33227061271737,
0,146.33227061271737,
0,146.33227061271737,
0,146.33227061271737,
0,146.33227061271737,
0,146.33227061271737,
0,146.33227061271737,
0,146.33227061271737,
0,146.33227061271737,
0,146.33227061271737,
2022-02-15 00:00:00,158.87605431365137,
2022-02-15 03:30:00,148.25017651393136,
2022-02-15 04:00:00,149.64815279868617,
2022-02-15 06:00:00,142.33292113540074,
2022-02-15 08:00:00,137.1511289736627,
2022-02-15 10:30:00,157.7569157778389,
2022-02-15 11:00:00,153.34158758727472,
2022-02-15 23:59:59,158.52428790912836,c
2022-02-16 00:00:00,141.53031425451172,
2022-02-16 03:30:00,149.21561501027008,
2022-02-16 04:00:00,174.06612571253345,
2022-02-16 06:00:00,205.01318031027267,
2022-02-16 08:00:00,223.5525581462398,
2022-02-16 10:30:00,187.7099339759352,
2022-02-16 11:00:00,190.54093242913905,
2022-02-16 23:59:59,192.82970283543455,c
2022-02-17 00:00:00,188.53495254382233,
2022-02-17 03:30:00,190.07862026462726,
2022-02-17 04:00:00,194.00116319617518,
2022-02-17 06:00:00,198.969509586987,
2022-02-17 08:00:00,203.41108050064713,
2022-02-17 10:30:00,215.10663810516917,
2022-02-17 11:00:00,213.5533240554705,
2022-02-17 23:59:59,205.52989303876484,c
2022-02-18 00:00:00,217.86804079529747,
2022-02-18 03:30:00,209.9255617998624,
2022-02-18 04:00:00,217.47943871560983,
2022-02-18 06:00:00,216.40143487930663,
2022-02-18 08:00:00,216.47469065978203,
2022-02-18 10:30:00,215.26971188471634,
2022-02-18 11:00:00,218.5463177745455,
2022-02-18 23:59:59,207.42395246734577,w
2022-02-21 00:00:00,190.60500462114715,
2022-02-21 03:30:00,194.63614755489925,
2022-02-21 04:00:00,198.1534125177268,
2022-02-21 06:00:00,204.18050258378526,
2022-02-21 08:00:00,211.72570132307328,
2022-02-21 10:30:00,194.79433844225105,
2022-02-21 11:00:00,206.65669182506508,
2022-02-21 23:59:59,199.56750756735164,c
2022-02-22 00:00:00,251.32901411101466,
2022-02-22 03:30:00,223.12256212038665,
2022-02-22 04:00:00,203.26946989369162,
2022-02-22 06:00:00,206.44460038127454,
2022-02-22 08:00:00,210.8255795824357,
2022-02-22 10:30:00,204.97077348370203,
2022-02-22 11:00:00,213.88324368020358,
2022-02-22 23:59:59,212.9410370362216,c
2022-02-23 00:00:00,204.81674158376427,
2022-02-23 03:30:00,238.55140012468428,
2022-02-23 04:00:00,258.650307170652,
2022-02-23 06:00:00,254.087828476705,
2022-02-23 08:00:00,236.26947775638928,
2022-02-23 10:30:00,250.48537489934097,
2022-02-23 11:00:00,249.071803423642,
2022-02-23 23:59:59,241.1937917538603,c
2022-02-24 00:00:00,344.47109993417416,
2022-02-24 03:30:00,353.8020027804764,
2022-02-24 04:00:00,360.54327236027257,
2022-02-24 06:00:00,314.4960275896892,
2022-02-24 08:00:00,350.57069444081935,
2022-02-24 10:30:00,435.9754011983323,
2022-02-24 11:00:00,441.1654078973529,
2022-02-24 23:59:59,402.63035466453994,c
2022-02-25 00:00:00,392.0725264212929,
2022-02-25 03:30:00,415.4259290714872,
2022-02-25 04:00:00,438.1430470488781,
2022-02-25 06:00:00,444.27624063550866,
2022-02-25 08:00:00,439.9333704605574,
2022-02-25 10:30:00,407.493743871225,
2022-02-25 11:00:00,396.9414308018672,
2022-02-25 23:59:59,384.88470324922446,w
2022-02-28 00:00:00,418.28729580642676,
2022-02-28 03:30:00,366.24596275160593,
2022-02-28 04:00:00,365.59717080120754,
2022-02-28 06:00:00,341.146569504785,
2022-02-28 08:00:00,362.7875710245348,
2022-02-28 10:30:00,336.3824668744901,
2022-02-28 11:00:00,301.8078105501759,
2022-02-28 23:59:59,282.9880291966083,e
2022-03-01 00:00:00,279.93232012968883,
2022-03-01 03:30:00,222.26983692963586,
2022-03-01 04:00:00,214.31521556125654,
2022-03-01 06:00:00,218.22526435349755,
2022-03-01 08:00:00,215.04851210004335,
2022-03-01 10:30:00,216.6659923877155,
2022-03-01 11:00:00,216.6831174179856,
2022-03-01 23:59:59,209.43097128406362,c
2022-03-02 00:00:00,195.04236934307028,
2022-03-02 03:30:00,170.85488898352014,
2022-03-02 04:00:00,142.35595711308588,
2022-03-02 06:00:00,160.62396108833445,
2022-03-02 08:00:00,167.97455716660443,
2022-03-02 10:30:00,168.57163830740774,
2022-03-02 11:00:00,163.7677694558388,
2022-03-02 23:59:59,166.9396525852535,c
2022-03-03 00:00:00,120.84159472743477,
2022-03-03 03:30:00,116.11131043225078,
2022-03-03 04:00:00,135.28969990091855,
2022-03-03 06:00:00,148.67403340220426,
2022-03-03 08:00:00,158.79414944989867,
2022-03-03 10:30:00,185.692813779855,
2022-03-03 11:00:00,211.83083783632082,
2022-03-03 23:59:59,220.77393767785588,c
2022-03-04 00:00:00,242.43000537460148,
2022-03-04 03:30:00,265.48753302519935,
2022-03-04 04:00:00,271.65356243508813,
2022-03-04 06:00:00,319.5018493384018,
2022-03-04 08:00:00,344.813588449962,
2022-03-04 10:30:00,347.10717437042376,
2022-03-04 11:00:00,350.9736537044296,
2022-03-04 23:59:59,350.6352055480311,w
2022-03-07 00:00:00,350.6352055480311,
2022-03-07 03:30:00,350.6352055480311,
2022-03-07 04:00:00,350.6352055480311,
2022-03-07 06:00:00,350.6352055480311,
2022-03-07 08:00:00,350.6352055480311,
2022-03-07 10:30:00,350.6352055480311,
2022-03-07 11:00:00,350.6352055480311,
2022-03-07 23:59:59,350.6352055480311,c
2022-03-08 00:00:00,350.6352055480311,
2022-03-08 03:30:00,350.6352055480311,
2022-03-08 04:00:00,350.6352055480311,
2022-03-08 06:00:00,350.6352055480311,
2022-03-08 08:00:00,350.6352055480311,
2022-03-08 10:30:00,350.6352055480311,
2022-03-08 11:00:00,350.6352055480311,
2022-03-08 23:59:59,350.6352055480311,c
2022-03-09 00:00:00,350.6352055480311,
2022-03-09 03:30:00,350.6352055480311,
2022-03-09 04:00:00,350.6352055480311,
2022-03-09 06:00:00,350.6352055480311,
2022-03-09 08:00:00,350.6352055480311,
2022-03-09 10:30:00,350.6352055480311,
2022-03-09 11:00:00,350.6352055480311,
2022-03-09 23:59:59,350.6352055480311,c
2022-03-10 00:00:00,350.6352055480311,
2022-03-10 03:30:00,350.6352055480311,
2022-03-10 04:00:00,350.6352055480311,
2022-03-10 06:00:00,350.6352055480311,
2022-03-10 08:00:00,350.6352055480311,
2022-03-10 10:30:00,350.6352055480311,
2022-03-10 11:00:00,350.6352055480311,
2022-03-10 23:59:59,350.6352055480311,c
2022-03-11 00:00:00,350.6352055480311,
2022-03-11 03:30:00,350.6352055480311,
2022-03-11 04:00:00,350.6352055480311,
2022-03-11 06:00:00,350.6352055480311,
2022-03-11 08:00:00,350.6352055480311,
2022-03-11 10:30:00,350.6352055480311,
2022-03-11 11:00:00,350.6352055480311,
2022-03-11 23:59:59,350.6352055480311,w
2022-03-14 00:00:00,350.6352055480311,
2022-03-14 03:30:00,350.6352055480311,
2022-03-14 04:00:00,350.6352055480311,
2022-03-14 06:00:00,350.6352055480311,
2022-03-14 08:00:00,350.6352055480311,
2022-03-14 10:30:00,350.6352055480311,
2022-03-14 11:00:00,350.6352055480311,
2022-03-14 23:59:59,350.6352055480311,c
2022-03-15 00:00:00,350.6352055480311,
2022-03-15 03:30:00,350.6352055480311,
2022-03-15 04:00:00,350.6352055480311,
2022-03-15 06:00:00,350.6352055480311,
2022-03-15 08:00:00,350.6352055480311,
2022-03-15 10:30:00,350.6352055480311,
2022-03-15 11:00:00,350.6352055480311,
2022-03-15 23:59:59,350.6352055480311,c
2022-03-16 00:00:00,350.6352055480311,
2022-03-16 03:30:00,350.6352055480311,
2022-03-16 04:00:00,350.6352055480311,
2022-03-16 06:00:00,350.6352055480311,
2022-03-16 08:00:00,350.6352055480311,
2022-03-16 10:30:00,350.6352055480311,
2022-03-16 11:00:00,350.6352055480311,
2022-03-16 23:59:59,350.6352055480311,c
2022-03-17 00:00:00,350.6352055480311,
2022-03-17 03:30:00,350.6352055480311,
2022-03-17 04:00:00,350.6352055480311,
2022-03-17 06:00:00,350.6352055480311,
2022-03-17 08:00:00,350.6352055480311,
2022-03-17 10:30:00,350.6352055480311,
2022-03-17 11:00:00,350.6352055480311,
2022-03-17 23:59:59,350.6352055480311,c
2022-03-18 00:00:00,350.6352055480311,
2022-03-18 03:30:00,350.6352055480311,
2022-03-18 04:00:00,350.6352055480311,
2022-03-18 06:00:00,350.6352055480311,
2022-03-18 08:00:00,350.6352055480311,
2022-03-18 10:30:00,350.6352055480311,
2022-03-18 11:00:00,350.6352055480311,
2022-03-18 23:59:59,350.6352055480311,w
2022-03-21 00:00:00,350.6352055480311,
2022-03-21 03:30:00,350.6352055480311,
2022-03-21 04:00:00,350.6352055480311,
2022-03-21 06:00:00,350.6352055480311,
2022-03-21 08:00:00,350.6352055480311,
2022-03-21 10:30:00,350.6352055480311,
2022-03-21 11:00:00,350.6352055480311,
2022-03-21 23:59:59,350.6352055480311,c
