date,PPP_2020_Q4,meta
2020-11-06 00:00:00,912.4186899838564,
2020-11-06 10:00:00,906.3356085979972,
2020-11-06 10:30:00,883.6971160057096,
2020-11-06 12:00:00,921.2577496415979,
2020-11-06 13:30:00,924.7102229999259,
2020-11-06 15:00:00,938.9653846137408,
2020-11-06 15:30:30,938.9653846137408,
2020-11-06 23:59:59,935.2087929382824,w
2020-11-09 00:00:00,645.0949610219063,
2020-11-09 10:00:00,586.023713567789,
2020-11-09 10:30:00,584.6210156781394,
2020-11-09 12:00:00,545.1174939928596,
2020-11-09 13:30:00,490.72565692791704,
2020-11-09 15:00:00,439.9433918063314,
2020-11-09 15:30:30,439.9433918063314,x
2020-11-09 23:59:59,443.89178094242106,c
2020-11-10 00:00:00,472.24995838357336,
2020-11-10 10:00:00,483.9197496949646,
2020-11-10 10:30:00,457.9689167256456,
2020-11-10 12:00:00,496.5928245006294,
2020-11-10 13:30:00,515.852070299939,
2020-11-10 15:00:00,492.50814606740596,
2020-11-10 15:30:30,492.50814606740596,
2020-11-10 23:59:59,502.17669313665056,c
2020-11-11 00:00:00,501.9242276877508,
2020-11-11 10:00:00,538.6027408708901,
2020-11-11 10:30:00,529.014550124622,
2020-11-11 12:00:00,534.2644193703995,
2020-11-11 13:30:00,560.9421738309902,
2020-11-11 15:00:00,603.4601466045183,
2020-11-11 15:30:30,603.4601466045183,
2020-11-11 23:59:59,590.3596031402321,c
2020-11-12 00:00:00,661.9793651289765,
2020-11-12 10:00:00,654.8672486037754,
2020-11-12 10:30:00,634.0145125671511,
2020-11-12 12:00:00,618.8498209294453,
2020-11-12 13:30:00,667.761467243658,
2020-11-12 15:00:00,701.5499943553245,
2020-11-12 15:30:30,701.5499943553245,
2020-11-12 23:59:59,678.0330713514422,c
2020-11-13 00:00:00,640.6325727572776,
2020-11-13 10:00:00,568.1644379145073,
2020-11-13 10:30:00,571.9207854612564,
2020-11-13 12:00:00,567.8881971699461,
2020-11-13 13:30:00,569.9560447405979,
2020-11-13 15:00:00,553.8257044507782,
2020-11-13 15:30:30,553.8257044507782,
2020-11-13 23:59:59,535.3030744835369,w
2020-11-16 00:00:00,420.34427612935406,
2020-11-16 10:00:00,446.0468293220997,
2020-11-16 10:30:00,399.408619773651,
2020-11-16 12:00:00,362.19107248347973,
2020-11-16 13:30:00,396.29517398376765,
2020-11-16 15:00:00,396.88983926771607,
2020-11-16 15:30:30,396.88983926771607,
2020-11-16 23:59:59,401.19546621256086,c
2020-11-17 00:00:00,448.4096963189181,
2020-11-17 10:00:00,503.755409280142,
2020-11-17 10:30:00,462.5809172801564,
2020-11-17 12:00:00,413.98854100876815,
2020-11-17 13:30:00,417.4902444745462,
2020-11-17 15:00:00,404.40370613643745,
2020-11-17 15:30:30,404.40370613643745,
2020-11-17 23:59:59,387.2197212585961,c
2020-11-18 00:00:00,366.4442551644938,
2020-11-18 10:00:00,327.8687930022593,
2020-11-18 10:30:00,302.61846141292335,
2020-11-18 12:00:00,237.7140384224067,
2020-11-18 13:30:00,228.90336827681767,
2020-11-18 15:00:00,260.4285783405858,
2020-11-18 15:30:30,260.4285783405858,
2020-11-18 23:59:59,309.6613133543028,c
2020-11-19 00:00:00,345.08789808125266,
2020-11-19 10:00:00,306.3846239144391,
2020-11-19 10:30:00,313.3467519229939,
2020-11-19 12:00:00,332.59895425830337,
2020-11-19 13:30:00,320.1393384906023,
2020-11-19 15:00:00,315.2365705912166,
2020-11-19 15:30:30,315.2365705912166,
2020-11-19 23:59:59,297.78855929113433,c
2020-11-20 00:00:00,314.23140403040634,
2020-11-20 10:00:00,339.83349656932023,
2020-11-20 10:30:00,341.8056881109619,
2020-11-20 12:00:00,366.0489146500554,
2020-11-20 13:30:00,369.5748427488079,
2020-11-20 15:00:00,370.2186610908152,
2020-11-20 15:30:30,370.2186610908152,
2020-11-20 23:59:59,359.1145282816092,w
2020-11-23 00:00:00,295.16090147790374,
2020-11-23 10:00:00,268.44867359918635,
2020-11-23 10:30:00,266.1905540931475,
2020-11-23 12:00:00,229.44710991870488,
2020-11-23 13:30:00,229.52531464077992,
2020-11-23 15:00:00,211.49042580739797,
2020-11-23 15:30:30,211.49042580739797,
2020-11-23 23:59:59,211.74138245925724,c
2020-11-24 00:00:00,121.67033828518333,
2020-11-24 10:00:00,53.16510294800264,
2020-11-24 10:30:00,44.31984397556471,
2020-11-24 12:00:00,54.07545237852082,
2020-11-24 13:30:00,38.00457265093473,
2020-11-24 15:00:00,33.825346159519995,
2020-11-24 15:30:30,33.825346159519995,
2020-11-24 23:59:59,34.10510173653756,c
2020-11-25 00:00:00,80.34394421971501,
2020-11-25 10:00:00,126.7660671665135,
2020-11-25 10:30:00,100.10888385009684,
2020-11-25 12:00:00,90.5940935342951,
2020-11-25 13:30:00,78.19223866084985,
2020-11-25 15:00:00,87.73936251187024,
2020-11-25 15:30:30,87.73936251187024,
2020-11-25 23:59:59,91.98244588742728,c
2020-11-26 00:00:00,91.98244588742728,
2020-11-26 10:00:00,91.98244588742728,
2020-11-26 10:30:00,91.98244588742728,
2020-11-26 12:00:00,91.98244588742728,
2020-11-26 13:30:00,91.98244588742728,
2020-11-26 15:00:00,91.98244588742728,
2020-11-26 15:30:30,91.98244588742728,
2020-11-26 23:59:59,91.98244588742728,c
2020-11-27 00:00:00,75.63624052214163,
2020-11-27 10:00:00,68.87940648281892,
2020-11-27 10:30:00,68.99776331370231,
2020-11-27 12:00:00,46.727383716380245,
2020-11-27 13:30:00,46.727383716380245,
2020-11-27 15:00:00,46.727383716380245,
2020-11-27 15:30:30,46.727383716380245,
2020-11-27 23:59:59,57.99135814397687,w
2020-11-30 00:00:00,103.19081171220296,
2020-11-30 10:00:00,130.22521083543052,
2020-11-30 10:30:00,158.4138917786472,
2020-11-30 12:00:00,137.34662590743483,
2020-11-30 13:30:00,140.37573824296896,
2020-11-30 15:00:00,138.148107221597,
2020-11-30 15:30:30,138.148107221597,x
2020-11-30 23:59:59,167.39309430430285,c
2020-12-01 00:00:00,109.66248824055629,
2020-12-01 10:00:00,86.95143299323263,
2020-12-01 10:30:00,84.37998806835913,
2020-12-01 12:00:00,107.26692236087047,
2020-12-01 13:30:00,76.97855386062247,
2020-12-01 15:00:00,58.353687058196556,
2020-12-01 15:30:30,58.353687058196556,
2020-12-01 23:59:59,79.22961015784631,c
2020-12-02 00:00:00,98.75028869399193,
2020-12-02 10:00:00,119.68422165621496,
2020-12-02 10:30:00,126.53743730773476,
2020-12-02 12:00:00,83.27021213592116,
2020-12-02 13:30:00,92.12284471623798,
2020-12-02 15:00:00,87.66316750907072,
2020-12-02 15:30:30,87.66316750907072,
2020-12-02 23:59:59,105.65547812707791,c
2020-12-03 00:00:00,86.98265081319823,
2020-12-03 10:00:00,88.98425163160937,
2020-12-03 10:30:00,65.11009494071686,
2020-12-03 12:00:00,50.14063459657291,
2020-12-03 13:30:00,55.98961327944289,
2020-12-03 15:00:00,62.90134964114168,
2020-12-03 15:30:30,62.90134964114168,
2020-12-03 23:59:59,73.17228372140153,c
2020-12-04 00:00:00,32.224813461855774,
2020-12-04 10:00:00,20.949891187407047,
2020-12-04 10:30:00,0.5535541980648304,
2020-12-04 12:00:00,-27.869057274999705,
2020-12-04 13:30:00,-33.57702353710965,
2020-12-04 15:00:00,-38.338022024749534,
2020-12-04 15:30:30,-38.338022024749534,
2020-12-04 23:59:59,-50.00626328710814,w
2020-12-07 00:00:00,-29.588380295488605,
2020-12-07 10:00:00,32.88353253124842,
2020-12-07 10:30:00,18.362002286598454,
2020-12-07 12:00:00,6.777167181376171,
2020-12-07 13:30:00,25.2017279536567,
2020-12-07 15:00:00,25.299732187907466,
2020-12-07 15:30:30,25.299732187907466,
2020-12-07 23:59:59,16.172494127697973,c
2020-12-08 00:00:00,69.07585871787069,
2020-12-08 10:00:00,-16.343052891176285,
2020-12-08 10:30:00,-10.17891635676824,
2020-12-08 12:00:00,9.269975400062776,
2020-12-08 13:30:00,-11.161952399723305,
2020-12-08 15:00:00,-17.777307502917665,
2020-12-08 15:30:30,-17.777307502917665,
2020-12-08 23:59:59,-22.051225325714768,c
2020-12-09 00:00:00,-36.84831662098577,
2020-12-09 10:00:00,-63.76065896176624,
2020-12-09 10:30:00,-72.15620261331787,
2020-12-09 12:00:00,-54.267278966692174,
2020-12-09 13:30:00,-24.491164608316467,
2020-12-09 15:00:00,-29.096677855912276,
2020-12-09 15:30:30,-29.096677855912276,
2020-12-09 23:59:59,-11.951805744358353,c
2020-12-10 00:00:00,27.962997486718905,
2020-12-10 10:00:00,-6.846990742935304,
2020-12-10 10:30:00,-25.39935538081818,
2020-12-10 12:00:00,16.258541060767584,
2020-12-10 13:30:00,-15.745970287399814,
2020-12-10 15:00:00,-23.34126031650976,
2020-12-10 15:30:30,-23.34126031650976,
2020-12-10 23:59:59,-38.55967152265521,c
2020-12-11 00:00:00,6.239063767388416,
2020-12-11 10:00:00,-33.460195112447764,
2020-12-11 10:30:00,-50.15277353559941,
2020-12-11 12:00:00,-27.232400467158186,
2020-12-11 13:30:00,-16.831479696881615,
2020-12-11 15:00:00,-21.84744461716582,
2020-12-11 15:30:30,-21.84744461716582,
2020-12-11 23:59:59,0.0,a
2020-12-14 00:00:00,-27.746935434028273,
2020-12-14 10:00:00,80.42551658344473,
2020-12-14 10:30:00,122.89511279501767,
2020-12-14 12:00:00,160.22389397163306,
2020-12-14 13:30:00,148.16223415753393,
2020-12-14 15:00:00,154.63969857969232,
2020-12-14 15:30:30,154.63969857969232,
2020-12-14 23:59:59,150.62784278234767,c
2020-12-15 00:00:00,117.32904194591083,
2020-12-15 10:00:00,138.3288166888965,
2020-12-15 10:30:00,105.24604246148647,
2020-12-15 12:00:00,49.928143263894526,
2020-12-15 13:30:00,42.07052616158671,
2020-12-15 15:00:00,48.330694547907115,
2020-12-15 15:30:30,48.330694547907115,
2020-12-15 23:59:59,52.165978438062666,c
2020-12-16 00:00:00,55.30695695502391,
2020-12-16 10:00:00,71.5005159473667,
2020-12-16 10:30:00,117.99308553707397,
2020-12-16 12:00:00,94.47731234068578,
2020-12-16 13:30:00,95.27813183608805,
2020-12-16 15:00:00,80.53290079285807,
2020-12-16 15:30:30,80.53290079285807,
2020-12-16 23:59:59,61.063823467466136,c
2020-12-17 00:00:00,27.062248622710285,
2020-12-17 10:00:00,90.33819270901995,
2020-12-17 10:30:00,75.29265796959771,
2020-12-17 12:00:00,51.76009201982333,
2020-12-17 13:30:00,61.83609003563879,
2020-12-17 15:00:00,67.31203698890931,
2020-12-17 15:30:30,67.31203698890931,
2020-12-17 23:59:59,69.1766016171282,c
2020-12-18 00:00:00,67.51487987042083,
2020-12-18 10:00:00,108.90267876632743,
2020-12-18 10:30:00,78.84450017272502,
2020-12-18 12:00:00,26.940034574859965,
2020-12-18 13:30:00,51.975018455661484,
2020-12-18 15:00:00,47.21629068631091,
2020-12-18 15:30:30,47.21629068631091,
2020-12-18 23:59:59,-4.9316569264483405,e
2020-12-21 00:00:00,57.95713222442646,
2020-12-21 10:00:00,-29.515016020330222,
2020-12-21 10:30:00,-19.133006535790173,
2020-12-21 12:00:00,-59.506764105708044,
2020-12-21 13:30:00,-121.52249074870588,
2020-12-21 15:00:00,-113.7994458404155,
2020-12-21 15:30:30,-113.7994458404155,
2020-12-21 23:59:59,-98.48914091184906,c
2020-12-22 00:00:00,-111.44789008099951,
2020-12-22 10:00:00,-52.676903955429225,
2020-12-22 10:30:00,-102.2569348089387,
2020-12-22 12:00:00,-45.32721077711494,
2020-12-22 13:30:00,-65.62654347925763,
2020-12-22 15:00:00,-82.4862962830116,
2020-12-22 15:30:30,-82.4862962830116,
2020-12-22 23:59:59,-61.69585297674121,c
2020-12-23 00:00:00,-100.4308222661316,
2020-12-23 10:00:00,-116.92757551743125,
2020-12-23 10:30:00,-100.3974537312697,
2020-12-23 12:00:00,-121.16555683130036,
2020-12-23 13:30:00,-110.19893911329154,
2020-12-23 15:00:00,-105.00210600970195,
2020-12-23 15:30:30,-105.00210600970195,
2020-12-23 23:59:59,-109.30844495129122,c
2020-12-24 00:00:00,-109.04921646217463,
2020-12-24 10:00:00,-102.52041000018426,
2020-12-24 10:30:00,-82.38354206722761,
2020-12-24 12:00:00,-95.66852956146431,
2020-12-24 13:30:00,-95.66852956146431,
2020-12-24 15:00:00,-95.66852956146431,
2020-12-24 15:30:30,-95.66852956146431,
2020-12-24 23:59:59,-116.75178406007353,c
2020-12-25 00:00:00,-116.75178406007353,
2020-12-25 10:00:00,-116.75178406007353,
2020-12-25 10:30:00,-116.75178406007353,
2020-12-25 12:00:00,-116.75178406007353,
2020-12-25 13:30:00,-116.75178406007353,
2020-12-25 15:00:00,-116.75178406007353,
2020-12-25 15:30:30,-116.75178406007353,
2020-12-25 23:59:59,-116.75178406007353,w
2020-12-28 00:00:00,-149.29406075501902,
2020-12-28 10:00:00,-150.33417523721027,
2020-12-28 10:30:00,-159.0924227806281,
2020-12-28 12:00:00,-140.16401888476776,
2020-12-28 13:30:00,-127.04476512606334,
2020-12-28 15:00:00,-120.5207452454697,
2020-12-28 15:30:30,-120.5207452454697,
2020-12-28 23:59:59,-84.11635018945435,c
2020-12-29 00:00:00,-102.29544919380851,
2020-12-29 10:00:00,-58.35544181881187,
2020-12-29 10:30:00,-43.89939689509856,
2020-12-29 12:00:00,-59.19313684167673,
2020-12-29 13:30:00,-43.15721990479415,
2020-12-29 15:00:00,-21.60898353350649,
2020-12-29 15:30:30,-21.60898353350649,
2020-12-29 23:59:59,-47.57522711101774,c
